Material,Material_Description,Plnt,MS,Typ,Combo_Ind,BO_items,GrpValue,Curr,BO_quan,Avail_QTY,AltATP,SU,Altern?,MM_note,BO_Note,FocCust,lpostp,maxDlvDate,ResCount,maxiPDdel,maxRDdelay,maxPDdelay,RES_QTY,PO_qty,Next_PO,PO_qty1,Delivdate,TABCD,XYZ,PDT,ProcType,SPT,lastResc,PDcount,MRPCn,Name,key_plant
2152973,Carbon brush SAG 125-13S   6x11 set,8678,33,X6,nan,12,6365300.0,CLP,120.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-11,1,0,999,0,nan,,0,,,nan,nan,3,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8678/2152973
2153031,Rotor SAG 125-13S assy,8678,33,X6,nan,8,32052900.0,CLP,80.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-11,1,0,999,0,nan,,0,,,nan,nan,3,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8678/2153031
341504,O-ring,8678,40,X6,nan,3,239600.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-12,2024-09-10,1,0,999,0,nan,,0,,,D,Y,3,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,8678/341504
2094297,Gear housing finpt,8678,33,X6,nan,1,3340900.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-03,2024-08-30,1,0,999,0,nan,8.0,4537334816,8.0,2024-09-11,nan,nan,3,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8678/2094297
277557,O-ring 16X2,8678,33,X6,nan,2,213300.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-09-05,2024-09-03,1,0,999,0,nan,,0,,,D,Y,3,F,9S,2024-09-05,1,U26,SP\RDC Harrisburg,8678/277557
208604,Eccentric,8678,40,X6,nan,1,211200.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-03,2024-08-30,1,0,999,0,nan,,0,,,C,X,3,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8678/208604
330091,O-ring 12X2,8678,40,X6,nan,5,40400.0,CLP,50.0,,0,PC,0,nan,nan,X,2024-09-12,2024-09-11,1,0,999,0,nan,10.0,4537334816,10.0,2024-09-11,D,X,3,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,8678/330091
2075551,Carbon brush SAG set,8678,40,X6,nan,3,2228800.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-09,1,0,999,0,nan,,0,,,B,X,3,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8678/2075551
2113938,Stator 230V D packed,8678,33,X6,nan,1,4118100.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-09,2024-08-30,1,0,999,0,nan,,0,,,nan,nan,3,F,9S,2024-09-09,1,U26,SP\RDC Harrisburg,8678/2113938
2080643,Rotor SAG 230V assy,8678,33,X6,nan,1,5273000.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-09,2024-08-30,1,0,999,0,nan,,0,,,nan,nan,3,F,9S,2024-09-09,1,U26,SP\RDC Harrisburg,8678/2080643
282030,Stator assy,3070,40,X6,nan,1,5005000.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-04,2024-08-30,1,0,999,0,nan,,0,,,D,N,15,F,9S,2024-09-04,1,U26,SP\RDC Harrisburg,3070/282030
282109,Electrical assembly set assy,3070,40,X6,nan,1,2098900.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-04,2024-08-30,1,0,999,0,nan,,0,,,D,N,15,F,9S,2024-09-04,1,U26,SP\RDC Harrisburg,3070/282109
281506,Grooved ball bear. 12X32X10-2Z,3070,40,X6,nan,1,235700.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-04,2024-08-30,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-04,1,U26,SP\RDC Harrisburg,3070/281506
281508,Rotary shaft seal BAUM12X32X7,3070,40,X6,nan,1,219600.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-04,2024-08-30,1,0,999,0,nan,,0,,,D,N,15,F,9S,2024-09-04,1,U26,SP\RDC Harrisburg,3070/281508
282031,Protective cover assy,3070,40,X6,nan,1,2744700.0,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-30,0,0,999,0,nan,2.0,4537357162,2.0,2024-09-26,C,Z,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/282031
281651,Connecting cable,3070,40,X6,nan,1,2518600.0,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-30,0,0,999,0,nan,,0,,,C,Z,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/281651
282029,Rotor assy,3070,40,X6,nan,1,2454100.0,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-30,0,0,999,0,nan,,0,,,D,N,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/282029
2037607,Cooling fan,3070,40,X6,nan,1,1369100.0,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-30,0,0,999,0,nan,,0,,,D,N,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/2037607
2100965,Motor control packed,3070,33,X6,nan,1,8104900.0,CLP,10.0,,0,PC,0,nan,nan,X,,2024-08-30,0,0,999,0,nan,1.0,4537357173,1.0,2024-09-26,D,Z,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/2100965
93862,Ball bearing 8X22X7,8678,40,X6,nan,3,1459300.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-05,1,0,999,0,nan,,0,,,B,X,3,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8678/93862
201568,Hammering mechanism TE 2 assy,8335,40,PD,nan,8,56975800.0,CLP,80.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-10,1,0,999,0,nan,,0,,,A,X,30,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8335/201568
201594,Chuck TE 2,8335,40,PD,nan,8,8133200.0,CLP,80.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-10,1,0,999,0,nan,,0,,,A,X,30,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8335/201594
201573,Drive cylinder TE 2 assy,8335,40,PD,nan,3,4155200.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-03,1,0,999,0,nan,,0,,,B,X,30,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8335/201573
201574,Gear spindle TE 2 assy,8335,40,PD,nan,5,15315900.0,CLP,50.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-03,1,0,999,0,nan,,0,,,B,X,30,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8335/201574
327597,Rotary shaft seal,8335,40,PD,nan,12,1719000.0,CLP,120.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-13,1,0,999,0,nan,,0,,,C,X,30,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8335/327597
201564,Gear housing TE 2 assy,8335,40,PD,nan,2,6199100.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-10,1,0,999,0,nan,8.0,4537342376,8.0,2024-10-09,B,Y,30,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8335/201564
2097716,Stator 220V packed,8335,40,PD,nan,3,8711000.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-04,1,0,999,0,nan,11.0,4537342376,11.0,2024-10-09,B,X,30,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8335/2097716
345053,Conrod L73,3070,40,X6,nan,1,707200.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-31,2024-08-30,1,0,999,0,nan,,0,,,B,X,15,F,9S,2024-08-31,1,U26,SP\RDC Harrisburg,3070/345053
200351,Supporting ring,3070,40,X6,nan,1,862200.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-31,2024-08-30,1,0,999,0,nan,,0,,,C,Y,15,F,9S,2024-08-31,1,U26,SP\RDC Harrisburg,3070/200351
330972,Lock,3070,40,X6,nan,1,1259400.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-31,2024-08-30,1,0,999,0,nan,,0,,,B,Y,15,F,9S,2024-08-31,1,U26,SP\RDC Harrisburg,3070/330972
330804,Cap,3070,40,X6,nan,1,310000.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-31,2024-08-30,1,0,999,0,nan,,0,,,C,X,15,F,9S,2024-08-31,1,U26,SP\RDC Harrisburg,3070/330804
330856,Guide ring,3070,40,X6,nan,1,319700.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-31,2024-08-30,1,0,999,0,nan,,0,,,C,X,15,F,9S,2024-08-31,1,U26,SP\RDC Harrisburg,3070/330856
330961,Protective cap,3070,40,X6,nan,2,1716400.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-08-31,2024-09-05,1,0,999,0,nan,,0,,,B,X,15,F,9S,2024-08-31,1,U26,SP\RDC Harrisburg,3070/330961
2179922,Retaining ring,3070,33,X6,nan,2,523700.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-03,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,3070/2179922
413689,Dust shield 2T packed,3070,40,X6,nan,1,1453200.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-31,2024-08-30,1,0,999,0,nan,,0,,,B,X,15,F,9S,2024-08-31,1,U26,SP\RDC Harrisburg,3070/413689
200350,Detent ring,3070,40,X6,nan,1,881600.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-08-31,2024-08-30,1,0,999,0,nan,,0,,,C,Y,15,F,9S,2024-08-31,1,U26,SP\RDC Harrisburg,3070/200350
2218205,Cap DX 5_01 NFC packed,3070,33,X6,nan,1,4122000.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-03,2024-08-30,1,0,999,0,nan,,0,,,nan,nan,15,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,3070/2218205
367018,"O-ring 53,70X1,78",3070,40,X6,nan,1,38400.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-03,2024-08-30,1,0,999,0,nan,,0,,,D,Y,15,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,3070/367018
367221,Torsion spring 42N,3070,40,X6,nan,1,777500.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-03,2024-08-30,1,0,999,0,nan,,0,,,C,Y,15,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,3070/367221
367010,Plate,3070,40,X6,nan,1,153600.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-03,2024-08-30,1,0,999,0,nan,,0,,,C,X,15,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,3070/367010
2076922,Technical data sheet DX P2,3070,40,X6,nan,1,76800.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-03,2024-08-30,1,0,999,0,nan,,0,,,D,X,15,F,9S,2024-09-03,1,MX1,Manuel Gabriel,3070/2076922
373330,Buffer X-6-5-B,3070,40,X6,nan,1,1308700.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-03,2024-08-30,1,0,999,0,nan,,0,,,B,Y,15,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,3070/373330
373297,Piston X-6-5-P8,3070,40,X6,nan,1,5537200.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-03,2024-08-30,1,0,999,0,nan,,0,,,A,Y,15,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,3070/373297
2109790,Stator TE 800 230V packed,8770,33,X6,nan,2,32311200.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-09-09,2024-08-30,1,0,999,0,nan,8.0,4537366226,8.0,2024-10-07,D,Z,22,F,9S,2024-09-09,1,U26,SP\RDC Harrisburg,8770/2109790
2082374,Cover,8770,33,X6,nan,1,879400.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-09,2024-08-30,1,0,999,0,nan,7.0,4537366236,7.0,2024-10-07,D,Z,22,F,9S,2024-09-09,1,U26,SP\RDC Harrisburg,8770/2082374
2031844,Cap,8770,33,X6,nan,1,1458200.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-09,2024-08-30,1,0,999,0,nan,39.0,4537366212,6.0,2024-10-07,D,Z,22,F,9S,2024-09-09,1,U26,SP\RDC Harrisburg,8770/2031844
2081266,Dust shield front,8770,33,X6,nan,4,8521400.0,CLP,40.0,,0,PC,0,nan,nan,X,2024-09-09,2024-09-18,1,0,999,0,nan,50.0,4537366226,50.0,2024-10-07,D,Z,22,F,9S,2024-09-09,1,U26,SP\RDC Harrisburg,8770/2081266
2342551,End brace,3070,33,X6,nan,1,1054500.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-11,2024-08-30,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2342551
2103715,Carbon brush 220-240V set,8770,40,X6,nan,3,10265300.0,CLP,30.0,,0,PC,0,nan,nan,X,2024-09-03,2024-09-18,1,0,999,0,nan,41.0,4537366226,41.0,2024-10-07,B,X,22,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8770/2103715
2110677,Gasket set TE 800,8770,33,X6,nan,4,12354600.0,CLP,40.0,,0,PC,0,nan,nan,X,2024-09-03,2024-09-18,1,0,999,0,nan,64.0,4537366226,64.0,2024-10-07,D,Z,22,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8770/2110677
2054503,"Compression spring 2,0x10,3x46,5",8770,33,X6,nan,1,61600.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-03,2024-08-30,1,0,999,0,nan,8.0,4537349632,8.0,2024-10-03,D,Z,22,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8770/2054503
2109953,Bearing cover TE 800 packed,8770,33,X6,nan,1,2137800.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-03,2024-08-30,1,0,999,0,nan,,0,,,D,Z,22,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8770/2109953
2121780,Toothed gear Z61-I,8770,33,X6,nan,1,1842800.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-03,2024-08-30,1,0,999,0,nan,,0,,,D,Z,22,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8770/2121780
413291,Seal,8770,33,X6,nan,1,170800.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-03,2024-08-30,1,0,999,0,nan,13.0,4537366226,13.0,2024-10-07,D,Z,22,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8770/413291
2110165,Guide tube TE 800 packed,8770,33,X6,nan,2,7078100.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-03,2024-09-11,1,0,999,0,nan,,0,,,D,Z,22,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8770/2110165
321558,Striker piston TE 1000 packed,8770,40,X6,nan,2,4083300.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-03,2024-09-11,1,0,999,0,nan,,0,,,C,X,22,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8770/321558
2110625,Ram TE 800 packed,8770,33,X6,nan,4,12354600.0,CLP,40.0,,0,PC,0,nan,nan,X,2024-09-03,2024-09-18,1,0,999,0,nan,37.0,4537349632,7.0,2024-10-03,D,Z,22,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8770/2110625
234126,Rotary shaft seal BAUM2X7-18X30X7,8770,40,X6,nan,3,1198700.0,CLP,30.0,,0,PC,0,nan,nan,nan,2024-09-11,2024-09-05,1,0,999,0,nan,,0,,,C,X,22,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,8770/234126
2109714,Rotor TE 800 220-240V serv. set,8770,33,X6,nan,1,10034700.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-03,2024-08-30,1,0,999,0,nan,,0,,,D,Z,22,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8770/2109714
2105323,Backplate GX 3_01 packed,3070,33,X6,nan,4,52023100.0,CLP,40.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,3.0,4537357174,3.0,2024-09-26,D,Z,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/2105323
2105330,Bearing sleeve GX 3_01 kit,3070,40,X6,nan,11,16046500.0,CLP,110.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,9.0,4537357174,9.0,2024-09-26,D,N,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/2105330
2162169,Piston GX 3_01 packed,3070,33,X6,nan,13,129240200.0,CLP,130.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,10.0,4537357174,10.0,2024-09-26,D,Z,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/2162169
2105236,Electronics GX 3_01 packed,3070,33,X6,nan,1,,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-11,2024-08-30,1,0,999,0,nan,2.0,4537357174,2.0,2024-09-26,D,Z,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2105236
351316,Torx-soc ov screw M4X8 MK T20 black,3070,40,X6,nan,9,453000.0,CLP,110.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/351316
437632,Fastener guide X-120 TN packed,3070,40,X6,nan,4,2160200.0,CLP,40.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,1.0,4537357174,1.0,2024-09-26,C,Z,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/437632
385491,Holder assy,3070,40,X6,nan,4,25662000.0,CLP,40.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,,0,,,B,Y,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/385491
351329,Torx-soc csk head scr M5X20 mc,3070,40,X6,nan,5,585800.0,CLP,140.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,20.0,4537357174,20.0,2024-09-26,D,N,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/351329
2102280,Fastener guide X-FG G3,3070,40,X6,nan,11,68099900.0,CLP,110.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,10.0,4537357174,10.0,2024-09-26,C,Z,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/2102280
383820,Retaining washer 3.2,3070,40,X6,nan,2,32200.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,3.0,4537357174,3.0,2024-09-26,D,N,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/383820
406948,Gasket set GX120 RP kit,3070,33,X6,nan,3,10195100.0,CLP,30.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,,0,,,B,Y,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/406948
381909,Valve assy,3070,40,X6,nan,2,3022200.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,,0,,,C,Y,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/381909
2121621,Battery GX120 kit,3070,40,X6,nan,2,4856100.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,7.0,4537342761,7.0,2024-09-25,C,Z,15,F,LA,2024-09-12,1,U26,SP\RDC Harrisburg,3070/2121621
368690,Bearing sleeve GX120 kit,3070,33,X6,nan,2,3718400.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,,0,,,B,Y,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/368690
2105324,Sealing ring GX 3_01 kit,3070,40,X6,nan,4,9772200.0,CLP,40.0,,0,PC,0,nan,nan,nan,2024-09-12,2024-08-30,1,0,999,0,nan,2.0,4537357174,2.0,2024-09-26,D,N,15,F,9S,2024-09-12,1,U26,SP\RDC Harrisburg,3070/2105324
351479,Torx-soc cap screw M6X25 T30 MK,3070,40,X6,nan,1,96000.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-11,2024-08-30,1,0,999,0,nan,,0,,,D,N,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/351479
2105239,Cylinder GX 3_01 packed,3070,40,X6,nan,1,15147300.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-11,2024-08-30,1,0,999,0,nan,,0,,,D,N,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2105239
2094623,Bow GX 3 assy,3070,33,X6,nan,1,9175000.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-11,2024-08-30,1,0,999,0,nan,2.0,4537317881,1.0,2024-09-19,nan,nan,15,F,9S,2024-09-11,1,U26,SP\RDC Harrisburg,3070/2094623
2106033,Nail magazine X-M40 G3 assy,3070,40,X6,nan,1,8437800.0,CLP,10.0,,0,PC,0,nan,nan,nan,,2024-08-30,0,0,999,0,nan,1.0,4537357174,1.0,2024-09-26,D,N,15,F,9S,,0,U26,SP\RDC Harrisburg,3070/2106033
2031722,Switch TE2-A22_02 assy packed,8335,40,PD,nan,1,7558300.0,CLP,10.0,,0,PC,0,nan,nan,X,2024-09-10,2024-09-02,1,0,999,0,2,,13529511,2.0,2024-10-21,A,X,30,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8335/2031722
2042538,Brush holder SFC 22-A CE assy,8770,33,X6,nan,2,4948700.0,CLP,20.0,,0,PC,0,nan,nan,X,2024-09-13,2024-09-10,1,0,999,0,nan,,0,,,D,Z,22,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,8770/2042538
346664,Screw 500 SERIES CHUCK,8770,40,X6,nan,1,37300.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-03,2024-09-02,1,0,999,0,nan,,0,,,D,X,22,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8770/346664
2306323,Chuck SFH 22-A bulk,8770,33,X6,nan,1,1042800.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-03,2024-09-02,1,0,999,0,nan,12.0,4537366235,12.0,2024-10-07,D,Z,22,F,9S,2024-09-03,1,U26,SP\RDC Harrisburg,8770/2306323
328304,Brush holder 220-240V assy,8770,40,X6,nan,1,4568800.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-10,2024-09-02,1,0,999,0,nan,,0,,,D,Y,22,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8770/328304
328887,Rotor 220V-240V assy,8770,40,X6,nan,1,4911400.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-10,2024-09-02,1,0,999,0,nan,,0,,,B,X,22,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8770/328887
240916,O-ring 9.19X2.62,8770,40,X6,nan,1,423800.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-10,2024-09-02,1,0,999,0,nan,10.0,4537366226,10.0,2024-10-07,D,X,22,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8770/240916
240915,Sealing ring 18.25x14.85x2.93,8770,40,X6,nan,1,843900.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-10,2024-09-02,1,0,999,0,nan,,0,,,D,X,22,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8770/240915
393715,O-ring 16X3,8770,40,X6,nan,1,212000.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-10,2024-09-02,1,0,999,0,nan,,0,,,D,X,22,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8770/393715
328647,O-ring 16X3,8770,40,X6,nan,1,212000.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-10,2024-09-02,1,0,999,0,nan,8.0,4537366226,8.0,2024-10-07,D,X,22,F,9S,2024-09-10,1,U26,SP\RDC Harrisburg,8770/328647
2182558,Spacing ring 12x22x6,3070,33,X6,nan,2,610800.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-13,2024-09-12,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,3070/2182558
401155,Ball bearing 12x32x10,3070,40,X6,nan,2,1439700.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-13,2024-09-12,1,0,999,0,nan,,0,,,B,Y,15,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,3070/401155
345158,"Rotary shaft seal 14,8x25x7",3070,40,X6,nan,2,1047000.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-13,2024-09-12,1,0,999,0,nan,,0,,,B,X,15,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,3070/345158
2007241,Electronics 100V-240V packed,3070,40,X6,nan,1,4845000.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-04,2024-09-02,1,0,999,0,nan,,0,,,B,Y,15,F,9S,2024-09-04,1,U26,SP\RDC Harrisburg,3070/2007241
2018517,Water swivel assy packed,3070,40,X6,nan,2,12215300.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-13,2024-09-12,1,0,999,0,nan,,0,,,T,X,15,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,3070/2018517
2007250,Stator 100-127V Service packed,3070,40,X6,nan,1,2214800.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-04,2024-09-02,1,0,999,0,nan,9.0,4537357162,9.0,2024-09-26,A,Y,15,F,9S,2024-09-04,1,U26,SP\RDC Harrisburg,3070/2007250
2006985,Electronics MMI 100V-240 packed,3070,40,X6,nan,1,1756500.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-04,2024-09-02,1,0,999,0,nan,,0,,,C,Y,15,F,9S,2024-09-04,1,U26,SP\RDC Harrisburg,3070/2006985
2008133,Chuck DD-CH-BI-150/160,3070,40,X6,nan,2,16723300.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-13,2024-09-12,1,0,999,0,nan,,0,,,T,X,15,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,3070/2008133
2192060,Bearing block 100-127V assy,3070,33,X6,nan,2,5351400.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-13,2024-09-12,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,3070/2192060
2235981,Rotor 100-127V service packed,3070,33,X6,nan,2,19050000.0,CLP,20.0,,0,PC,0,nan,nan,nan,2024-09-13,2024-09-12,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-13,1,U26,SP\RDC Harrisburg,3070/2235981
2019133,Carriage right / left DD 160 packed,3070,40,X6,nan,1,4597800.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-04,2024-09-02,1,0,999,0,nan,7.0,4537317879,7.0,2024-09-19,A,Y,15,F,9S,2024-09-04,1,U26,SP\RDC Harrisburg,3070/2019133
409986,Housing end cap printed,3070,40,X6,nan,1,568500.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-04,2024-09-02,1,0,999,0,nan,,0,,,D,Z,15,F,9S,2024-09-04,1,U26,SP\RDC Harrisburg,3070/409986
2006906,Brush cap Left assy,3070,40,X6,nan,1,2916800.0,CLP,10.0,,0,PC,0,nan,nan,nan,2024-09-04,2024-09-02,1,0,999,0,2,,13491319,2.0,2024-11-07,D,Z,15,F,9S,2024-09-04,1,U26,SP\RDC Harrisburg,3070/2006906
