SOrg,Plnt,Name_1,SLoc,Description,Material,Material_Description,Profl,Serial_Number,PP,Equipment,Pstng_Date,Total,Serials,BUn,key_plant,key_material
3000,3090,Hilti TS Mexico,215,3090-0215,284778,Breaker TE 706-AVR 120V,Z001,64735,1,300023115085,2008-07-28,0,1,PC,3090/284778,3000/284778
3000,3090,Hilti TS Mexico,215,3090-0215,314403,Breaker TE 505 115V USA,Z001,129548,1,300018067131,2008-03-14,0,1,PC,3090/314403,3000/314403
3000,3090,Hilti TS Mexico,215,3090-0215,331449,Line laser PML 32-R kit,Z001,11507228,1,300022801628,2008-09-25,0,2,PC,3090/331449,3000/331449
3000,3090,Hilti TS Mexico,215,3090-0215,331449,Line laser PML 32-R kit,Z001,23507006,1,300026590455,2009-11-19,0,2,PC,3090/331449,3000/331449
3000,3090,Hilti TS Mexico,215,3090-0215,332101,Powder-actuated tool DX 351 (X-MX 27),Z001,38094,1,300023748188,2008-04-16,0,2,PC,3090/332101,3000/332101
3000,3090,Hilti TS Mexico,215,3090-0215,332101,Powder-actuated tool DX 351 (X-MX 27),Z001,114201,1,300018807305,2008-07-28,0,2,PC,3090/332101,3000/332101
3000,3090,Hilti TS Mexico,215,3090-0215,336769,Rotary hammer TE 2-M 115V case,Z001,MXTIJ..,1,300024095651,2008-05-20,0,1,PC,3090/336769,3000/336769
3000,3090,Hilti TS Mexico,215,3090-0215,337042,Diamond cutter DC 230-S 127V box,Z001,688002820,1,300023748189,2008-04-16,0,1,PC,3090/337042,3000/337042
3000,3090,Hilti TS Mexico,215,3090-0215,377325,Powder-actuated tool DX E72,Z001,77040,1,300020037166,2008-04-16,0,1,PC,3090/377325,3000/377325
3000,3090,Hilti TS Mexico,215,3090-0215,377417,Powder-actuated tool DX 460 MX 72,Z001,246661,1,300022087959,2008-07-28,0,2,PC,3090/377417,3000/377417
3000,3090,Hilti TS Mexico,215,3090-0215,377417,Powder-actuated tool DX 460 MX 72,Z001,62050,1,300023748187,2008-04-16,0,2,PC,3090/377417,3000/377417
3000,3090,Hilti TS Mexico,215,3090-0215,377616,Powder-actuated tool DX 351 BT G,Z001,167231,1,300035989451,2013-03-26,0,1,PC,3090/377616,3000/377616
3000,3090,Hilti TS Mexico,215,3090-0215,377710,Rotary hammer TE 2 120V box,Z001,695806,1,300018804020,2008-02-19,0,1,PC,3090/377710,3000/377710
3000,3090,Hilti TS Mexico,215,3090-0215,377788,Breaker TE 905-AVR 120V,Z001,308685,1,300019967912,2008-07-28,0,1,PC,3090/377788,3000/377788
3000,3090,Hilti TS Mexico,215,3090-0215,383885,Combihammer TE 40 120V,Z001,21758,1,300023115142,2008-07-28,0,1,PC,3090/383885,3000/383885
3000,3090,Hilti TS Mexico,215,3090-0215,384034,Powder-actuated tool DX 36,Z001,448309,1,300020676434,2008-07-28,0,1,PC,3090/384034,3000/384034
3000,3090,Hilti TS Mexico,215,3090-0215,435663,Drilling stand DD-ST 160 CTL,Z001,17638,1,300049142694,2014-09-29,0,1,PC,3090/435663,3000/435663
3000,3090,Hilti TS Mexico,216,3090-0216,70287,Angle grinder DCG 230-D 127V box,Z001,201000153,1,300039524852,2012-04-25,0,2,PC,3090/70287,3000/70287
3000,3090,Hilti TS Mexico,216,3090-0216,70287,Angle grinder DCG 230-D 127V box,Z001,201000173,1,300039524853,2012-04-25,0,2,PC,3090/70287,3000/70287
3000,3090,Hilti TS Mexico,216,3090-0216,228085,Rotary hammer TE 2 120V case,Z001,1085051,1,300035463512,2011-12-20,0,1,PC,3090/228085,3000/228085
3000,3090,Hilti TS Mexico,216,3090-0216,373959,Dispenser P 8000 D,Z001,8579,1,300040703296,2012-08-23,0,1,PC,3090/373959,3000/373959
3000,3090,Hilti TS Mexico,216,3090-0216,2004788,Laser range meter PD 5,Z001,292123423,1,300042685347,2013-01-23,0,2,PC,3090/2004788,3000/2004788
3000,3090,Hilti TS Mexico,216,3090-0216,2004788,Laser range meter PD 5,Z001,348120094,1,300043861975,2014-01-06,0,2,PC,3090/2004788,3000/2004788
3000,3090,Hilti TS Mexico,217,3090-0217,285788,Powder-actuated tool DX 76 F15,Z001,2587413,1,300027358485,2009-04-20,0,1,PC,3090/285788,3000/285788
3000,3090,Hilti TS Mexico,217,3090-0217,411288,Laser receiver PMA 31,Z001,186110277,1,300040919125,2014-09-25,0,1,PC,3090/411288,3000/411288
3000,3090,Hilti TS Mexico,217,3090-0217,2028878,Battery charger C 4/36-350 115V box,Z001,130980143,1,300076708890,2019-01-07,0,1,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,217,3090-0217,2049454,Breaker TE 3000-AVR 120V,Z001,47106,1,300044804341,2014-07-29,0,1,PC,3090/2049454,3000/2049454
3000,3090,Hilti TS Mexico,217,3090-0217,2098238,Dust removal system TE DRS-6-A box,Z001,45404,1,300070551077,2019-08-26,0,1,PC,3090/2098238,3000/2098238
3000,3090,Hilti TS Mexico,217,3090-0217,2251351,Battery pack B 22-85 Li-ion,Z001,204516937,1,300107720922,2023-04-21,3,2,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,217,3090-0217,2251351,Battery pack B 22-85 Li-ion,Z001,204513604,1,300107971217,2023-05-24,3,2,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,217,3090-0217,2251359,Battery pack B 22-170 Li-ion,Z001,214613635,1,300105627485,2023-07-14,2,1,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,228085,Rotary hammer TE 2 120V case,Z001,20832,1,300021670984,2007-11-01,0,1,PC,3090/228085,3000/228085
3000,3090,Hilti TS Mexico,218,3090-0218,244277,Cordl. drill driver SF 144-A Li-Ion,Z001,815540,1,300038685848,2012-06-12,0,1,PC,3090/244277,3000/244277
3000,3090,Hilti TS Mexico,218,3090-0218,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8019898,1,300043582722,2013-03-25,0,2,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,218,3090-0218,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8017897,1,300044035610,2013-06-11,0,2,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,218,3090-0218,274638,Gas-actuated tool GX 120,Z001,3384247,1,300045402240,2013-08-26,0,1,PC,3090/274638,3000/274638
3000,3090,Hilti TS Mexico,218,3090-0218,283460,Cordless rotary hammer TE 2-A case,Z001,720832,7,300021898962,2008-02-19,0,2,PC,3090/283460,3000/283460
3000,3090,Hilti TS Mexico,218,3090-0218,283460,Cordless rotary hammer TE 2-A case,Z001,04-8194656,1,300021553948,2007-10-22,0,2,PC,3090/283460,3000/283460
3000,3090,Hilti TS Mexico,218,3090-0218,290211,Cordl. ham. dr. driver SFH 22-A case,Z001,7443841,1,300049686962,2014-07-29,0,2,PC,3090/290211,3000/290211
3000,3090,Hilti TS Mexico,218,3090-0218,290211,Cordl. ham. dr. driver SFH 22-A case,Z001,7407781,1,300044785529,2013-09-24,0,2,PC,3090/290211,3000/290211
3000,3090,Hilti TS Mexico,218,3090-0218,290248,Cordl. drill driver SF 22-A case,Z001,7108399,1,300042921809,2013-01-28,0,1,PC,3090/290248,3000/290248
3000,3090,Hilti TS Mexico,218,3090-0218,314305,Slitting machine DC SE20 120V,Z001,134420,1,300021670985,2007-11-01,0,1,PC,3090/314305,3000/314305
3000,3090,Hilti TS Mexico,218,3090-0218,320286,Laser range meter PD 42,Z001,178120016,1,300041074201,2012-09-03,0,1,PC,3090/320286,3000/320286
3000,3090,Hilti TS Mexico,218,3090-0218,332013,Cordless rotary hammer TE 6-A case,Z001,501002,1,300019969372,2007-11-16,0,1,PC,3090/332013,3000/332013
3000,3090,Hilti TS Mexico,218,3090-0218,336737,Diamond coring tool DD EC-1 120V US,Z001,64697,1,300041926175,2013-06-10,0,2,PC,3090/336737,3000/336737
3000,3090,Hilti TS Mexico,218,3090-0218,336737,Diamond coring tool DD EC-1 120V US,Z001,64807,1,300042131476,2013-03-25,0,2,PC,3090/336737,3000/336737
3000,3090,Hilti TS Mexico,218,3090-0218,378426,Battery pack B 24/3.0 NiMH,Z001,244800,1,300021553945,2007-10-22,0,1,PC,3090/378426,3000/378426
3000,3090,Hilti TS Mexico,218,3090-0218,378449,Battery charger C 7/24 115V,Z001,153830,1,300021553946,2007-10-22,0,1,PC,3090/378449,3000/378449
3000,3090,Hilti TS Mexico,218,3090-0218,378457,Battery charger C 7/36-ACS 115V,Z001,8023071,1,300021493575,2007-11-16,0,1,PC,3090/378457,3000/378457
3000,3090,Hilti TS Mexico,218,3090-0218,378546,Metal constr screwdr ST 1800 120V box,Z001,186894,1,300040661142,2012-07-27,0,2,PC,3090/378546,3000/378546
3000,3090,Hilti TS Mexico,218,3090-0218,378546,Metal constr screwdr ST 1800 120V box,Z001,186908,1,300042992705,2013-03-25,0,2,PC,3090/378546,3000/378546
3000,3090,Hilti TS Mexico,218,3090-0218,382594,Angle grinder DAG 500-D 120V box,Z001,212000054,1,300044173824,2013-07-11,0,1,PC,3090/382594,3000/382594
3000,3090,Hilti TS Mexico,218,3090-0218,384034,Powder-actuated tool DX 36,Z001,480649,1,300037091809,2012-06-25,0,1,PC,3090/384034,3000/384034
3000,3090,Hilti TS Mexico,218,3090-0218,404314,Rotary hammer TE 30-M-AVR 127V,Z001,77100,1,300042443606,2013-03-25,0,2,PC,3090/404314,3000/404314
3000,3090,Hilti TS Mexico,218,3090-0218,404314,Rotary hammer TE 30-M-AVR 127V,Z001,82186,1,300045007647,2013-11-07,0,2,PC,3090/404314,3000/404314
3000,3090,Hilti TS Mexico,218,3090-0218,407960,Ferrodetector PS 35,Z001,185100140,1,300037922904,2012-06-13,0,2,PC,3090/407960,3000/407960
3000,3090,Hilti TS Mexico,218,3090-0218,407960,Ferrodetector PS 35,Z001,301100035,1,300045020067,2013-09-12,0,2,PC,3090/407960,3000/407960
3000,3090,Hilti TS Mexico,218,3090-0218,408998,Vacuum pump DD VP-U 120V,Z001,33223403,1,300048696488,2014-04-29,0,1,PC,3090/408998,3000/408998
3000,3090,Hilti TS Mexico,218,3090-0218,426177,Battery pack B 22/1.6 Li-Ion,Z001,4540480,1,300043215733,2013-04-17,0,1,PC,3090/426177,3000/426177
3000,3090,Hilti TS Mexico,218,3090-0218,428639,Rotary hammer TE 7 120V case,Z001,108504,1,300041115260,2013-04-11,0,1,PC,3090/428639,3000/428639
3000,3090,Hilti TS Mexico,218,3090-0218,2004788,Laser range meter PD 5,Z001,175130046,1,300047737036,2014-02-18,0,2,PC,3090/2004788,3000/2004788
3000,3090,Hilti TS Mexico,218,3090-0218,2004788,Laser range meter PD 5,Z001,292120029,1,300042698033,2013-01-23,0,2,PC,3090/2004788,3000/2004788
3000,3090,Hilti TS Mexico,218,3090-0218,2007431,Battery pack B 22/3.3 Li-Ion,Z001,7441684,1,300043753239,2013-06-11,0,3,PC,3090/2007431,3000/2007431
3000,3090,Hilti TS Mexico,218,3090-0218,2007431,Battery pack B 22/3.3 Li-Ion,Z001,7532017,1,300044514562,2013-06-10,0,3,PC,3090/2007431,3000/2007431
3000,3090,Hilti TS Mexico,218,3090-0218,2007431,Battery pack B 22/3.3 Li-Ion,Z001,7066632MX,1,300041041661,2012-09-03,0,3,PC,3090/2007431,3000/2007431
3000,3090,Hilti TS Mexico,218,3090-0218,2021420,Cordless rotary hammer TE 2-A22 case,Z001,12711,1,300039738022,2013-06-11,0,1,PC,3090/2021420,3000/2021420
3000,3090,Hilti TS Mexico,218,3090-0218,2047072,Multi line laser PM 4-M,Z001,199130046,1,300047155454,2014-02-10,0,1,PC,3090/2047072,3000/2047072
3000,3090,Hilti TS Mexico,218,3090-0218,2062050,Laser range meter PD-E,Z001,119143418,1,300049039339,2014-09-08,0,1,PC,3090/2062050,3000/2062050
3000,3090,Hilti TS Mexico,218,3090-0218,2113445,Cordl. ham. dr. driver SF 6H-A22 case,Z001,180390356,1,300072401697,2019-02-21,0,1,PC,3090/2113445,3000/2113445
3000,3090,Hilti TS Mexico,218,3090-0218,2144800,Radio-charger RC 4/36 120V,Z001,32810280,1,300095858963,2023-05-04,0,1,PC,3090/2144800,3000/2144800
3000,3090,Hilti TS Mexico,218,3090-0218,2191221,Cordl. combihammer TE 60-A36,Z001,15811,1,300107694499,2023-05-08,0,1,PC,3090/2191221,3000/2191221
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219550495,1,300111232025,2023-10-16,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219550493,1,300111232024,2023-10-16,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219550482,1,300111265674,2023-10-17,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350655,1,300111299220,2023-10-18,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350597,1,300111299184,2023-10-18,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350595,1,300111265673,2023-10-17,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350593,1,300111299183,2023-10-18,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350591,1,300111299219,2023-10-18,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350552,1,300116701848,2024-07-12,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350546,1,300116701847,2024-07-12,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350539,1,300116701846,2024-07-12,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350520,1,300114663511,2024-04-22,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350511,1,300114663506,2024-04-22,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350504,1,300116701845,2024-07-12,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350503,1,300116701844,2024-07-12,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350497,1,300116701843,2024-07-12,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350496,1,300116701842,2024-07-12,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,219350494,1,300116701841,2024-07-12,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,128450497,1,300106678074,2023-03-06,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,128450475,1,300106678070,2023-03-06,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251347,Battery pack B 22-55 Li-ion,Z001,128450467,1,300106640639,2023-06-28,24,21,PC,3090/2251347,3000/2251347
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,400870813,1,300116978105,2024-07-30,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,400870814,1,300116978106,2024-07-30,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,400870815,1,300116978107,2024-07-30,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,204510247P,1,300107674717,2023-12-11,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,204510250J,1,300105623765,2023-01-17,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,204510251K,1,300105623766,2023-01-17,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,204513581T,1,300105623775,2023-01-17,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,204513605Q,1,300105623769,2023-01-17,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,204513606R,1,300105623771,2023-01-17,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,204513607S,1,300105623770,2023-01-17,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,204513608T,1,300105623772,2023-01-17,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,204513632Q,1,300105623776,2023-01-17,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,204516937.,1,300105623777,2023-01-17,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,400870812,1,300116978104,2024-07-30,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,816,1,300104262692,2024-07-30,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,225070064,1,300111299174,2023-10-18,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,225070067,1,300111299175,2023-10-18,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,225070068,1,300111265669,2023-10-17,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,225070070,1,300111299210,2023-10-18,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,225070071,1,300111265670,2023-10-17,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,225070072,1,300111299211,2023-10-18,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,225070100,1,300111232022,2023-10-16,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,225070101,1,300111232023,2023-10-16,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,228560337,1,300116701839,2024-07-12,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,228771553,1,300108823954,2023-06-19,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,400870810,1,300116978102,2024-07-30,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251351,Battery pack B 22-85 Li-ion,Z001,400870811,1,300116978103,2024-07-30,26,27,PC,3090/2251351,3000/2251351
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,404716625,1,300116701859,2024-07-12,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,404716623,1,300116701858,2024-07-12,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,404713335,1,300116701857,2024-07-12,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,404713333,1,300116701856,2024-07-12,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,404713332,1,300116701855,2024-07-12,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,404713331,1,300116701854,2024-07-12,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,404710035,1,300116701853,2024-07-12,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,404710034,1,300116701852,2024-07-12,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,404710032,1,300116701851,2024-07-12,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,404710031,1,300116701850,2024-07-12,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,403911185,1,300116701849,2024-07-12,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,333316686,1,300114663488,2024-04-22,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,333313414,1,300114663487,2024-04-22,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,333310110,1,300114663484,2024-04-22,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,232616691,1,300111232017,2023-10-16,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,232616690,1,300111299177,2023-10-18,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,232613435,1,300111265676,2023-10-17,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,232613434,1,300111265675,2023-10-17,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,232613433,1,300111299215,2023-10-18,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,232610118,1,300111232016,2023-10-16,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,232517471,1,300111299176,2023-10-18,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,232514542,1,300111299214,2023-10-18,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,208213917,1,300106423298,2023-12-18,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251359,Battery pack B 22-170 Li-ion,Z001,208210575,1,300106716470,2023-11-29,23,24,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,218,3090-0218,2251606,"Cordl. imp. wrench SIW 6-22 1/2"" case",Z001,221940424,1,300109066654,2024-04-04,0,1,PC,3090/2251606,3000/2251606
3000,3090,Hilti TS Mexico,218,3090-0218,2253770,Batt.-actuated tool BX 3-ME-22 case,Z001,22478,1,300105873694,2023-10-16,4,5,PC,3090/2253770,3000/2253770
3000,3090,Hilti TS Mexico,218,3090-0218,2253770,Batt.-actuated tool BX 3-ME-22 case,Z001,22471,1,300105873687,2023-10-17,4,5,PC,3090/2253770,3000/2253770
3000,3090,Hilti TS Mexico,218,3090-0218,2253770,Batt.-actuated tool BX 3-ME-22 case,Z001,22467,1,300105873683,2023-10-18,4,5,PC,3090/2253770,3000/2253770
3000,3090,Hilti TS Mexico,218,3090-0218,2253770,Batt.-actuated tool BX 3-ME-22 case,Z001,22466,1,300105873682,2023-10-18,4,5,PC,3090/2253770,3000/2253770
3000,3090,Hilti TS Mexico,218,3090-0218,2253770,Batt.-actuated tool BX 3-ME-22 case,Z001,128,1,300108408434,2023-05-26,4,5,PC,3090/2253770,3000/2253770
3000,3090,Hilti TS Mexico,218,3090-0218,2254431,Battery charger C 6-22 115V box,Z001,21355009I1,1,300106615053,2023-07-05,15,17,PC,3090/2254431,3000/2254431
3000,3090,Hilti TS Mexico,218,3090-0218,2254431,Battery charger C 6-22 115V box,Z001,2403411788,1,300116955506,2024-07-30,15,17,PC,3090/2254431,3000/2254431
3000,3090,Hilti TS Mexico,218,3090-0218,2254431,Battery charger C 6-22 115V box,Z001,2403411776,1,300116955505,2024-07-30,15,17,PC,3090/2254431,3000/2254431
3000,3090,Hilti TS Mexico,218,3090-0218,2254431,Battery charger C 6-22 115V box,Z001,2403411767,1,300116955504,2024-07-30,15,17,PC,3090/2254431,3000/2254431
3000,3090,Hilti TS Mexico,218,3090-0218,2254431,Battery charger C 6-22 115V box,Z001,2403411757,1,300116955503,2024-07-30,15,17,PC,3090/2254431,3000/2254431
3000,3090,Hilti TS Mexico,218,3090-0218,2254431,Battery charger C 6-22 115V box,Z001,2304202317,1,300111265666,2023-10-17,15,17,PC,3090/2254431,3000/2254431
3000,3090,Hilti TS Mexico,218,3090-0218,2254431,Battery charger C 6-22 115V box,Z001,2304202295,1,300111232015,2023-10-16,15,17,PC,3090/2254431,3000/2254431
3000,3090,Hilti TS Mexico,218,3090-0218,2254431,Battery charger C 6-22 115V box,Z001,2304202293,1,300111299171,2023-10-18,15,17,PC,3090/2254431,3000/2254431
3000,3090,Hilti TS Mexico,218,3090-0218,2254431,Battery charger C 6-22 115V box,Z001,2304200606,1,300114663516,2024-04-22,15,17,PC,3090/2254431,3000/2254431
