CoCd|Plnt|Material|SLoc|MvT|Mat_Doc|Item|Pstng_Date|Qty_in_UnE|EUn|Material_Description|PO|Movement_Type_Text|Amount_in_LC|Quantity|Supplier|Rec|Mvt|Counter|TETy|key_plant
5241|8690|1954|0|101|5066408042|1|2024-05-24|1|PC|Drill bit extension TE-FY-E85|4536770435|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/1954
5241|8690|1954|0|101|5065852360|1|2024-03-28|1|PC|Drill bit extension TE-FY-E85|4536457630|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/1954
5241|8690|1954|0|101|5065091524|1|2024-01-16|1|PC|Drill bit extension TE-FY-E85|4536029679|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/1954
5211|8790|1954|8733|101|5065415871|1|2024-02-16|1|PC|Drill bit extension TE-FY-E85|4536211178|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/1954
5211|8790|7743|0|101|5065307627|1|2024-02-06|1|PC|Marking character X-MC S 8/10 0-9 set|4536139920|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8790/7743
5211|8790|7744|0|101|5065307628|1|2024-02-06|1|PC|Marking character X-MC S 8/10 A-Z set|4536139920|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8790/7744
5241|8690|20039|0|101|5067154794|1|2024-08-12|50|PC|Threaded stud HDC 20|4537184721|GR st.in tr:ac.assg.|0.0|50.0|0|X|B|0|WE|8690/20039
5241|8690|24631|0|101|5067269212|1|2024-08-26|1|PC|Cleaner CFR1 500ML|4537255585|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/24631
5241|8690|24631|0|101|5067155326|1|2024-08-12|1|PC|Cleaner CFR1 500ML|4537184721|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/24631
5241|8690|24631|0|101|5066089029|1|2024-04-22|1|PC|Cleaner CFR1 500ML|4536593798|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/24631
5241|8690|24631|0|101|5066017668|1|2024-04-15|1|PC|Cleaner CFR1 500ML|4536551977|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/24631
5241|8690|24631|0|101|5065704932|1|2024-03-14|1|PC|Cleaner CFR1 500ML|4536377509|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/24631
5241|8690|24631|0|101|5065220994|1|2024-01-29|1|PC|Cleaner CFR1 500ML|4536093986|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/24631
5241|8690|24631|0|101|5065220987|1|2024-01-29|1|PC|Cleaner CFR1 500ML|4536099605|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/24631
5251|3090|24669|0|101|5065432052|1|2024-02-19|1|PC|Dispenser CS 270-P1|4536202937|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/24669
5241|8690|24669|0|101|5066584824|1|2024-06-12|1|PC|Dispenser CS 270-P1|4536863146|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/24669
5251|3090|32220|101|101|5066947664|1|2024-07-18|1|PC|Insert shaft TE-C 1/2|4537064984|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/32220
5251|3090|32978|0|101|5067375616|1|2024-09-05|1|PC|"Setting tool HAND 1/4"""|4537309586|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/32978
5251|3090|32979|0|101|5067375614|1|2024-09-05|1|PC|"Setting tool HAND 3/8"""|4537309586|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/32979
5251|3090|32979|218|101|5065844589|1|2024-03-28|1|PC|"Setting tool HAND 3/8"""|4536363970|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/32979
5251|3090|32980|0|101|5066807655|1|2024-07-03|1|PC|"Setting tool HAND 1/2"""|4536950358|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/32980
5251|3090|32980|0|101|5066502827|1|2024-06-04|1|PC|"Setting tool HAND 1/2"""|4536822404|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/32980
5251|3090|32980|0|101|5065917552|1|2024-04-04|1|PC|"Setting tool HAND 1/2"""|4536466442|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/32980
5251|3090|32980|0|101|5065760450|1|2024-03-20|1|PC|"Setting tool HAND 1/2"""|4536403571|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/32980
5251|3090|32980|0|101|5065432054|1|2024-02-19|1|PC|"Setting tool HAND 1/2"""|4536202937|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/32980
5251|3090|32980|0|101|5065352099|1|2024-02-10|1|PC|"Setting tool HAND 1/2"""|4536158113|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/32980
5251|3090|32981|171|101|5066846041|1|2024-07-08|1|PC|"Setting tool HAND 5/8"""|4537009950|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/32981
5251|3090|32981|0|101|5066637322|1|2024-06-17|1|PC|"Setting tool HAND 5/8"""|4536892832|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/32981
5251|3090|38249|0|101|5066214081|1|2024-05-03|1|PC|Extension hose HIT-VL 16 (10m)|4536655169|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/38249
5241|8690|40619|0|101|5065748822|1|2024-03-19|100|PC|Pin with soft washer X-SW 60 C62|4536402637|GR st.in tr:ac.assg.|0.0|100.0|0|X|B|0|WE|8690/40619
5241|8690|56419|0|101|5066149748|1|2024-04-26|25|PC|Scaffolding restraint screw GRS 12/120|4536628064|GR st.in tr:ac.assg.|0.0|25.0|0|X|B|0|WE|8690/56419
5251|3090|60579|0|101|5067453266|1|2024-09-12|1|PC|Blow-out pump|4537325486|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|0|101|5067155981|1|2024-08-12|1|PC|Blow-out pump|4537191219|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|0|101|5067051133|1|2024-07-30|1|PC|Blow-out pump|4537131289|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|0|101|5066519661|1|2024-06-05|1|PC|Blow-out pump|4536830686|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|0|101|5066489777|1|2024-06-03|1|PC|Blow-out pump|4536798319|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|170|101|5066447251|1|2024-05-29|1|PC|Blow-out pump|4536762345|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|0|101|5066272680|1|2024-05-10|1|PC|Blow-out pump|4536694503|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|0|101|5066254088|1|2024-05-08|1|PC|Blow-out pump|4536655169|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|0|101|5066012431|1|2024-04-15|1|PC|Blow-out pump|4536534065|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|0|101|5065876423|1|2024-04-01|1|PC|Blow-out pump|4536449921|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|218|101|5065791900|1|2024-03-22|1|PC|Blow-out pump|4536363970|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|167|101|5065538055|1|2024-02-28|1|PC|Blow-out pump|4536281433|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|0|101|5065434915|1|2024-02-19|1|PC|Blow-out pump|4536202937|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|0|101|5065352101|1|2024-02-10|1|PC|Blow-out pump|4536158113|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|160|101|5065254513|1|2024-01-31|1|PC|Blow-out pump|4536110568|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/60579
5251|3090|60579|255|101|5065166330|1|2024-01-23|1|PC|Blow-out pump|4536070986|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/60579
5241|8690|60579|0|101|5066748683|1|2024-06-27|1|PC|Blow-out pump|4536956392|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/60579
5241|8690|60579|606|101|5065020346|1|2024-01-09|1|PC|Blow-out pump|4535985994|GR stock in transit|0.0|1.0|0|X|B|0|WE|8690/60579
5211|8790|60579|0|101|5066922139|1|2024-07-16|1|PC|Blow-out pump|4537049680|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8790/60579
5211|8790|60579|0|101|5066808765|1|2024-07-03|1|PC|Blow-out pump|4536988055|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8790/60579
5211|8790|60579|0|101|5066547552|1|2024-06-08|1|PC|Blow-out pump|4536678854|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8790/60579
5211|8790|60579|0|101|5065430865|1|2024-02-19|1|PC|Blow-out pump|4536212077|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8790/60579
5211|8790|60579|8733|101|5065306590|1|2024-02-06|2|PC|Blow-out pump|4536147921|GR stock in transit|0.0|2.0|0|X|B|0|WE|8790/60579
5251|3090|61470|0|101|5065793685|1|2024-03-22|1|PC|"Masonry drill bit TM 1/4""-6"""|4536430134|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/61470
5241|8690|84291|0|101|5066422889|1|2024-05-27|1.000|PC|"Drywall screw 6x1-1/4"" PBH S"|4536778167|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/84291
5241|8690|84291|0|101|5065552858|1|2024-02-29|1.000|PC|"Drywall screw 6x1-1/4"" PBH S"|4536290306|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/84291
5241|8690|84291|0|101|5065455902|1|2024-02-21|1.000|PC|"Drywall screw 6x1-1/4"" PBH S"|4536229205|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/84291
5241|8690|84291|0|101|5065180725|1|2024-01-24|1.000|PC|"Drywall screw 6x1-1/4"" PBH S"|4536077870|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/84291
5241|8690|84307|0|101|5067391833|1|2024-09-06|1.000|PC|"Drywall screw 6x1-5/8"" PBH S CRS"|4537324525|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/84307
5241|8690|84307|0|101|5066089028|1|2024-04-22|1.000|PC|"Drywall screw 6x1-5/8"" PBH S CRS"|4536593364|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/84307
5241|8690|84317|0|101|5067391834|1|2024-09-06|1.000|PC|Drywall screw 8x3 PBH S CRS|4537324525|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/84317
5241|8690|84317|0|101|5067208163|1|2024-08-19|1.000|PC|Drywall screw 8x3 PBH S CRS|4537221036|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/84317
5241|8690|84317|0|101|5066576745|1|2024-06-11|1.000|PC|Drywall screw 8x3 PBH S CRS|4536862976|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/84317
5241|8690|84317|0|101|5065552859|1|2024-02-29|1.000|PC|Drywall screw 8x3 PBH S CRS|4536290306|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/84317
5241|8690|84322|0|101|5067208164|1|2024-08-19|2.500|PC|"Drywall screw 7x2-1/2"" PBH S CRS"|4537221036|GR st.in tr:ac.assg.|0.0|2500.0|0|X|B|0|WE|8690/84322
5241|8690|84322|0|101|5066002327|1|2024-04-12|2.500|PC|"Drywall screw 7x2-1/2"" PBH S CRS"|4536542629|GR st.in tr:ac.assg.|0.0|2500.0|0|X|B|0|WE|8690/84322
5241|8690|84323|0|101|5067391832|1|2024-09-06|1.000|PC|"Drywall screw 6x1-5/8"" PBH S"|4537324525|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/84323
5241|8690|84323|0|101|5066422890|1|2024-05-27|1.000|PC|"Drywall screw 6x1-5/8"" PBH S"|4536778167|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/84323
5241|8690|86206|0|101|5066859115|1|2024-07-09|10.000|PC|"Drywall screw 7x7/16"" PPH S FRMR"|4537010304|GR st.in tr:ac.assg.|0.0|10000.0|0|X|B|0|WE|8690/86206
5241|8690|86215|0|101|5067194427|1|2024-08-16|1.000|PC|"Drywall screw 6x1 1/4"" PBH SD ZN"|4537213441|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/86215
5241|8690|86215|0|101|5066422892|1|2024-05-27|1.000|PC|"Drywall screw 6x1 1/4"" PBH SD ZN"|4536778167|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/86215
5241|8690|86217|0|101|5066422891|1|2024-05-27|1.000|PC|"Drywall screw 6x1 5/8"" PBH SD ZN"|4536778167|GR st.in tr:ac.assg.|0.0|1000.0|0|X|B|0|WE|8690/86217
5241|8690|86219|0|101|5065704930|1|2024-03-14|4.000|PC|"Drywall screw 6x1 7/8"" PBH SD ZN"|4536377509|GR st.in tr:ac.assg.|0.0|4000.0|0|X|B|0|WE|8690/86219
5211|8790|88594|0|101|5067231639|1|2024-08-21|1|PC|Bushing head TE-Y/S BH 6x6|4537234493|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8790/88594
5241|8690|202900|0|101|5065507422|1|2024-02-26|1|PC|Core bit extension DD-BS-ET 300 A|4536263765|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/202900
5241|8690|203867|0|101|5065337415|1|2024-02-08|1|PC|Suction hose 36mmx4.65m anti-static|4536164560|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/203867
5211|8790|206040|8723|101|5067069187|1|2024-08-01|5|PC|Pilot bit HSS-Co|4537138023|GR stock in transit|0.0|5.0|0|X|B|0|WE|8790/206040
5241|8690|209632|0|101|5066588343|1|2024-06-12|1|PC|FS joint filler CP 606 580ml white|4536869085|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/209632
5241|8690|209632|0|101|5066584823|1|2024-06-12|1|PC|FS joint filler CP 606 580ml white|4536863043|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/209632
5251|3090|209634|0|101|5065718412|1|2024-03-15|1|PC|FS joint filler CP 606 580ml HNA red|4536379664|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/209634
5241|8690|211981|0|101|5066460965|1|2024-05-30|1|PC|Cutting oil (0,1L)|4536797895|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/211981
5241|8690|212300|560|101|5065322485|1|2024-02-07|1|PC|Univ. vacuum cleaner VC 40-U 230V|4536157451|GR stock in transit|0.0|1.0|0|X|B|0|WE|8690/212300
5241|8690|212300|560|101|5065307960|1|2024-02-06|1|PC|Univ. vacuum cleaner VC 40-U 230V|4536149808|GR stock in transit|0.0|1.0|0|X|B|0|WE|8690/212300
5241|8690|212300|527|101|5065131241|1|2024-01-19|1|PC|Univ. vacuum cleaner VC 40-U 230V|4536052262|GR stock in transit|0.0|1.0|0|X|B|0|WE|8690/212300
5251|3090|213950|0|101|5066353494|1|2024-05-20|1|PC|Twist drill bit HSS 2-8 (6) set|4536737609|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/213950
5251|3090|213950|0|101|5066228577|1|2024-05-06|1|PC|Twist drill bit HSS 2-8 (6) set|4536662435|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/213950
5241|8690|213950|0|101|5065916373|1|2024-04-04|1|PC|Twist drill bit HSS 2-8 (6) set|4536494052|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/213950
5241|8690|213950|0|101|5065640717|1|2024-03-08|1|PC|Twist drill bit HSS 2-8 (6) set|4536344109|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/213950
5211|8790|213950|0|101|5067151873|1|2024-08-12|1|PC|Twist drill bit HSS 2-8 (6) set|4537184119|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8790/213950
5211|8790|213950|0|101|5067095003|1|2024-08-05|1|PC|Twist drill bit HSS 2-8 (6) set|4537151336|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8790/213950
5211|8790|213950|8723|101|5067068844|1|2024-08-01|1|PC|Twist drill bit HSS 2-8 (6) set|4537138023|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/213950
5251|3090|220139|0|101|5065719600|1|2024-03-15|10|PC|Nozzle CS-280-D5 (10)|4536379664|GR st.in tr:ac.assg.|0.0|10.0|0|X|B|0|WE|3090/220139
5251|3090|224117|0|101|5067049033|1|2024-07-30|1|PC|Quick-release chuck TE 2/2-S/2-E + SDS|4537123883|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/224117
5251|3090|224117|0|101|5067024189|1|2024-07-26|1|PC|Quick-release chuck TE 2/2-S/2-E + SDS|4537102000|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/224117
5251|3090|224117|0|101|5066606569|1|2024-06-13|1|PC|Quick-release chuck TE 2/2-S/2-E + SDS|4536877503|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/224117
5251|3090|224117|0|101|5066032678|1|2024-04-16|1|PC|Quick-release chuck TE 2/2-S/2-E + SDS|4536561337|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/224117
5241|8690|224117|0|101|5065363222|1|2024-02-12|1|PC|Quick-release chuck TE 2/2-S/2-E + SDS|4536181481|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/224117
5251|3090|224119|122|101|5065309278|1|2024-02-07|1|PC|Quick-release chuck TE 2M/7C/7A/6A Li|4536149794|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/224119
5211|8790|224119|8710|101|5066182734|1|2024-04-30|1|PC|Quick-release chuck TE 2M/7C/7A/6A Li|4536646497|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/224119
5241|8690|226976|0|101|5065050847|4|2024-01-11|1|PC|Target plate PRA 54 (CM/IN)|4535993786|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/226976
5251|3090|228335|0|101|5066547371|1|2024-06-07|200|PC|"Conduit clip X-EMTC 1/2"" MX"|4536838186|GR st.in tr:ac.assg.|0.0|200.0|0|X|B|0|WE|3090/228335
5251|3090|228335|167|101|5065538056|1|2024-02-28|200|PC|"Conduit clip X-EMTC 1/2"" MX"|4536281433|GR stock in transit|0.0|200.0|0|X|B|0|WE|3090/228335
5251|3090|228335|211|101|5065339272|1|2024-02-08|200|PC|"Conduit clip X-EMTC 1/2"" MX"|4536164637|GR stock in transit|0.0|200.0|0|X|B|0|WE|3090/228335
5251|3090|228336|0|101|5067408800|1|2024-09-09|200|PC|"Conduit clip X-EMTC 3/4"" MX"|4537301860|GR st.in tr:ac.assg.|0.0|200.0|0|X|B|0|WE|3090/228336
5251|3090|228338|167|101|5065538057|1|2024-02-28|100|PC|"Stand-off clamp X-EMTSC 1/2"" MX"|4536281433|GR stock in transit|0.0|100.0|0|X|B|0|WE|3090/228338
5251|3090|228339|0|101|5067408802|1|2024-09-09|100|PC|"Stand-off clamp X-EMTSC 3/4"" MX"|4537301860|GR st.in tr:ac.assg.|0.0|100.0|0|X|B|0|WE|3090/228339
5241|8690|228339|0|101|5066389406|1|2024-05-23|100|PC|"Stand-off clamp X-EMTSC 3/4"" MX"|4536737396|GR st.in tr:ac.assg.|0.0|100.0|0|X|B|0|WE|8690/228339
5251|3090|228341|0|101|5067282516|1|2024-08-27|100|PC|Ceiling hanger X-EHS W6 MX|4537264097|GR st.in tr:ac.assg.|0.0|100.0|0|X|B|0|WE|3090/228341
5251|3090|228341|0|101|5066489779|1|2024-06-03|100|PC|Ceiling hanger X-EHS W6 MX|4536798319|GR st.in tr:ac.assg.|0.0|100.0|0|X|B|0|WE|3090/228341
5251|3090|228341|0|101|5066214170|1|2024-05-03|100|PC|Ceiling hanger X-EHS W6 MX|4536655036|GR st.in tr:ac.assg.|0.0|100.0|0|X|B|0|WE|3090/228341
5251|3090|228341|190|101|5066042795|1|2024-04-17|100|PC|Ceiling hanger X-EHS W6 MX|4536561708|GR stock in transit|0.0|100.0|0|X|B|0|WE|3090/228341
5251|3090|228341|0|101|5065659054|1|2024-03-11|100|PC|Ceiling hanger X-EHS W6 MX|4536310030|GR st.in tr:ac.assg.|0.0|100.0|0|X|B|0|WE|3090/228341
5251|3090|228342|0|101|5066119443|1|2024-04-24|100|PC|Ceiling clip X-ECC MX|4536604164|GR st.in tr:ac.assg.|0.0|100.0|0|X|B|0|WE|3090/228342
5251|3090|228342|211|101|5065339268|1|2024-02-08|100|PC|Ceiling clip X-ECC MX|4536164637|GR stock in transit|0.0|100.0|0|X|B|0|WE|3090/228342
5251|3090|228342|0|101|5065323646|1|2024-02-07|100|PC|Ceiling clip X-ECC MX|4536157507|GR st.in tr:ac.assg.|0.0|100.0|0|X|B|0|WE|3090/228342
5251|3090|229138|0|101|5067155980|1|2024-08-12|1|PC|Handle HIT-RBH|4537191219|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/229138
5251|3090|229138|0|101|5066986986|1|2024-07-23|1|PC|Handle HIT-RBH|4537080074|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/229138
5251|3090|229138|0|101|5066490095|1|2024-06-03|1|PC|Handle HIT-RBH|4536813689|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/229138
5251|3090|229138|0|101|5066489778|1|2024-06-03|1|PC|Handle HIT-RBH|4536798319|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/229138
5251|3090|229138|156|101|5066352776|1|2024-05-20|1|PC|Handle HIT-RBH|4536737348|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/229138
5251|3090|229138|0|101|5066272681|1|2024-05-10|1|PC|Handle HIT-RBH|4536694503|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/229138
5251|3090|229138|0|101|5066202913|1|2024-05-02|1|PC|Handle HIT-RBH|4536614761|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/229138
5251|3090|229138|0|101|5065876424|1|2024-04-01|1|PC|Handle HIT-RBH|4536449921|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/229138
5251|3090|229138|0|101|5065775703|1|2024-03-21|1|PC|Handle HIT-RBH|4536403729|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/229138
5251|3090|229138|0|101|5065352386|1|2024-02-10|1|PC|Handle HIT-RBH|4536158113|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/229138
5251|3090|229138|0|101|5065269346|1|2024-02-01|1|PC|Handle HIT-RBH|4536101652|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/229138
5251|3090|229138|160|101|5065254514|1|2024-01-31|1|PC|Handle HIT-RBH|4536110568|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/229138
5251|3090|229138|255|101|5065166327|1|2024-01-23|1|PC|Handle HIT-RBH|4536070986|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/229138
5241|8690|229138|0|101|5067276499|1|2024-08-27|1|PC|Handle HIT-RBH|4537256091|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/229138
5241|8690|229138|0|101|5066748682|1|2024-06-27|1|PC|Handle HIT-RBH|4536956392|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/229138
5211|8790|229138|0|101|5066922140|1|2024-07-16|1|PC|Handle HIT-RBH|4537049680|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8790/229138
5211|8790|229138|0|101|5066736210|1|2024-06-26|1|PC|Handle HIT-RBH|4536949556|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8790/229138
5251|3090|234460|0|101|5066679522|1|2024-06-20|1|PC|Insulating foam CF-I 50 ECO GV|4536909997|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/234460
5251|3090|234460|0|101|5066437458|1|2024-05-28|1|PC|Insulating foam CF-I 50 ECO GV|4536788045|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/234460
5251|3090|234460|0|101|5065960732|1|2024-04-09|1|PC|Insulating foam CF-I 50 ECO GV|4536518907|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/234460
5251|3090|234460|172|101|5065956836|1|2024-04-09|1|PC|Insulating foam CF-I 50 ECO GV|4536510729|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/234460
5251|3090|234460|172|101|5065433625|1|2024-02-19|1|PC|Insulating foam CF-I 50 ECO GV|4536165023|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/234460
5251|3090|234460|172|101|5065236439|1|2024-01-30|1|PC|Insulating foam CF-I 50 ECO GV|4536101202|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/234460
5241|8690|234460|0|101|5066619637|1|2024-06-14|1|PC|Insulating foam CF-I 50 ECO GV|4536877138|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/234460
5241|8690|234460|0|101|5066089030|1|2024-04-22|1|PC|Insulating foam CF-I 50 ECO GV|4536593798|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/234460
5241|8690|234460|0|101|5065763040|1|2024-03-20|1|PC|Insulating foam CF-I 50 ECO GV|4536411112|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/234460
5241|8690|234460|0|101|5065508474|1|2024-02-26|1|PC|Insulating foam CF-I 50 ECO GV|4536264004|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/234460
5241|8690|234460|0|101|5065463143|1|2024-02-21|1|PC|Insulating foam CF-I 50 ECO GV|4536238700|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/234460
5241|8690|234460|0|101|5065259593|1|2024-02-01|1|PC|Insulating foam CF-I 50 ECO GV|4536118705|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/234460
5241|8690|234460|0|101|5065238029|1|2024-01-30|1|PC|Insulating foam CF-I 50 ECO GV|4536109987|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/234460
5241|8690|234460|0|101|5065237626|1|2024-01-30|1|PC|Insulating foam CF-I 50 ECO GV|4536110074|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/234460
5251|3090|236120|0|101|5067365432|1|2024-09-04|1|PC|Connection end BI (M41)|4537309477|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/236120
5251|3090|236120|0|101|5067352194|1|2024-09-03|1|PC|Connection end BI (M41)|4537257346|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|3090/236120
