CoCd|Plnt|Material|SLoc|MvT|Mat_Doc|Item|Pstng_Date|Qty_in_UnE|EUn|Material_Description|PO|Movement_Type_Text|Amount_in_LC|Quantity|Supplier|Rec|Mvt|Counter|TETy|key_plant
5211|8790|2251351|8739|101|5066517727|1|2024-06-05|1|PC|Battery pack B 22-85 Li-ion|4536829900|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251351
5211|8790|2251351|8723|101|5066405908|1|2024-05-24|2|PC|Battery pack B 22-85 Li-ion|4536737387|GR stock in transit|0.0|2.0|0|X|B|0|WE|8790/2251351
5211|8790|2251351|8723|101|5066122183|1|2024-04-24|3|PC|Battery pack B 22-85 Li-ion|4536611675|GR stock in transit|0.0|3.0|0|X|B|0|WE|8790/2251351
5211|8790|2251351|8743|101|5065595491|1|2024-03-05|1|PC|Battery pack B 22-85 Li-ion|4536309648|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251351
5211|8790|2251351|8701|101|5065581421|1|2024-03-04|1|PC|Battery pack B 22-85 Li-ion|4536308617|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251351
5211|8790|2251351|8711|101|5065566986|1|2024-03-01|2|PC|Battery pack B 22-85 Li-ion|4536299032|GR stock in transit|0.0|2.0|0|X|B|0|WE|8790/2251351
5211|8790|2251351|8712|101|5065491096|1|2024-02-23|1|PC|Battery pack B 22-85 Li-ion|4536247076|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251351
5211|8790|2251351|8705|101|5065476591|1|2024-02-22|1|PC|Battery pack B 22-85 Li-ion|4536239152|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251351
5211|8790|2251351|8737|101|5065462819|1|2024-02-21|1|PC|Battery pack B 22-85 Li-ion|4536230972|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251351
5211|8790|2251351|8703|101|5065447448|1|2024-02-20|1|PC|Battery pack B 22-85 Li-ion|4536220878|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251351
5211|8790|2251351|8714|101|5065430823|1|2024-02-19|1|PC|Battery pack B 22-85 Li-ion|4536212077|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251351
5211|8790|2251351|8722|101|5065307855|1|2024-02-06|1|PC|Battery pack B 22-85 Li-ion|4536139675|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251351
5211|8790|2251351|8703|101|5065167485|1|2024-01-23|1|PC|Battery pack B 22-85 Li-ion|4536070650|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251351
5251|3090|2251355|145|301|4919467838|9|2024-09-13|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|165|301|4919467838|10|2024-09-13|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|199|301|4919467838|8|2024-09-13|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|145|301|4919467838|7|2024-09-13|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|199|301|4919467838|6|2024-09-13|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|145|301|4919467838|5|2024-09-13|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|165|301|4919467838|4|2024-09-13|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|145|301|4919467838|3|2024-09-13|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|156|301|4919466636|9|2024-09-13|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|143|301|4919466636|10|2024-09-13|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|105|301|4919464418|8|2024-09-12|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|239|301|4919464418|7|2024-09-12|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|143|101|5067425049|1|2024-09-10|1|PC|Battery pack B 22-110 Li-ion|4537333820|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|185|101|5067269235|1|2024-08-26|1|PC|Battery pack B 22-110 Li-ion|4537255847|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|208|101|5067257212|1|2024-08-23|1|PC|Battery pack B 22-110 Li-ion|4537242607|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|264|101|5067163813|1|2024-08-13|1|PC|Battery pack B 22-110 Li-ion|4537178378|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|151|301|4918045095|5|2024-08-07|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|192|301|4918045095|6|2024-08-07|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|250|301|4917937191|1|2024-08-03|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|171|301|4917937191|2|2024-08-03|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|182|301|4917932648|3|2024-08-02|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|163|301|4917932648|4|2024-08-02|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|151|301|4917725897|4|2024-07-30|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|172|301|4917725897|3|2024-07-30|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|172|301|4917725896|4|2024-07-30|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|155|301|4917725896|3|2024-07-30|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|172|301|4917725895|3|2024-07-30|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|155|301|4917725895|4|2024-07-30|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|149|301|4917611095|36|2024-07-25|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|203|301|4917611095|35|2024-07-25|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|239|101|5067011264|1|2024-07-25|1|PC|Battery pack B 22-110 Li-ion|4537102340|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|218|101|5066896536|1|2024-07-12|6|PC|Battery pack B 22-110 Li-ion|4537026683|GR stock in transit|0.0|6.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|185|101|5066872645|1|2024-07-10|2|PC|Battery pack B 22-110 Li-ion|4537026651|GR stock in transit|0.0|2.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|131|301|4916931635|5|2024-07-10|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|130|301|4916931635|6|2024-07-10|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|131|301|4916754554|18|2024-07-04|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|196|301|4916754554|20|2024-07-04|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|144|301|4916754554|21|2024-07-04|-2|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-2.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|108|301|4916754554|22|2024-07-04|2|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|2.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|144|301|4916754554|17|2024-07-04|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|144|301|4916754554|19|2024-07-04|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|245|101|5066489800|1|2024-06-03|1|PC|Battery pack B 22-110 Li-ion|4536813682|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|170|101|5066447486|1|2024-05-29|2|PC|Battery pack B 22-110 Li-ion|4536788278|GR stock in transit|0.0|2.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|192|101|5066421994|1|2024-05-27|1|PC|Battery pack B 22-110 Li-ion|4536761590|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|218|101|5066087063|1|2024-04-22|6|PC|Battery pack B 22-110 Li-ion|4536363970|GR stock in transit|0.0|6.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|245|101|5065760403|1|2024-03-20|1|PC|Battery pack B 22-110 Li-ion|4536403239|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|127|101|5065719565|1|2024-03-15|1|PC|Battery pack B 22-110 Li-ion|4536379445|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|113|101|5065599327|1|2024-03-05|1|PC|Battery pack B 22-110 Li-ion|4536300532|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|167|101|5065538048|1|2024-02-28|1|PC|Battery pack B 22-110 Li-ion|4536281433|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|134|301|4911298017|3|2024-02-27|-3|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-3.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|273|301|4911298017|4|2024-02-27|3|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|3.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|161|101|5065433629|1|2024-02-19|1|PC|Battery pack B 22-110 Li-ion|4536220829|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|109|101|5065404936|1|2024-02-15|1|PC|Battery pack B 22-110 Li-ion|4536194119|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|141|101|5065364338|1|2024-02-12|2|PC|Battery pack B 22-110 Li-ion|4536182255|GR stock in transit|0.0|2.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|156|101|5065339265|1|2024-02-08|1|PC|Battery pack B 22-110 Li-ion|4536164593|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|177|101|5065322476|1|2024-02-07|1|PC|Battery pack B 22-110 Li-ion|4536150318|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|160|101|5065254507|1|2024-01-31|1|PC|Battery pack B 22-110 Li-ion|4536110606|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|157|101|5065168497|1|2024-01-23|1|PC|Battery pack B 22-110 Li-ion|4536061483|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5251|3090|2251355|129|301|4909630831|3|2024-01-23|-1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|197|301|4909630831|4|2024-01-23|1|PC|Battery pack B 22-110 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251355
5251|3090|2251355|172|101|5065010417|1|2024-01-08|1|PC|Battery pack B 22-110 Li-ion|4535985712|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251355
5241|8690|2251355|509|101|5067365462|1|2024-09-04|1|PC|Battery pack B 22-110 Li-ion|4537309466|GR stock in transit|0.0|1.0|0|X|B|0|WE|8690/2251355
5241|8690|2251355|523|101|5067145092|1|2024-08-09|1|PC|Battery pack B 22-110 Li-ion|4537184489|GR stock in transit|0.0|1.0|0|X|B|0|WE|8690/2251355
5241|8690|2251355|568|101|5066561635|1|2024-06-10|1|PC|Battery pack B 22-110 Li-ion|4536846201|GR stock in transit|0.0|1.0|0|X|B|0|WE|8690/2251355
5241|8690|2251355|534|101|5066452519|1|2024-05-29|1|PC|Battery pack B 22-110 Li-ion|4536795539|GR stock in transit|0.0|1.0|0|X|B|0|WE|8690/2251355
5241|8690|2251355|546|101|5066451572|1|2024-05-29|1|PC|Battery pack B 22-110 Li-ion|4536795128|GR stock in transit|0.0|1.0|0|X|B|0|WE|8690/2251355
5241|8690|2251355|0|101|5066287742|5|2024-05-13|2|PC|Battery pack B 22-110 Li-ion|4536694525|GR st.in tr:ac.assg.|0.0|2.0|0|X|B|0|WE|8690/2251355
5241|8690|2251355|0|101|5066135656|2|2024-04-25|1|PC|Battery pack B 22-110 Li-ion|4536568692|GR st.in tr:ac.assg.|0.0|1.0|0|X|B|0|WE|8690/2251355
5241|8690|2251355|571|101|5066075245|1|2024-04-19|1|PC|Battery pack B 22-110 Li-ion|4536586126|GR stock in transit|0.0|1.0|0|X|B|0|WE|8690/2251355
5211|8790|2251355|8733|101|5067269255|1|2024-08-26|1|PC|Battery pack B 22-110 Li-ion|4537255445|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8720|101|5067231640|1|2024-08-21|1|PC|Battery pack B 22-110 Li-ion|4537234493|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8736|101|5067005670|1|2024-07-25|1|PC|Battery pack B 22-110 Li-ion|4537101937|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8733|101|5066845003|1|2024-07-08|4|PC|Battery pack B 22-110 Li-ion|4537009300|GR stock in transit|0.0|4.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8717|101|5066832476|1|2024-07-05|1|PC|Battery pack B 22-110 Li-ion|4537002022|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8714|101|5066793250|1|2024-07-02|1|PC|Battery pack B 22-110 Li-ion|4536934789|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8713|101|5066547088|1|2024-06-07|1|PC|Battery pack B 22-110 Li-ion|4536846125|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8744|101|5066435875|1|2024-05-28|1|PC|Battery pack B 22-110 Li-ion|4536778487|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8701|101|5066406003|1|2024-05-24|1|PC|Battery pack B 22-110 Li-ion|4536770265|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8710|101|5066183305|1|2024-04-30|1|PC|Battery pack B 22-110 Li-ion|4536646497|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8723|101|5066122181|1|2024-04-24|1|PC|Battery pack B 22-110 Li-ion|4536611675|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8737|101|5065703432|1|2024-03-14|1|PC|Battery pack B 22-110 Li-ion|4536371513|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8743|101|5065595490|1|2024-03-05|1|PC|Battery pack B 22-110 Li-ion|4536309648|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8711|101|5065566987|1|2024-03-01|1|PC|Battery pack B 22-110 Li-ion|4536299032|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8714|101|5065537046|1|2024-02-28|1|PC|Battery pack B 22-110 Li-ion|4536212077|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8722|101|5065307856|1|2024-02-06|1|PC|Battery pack B 22-110 Li-ion|4536139675|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5211|8790|2251355|8703|101|5065167488|1|2024-01-23|1|PC|Battery pack B 22-110 Li-ion|4536070650|GR stock in transit|0.0|1.0|0|X|B|0|WE|8790/2251355
5251|3090|2251359|145|301|4919466639|3|2024-09-13|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|262|301|4919466639|4|2024-09-13|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|179|301|4919460903|4|2024-09-12|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|149|301|4919460903|3|2024-09-12|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|275|301|4919458497|8|2024-09-12|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|181|301|4919458497|7|2024-09-12|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|160|101|5067410872|1|2024-09-09|1|PC|Battery pack B 22-170 Li-ion|4537333076|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|160|101|5067410866|1|2024-09-09|1|PC|Battery pack B 22-170 Li-ion|4537333076|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|160|101|5067350810|1|2024-09-03|1|PC|Battery pack B 22-170 Li-ion|4537301595|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|183|301|4918824048|4|2024-08-28|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|159|301|4918824048|3|2024-08-28|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|181|301|4918423017|4|2024-08-19|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|275|301|4918423017|3|2024-08-19|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|236|101|5067119784|1|2024-08-07|1|PC|Battery pack B 22-170 Li-ion|4537157339|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|270|301|4917794323|1|2024-07-31|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|260|301|4917794323|2|2024-07-31|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|270|301|4917794323|3|2024-07-31|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|254|301|4917794323|4|2024-07-31|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|172|301|4917725897|2|2024-07-30|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|151|301|4917725897|1|2024-07-30|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|172|301|4917725896|1|2024-07-30|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|151|301|4917725896|2|2024-07-30|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|172|301|4917725895|2|2024-07-30|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|151|301|4917725895|1|2024-07-30|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|155|301|4917618577|6|2024-07-26|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|120|301|4917618577|5|2024-07-26|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|149|301|4917611095|38|2024-07-25|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|203|301|4917611095|37|2024-07-25|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|193|301|4917155732|4|2024-07-15|2|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|2.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|181|301|4917155732|3|2024-07-15|-2|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-2.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|218|101|5066896537|1|2024-07-12|11|PC|Battery pack B 22-170 Li-ion|4537026683|GR stock in transit|0.0|11.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|181|301|4916982216|1|2024-07-10|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|275|301|4916982216|2|2024-07-10|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|144|301|4916754554|23|2024-07-04|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|108|301|4916754554|24|2024-07-04|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|181|301|4916206342|2|2024-06-22|2|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|2.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|193|301|4916206342|1|2024-06-22|-2|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-2.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|186|101|5066589749|1|2024-06-12|1|PC|Battery pack B 22-170 Li-ion|4536863247|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|170|101|5066447489|1|2024-05-29|1|PC|Battery pack B 22-170 Li-ion|4536788278|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|253|301|4914180629|29|2024-05-04|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|198|301|4914180629|30|2024-05-04|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|181|101|5066203149|1|2024-05-02|1|PC|Battery pack B 22-170 Li-ion|4536655076|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|218|101|5066087062|1|2024-04-22|6|PC|Battery pack B 22-170 Li-ion|4536363970|GR stock in transit|0.0|6.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|105|101|5066027542|1|2024-04-16|1|PC|Battery pack B 22-170 Li-ion|4536552562|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|105|101|5066027543|1|2024-04-16|1|PC|Battery pack B 22-170 Li-ion|4536552562|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|234|101|5065929949|1|2024-04-05|2|PC|Battery pack B 22-170 Li-ion|4536502363|GR stock in transit|0.0|2.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|151|101|5065704660|1|2024-03-14|1|PC|Battery pack B 22-170 Li-ion|4536336182|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|214|101|5065599313|1|2024-03-05|1|PC|Battery pack B 22-170 Li-ion|4536310030|GR stock in transit|0.0|1.0|0|X|B|0|WE|3090/2251359
5251|3090|2251359|134|301|4911298017|5|2024-02-27|-2|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-2.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|273|301|4911298017|6|2024-02-27|2|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|2.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|159|301|4910784895|8|2024-02-16|1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|1.0|0|nan|nan|0|WA|3090/2251359
5251|3090|2251359|183|301|4910784895|7|2024-02-16|-1|PC|Battery pack B 22-170 Li-ion|0|TF tfr plnt to plnt|0.0|-1.0|0|nan|nan|0|WA|3090/2251359
