ShPt,Plnt,SLoc,Delivery,Material,Item_Description,DlvQty,BUn,Supplier_Name,OPS,WM,GM,Delivdate,key_plant,key_material
3000,3000,1,681024456,2163395,Unidad de corte NCT J CUAL BULK,1.0,PC,HILTI,0,0,A,2024-09-18,3000/2163395,3000/2163395
8330,8330,1,681076781,2163395,Mandibula de corte NCT J CUAL BULK,1.0,PC,HILTI,0,0,A,2024-10-15,8330/2163395,8330/2163395
8650,8650,1,681105461,2163395,Unidad de corte NCT J CUAL BULK,3.0,PC,HILTI,0,0,A,2024-10-14,8650/2163395,8650/2163395
3000,3000,1,681137470,2163395,Unidad de corte NCT J CUAL BULK,2.0,PC,HILTI,0,0,A,2024-09-19,3000/2163395,3000/2163395
8330,8330,1,681106464,2164505,Ampola química HVU2 M8x80,20.0,PC,HILTI,0,0,A,2024-10-22,8330/2164505,8330/2164505
8330,8330,1,680907575,2164506,Ampola química HVU2 M10x90,240.0,PC,HILTI,0,0,A,2024-09-11,8330/2164506,8330/2164506
8330,8330,1,680907590,2164506,Ampola química HVU2 M10x90,180.0,PC,HILTI,0,0,A,2024-09-11,8330/2164506,8330/2164506
8330,8330,1,681106451,2164506,Ampola química HVU2 M10x90,240.0,PC,HILTI,0,0,A,2024-10-22,8330/2164506,8330/2164506
8330,8330,1,681106475,2164506,Ampola química HVU2 M10x90,180.0,PC,HILTI,0,0,A,2024-10-22,8330/2164506,8330/2164506
8330,8330,1,680967130,2164507,Ampola química HVU2 M12x110,360.0,PC,HILTI,0,0,A,2024-09-17,8330/2164507,8330/2164507
8330,8330,1,681026045,2164507,Ampola química HVU2 M12x110,360.0,PC,HILTI,0,0,A,2024-10-01,8330/2164507,8330/2164507
8750,8750,1,681047774,2164507,Cápsula química HVU2 M12x110,360.0,PC,HILTI,0,0,A,2024-10-16,8750/2164507,8750/2164507
8330,8330,1,681077472,2164507,Ampola química HVU2 M12x110,720.0,PC,HILTI,0,0,A,2024-09-17,8330/2164507,8330/2164507
8330,8330,1,681077473,2164507,Ampola química HVU2 M12x110,720.0,PC,HILTI,0,0,A,2024-09-17,8330/2164507,8330/2164507
8330,8330,1,681106452,2164507,Ampola química HVU2 M12x110,360.0,PC,HILTI,0,0,A,2024-10-22,8330/2164507,8330/2164507
8330,8330,1,680907588,2164508,Ampola química HVU2 M16x125,1440.0,PC,HILTI,0,0,A,2024-09-11,8330/2164508,8330/2164508
8750,8750,1,681047765,2164508,Cápsula química HVU2 M16x125,240.0,PC,HILTI,0,0,A,2024-10-16,8750/2164508,8750/2164508
8330,8330,1,680907576,2164509,Ampola química HVU2 M20x170,200.0,PC,HILTI,0,0,A,2024-09-11,8330/2164509,8330/2164509
8750,8750,1,680937766,2164509,Cápsula química HVU2 M20x170,70.0,PC,HILTI,0,0,A,2024-09-18,8750/2164509,8750/2164509
8750,8750,1,680937768,2164509,Cápsula química HVU2 M20x170,200.0,PC,HILTI,0,0,A,2024-09-18,8750/2164509,8750/2164509
8750,8750,1,681047765,2164509,Cápsula química HVU2 M20x170,100.0,PC,HILTI,0,0,A,2024-10-16,8750/2164509,8750/2164509
8750,8750,1,681047772,2164509,Cápsula química HVU2 M20x170,150.0,PC,HILTI,0,0,A,2024-10-16,8750/2164509,8750/2164509
8750,8750,1,681047773,2164509,Cápsula química HVU2 M20x170,30.0,PC,HILTI,0,0,A,2024-10-16,8750/2164509,8750/2164509
8330,8330,1,681106453,2164509,Ampola química HVU2 M20x170,200.0,PC,HILTI,0,0,A,2024-10-22,8330/2164509,8330/2164509
8750,8750,1,681047765,2164560,Cápsula química HVU2 M24x210,5.0,PC,HILTI,0,0,A,2024-10-16,8750/2164560,8750/2164560
8750,8750,1,681047766,2164560,Cápsula química HVU2 M24x210,40.0,PC,HILTI,0,0,A,2024-10-16,8750/2164560,8750/2164560
3000,3000,1,680792683,2165375,Trolley TE 2000-AVR,1.0,PC,HILTI,0,0,A,2024-09-13,3000/2165375,3000/2165375
3000,3000,1,681036397,2165375,Trolley TE 2000-AVR,1.0,PC,HILTI,0,0,A,2024-10-09,3000/2165375,3000/2165375
3000,3000,1,680792672,2165747,"Broca para taladro TE-YX 11/16""-13""",1.0,PC,HILTI,0,0,A,2024-09-13,3000/2165747,3000/2165747
3000,3000,1,680859329,2165747,"Broca para taladro TE-YX 11/16""-13""",2.0,PC,HILTI,0,0,A,2024-09-17,3000/2165747,3000/2165747
8650,8650,1,206240480,2165748,"Broca para taladro TE-YX 11/16""-21""",5.0,PC,HILTI,0,0,A,2024-03-29,8650/2165748,8650/2165748
8650,8650,1,680995987,2165748,"Broca para taladro TE-YX 11/16""-21""",5.0,PC,HILTI,0,0,A,2024-09-23,8650/2165748,8650/2165748
8650,8650,1,680995987,2165748,"Broca para taladro TE-YX 11/16""-21""",2.0,PC,HILTI,0,0,A,2024-09-23,8650/2165748,8650/2165748
8650,8650,1,681047854,2165748,"Broca para taladro TE-YX 11/16""-21""",11.0,PC,HILTI,0,0,A,2024-09-30,8650/2165748,8650/2165748
8330,8330,1,680996081,2165749,"Broca p/ perfurar TE-YX 3/4""-13""",15.0,PC,HILTI,0,0,A,2024-10-23,8330/2165749,8330/2165749
8330,8330,1,681026128,2165749,"Broca p/ perfurar TE-YX 3/4""-13""",20.0,PC,HILTI,0,0,A,2024-10-11,8330/2165749,8330/2165749
3000,3000,1,681064444,2165749,"Broca para taladro TE-YX 3/4""-13""",4.0,PC,nan,0,0,A,2024-10-21,3000/2165749,3000/2165749
8330,8330,1,681076187,2165749,"Broca p/ perfurar TE-YX 3/4""-13""",1.0,PC,HILTI,0,0,A,2024-10-15,8330/2165749,8330/2165749
8330,8330,1,680996082,2165900,"Broca p/ perfurar TE-YX 3/4""-21""",15.0,PC,HILTI,0,0,A,2024-10-23,8330/2165900,8330/2165900
3000,3000,1,681036379,2165900,"Broca para taladro TE-YX 3/4""-21""",60.0,PC,HILTI,0,0,A,2024-10-09,3000/2165900,3000/2165900
8650,8650,1,681047853,2165900,"Broca para taladro TE-YX 3/4""-21""",30.0,PC,HILTI,0,0,A,2024-09-30,8650/2165900,8650/2165900
3000,3000,1,681060293,2165900,"Broca para taladro TE-YX 3/4""-21""",4.0,PC,nan,0,0,A,2024-10-21,3000/2165900,3000/2165900
8650,8650,1,681106392,2165900,"Broca para taladro TE-YX 3/4""-21""",30.0,PC,HILTI,0,0,A,2024-10-14,8650/2165900,8650/2165900
8650,8650,1,681106392,2165900,"Broca para taladro TE-YX 3/4""-21""",30.0,PC,HILTI,0,0,A,2024-10-14,8650/2165900,8650/2165900
8650,8650,1,681106392,2165900,"Broca para taladro TE-YX 3/4""-21""",30.0,PC,HILTI,0,0,A,2024-10-14,8650/2165900,8650/2165900
3000,3000,1,681064444,2165902,"Broca para taladro TE-YX 13/16""-21""",4.0,PC,nan,0,0,A,2024-10-21,3000/2165902,3000/2165902
8650,8650,1,206240480,2165904,"Broca para taladro TE-YX 27/32""-21""",9.0,PC,HILTI,0,0,A,2024-03-29,8650/2165904,8650/2165904
3000,3000,1,680920046,2165905,"Broca para taladro TE-YX 7/8""-13""",20.0,PC,HILTI,0,0,A,2024-09-24,3000/2165905,3000/2165905
3000,3000,1,681064444,2165905,"Broca para taladro TE-YX 7/8""-13""",4.0,PC,nan,0,0,A,2024-10-21,3000/2165905,3000/2165905
3000,3000,1,681088088,2165905,"Broca para taladro TE-YX 7/8""-13""",20.0,PC,HILTI,0,0,A,2024-10-23,3000/2165905,3000/2165905
3000,3000,1,680859348,2165909,"Broca para taladro TE-YX 26/52 1""-21""",80.0,PC,HILTI,0,0,A,2024-09-17,3000/2165909,3000/2165909
8650,8650,1,681047855,2165909,"Broca para taladro TE-YX 26/52 1""-21""",40.0,PC,HILTI,0,0,A,2024-09-30,8650/2165909,8650/2165909
8650,8650,1,681106388,2165909,"Broca para taladro TE-YX 26/52 1""-21""",40.0,PC,HILTI,0,0,A,2024-10-14,8650/2165909,8650/2165909
8650,8650,1,681106388,2165909,"Broca para taladro TE-YX 26/52 1""-21""",40.0,PC,HILTI,0,0,A,2024-10-14,8650/2165909,8650/2165909
3000,3000,1,680859329,2165912,"Broca para taladro TE-YX 1 1/8""-13""",9.0,PC,HILTI,0,0,A,2024-09-17,3000/2165912,3000/2165912
3000,3000,1,680920046,2165912,"Broca para taladro TE-YX 1 1/8""-13""",10.0,PC,HILTI,0,0,A,2024-09-24,3000/2165912,3000/2165912
3000,3000,1,681088062,2165912,"Broca para taladro TE-YX 1 1/8""-13""",9.0,PC,HILTI,0,0,A,2024-10-23,3000/2165912,3000/2165912
8330,8330,1,680907439,2165913,"Broca p/ perfurar TE-YX 1 1/8""-21""",7.0,PC,HILTI,0,0,A,2024-09-11,8330/2165913,8330/2165913
3000,3000,1,680920053,2165913,"Broca para taladro TE-YX 1 1/8""-21""",15.0,PC,HILTI,0,0,A,2024-09-24,3000/2165913,3000/2165913
3000,3000,1,680920053,2165913,"Broca para taladro TE-YX 1 1/8""-21""",15.0,PC,HILTI,0,0,A,2024-09-24,3000/2165913,3000/2165913
8650,8650,1,680996002,2165913,"Broca para taladro TE-YX 1 1/8""-21""",15.0,PC,HILTI,0,0,A,2024-09-23,8650/2165913,8650/2165913
8650,8650,1,681047854,2165913,"Broca para taladro TE-YX 1 1/8""-21""",11.0,PC,HILTI,0,0,A,2024-09-30,8650/2165913,8650/2165913
3000,3000,1,681060293,2165915,"Broca para taladro TE-YX 1 1/4""-15""",2.0,PC,nan,0,0,A,2024-10-21,3000/2165915,3000/2165915
8330,8330,1,681076182,2165915,"Broca p/ perfurar TE-YX 1 1/4""-15""",1.0,PC,HILTI,0,0,A,2024-10-15,8330/2165915,8330/2165915
3000,3000,1,680859329,2165916,"Broca para taladro TE-YX 1 1/4""-23""",10.0,PC,HILTI,0,0,A,2024-09-17,3000/2165916,3000/2165916
3000,3000,1,680979490,2165916,"Broca para taladro TE-YX 1 1/4""-23""",10.0,PC,HILTI,0,0,A,2024-10-02,3000/2165916,3000/2165916
3000,3000,1,680979490,2165916,"Broca para taladro TE-YX 1 1/4""-23""",10.0,PC,HILTI,0,0,A,2024-10-02,3000/2165916,3000/2165916
3000,3000,1,681060293,2165916,"Broca para taladro TE-YX 1 1/4""-23""",3.0,PC,nan,0,0,A,2024-10-21,3000/2165916,3000/2165916
3000,3000,1,680920046,2165918,"Broca para taladro TE-YX 1 3/8""-23""",4.0,PC,HILTI,0,0,A,2024-09-24,3000/2165918,3000/2165918
8330,8330,1,681106520,2165918,"Broca p/ perfurar TE-YX 1 3/8""-23""",4.0,PC,HILTI,0,0,A,2024-10-22,8330/2165918,8330/2165918
8650,8650,1,681047850,2165919,"Broca para taladro TE-YX 1 3/8""-36""",5.0,PC,HILTI,0,0,A,2024-09-30,8650/2165919,8650/2165919
8650,8650,1,681146373,2165919,"Broca para taladro TE-YX 1 3/8""-36""",3.0,PC,HILTI,0,0,A,2024-09-17,8650/2165919,8650/2165919
3000,3000,1,680979490,2165920,"Broca para taladro TE-YX 1 1/2""-15""",2.0,PC,HILTI,0,0,A,2024-10-02,3000/2165920,3000/2165920
3000,3000,1,680979490,2165920,"Broca para taladro TE-YX 1 1/2""-15""",1.0,PC,HILTI,0,0,A,2024-10-02,3000/2165920,3000/2165920
3000,3000,1,681088062,2165920,"Broca para taladro TE-YX 1 1/2""-15""",2.0,PC,HILTI,0,0,A,2024-10-23,3000/2165920,3000/2165920
3000,3000,1,680859343,2165921,"Broca para taladro TE-YX 1 1/2""-23""",10.0,PC,HILTI,0,0,A,2024-09-17,3000/2165921,3000/2165921
3000,3000,1,680920047,2165921,"Broca para taladro TE-YX 1 1/2""-23""",20.0,PC,HILTI,0,0,A,2024-09-24,3000/2165921,3000/2165921
3000,3000,1,680920053,2165921,"Broca para taladro TE-YX 1 1/2""-23""",10.0,PC,HILTI,0,0,A,2024-09-24,3000/2165921,3000/2165921
3000,3000,1,681150402,2165921,"Broca para taladro TE-YX 1 1/2""-23""",10.0,PC,HILTI,0,0,A,2024-11-06,3000/2165921,3000/2165921
3000,3000,1,681150402,2165921,"Broca para taladro TE-YX 1 1/2""-23""",10.0,PC,HILTI,0,0,A,2024-11-06,3000/2165921,3000/2165921
3000,3000,1,681150402,2165921,"Broca para taladro TE-YX 1 1/2""-23""",10.0,PC,HILTI,0,0,A,2024-11-06,3000/2165921,3000/2165921
8750,8750,1,681048678,2167735,Mart. rompedor TE 1000-AVR 220V cable un,1.0,PC,HILTI,0,0,A,2024-10-16,8750/2167735,8750/2167735
8750,8750,1,681048679,2167735,Mart. rompedor TE 1000-AVR 220V cable un,1.0,PC,HILTI,0,0,A,2024-10-16,8750/2167735,8750/2167735
8750,8750,1,681048680,2167735,Mart. rompedor TE 1000-AVR 220V cable un,6.0,PC,HILTI,0,0,A,2024-10-16,8750/2167735,8750/2167735
8750,8750,1,681048682,2167735,Mart. rompedor TE 1000-AVR 220V cable un,4.0,PC,HILTI,0,0,A,2024-10-16,8750/2167735,8750/2167735
8330,8330,1,680938013,2167744,Mart. demolidor TE 1000-AVR 230V cabo un,10.0,PC,HILTI,0,0,A,2024-09-25,8330/2167744,8330/2167744
8650,8650,1,680996004,2167744,Mart. rompedor TE 1000-AVR 230V cable un,5.0,PC,HILTI,0,0,A,2024-09-23,8650/2167744,8650/2167744
8650,8650,1,680996022,2167744,Mart. rompedor TE 1000-AVR 230V cable un,5.0,PC,HILTI,0,0,A,2024-09-23,8650/2167744,8650/2167744
8330,8330,1,681026068,2167744,Mart. demolidor TE 1000-AVR 230V cabo un,10.0,PC,HILTI,0,0,A,2024-10-11,8330/2167744,8330/2167744
8650,8650,1,681106389,2167744,Mart. rompedor TE 1000-AVR 230V cable un,6.0,PC,HILTI,0,0,A,2024-10-14,8650/2167744,8650/2167744
8650,8650,1,681106398,2167744,Mart. rompedor TE 1000-AVR 230V cable un,10.0,PC,HILTI,0,0,A,2024-10-14,8650/2167744,8650/2167744
8330,8330,1,680998176,2168438,Calha de fixação HAC-C 38/17 250 F,5.0,PC,HILTI,0,0,A,2024-10-23,8330/2168438,8330/2168438
8330,8330,1,680939758,2168492,Calha de fixação HAC-C 40/25 250 F,700.0,PC,HILTI,0,0,A,2024-09-25,8330/2168492,8330/2168492
8330,8330,1,680939759,2168492,Calha de fixação HAC-C 40/25 250 F,515.0,PC,HILTI,0,0,A,2024-09-25,8330/2168492,8330/2168492
8330,8330,1,680995966,2168780,Parafusos com cabeça em T HBC-38/17 M12x,50.0,PC,HILTI,0,0,A,2024-10-23,8330/2168780,8330/2168780
3000,3000,1,681075283,2168873,Cincel puntero TE-SX SM 70,1.0,PC,nan,0,0,A,2024-10-21,3000/2168873,3000/2168873
8650,8650,1,206240480,2168874,Escoplo TE-SX FM 36,3.0,PC,HILTI,0,0,A,2024-03-29,8650/2168874,8650/2168874
3000,3000,1,681150435,2168874,Escoplo TE-SX FM 36,5.0,PC,HILTI,0,0,A,2024-11-06,3000/2168874,3000/2168874
3000,3000,1,681150437,2168874,Escoplo TE-SX FM 36,15.0,PC,HILTI,0,0,A,2024-11-06,3000/2168874,3000/2168874
8650,8650,1,681047855,2168875,Escoplo TE-SX FM 43,15.0,PC,HILTI,0,0,A,2024-09-30,8650/2168875,8650/2168875
8750,8750,1,681048700,2168875,Escoplo TE-SX FM 43,5.0,PC,HILTI,0,0,A,2024-10-16,8750/2168875,8750/2168875
3000,3000,1,681150402,2168875,Escoplo TE-SX FM 43,45.0,PC,HILTI,0,0,A,2024-11-06,3000/2168875,3000/2168875
3000,3000,1,680979484,2168876,Escoplo TE-SX FM 50,45.0,PC,HILTI,0,0,A,2024-10-02,3000/2168876,3000/2168876
3000,3000,1,681060293,2168876,Escoplo TE-SX FM 50,18.0,PC,nan,0,0,A,2024-10-21,3000/2168876,3000/2168876
3000,3000,1,681088085,2168876,Escoplo TE-SX FM 50,55.0,PC,HILTI,0,0,A,2024-10-23,3000/2168876,3000/2168876
3000,3000,1,681088091,2168876,Escoplo TE-SX FM 50,45.0,PC,HILTI,0,0,A,2024-10-23,3000/2168876,3000/2168876
8650,8650,1,681106388,2168876,Escoplo TE-SX FM 50,20.0,PC,HILTI,0,0,A,2024-10-14,8650/2168876,8650/2168876
8650,8650,1,681106395,2168876,Escoplo TE-SX FM 50,5.0,PC,HILTI,0,0,A,2024-10-14,8650/2168876,8650/2168876
3000,3000,1,680859340,2168877,Escoplo TE-SX FM 70,5.0,PC,HILTI,0,0,A,2024-09-17,3000/2168877,3000/2168877
3000,3000,1,680859340,2168877,Escoplo TE-SX FM 70,3.0,PC,HILTI,0,0,A,2024-09-17,3000/2168877,3000/2168877
3000,3000,1,681036375,2168877,Escoplo TE-SX FM 70,3.0,PC,HILTI,0,0,A,2024-10-09,3000/2168877,3000/2168877
8650,8650,1,681047856,2168877,Escoplo TE-SX FM 70,10.0,PC,HILTI,0,0,A,2024-09-30,8650/2168877,8650/2168877
3000,3000,1,681150405,2168877,Escoplo TE-SX FM 70,5.0,PC,HILTI,0,0,A,2024-11-06,3000/2168877,3000/2168877
3000,3000,1,681150432,2168877,Escoplo TE-SX FM 70,3.0,PC,HILTI,0,0,A,2024-11-06,3000/2168877,3000/2168877
3000,3000,1,680979490,2168885,Espatula TE-SX SC 50/8,3.0,PC,HILTI,0,0,A,2024-10-02,3000/2168885,3000/2168885
8750,8750,1,681048763,2168885,Espatula TE-SX SC 50/8,5.0,PC,HILTI,0,0,A,2024-10-16,8750/2168885,8750/2168885
3000,3000,1,681150410,2168885,Espatula TE-SX SC 50/8,3.0,PC,HILTI,0,0,A,2024-11-06,3000/2168885,3000/2168885
3000,3000,1,681150410,2168886,Espatula TE-SX SC 50/12,1.0,PC,HILTI,0,0,A,2024-11-06,3000/2168886,3000/2168886
8330,8330,1,680937927,2168890,Escopro TE-SX FM 36 (4),8.0,PC,HILTI,0,0,A,2024-09-25,8330/2168890,8330/2168890
8750,8750,1,681048700,2168890,Escoplo TE-SX FM 36 (4),4.0,PC,HILTI,0,0,A,2024-10-16,8750/2168890,8750/2168890
3000,3000,1,681060293,2168890,Escoplo TE-SX FM 36 (4),4.0,PC,nan,0,0,A,2024-10-21,3000/2168890,3000/2168890
3000,3000,1,681150397,2168890,Escoplo TE-SX FM 36 (4),28.0,PC,HILTI,0,0,A,2024-11-06,3000/2168890,3000/2168890
8750,8750,1,681152502,2168890,Escoplo TE-SX FM 36 (4),8.0,PC,HILTI,0,0,A,2024-10-08,8750/2168890,8750/2168890
8330,8330,1,680907533,2168891,Escopro TE-SX FM 43 (4),112.0,PC,HILTI,0,0,A,2024-09-11,8330/2168891,8330/2168891
8330,8330,1,681076162,2168891,Escopro TE-SX FM 43 (4),112.0,PC,HILTI,0,0,A,2024-10-15,8330/2168891,8330/2168891
8650,8650,1,681047853,2168892,Escoplo TE-SX FM 50 (4),4.0,PC,HILTI,0,0,A,2024-09-30,8650/2168892,8650/2168892
8330,8330,1,680967793,2169074,Parafusos com cabeça em T HBC-40/22 M12x,1600.0,PC,HILTI,0,0,A,2024-09-17,8330/2169074,8330/2169074
8330,8330,1,681023388,2169075,Parafusos com cabeça em T HBC-40/22 M12x,2000.0,PC,HILTI,0,0,A,2024-10-11,8330/2169075,8330/2169075
8650,8650,1,209454147,2169856,"Anclaje tornillo KH-EZ P 1/4""x1  7/8""",600.0,PC,HILTI,0,0,A,2024-04-17,8650/2169856,8650/2169856
3000,3000,1,681149072,2169857,"Anclaje tornillo KH-EZ P 1/4""x2  5/8""",200.0,PC,HILTI,0,0,A,2024-09-24,3000/2169857,3000/2169857
8650,8650,1,681047853,2170628,Broca helicoidal HSS-R 3.5x70mm MP10,750.0,PC,HILTI,0,0,A,2024-09-30,8650/2170628,8650/2170628
8650,8650,1,681047854,2170628,Broca helicoidal HSS-R 3.5x70mm MP10,50.0,PC,HILTI,0,0,A,2024-09-30,8650/2170628,8650/2170628
8650,8650,1,681047853,2170660,Broca helicoidal HSS-R 4.0x75mm MP10,500.0,PC,HILTI,0,0,A,2024-09-30,8650/2170660,8650/2170660
8650,8650,1,680995992,2170686,Broca helicoidal HSS-R 13.0x151mm MP5,100.0,PC,HILTI,0,0,A,2024-09-23,8650/2170686,8650/2170686
3000,3000,1,680792672,2170692,Broca helicoidal HSS-R 1-10 (10) juego,2.0,PC,HILTI,0,0,A,2024-09-13,3000/2170692,3000/2170692
3000,3000,1,681088062,2170692,Broca helicoidal HSS-R 1-10 (10) juego,2.0,PC,HILTI,0,0,A,2024-10-23,3000/2170692,3000/2170692
8650,8650,1,206240527,2172142,Martillo combinado TE 70-ATC/AVR 220 V,2.0,PC,HILTI,0,0,A,2024-03-29,8650/2172142,8650/2172142
8650,8650,1,206240528,2172142,Martillo combinado TE 70-ATC/AVR 220 V,1.0,PC,HILTI,0,0,A,2024-03-29,8650/2172142,8650/2172142
8650,8650,1,206240533,2172142,Martillo combinado TE 70-ATC/AVR 220 V,10.0,PC,HILTI,0,0,A,2024-03-29,8650/2172142,8650/2172142
3000,3000,1,680859998,2172833,Unidad de corte NCT J ACSR,1.0,PC,HILTI,0,0,A,2024-09-17,3000/2172833,3000/2172833
8650,8650,1,681105461,2172833,Unidad de corte NCT J ACSR,3.0,PC,HILTI,0,0,A,2024-10-14,8650/2172833,8650/2172833
3000,3000,1,681105792,2172833,Unidad de corte NCT J ACSR,1.0,PC,HILTI,0,0,A,2024-09-19,3000/2172833,3000/2172833
3000,3000,1,681151154,2172833,Unidad de corte NCT J ACSR,1.0,PC,HILTI,0,0,A,2024-11-06,3000/2172833,3000/2172833
8750,8750,1,681047719,2172836,Cuchilla NBK 054 ACSR kit,3.0,PC,HILTI,0,0,A,2024-10-16,8750/2172836,8750/2172836
8650,8650,1,681144461,2172925,Abrazadera MP-L-I 83-92 M8/M10,50.0,PC,HILTI,0,0,A,2024-09-17,8650/2172925,8650/2172925
8330,8330,1,680983153,2172996,"Cast-in device CP 680-P 2""",53.0,PC,HILTI,0,0,A,2024-09-30,8330/2172996,8330/2172996
8330,8330,1,680983161,2172996,"Cast-in device CP 680-P 2""",153.0,PC,HILTI,0,0,A,2024-09-30,8330/2172996,8330/2172996
8330,8330,1,680983154,2172997,"Cast-in device CP 680-P 4""",288.0,PC,HILTI,0,0,A,2024-09-30,8330/2172997,8330/2172997
8330,8330,1,680983155,2172997,"Cast-in device CP 680-P 4""",288.0,PC,HILTI,0,0,A,2024-09-30,8330/2172997,8330/2172997
8330,8330,1,680983156,2172997,"Cast-in device CP 680-P 4""",288.0,PC,HILTI,0,0,A,2024-09-30,8330/2172997,8330/2172997
8330,8330,1,680983157,2172997,"Cast-in device CP 680-P 4""",288.0,PC,HILTI,0,0,A,2024-09-30,8330/2172997,8330/2172997
8330,8330,1,680983158,2172997,"Cast-in device CP 680-P 4""",288.0,PC,HILTI,0,0,A,2024-09-30,8330/2172997,8330/2172997
8330,8330,1,680983159,2172997,"Cast-in device CP 680-P 4""",288.0,PC,HILTI,0,0,A,2024-09-30,8330/2172997,8330/2172997
8330,8330,1,680983160,2172997,"Cast-in device CP 680-P 4""",84.0,PC,HILTI,0,0,A,2024-09-30,8330/2172997,8330/2172997
8330,8330,1,680994098,2172997,"Cast-in device CP 680-P 4""",2.0,PC,HILTI,0,0,A,2024-09-30,8330/2172997,8330/2172997
8330,8330,1,681047924,2174661,Ligador MIC-C90-DH betão,54.0,PC,HILTI,0,0,A,2024-10-08,8330/2174661,8330/2174661
8330,8330,1,681047925,2174661,Ligador MIC-C90-DH betão,54.0,PC,HILTI,0,0,A,2024-10-08,8330/2174661,8330/2174661
8330,8330,1,681047926,2174661,Ligador MIC-C90-DH betão,4.0,PC,HILTI,0,0,A,2024-10-08,8330/2174661,8330/2174661
8330,8330,1,681137125,2174661,Ligador MIC-C90-DH betão,16.0,PC,HILTI,0,0,A,2024-10-29,8330/2174661,8330/2174661
3000,3000,1,680859329,2177883,Saco para polvo VC 125-9 (5) fleece,5.0,PC,HILTI,0,0,A,2024-09-17,3000/2177883,3000/2177883
8750,8750,1,680937771,2179045,Broca para taladro TE-YX 12/52,4.0,PC,HILTI,0,0,A,2024-09-18,8750/2179045,8750/2179045
8750,8750,1,681048695,2179073,Broca para taladro TE-YX 16/32,20.0,PC,HILTI,0,0,A,2024-10-16,8750/2179073,8750/2179073
8750,8750,1,681152505,2179075,Broca para taladro TE-YX 16/52,25.0,PC,HILTI,0,0,A,2024-10-08,8750/2179075,8750/2179075
3000,3000,1,680920046,2179276,Guía pernos X-FG B3-ME 02 embal.,1.0,PC,HILTI,0,0,A,2024-09-24,3000/2179276,3000/2179276
8330,8330,1,680937968,2179276,Guia cavilhas X-FG B3-ME 02 embal.,20.0,PC,HILTI,0,0,A,2024-09-25,8330/2179276,8330/2179276
8330,8330,1,681106563,2179350,Suporte de anilha X-WHC B3 02 embal.,15.0,PC,HILTI,0,0,A,2024-10-22,8330/2179350,8330/2179350
3000,3000,1,680920071,2179711,Hoja sierra sable SP 15 10 (5) metal,25.0,PC,HILTI,0,0,A,2024-09-24,3000/2179711,3000/2179711
8650,8650,1,680995987,2179711,Hoja sierra sable SP 15 10 (5) metal,125.0,PC,HILTI,0,0,A,2024-09-23,8650/2179711,8650/2179711
8650,8650,1,680995992,2179711,Hoja sierra sable SP 15 10 (5) metal,300.0,PC,HILTI,0,0,A,2024-09-23,8650/2179711,8650/2179711
8650,8650,1,680996002,2179711,Hoja sierra sable SP 15 10 (5) metal,150.0,PC,HILTI,0,0,A,2024-09-23,8650/2179711,8650/2179711
8650,8650,1,681047853,2179711,Hoja sierra sable SP 15 10 (5) metal,150.0,PC,HILTI,0,0,A,2024-09-30,8650/2179711,8650/2179711
8650,8650,1,681047854,2179711,Hoja sierra sable SP 15 10 (5) metal,90.0,PC,HILTI,0,0,A,2024-09-30,8650/2179711,8650/2179711
8650,8650,1,681106391,2179711,Hoja sierra sable SP 15 10 (5) metal,60.0,PC,HILTI,0,0,A,2024-10-14,8650/2179711,8650/2179711
8650,8650,1,681106438,2179711,Hoja sierra sable SP 15 10 (5) metal,300.0,PC,HILTI,0,0,A,2024-10-14,8650/2179711,8650/2179711
8750,8750,1,680937811,2179712,Hoja sierra sable SP 15 14 (50) metal,50.0,PC,HILTI,0,0,A,2024-09-18,8750/2179712,8750/2179712
3000,3000,1,680859359,2179713,Hoja sierra sable SP 15 14 (5) metal,40.0,PC,HILTI,0,0,A,2024-09-17,3000/2179713,3000/2179713
3000,3000,1,681036403,2179713,Hoja sierra sable SP 15 14 (5) metal,10.0,PC,HILTI,0,0,A,2024-10-09,3000/2179713,3000/2179713
3000,3000,1,681150410,2179713,Hoja sierra sable SP 15 14 (5) metal,55.0,PC,HILTI,0,0,A,2024-11-06,3000/2179713,3000/2179713
8650,8650,1,206240569,2179720,Hoja sierra sable SP 23 10 (5) metal,1500.0,PC,HILTI,0,0,A,2024-03-29,8650/2179720,8650/2179720
8650,8650,1,681047851,2179720,Hoja sierra sable SP 23 10 (5) metal,900.0,PC,HILTI,0,0,A,2024-09-30,8650/2179720,8650/2179720
8650,8650,1,681047864,2179720,Hoja sierra sable SP 23 10 (5) metal,450.0,PC,HILTI,0,0,A,2024-09-30,8650/2179720,8650/2179720
3000,3000,1,681088062,2179720,Hoja sierra sable SP 23 10 (5) metal,5.0,PC,HILTI,0,0,A,2024-10-23,3000/2179720,3000/2179720
3000,3000,1,681088062,2179720,Hoja sierra sable SP 23 10 (5) metal,5.0,PC,HILTI,0,0,A,2024-10-23,3000/2179720,3000/2179720
8650,8650,1,681106438,2179720,Hoja sierra sable SP 23 10 (5) metal,150.0,PC,HILTI,0,0,A,2024-10-14,8650/2179720,8650/2179720
8650,8650,1,681106439,2179720,Hoja sierra sable SP 23 10 (5) metal,300.0,PC,HILTI,0,0,A,2024-10-14,8650/2179720,8650/2179720
