ShPt,Plnt,SLoc,Delivery,Material,Item_Description,DlvQty,BUn,Supplier_Name,OPS,WM,GM,Delivdate,key_plant,key_material
8650,8650,1,206240562,292981,"Broca para taladro TE-YX 1 1/8""-36""",8.0,PC,HILTI,0,0,A,2024-03-29,8650/292981,8650/292981
3000,3000,1,680792676,292981,"Broca para taladro TE-YX 1 1/8""-36""",4.0,PC,HILTI,0,0,A,2024-09-13,3000/292981,3000/292981
8650,8650,1,680996029,293027,"Broca para taladro TE-YX 1 1/4""-36""",1.0,PC,HILTI,0,0,A,2024-09-23,8650/293027,8650/293027
8650,8650,1,680996031,293027,"Broca para taladro TE-YX 1 1/4""-36""",8.0,PC,HILTI,0,0,A,2024-09-23,8650/293027,8650/293027
8650,8650,1,680996044,293027,"Broca para taladro TE-YX 1 1/4""-36""",5.0,PC,HILTI,0,0,A,2024-09-23,8650/293027,8650/293027
3000,3000,1,680922140,293180,Broca para taladro TE-YX 22/130,1.0,PC,HILTI,0,0,A,2024-09-24,3000/293180,3000/293180
8330,8330,1,680889507,293230,Broca p/ perfurar TE-YX 25/130,2.0,PC,HILTI,0,0,A,2024-09-16,8330/293230,8330/293230
8750,8750,1,680937793,293410,Broca para taladro TE-YX 32/92,1.0,PC,HILTI,0,0,A,2024-09-18,8750/293410,8750/293410
3000,3000,1,680920056,293474,"Broca para taladro TE-YX 3/4""-36""",9.0,PC,HILTI,0,0,A,2024-09-24,3000/293474,3000/293474
3000,3000,1,680920056,293474,"Broca para taladro TE-YX 3/4""-36""",6.0,PC,HILTI,0,0,A,2024-09-24,3000/293474,3000/293474
3000,3000,1,680920058,293474,"Broca para taladro TE-YX 3/4""-36""",15.0,PC,HILTI,0,0,A,2024-09-24,3000/293474,3000/293474
3000,3000,1,680920059,293474,"Broca para taladro TE-YX 3/4""-36""",1.0,PC,HILTI,0,0,A,2024-09-24,3000/293474,3000/293474
8330,8330,1,680937916,293480,"Broca p/ perfurar TE-YX 7/8""-36""",1.0,PC,HILTI,0,0,A,2024-09-25,8330/293480,8330/293480
8330,8330,1,681048018,298500,Porca de asa MQM-M8 HDG plus,800.0,PC,HILTI,0,0,A,2024-10-08,8330/298500,8330/298500
8330,8330,1,681048019,298500,Porca de asa MQM-M8 HDG plus,200.0,PC,HILTI,0,0,A,2024-10-08,8330/298500,8330/298500
8330,8330,1,681048015,298510,Porca de asa MQM-M10 HDG plus,1600.0,PC,HILTI,0,0,A,2024-10-08,8330/298510,8330/298510
8330,8330,1,681048016,298510,Porca de asa MQM-M10 HDG plus,200.0,PC,HILTI,0,0,A,2024-10-08,8330/298510,8330/298510
8330,8330,1,681047933,304017,Porca de asa MQM-M12-R,50.0,PC,HILTI,0,0,A,2024-10-08,8330/304017,8330/304017
8330,8330,1,681105298,304017,Porca de asa MQM-M12-R,25.0,PC,HILTI,0,0,A,2024-10-22,8330/304017,8330/304017
8330,8330,1,681137130,304017,Porca de asa MQM-M12-R,25.0,PC,HILTI,0,0,A,2024-10-29,8330/304017,8330/304017
8330,8330,1,681047943,304124,Braço de calha MQK-21 D/300-F,60.0,PC,HILTI,0,0,A,2024-10-08,8330/304124,8330/304124
8330,8330,1,681137080,304124,Braço de calha MQK-21 D/300-F,40.0,PC,HILTI,0,0,A,2024-10-29,8330/304124,8330/304124
8330,8330,1,681047934,304139,Porca de aperto MQA-M10-F,650.0,PC,HILTI,0,0,A,2024-10-08,8330/304139,8330/304139
8330,8330,1,681105296,304139,Porca de aperto MQA-M10-F,450.0,PC,HILTI,0,0,A,2024-10-22,8330/304139,8330/304139
8330,8330,1,681047930,304165,Suporte de calha MQP-21-72-F,24.0,PC,HILTI,0,0,A,2024-10-08,8330/304165,8330/304165
8330,8330,1,680938045,304171,Ângulo de 2 furos MQW-2-F,80.0,PC,HILTI,0,0,A,2024-09-25,8330/304171,8330/304171
8330,8330,1,681047935,304171,Ângulo de 2 furos MQW-2-F,220.0,PC,HILTI,0,0,A,2024-10-08,8330/304171,8330/304171
8330,8330,1,681048017,304183,Grampo de ligação MQB-41-F,10.0,PC,HILTI,0,0,A,2024-10-08,8330/304183,8330/304183
8650,8650,1,681047813,304196,Placa perforada MQZ-L9-F,180.0,PC,HILTI,0,0,A,2024-09-30,8650/304196,8650/304196
8650,8650,1,681047815,304196,Placa perforada MQZ-L9-F,1920.0,PC,HILTI,0,0,A,2024-09-30,8650/304196,8650/304196
3000,3000,1,680860013,304197,Placa perforada MQZ-L11-F,300.0,PC,HILTI,0,0,A,2024-09-17,3000/304197,3000/304197
3000,3000,1,680860013,304197,Placa perforada MQZ-L11-F,200.0,PC,HILTI,0,0,A,2024-09-17,3000/304197,3000/304197
3000,3000,1,681035234,304197,Placa perforada MQZ-L11-F,240.0,PC,HILTI,0,0,A,2024-10-09,3000/304197,3000/304197
3000,3000,1,681035237,304197,Placa perforada MQZ-L11-F,40.0,PC,HILTI,0,0,A,2024-10-09,3000/304197,3000/304197
3000,3000,1,680860013,304198,Placa perforada MQZ-L13-F,20.0,PC,HILTI,0,0,A,2024-09-17,3000/304198,3000/304198
8330,8330,1,681023360,304198,Placa perfurada MQZ-L13-F,100.0,PC,HILTI,0,0,A,2024-10-11,8330/304198,8330/304198
8650,8650,1,681047813,304198,Placa perforada MQZ-L13-F,100.0,PC,HILTI,0,0,A,2024-09-30,8650/304198,8650/304198
8650,8650,1,681047813,304198,Placa perforada MQZ-L13-F,960.0,PC,HILTI,0,0,A,2024-09-30,8650/304198,8650/304198
3000,3000,1,680860013,304199,Placa perforada MQZ-L17-F,3280.0,PC,HILTI,0,0,A,2024-09-17,3000/304199,3000/304199
3000,3000,1,680860015,304199,Placa perforada MQZ-L17-F,240.0,PC,HILTI,0,0,A,2024-09-17,3000/304199,3000/304199
8330,8330,1,681105293,304259,"Abraç. cargas elev. MP-MI-F 3/4""",200.0,PC,HILTI,0,0,A,2024-10-22,8330/304259,8330/304259
8330,8330,1,681047931,304260,"Abraç. cargas elev. MP-MI-F 1""",125.0,PC,HILTI,0,0,A,2024-10-08,8330/304260,8330/304260
8330,8330,1,681105302,304261,"Abraç. cargas elev. MP-MI-F 1 1/4""",75.0,PC,HILTI,0,0,A,2024-10-22,8330/304261,8330/304261
8330,8330,1,681105300,304264,"Abraç. cargas elev. MP-MI-F 2""",30.0,PC,HILTI,0,0,A,2024-10-22,8330/304264,8330/304264
3000,3000,1,680920046,304310,"Cinta cortafuego CP 648-E-W45/1.8""",2.0,PC,HILTI,0,0,A,2024-09-24,3000/304310,3000/304310
3000,3000,1,680920053,304310,"Cinta cortafuego CP 648-E-W45/1.8""",6.0,PC,HILTI,0,0,A,2024-09-24,3000/304310,3000/304310
3000,3000,1,680979490,304310,"Cinta cortafuego CP 648-E-W45/1.8""",1.0,PC,HILTI,0,0,A,2024-10-02,3000/304310,3000/304310
3000,3000,1,680979493,304310,"Cinta cortafuego CP 648-E-W45/1.8""",24.0,PC,HILTI,0,0,A,2024-10-02,3000/304310,3000/304310
3000,3000,1,681150410,304310,"Cinta cortafuego CP 648-E-W45/1.8""",4.0,PC,HILTI,0,0,A,2024-11-06,3000/304310,3000/304310
3000,3000,1,681036374,304529,Guía pernos X-5-460-F8,3.0,PC,HILTI,0,0,A,2024-10-09,3000/304529,3000/304529
3000,3000,1,681150410,304529,Guía pernos X-5-460-F8,3.0,PC,HILTI,0,0,A,2024-11-06,3000/304529,3000/304529
3000,3000,1,681051844,304559,Carril de montaje MQ-41 2m,28.0,M,nan,0,0,A,2024-11-04,3000/304559,3000/304559
8330,8330,1,681047927,304887,Parafuso simples MIA-EH90,50.0,PC,HILTI,0,0,A,2024-10-08,8330/304887,8330/304887
8650,8650,1,681106391,304903,"Broca helicoidal HSS 3,0x61mm ""MP10",30.0,PC,HILTI,0,0,A,2024-10-14,8650/304903,8650/304903
8330,8330,1,681106534,304903,"Broca helicoidal HSS 3,0x61mm ""MP10",20.0,PC,HILTI,0,0,A,2024-10-22,8330/304903,8330/304903
8330,8330,1,681106532,304908,"Broca helicoidal HSS 3,5x70mm ""MP10",20.0,PC,HILTI,0,0,A,2024-10-22,8330/304908,8330/304908
8650,8650,1,681106391,304910,"Broca helicoidal HSS 4,0x75mm ""MP10",50.0,PC,HILTI,0,0,A,2024-10-14,8650/304910,8650/304910
8330,8330,1,681106533,304914,"Broca helicoidal HSS 4,5x80mm ""MP10",20.0,PC,HILTI,0,0,A,2024-10-22,8330/304914,8330/304914
8650,8650,1,681106391,304916,"Broca helicoidal HSS 5,0x86mm ""MP10",60.0,PC,HILTI,0,0,A,2024-10-14,8650/304916,8650/304916
8650,8650,1,681106391,304916,"Broca helicoidal HSS 5,0x86mm ""MP10",30.0,PC,HILTI,0,0,A,2024-10-14,8650/304916,8650/304916
8330,8330,1,681106535,304916,"Broca helicoidal HSS 5,0x86mm ""MP10",20.0,PC,HILTI,0,0,A,2024-10-22,8330/304916,8330/304916
8330,8330,1,681106530,304930,"Broca helicoidal HSS 9.5x125mm ""MP10",20.0,PC,HILTI,0,0,A,2024-10-22,8330/304930,8330/304930
8750,8750,1,681048768,304931,"Broca helicoidal HSS 10.0x133mm ""MP10",10.0,PC,HILTI,0,0,A,2024-10-16,8750/304931,8750/304931
3000,3000,1,681036374,304937,"Broca helicoidal HSS 13.0x151mm ""MP5",5.0,PC,HILTI,0,0,A,2024-10-09,3000/304937,3000/304937
8650,8650,1,681047854,304937,"Broca helicoidal HSS 13.0x151mm ""MP5",10.0,PC,HILTI,0,0,A,2024-09-30,8650/304937,8650/304937
3000,3000,1,680792672,304939,Broca helicoidal HSS 1-13 (25) juego,4.0,PC,HILTI,0,0,A,2024-09-13,3000/304939,3000/304939
3000,3000,1,680859325,304939,Broca helicoidal HSS 1-13 (25) juego,3.0,PC,HILTI,0,0,A,2024-09-17,3000/304939,3000/304939
3000,3000,1,680859325,304939,Broca helicoidal HSS 1-13 (25) juego,8.0,PC,HILTI,0,0,A,2024-09-17,3000/304939,3000/304939
3000,3000,1,680859325,304939,Broca helicoidal HSS 1-13 (25) juego,3.0,PC,HILTI,0,0,A,2024-09-17,3000/304939,3000/304939
8750,8750,1,681048695,304939,Broca helicoidal HSS 1-13 (25) juego,2.0,PC,HILTI,0,0,A,2024-10-16,8750/304939,8750/304939
8750,8750,1,681048695,304939,Broca helicoidal HSS 1-13 (25) juego,1.0,PC,HILTI,0,0,A,2024-10-16,8750/304939,8750/304939
3000,3000,1,680792666,305448,Pistón X-6-5-PGR,25.0,PC,HILTI,0,0,A,2024-09-13,3000/305448,3000/305448
3000,3000,1,680792672,305448,Pistón X-6-5-PGR,15.0,PC,HILTI,0,0,A,2024-09-13,3000/305448,3000/305448
8330,8330,1,681047965,305448,Pistão X-6-5-PGR,1.0,PC,HILTI,0,0,A,2024-10-08,8330/305448,8330/305448
8330,8330,1,681047990,305448,Pistão X-6-5-PGR,1.0,PC,HILTI,0,0,A,2024-10-08,8330/305448,8330/305448
8330,8330,1,681076219,305448,Pistão X-6-5-PGR,1.0,PC,HILTI,0,0,A,2024-10-15,8330/305448,8330/305448
8330,8330,1,681106513,305448,Pistão X-6-5-PGR,1.0,PC,HILTI,0,0,A,2024-10-22,8330/305448,8330/305448
3000,3000,1,681073918,305474,"Vaso de impacto S-NSD 1/2""-5/8"" S",1.0,PC,nan,0,0,A,2024-09-05,3000/305474,3000/305474
3000,3000,1,681073918,305476,"Vaso de impacto S-NSD 1/2""-11/16"" S",1.0,PC,nan,0,0,A,2024-09-05,3000/305476,3000/305476
3000,3000,1,680792676,305537,Prolongación de carril DD-HD30-XT,1.0,PC,HILTI,0,0,A,2024-09-13,3000/305537,3000/305537
3000,3000,1,681036375,305537,Prolongación de carril DD-HD30-XT,1.0,PC,HILTI,0,0,A,2024-10-09,3000/305537,3000/305537
3000,3000,1,680792671,305538,Placa base de vacío DD-HD30-VBP,3.0,PC,HILTI,0,0,A,2024-09-13,3000/305538,3000/305538
8330,8330,1,680907491,305538,Base de vácuo DD-HD30-VBP,1.0,PC,HILTI,0,0,A,2024-09-11,8330/305538,8330/305538
8330,8330,1,680967168,305538,Base de vácuo DD-HD30-VBP,1.0,PC,HILTI,0,0,A,2024-09-17,8330/305538,8330/305538
8650,8650,1,681106400,305538,Placa base de vacío DD-HD30-VBP,1.0,PC,HILTI,0,0,A,2024-10-14,8650/305538,8650/305538
8330,8330,1,681026076,305539,Espaçador DD-HD30-SP,1.0,PC,HILTI,0,0,A,2024-10-11,8330/305539,8330/305539
3000,3000,1,681036402,305539,Pieza de distancia DD-HD30-SP,1.0,PC,HILTI,0,0,A,2024-10-09,3000/305539,3000/305539
8650,8650,1,681047853,305539,Pieza de distancia DD-HD30-SP,2.0,PC,HILTI,0,0,A,2024-09-30,8650/305539,8650/305539
8330,8330,1,681047942,305539,Espaçador DD-HD30-SP,1.0,PC,HILTI,0,0,A,2024-10-08,8330/305539,8330/305539
3000,3000,1,680920053,305541,Set de ruedas DD-HD30-W,1.0,PC,HILTI,0,0,A,2024-09-24,3000/305541,3000/305541
8330,8330,1,680937914,305541,Roda DD-HD30-W,7.0,PC,HILTI,0,0,A,2024-09-25,8330/305541,8330/305541
3000,3000,1,681036376,305541,Set de ruedas DD-HD30-W,1.0,PC,HILTI,0,0,A,2024-10-09,3000/305541,3000/305541
8330,8330,1,681047939,305541,Roda DD-HD30-W,7.0,PC,HILTI,0,0,A,2024-10-08,8330/305541,8330/305541
8330,8330,1,681137115,305541,Roda DD-HD30-W,7.0,PC,HILTI,0,0,A,2024-10-29,8330/305541,8330/305541
3000,3000,1,681150412,305541,Set de ruedas DD-HD30-W,2.0,PC,HILTI,0,0,A,2024-11-06,3000/305541,3000/305541
3000,3000,1,680859343,305542,Extremo de inserción BL (M41),60.0,PC,HILTI,0,0,A,2024-09-17,3000/305542,3000/305542
3000,3000,1,681150412,305542,Extremo de inserción BL (M41),60.0,PC,HILTI,0,0,A,2024-11-06,3000/305542,3000/305542
8650,8650,1,681019336,305683,"Vaso de impacto S-NSD 1/2""-3/4"" S",4.0,PC,HILTI,0,0,A,2024-10-16,8650/305683,8650/305683
8650,8650,1,681092204,305683,"Vaso de impacto S-NSD 1/2""-3/4"" S",13.0,PC,HILTI,0,0,A,2024-10-21,8650/305683,8650/305683
3000,3000,1,680859343,305903,Prolongación broca corona DD-BL-ET 300,2.0,PC,HILTI,0,0,A,2024-09-17,3000/305903,3000/305903
3000,3000,1,680920053,305903,Prolongación broca corona DD-BL-ET 300,2.0,PC,HILTI,0,0,A,2024-09-24,3000/305903,3000/305903
3000,3000,1,680979493,305903,Prolongación broca corona DD-BL-ET 300,2.0,PC,HILTI,0,0,A,2024-10-02,3000/305903,3000/305903
8330,8330,1,681076208,305903,Prolong. broca coroa DD-BL-ET 300,6.0,PC,HILTI,0,0,A,2024-10-15,8330/305903,8330/305903
3000,3000,1,681080180,305903,Prolongación broca corona DD-BL-ET 300,1.0,PC,nan,0,0,A,2024-10-27,3000/305903,3000/305903
3000,3000,1,681150402,305903,Prolongación broca corona DD-BL-ET 300,2.0,PC,HILTI,0,0,A,2024-11-06,3000/305903,3000/305903
8330,8330,1,681026091,305904,Mandril DD-CS-BS/BR,2.0,PC,HILTI,0,0,A,2024-10-11,8330/305904,8330/305904
3000,3000,1,680859343,305910,Adaptador BL/BS/BR,8.0,PC,HILTI,0,0,A,2024-09-17,3000/305910,3000/305910
3000,3000,1,681088084,305939,Flujómetro DD-WFI,1.0,PC,HILTI,0,0,A,2024-10-23,3000/305939,3000/305939
8330,8330,1,681047952,305940,Varão de encaixe DD-HD30-SL,2.0,PC,HILTI,0,0,A,2024-10-08,8330/305940,8330/305940
8330,8330,1,681047953,305940,Varão de encaixe DD-HD30-SL,1.0,PC,HILTI,0,0,A,2024-10-08,8330/305940,8330/305940
8330,8330,1,681076166,305940,Varão de encaixe DD-HD30-SL,1.0,PC,HILTI,0,0,A,2024-10-15,8330/305940,8330/305940
3000,3000,1,681122762,306073,Perno roscado X-W6-20-22FP8,3000.0,PC,HILTI OPERACIONES DE MEXICO,0,0,A,2024-09-17,3000/306073,3000/306073
3000,3000,1,681122762,306073,Perno roscado X-W6-20-22FP8,3000.0,PC,HILTI OPERACIONES DE MEXICO,0,0,A,2024-09-17,3000/306073,3000/306073
8750,8750,1,681048796,306074,Perno roscado X-W6-20-27FP8,300.0,PC,HILTI,0,0,A,2024-10-16,8750/306074,8750/306074
3000,3000,1,681075227,306074,Perno roscado X-W6-20-27FP8,1500.0,PC,nan,0,0,A,2024-09-05,3000/306074,3000/306074
3000,3000,1,680792659,308976,Spray 66 ML,1.0,PC,HILTI,0,0,A,2024-09-13,3000/308976,3000/308976
8650,8650,1,681106437,308976,Spray 66 ML,100.0,PC,HILTI,0,0,A,2024-10-14,8650/308976,8650/308976
3000,3000,1,680920008,310633,Sellador cortafuego CP 601S 310ML blanco,20.0,PC,HILTI,0,0,A,2024-09-24,3000/310633,3000/310633
8330,8330,1,680996070,315828,Cabeça de aspiração DD-BI-DRSA-SC cpl,7.0,PC,HILTI,0,0,A,2024-10-23,8330/315828,8330/315828
8330,8330,1,681026096,315828,Cabeça de aspiração DD-BI-DRSA-SC cpl,7.0,PC,HILTI,0,0,A,2024-10-11,8330/315828,8330/315828
8330,8330,1,681137050,315828,Cabeça de aspiração DD-BI-DRSA-SC cpl,7.0,PC,HILTI,0,0,A,2024-10-29,8330/315828,8330/315828
8650,8650,1,206240480,330083,Empuñadura lateral cpl,1.0,PC,HILTI,0,0,A,2024-03-29,8650/330083,8650/330083
8750,8750,1,681168356,331112,Taladro con percusión UH 700 220V,2.0,PC,nan,0,0,A,2024-09-16,8750/331112,8750/331112
3000,3000,1,681073918,331456,"Vaso de impacto S-NSD 1/2""-1-1/4"" S",1.0,PC,nan,0,0,A,2024-09-05,3000/331456,3000/331456
3000,3000,1,681035304,331618,Taco universal HUD-1 10x50 (200),12800.0,PC,HILTI,0,0,A,2024-10-09,3000/331618,3000/331618
8330,8330,1,681137122,331618,Fixação universal HUD-1 10x50 (200),400.0,PC,HILTI,0,0,A,2024-10-29,8330/331618,8330/331618
3000,3000,1,681088761,331619,Taco universal HUD-1 12x60,300.0,PC,HILTI,0,0,A,2024-10-23,3000/331619,3000/331619
3000,3000,1,681088062,332033,Volante de mano DD-LR-FH-3A cpl,1.0,PC,HILTI,0,0,A,2024-10-23,3000/332033,3000/332033
8330,8330,1,680967166,333310,Prolongador X-PT 351 7FT cpl,1.0,PC,HILTI,0,0,A,2024-09-17,8330/333310,8330/333310
3000,3000,1,681150410,333583,"Hoja de masilla cortafuego CP 617 L 7""x7",40.0,PC,HILTI,0,0,A,2024-11-06,3000/333583,3000/333583
8330,8330,1,681026111,333629,Varão de encaixe DD-LR-CLS,2.0,PC,HILTI,0,0,A,2024-10-11,8330/333629,8330/333629
8330,8330,1,681076167,333629,Varão de encaixe DD-LR-CLS,1.0,PC,HILTI,0,0,A,2024-10-15,8330/333629,8330/333629
3000,3000,1,680793808,335506,Taco para fijaciones ligeras HLD 2,1800.0,PC,HILTI,0,0,A,2024-09-13,3000/335506,3000/335506
8330,8330,1,680908214,335506,Fixação p/ cargas ligeiras HLD 2,600.0,PC,HILTI,0,0,A,2024-09-12,8330/335506,8330/335506
8330,8330,1,680908216,335506,Fixação p/ cargas ligeiras HLD 2,300.0,PC,HILTI,0,0,A,2024-09-12,8330/335506,8330/335506
8650,8650,1,680995939,335508,Taco para fijaciones ligeras HLD 4,1000.0,PC,HILTI,0,0,A,2024-09-23,8650/335508,8650/335508
8650,8650,1,681105455,335508,Taco para fijaciones ligeras HLD 4,1000.0,PC,HILTI,0,0,A,2024-10-14,8650/335508,8650/335508
8650,8650,1,681105455,335508,Taco para fijaciones ligeras HLD 4,1000.0,PC,HILTI,0,0,A,2024-10-14,8650/335508,8650/335508
3000,3000,1,681149049,336246,Anclaje de chapa HLC-HX 3/8x1 7/8,1800.0,PC,HILTI,0,0,A,2024-09-24,3000/336246,3000/336246
8330,8330,1,681092193,336428,"Fixação de expansão HDI 5/8""",350.0,PC,HILTI,0,0,A,2024-10-14,8330/336428,8330/336428
8650,8650,1,681155240,336432,"Anclaje de expansión HDI 1/2"" SS303",100.0,PC,HILTI,0,0,A,2024-10-16,8650/336432,8650/336432
8650,8650,1,681106391,336550,Cepillo circular de alambre HIT-RB 16,1.0,PC,HILTI,0,0,A,2024-10-14,8650/336550,8650/336550
3000,3000,1,680859339,337111,Mezclador HIT-RE-M,400.0,PC,HILTI,0,0,A,2024-09-17,3000/337111,3000/337111
3000,3000,1,680859348,337111,Mezclador HIT-RE-M,400.0,PC,HILTI,0,0,A,2024-09-17,3000/337111,3000/337111
8330,8330,1,681076203,337111,Bico misturador HIT-RE-M,400.0,PC,HILTI,0,0,A,2024-10-15,8330/337111,8330/337111
3000,3000,1,681088057,337111,Mezclador HIT-RE-M,400.0,PC,HILTI,0,0,A,2024-10-23,3000/337111,3000/337111
3000,3000,1,681088058,337111,Mezclador HIT-RE-M,400.0,PC,HILTI,0,0,A,2024-10-23,3000/337111,3000/337111
8750,8750,1,681048701,337378,Husillo de sujeción DD-CS M16,1.0,PC,HILTI,0,0,A,2024-10-16,8750/337378,8750/337378
3000,3000,1,680859329,337918,Util de colocación HS-SC 150,1.0,PC,HILTI,0,0,A,2024-09-17,3000/337918,3000/337918
3000,3000,1,680920046,337918,Util de colocación HS-SC 150,1.0,PC,HILTI,0,0,A,2024-09-24,3000/337918,3000/337918
8650,8650,1,680995987,337918,Util de colocación HS-SC 150,2.0,PC,HILTI,0,0,A,2024-09-23,8650/337918,8650/337918
8750,8750,1,680937773,338720,Aplicador DSC caja,9.0,PC,HILTI,0,0,A,2024-09-18,8750/338720,8750/338720
8750,8750,1,680937774,338720,Aplicador DSC caja,3.0,PC,HILTI,0,0,A,2024-09-18,8750/338720,8750/338720
8650,8650,1,680996051,338720,Aplicador DSC caja,9.0,PC,HILTI,0,0,A,2024-09-23,8650/338720,8650/338720
8650,8650,1,680996053,338720,Aplicador DSC caja,9.0,PC,HILTI,0,0,A,2024-09-23,8650/338720,8650/338720
8330,8330,1,681047956,338720,Dispensador DSC caixa,9.0,PC,HILTI,0,0,A,2024-10-08,8330/338720,8330/338720
3000,3000,1,681068956,338720,Aplicador DSC caja,1.0,PC,nan,0,0,A,2024-10-20,3000/338720,3000/338720
3000,3000,1,681088060,338720,Aplicador DSC caja,9.0,PC,HILTI,0,0,A,2024-10-23,3000/338720,3000/338720
3000,3000,1,681088061,338720,Aplicador DSC caja,9.0,PC,HILTI,0,0,A,2024-10-23,3000/338720,3000/338720
3000,3000,1,681150410,338720,Aplicador DSC caja,7.0,PC,HILTI,0,0,A,2024-11-06,3000/338720,3000/338720
3000,3000,1,680792658,338725,Espuma cortafuego CP 620 US,96.0,PC,HILTI,0,0,A,2024-09-13,3000/338725,3000/338725
8330,8330,1,680907577,338725,Espuma anti-fogo CP 620 US,12.0,PC,HILTI,0,0,A,2024-09-11,8330/338725,8330/338725
8330,8330,1,680907580,338725,Espuma anti-fogo CP 620 US,12.0,PC,HILTI,0,0,A,2024-09-11,8330/338725,8330/338725
3000,3000,1,680920011,338725,Espuma cortafuego CP 620 US,96.0,PC,HILTI,0,0,A,2024-09-24,3000/338725,3000/338725
3000,3000,1,680920011,338725,Espuma cortafuego CP 620 US,24.0,PC,HILTI,0,0,A,2024-09-24,3000/338725,3000/338725
8750,8750,1,681047767,338725,Espuma cortafuego CP 620 US,180.0,PC,HILTI,0,0,A,2024-10-16,8750/338725,8750/338725
8650,8650,1,681047895,338725,Espuma cortafuego CP 620 US,180.0,PC,HILTI,0,0,A,2024-09-30,8650/338725,8650/338725
8650,8650,1,681047898,338725,Espuma cortafuego CP 620 US,156.0,PC,HILTI,0,0,A,2024-09-30,8650/338725,8650/338725
8650,8650,1,681047898,338725,Espuma cortafuego CP 620 US,180.0,PC,HILTI,0,0,A,2024-09-30,8650/338725,8650/338725
8650,8650,1,681047898,338725,Espuma cortafuego CP 620 US,24.0,PC,HILTI,0,0,A,2024-09-30,8650/338725,8650/338725
8650,8650,1,681047900,338725,Espuma cortafuego CP 620 US,180.0,PC,HILTI,0,0,A,2024-09-30,8650/338725,8650/338725
8650,8650,1,681047904,338725,Espuma cortafuego CP 620 US,120.0,PC,HILTI,0,0,A,2024-09-30,8650/338725,8650/338725
8650,8650,1,681047904,338725,Espuma cortafuego CP 620 US,60.0,PC,HILTI,0,0,A,2024-09-30,8650/338725,8650/338725
8330,8330,1,681025983,339795,Varão roscado AM10x1000 4.8 zincado,220.0,PC,HILTI,0,0,A,2024-10-11,8330/339795,8330/339795
8330,8330,1,681025984,339795,Varão roscado AM10x1000 4.8 zincado,960.0,PC,HILTI,0,0,A,2024-10-11,8330/339795,8330/339795
8650,8650,1,681106379,339795,Varilla roscada AM10x1000 4.8 galv.,960.0,PC,HILTI,0,0,A,2024-10-14,8650/339795,8650/339795
8650,8650,1,681106380,339795,Varilla roscada AM10x1000 4.8 galv.,220.0,PC,HILTI,0,0,A,2024-10-14,8650/339795,8650/339795
8330,8330,1,680889275,340645,Argamassa anti-fogo CP 637 FS,1.0,PC,HILTI,0,0,A,2024-09-25,8330/340645,8330/340645
8650,8650,1,209454147,340649,"Vaso de impacto S-NSD 1/2""-1/2"" L",10.0,PC,HILTI,0,0,A,2024-04-17,8650/340649,8650/340649
8650,8650,1,209454147,340649,"Vaso de impacto S-NSD 1/2""-1/2"" L",15.0,PC,HILTI,0,0,A,2024-04-17,8650/340649,8650/340649
3000,3000,1,681068956,355433,Martillo perforador TE 1 120V maletín,3.0,PC,nan,0,0,A,2024-10-20,3000/355433,3000/355433
3000,3000,1,680920066,360646,Disco suelo DS-BF 450/25.4/C1/LP,3.0,PC,HILTI,0,0,A,2024-09-24,3000/360646,3000/360646
3000,3000,1,681036374,362134,Tuerca hexagonal M33 galv.,40.0,PC,HILTI,0,0,A,2024-10-09,3000/362134,3000/362134
8750,8750,1,681048747,362134,Tuerca hexagonal M33 galv.,40.0,PC,HILTI,0,0,A,2024-10-16,8750/362134,8750/362134
8330,8330,1,680967239,365595,Deposito de água DWP 10,2.0,PC,HILTI,0,0,A,2024-09-17,8330/365595,8330/365595
8330,8330,1,680967240,365595,Deposito de água DWP 10,1.0,PC,HILTI,0,0,A,2024-09-17,8330/365595,8330/365595
8650,8650,1,681047871,365595,Depósito alimentador de agua DWP 10,3.0,PC,HILTI,0,0,A,2024-09-30,8650/365595,8650/365595
8650,8650,1,681047889,365595,Depósito alimentador de agua DWP 10,4.0,PC,HILTI,0,0,A,2024-09-30,8650/365595,8650/365595
8750,8750,1,681048711,365595,Depósito alimentador de agua DWP 10,1.0,PC,HILTI,0,0,A,2024-10-16,8750/365595,8750/365595
3000,3000,1,681063766,365595,Depósito alimentador de agua DWP 10,1.0,PC,nan,0,0,A,2024-10-20,3000/365595,3000/365595
8650,8650,1,681106399,365595,Depósito alimentador de agua DWP 10,5.0,PC,HILTI,0,0,A,2024-10-14,8650/365595,8650/365595
8650,8650,1,681106424,365595,Depósito alimentador de agua DWP 10,1.0,PC,HILTI,0,0,A,2024-10-14,8650/365595,8650/365595
8650,8650,1,681106425,365595,Depósito alimentador de agua DWP 10,1.0,PC,HILTI,0,0,A,2024-10-14,8650/365595,8650/365595
8330,8330,1,681106573,365595,Deposito de água DWP 10,2.0,PC,HILTI,0,0,A,2024-10-22,8330/365595,8330/365595
8650,8650,1,206240480,369054,Hoja sierra sable SPX 40 2 (3) light con,6.0,PC,HILTI,0,0,A,2024-03-29,8650/369054,8650/369054
8650,8650,1,206240480,369054,Hoja sierra sable SPX 40 2 (3) light con,3.0,PC,HILTI,0,0,A,2024-03-29,8650/369054,8650/369054
