POrg|Plnt|SLoc|Material|Type|Doc_Date|Supplier|Pur_Doc|Quantity|OUn|Quantity1|SKU|PGr|Net_Price|Crcy|Per|To_be_del_1|To_be_del_2|To_be_inv_1|To_be_inv_2|key_plant|key_material
3000|3000|1|2251359|NB|2024-07-31|9999       HILTI|4537133866|16.0|PC|16.0|PC|MX1|3363.98|MXN|1.0|16.0|53823.68|0.0|0.0|3000/2251359|3000/2251359
3000|3000|1|2251363|NB|2024-07-31|9999       HILTI|4537133868|9.0|PC|9.0|PC|MX1|4019.56|MXN|1.0|9.0|36176.04|0.0|0.0|3000/2251363|3000/2251363
3000|3000|1|2251363|NB|2024-07-31|9999       HILTI|4537133869|9.0|PC|9.0|PC|MX1|4019.56|MXN|1.0|9.0|36176.04|0.0|0.0|3000/2251363|3000/2251363
3000|3000|1|2251363|NB|2024-07-31|9999       HILTI|4537133871|9.0|PC|9.0|PC|MX1|4019.56|MXN|1.0|9.0|36176.04|0.0|0.0|3000/2251363|3000/2251363
3000|3000|1|2251363|NB|2024-07-31|9999       HILTI|4537133872|9.0|PC|9.0|PC|MX1|4019.56|MXN|1.0|9.0|36176.04|0.0|0.0|3000/2251363|3000/2251363
3000|3000|1|2007057|NB|2024-07-31|9999       HILTI|4537133873|100.0|PC|100.0|PC|MX1|603.06|MXN|1.0|100.0|60306.0|0.0|0.0|3000/2007057|3000/2007057
3000|3000|1|2260054|NB|2024-07-31|9999       HILTI|4537133873|20.0|PC|20.0|PC|MX1|3080.84|MXN|1.0|20.0|61616.8|0.0|0.0|3000/2260054|3000/2260054
3000|3000|1|2199455|NB|2024-07-31|9999       HILTI|4537133873|600.0|PC|600.0|PC|MX1|1189.8|MXN|100.0|600.0|7138.8|0.0|0.0|3000/2199455|3000/2199455
3000|3000|1|2287820|NB|2024-07-31|9999       HILTI|4537133873|5500.0|PC|5500.0|PC|MX1|1683.33|MXN|1.0|5500.0|9258.32|0.0|0.0|3000/2287820|3000/2287820
3000|3000|1|423871|NB|2024-07-31|9999       HILTI|4537133873|50.0|PC|50.0|PC|MX1|1715.15|MXN|100.0|50.0|857.58|0.0|0.0|3000/423871|3000/423871
3000|3000|1|2287816|NB|2024-07-31|9999       HILTI|4537133873|2000.0|PC|2000.0|PC|MX1|1348.64|MXN|1.0|2000.0|2697.28|0.0|0.0|3000/2287816|3000/2287816
3000|3000|1|2283215|NB|2024-07-31|9999       HILTI|4537133874|1.0|PC|1.0|PC|MX1|1449.86|MXN|1.0|1.0|1449.86|0.0|0.0|3000/2283215|3000/2283215
3000|3000|1|2283212|NB|2024-07-31|9999       HILTI|4537133874|1.0|PC|1.0|PC|MX1|1449.86|MXN|1.0|1.0|1449.86|0.0|0.0|3000/2283212|3000/2283212
3000|3000|1|2283208|NB|2024-07-31|9999       HILTI|4537133874|1.0|PC|1.0|PC|MX1|1449.86|MXN|1.0|1.0|1449.86|0.0|0.0|3000/2283208|3000/2283208
3000|3000|1|2283205|NB|2024-07-31|9999       HILTI|4537133874|1.0|PC|1.0|PC|MX1|1705.72|MXN|1.0|1.0|1705.72|0.0|0.0|3000/2283205|3000/2283205
3000|3000|1|2283213|NB|2024-07-31|9999       HILTI|4537133874|1.0|PC|1.0|PC|MX1|1449.86|MXN|1.0|1.0|1449.86|0.0|0.0|3000/2283213|3000/2283213
3000|3000|1|2283210|NB|2024-07-31|9999       HILTI|4537133874|1.0|PC|1.0|PC|MX1|1449.86|MXN|1.0|1.0|1449.86|0.0|0.0|3000/2283210|3000/2283210
3000|3000|1|2283207|NB|2024-07-31|9999       HILTI|4537133874|1.0|PC|1.0|PC|MX1|1449.86|MXN|1.0|1.0|1449.86|0.0|0.0|3000/2283207|3000/2283207
3000|3000|1|2283233|NB|2024-07-31|9999       HILTI|4537133874|1.0|PC|1.0|PC|MX1|1842.18|MXN|1.0|1.0|1842.18|0.0|0.0|3000/2283233|3000/2283233
3000|3000|1|2283206|NB|2024-07-31|9999       HILTI|4537133874|1.0|PC|1.0|PC|MX1|1449.86|MXN|1.0|1.0|1449.86|0.0|0.0|3000/2283206|3000/2283206
3000|3000|1|2283211|NB|2024-07-31|9999       HILTI|4537133874|1.0|PC|1.0|PC|MX1|1705.72|MXN|1.0|1.0|1705.72|0.0|0.0|3000/2283211|3000/2283211
3000|3000|1|2283209|NB|2024-07-31|9999       HILTI|4537133874|1.0|PC|1.0|PC|MX1|1449.86|MXN|1.0|1.0|1449.86|0.0|0.0|3000/2283209|3000/2283209
3000|3000|1|2283214|NB|2024-07-31|9999       HILTI|4537133874|1.0|PC|1.0|PC|MX1|1449.86|MXN|1.0|1.0|1449.86|0.0|0.0|3000/2283214|3000/2283214
3000|3000|1|2153657|NB|2024-07-31|9999       HILTI|4537133874|20.0|PC|20.0|PC|MX1|10712.97|MXN|100.0|20.0|2142.59|0.0|0.0|3000/2153657|3000/2153657
3000|3000|1|2159811|NB|2024-07-31|9999       HILTI|4537133874|2.0|PC|2.0|PC|MX1|340.13|MXN|1.0|2.0|680.26|0.0|0.0|3000/2159811|3000/2159811
3000|3000|1|2215115|NB|2024-07-31|9999       HILTI|4537133874|1.0|PC|1.0|PC|MX1|4416.34|MXN|10.0|1.0|441.63|0.0|0.0|3000/2215115|3000/2215115
3000|3000|1|2159810|NB|2024-07-31|9999       HILTI|4537133875|12.0|PC|12.0|PC|MX1|324.63|MXN|1.0|12.0|3895.56|0.0|0.0|3000/2159810|3000/2159810
3000|3000|1|2159812|NB|2024-07-31|9999       HILTI|4537133876|8.0|PC|8.0|PC|MX1|457.07|MXN|1.0|8.0|3656.56|0.0|0.0|3000/2159812|3000/2159812
3000|3000|1|2212517|NB|2024-07-31|9999       HILTI|4537133877|9.0|PC|9.0|PC|MX1|4202.45|MXN|1.0|9.0|37822.05|0.0|0.0|3000/2212517|3000/2212517
3000|3000|1|2251347|NB|2024-07-31|9999       HILTI|4537133878|16.0|PC|16.0|PC|MX1|2113.88|MXN|1.0|16.0|33822.08|0.0|0.0|3000/2251347|3000/2251347
3000|3000|1|2251347|NB|2024-07-31|9999       HILTI|4537133879|16.0|PC|16.0|PC|MX1|2113.88|MXN|1.0|16.0|33822.08|0.0|0.0|3000/2251347|3000/2251347
3000|3000|1|2251351|NB|2024-07-31|9999       HILTI|4537133880|96.0|PC|96.0|PC|MX1|2890.76|MXN|1.0|96.0|277512.96|0.0|0.0|3000/2251351|3000/2251351
3000|3000|1|2251347|NB|2024-07-31|9999       HILTI|4537133881|16.0|PC|16.0|PC|MX1|2113.88|MXN|1.0|16.0|33822.08|0.0|0.0|3000/2251347|3000/2251347
3000|3000|1|2251347|NB|2024-07-31|9999       HILTI|4537133882|16.0|PC|16.0|PC|MX1|2113.88|MXN|1.0|16.0|33822.08|0.0|0.0|3000/2251347|3000/2251347
3000|3000|1|2152385|NB|2024-07-31|9999       HILTI|4537133883|4.0|PC|4.0|PC|MX1|9822.18|MXN|1.0|4.0|39288.72|0.0|0.0|3000/2152385|3000/2152385
3000|3000|1|2152385|NB|2024-07-31|9999       HILTI|4537133883|4.0|PC|4.0|PC|MX1|9822.18|MXN|1.0|4.0|39288.72|0.0|0.0|3000/2152385|3000/2152385
3000|3000|1|228334|NB|2024-07-31|9999       HILTI|4537133884|12800.0|PC|12800.0|PC|MX1|206.46|MXN|100.0|12800.0|26426.88|0.0|0.0|3000/228334|3000/228334
3000|3000|1|2253927|NB|2024-07-31|9999       HILTI|4537133885|64.0|PC|64.0|PC|MX1|1248.99|MXN|1.0|64.0|79935.36|0.0|0.0|3000/2253927|3000/2253927
3000|3000|1|2246799|NB|2024-07-31|9999       HILTI|4537133885|6.0|PC|6.0|PC|MX1|5867.45|MXN|1.0|6.0|35204.7|0.0|0.0|3000/2246799|3000/2246799
3000|3000|1|2363097|NB|2024-07-31|9999       HILTI|4537133885|6.0|PC|6.0|PC|MX1|7121.22|MXN|1.0|6.0|42727.32|0.0|0.0|3000/2363097|3000/2363097
3000|3000|1|2254882|NB|2024-07-31|9999       HILTI|4537133885|2.0|PC|2.0|PC|MX1|7857.12|MXN|1.0|2.0|15714.24|0.0|0.0|3000/2254882|3000/2254882
3000|3000|1|2253853|NB|2024-07-31|9999       HILTI|4537133885|2.0|PC|2.0|PC|MX1|2807.23|MXN|1.0|2.0|5614.46|0.0|0.0|3000/2253853|3000/2253853
3000|3000|1|2200031|NB|2024-07-31|9999       HILTI|4537133885|8.0|PC|8.0|PC|MX1|2328.9|MXN|1.0|8.0|18631.2|0.0|0.0|3000/2200031|3000/2200031
3000|3000|1|2323711|NB|2024-07-31|9999       HILTI|4537133886|2.0|PC|2.0|PC|MX1|7568.56|MXN|10.0|2.0|1513.71|0.0|0.0|3000/2323711|3000/2323711
3000|3000|1|2323712|NB|2024-07-31|9999       HILTI|4537133886|1.0|PC|1.0|PC|MX1|6909.98|MXN|10.0|1.0|691.0|0.0|0.0|3000/2323712|3000/2323712
3000|3000|1|2237416|NB|2024-07-31|9999       HILTI|4537133886|20.0|PC|20.0|PC|MX1|23372.7|MXN|100.0|20.0|4674.54|0.0|0.0|3000/2237416|3000/2237416
3000|3000|1|2323710|NB|2024-07-31|9999       HILTI|4537133886|1.0|PC|1.0|PC|MX1|3388.69|MXN|10.0|1.0|338.87|0.0|0.0|3000/2323710|3000/2323710
3000|3000|1|2314167|NB|2024-07-31|9999       HILTI|4537133886|2.0|PC|2.0|PC|MX1|21372.33|MXN|10.0|2.0|4274.47|0.0|0.0|3000/2314167|3000/2314167
3000|3000|1|2227740|NB|2024-07-31|9999       HILTI|4537133886|1.0|PC|1.0|PC|MX1|8130.4|MXN|1.0|1.0|8130.4|0.0|0.0|3000/2227740|3000/2227740
3000|3000|1|2152675|NB|2024-07-31|9999       HILTI|4537133886|700.0|PC|700.0|PC|MX1|2991.36|MXN|100.0|700.0|20939.52|0.0|0.0|3000/2152675|3000/2152675
3000|3000|1|2323710|NB|2024-07-31|9999       HILTI|4537133886|2.0|PC|2.0|PC|MX1|3388.69|MXN|10.0|2.0|677.74|0.0|0.0|3000/2323710|3000/2323710
3000|3000|1|2323710|NB|2024-07-31|9999       HILTI|4537133886|2.0|PC|2.0|PC|MX1|3388.69|MXN|10.0|2.0|677.74|0.0|0.0|3000/2323710|3000/2323710
3000|3000|1|2227740|NB|2024-07-31|9999       HILTI|4537133886|2.0|PC|2.0|PC|MX1|8130.4|MXN|1.0|2.0|16260.8|0.0|0.0|3000/2227740|3000/2227740
3000|3000|1|411287|NB|2024-07-31|9999       HILTI|4537133887|4.0|PC|4.0|PC|MX1|850.83|MXN|1.0|4.0|3403.32|0.0|0.0|3000/411287|3000/411287
3000|3000|1|411287|NB|2024-07-31|9999       HILTI|4537133888|4.0|PC|4.0|PC|MX1|850.83|MXN|1.0|4.0|3403.32|0.0|0.0|3000/411287|3000/411287
3000|3000|1|411287|NB|2024-07-31|9999       HILTI|4537133889|4.0|PC|4.0|PC|MX1|850.83|MXN|1.0|4.0|3403.32|0.0|0.0|3000/411287|3000/411287
3000|3000|1|228085|NB|2024-07-31|9999       HILTI|4537135137|42.0|PC|42.0|PC|MX1|2115.84|MXN|1.0|42.0|88865.28|0.0|0.0|3000/228085|3000/228085
3000|3000|1|228085|NB|2024-07-31|9999       HILTI|4537135138|42.0|PC|42.0|PC|MX1|2115.84|MXN|1.0|42.0|88865.28|0.0|0.0|3000/228085|3000/228085
3000|3000|1|2251184|NB|2024-07-31|9999       HILTI|4537135139|1.0|PC|1.0|PC|MX1|4301.62|MXN|1.0|1.0|4301.62|0.0|0.0|3000/2251184|3000/2251184
3000|3000|1|2363671|NB|2024-07-31|9999       HILTI|4537135139|1.0|PC|1.0|PC|MX1|6116.01|MXN|1.0|1.0|6116.01|0.0|0.0|3000/2363671|3000/2363671
3000|3000|1|2361754|NB|2024-07-31|9999       HILTI|4537135139|1.0|PC|1.0|PC|MX1|17802.6|MXN|1.0|1.0|17802.6|0.0|0.0|3000/2361754|3000/2361754
3000|3000|1|2203157|NB|2024-07-31|9999       HILTI|4537135139|6.0|PC|6.0|PC|MX1|11036.95|MXN|1.0|6.0|66221.7|0.0|0.0|3000/2203157|3000/2203157
3000|3000|1|2250110|NB|2024-07-31|9999       HILTI|4537135139|1.0|PC|1.0|PC|MX1|7366.8|MXN|1.0|1.0|7366.8|0.0|0.0|3000/2250110|3000/2250110
3000|3000|1|2203156|NB|2024-07-31|9999       HILTI|4537135140|3.0|PC|3.0|PC|MX1|15237.5|MXN|1.0|3.0|45712.5|0.0|0.0|3000/2203156|3000/2203156
3000|3000|1|2353804|NB|2024-07-31|9999       HILTI|4537135141|30.0|PC|30.0|PC|MX1|942.61|MXN|1.0|30.0|28278.3|0.0|0.0|3000/2353804|3000/2353804
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537135532|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537135533|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537135534|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537135535|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537135536|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537135537|6.0|M|6.0|M|MX1|181160.0|MXN|100.0|6.0|10869.6|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537135537|162.0|M|162.0|M|MX1|181160.0|MXN|100.0|162.0|293479.2|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537135538|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537135539|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537135540|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537135541|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537136175|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537136176|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537136177|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537136178|162.0|M|162.0|M|MX1|181160.0|MXN|100.0|162.0|293479.2|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537136178|6.0|M|6.0|M|MX1|181160.0|MXN|100.0|6.0|10869.6|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537136179|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537136180|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537136182|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537136183|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537136184|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
3000|3000|1|2268369|NB|2024-07-31|9999       HILTI|4537136185|168.0|M|168.0|M|MX1|181160.0|MXN|100.0|168.0|304348.8|0.0|0.0|3000/2268369|3000/2268369
8300|8330|1|2213356|NB|2024-07-31|9999       HILTI|4537136993|224.0|PC|224.0|PC|L03|79.15|USD|10.0|224.0|1772.96|0.0|0.0|8330/2213356|8300/2213356
8300|8330|1|2213357|NB|2024-07-31|9999       HILTI|4537136994|128.0|PC|128.0|PC|L03|175.67|USD|10.0|128.0|2248.58|0.0|0.0|8330/2213357|8300/2213357
8300|8330|1|2213357|NB|2024-07-31|9999       HILTI|4537136995|128.0|PC|128.0|PC|L03|175.67|USD|10.0|128.0|2248.58|0.0|0.0|8330/2213357|8300/2213357
8300|8330|1|2213357|NB|2024-07-31|9999       HILTI|4537136996|12.0|PC|12.0|PC|L03|175.67|USD|10.0|12.0|210.8|0.0|0.0|8330/2213357|8300/2213357
8300|8330|1|2213356|NB|2024-07-31|9999       HILTI|4537136997|160.0|PC|160.0|PC|L03|79.15|USD|10.0|160.0|1266.4|0.0|0.0|8330/2213356|8300/2213356
8300|8330|1|2213356|NB|2024-07-31|9999       HILTI|4537136998|256.0|PC|256.0|PC|L03|79.15|USD|10.0|256.0|2026.24|0.0|0.0|8330/2213356|8300/2213356
8300|8330|1|2210239|NB|2024-07-31|9999       HILTI|4537136999|200.0|PC|200.0|PC|L02|431.89|USD|1.0|200.0|86.38|0.0|0.0|8330/2210239|8300/2210239
8300|8330|1|2213357|NB|2024-07-31|9999       HILTI|4537137000|116.0|PC|116.0|PC|L03|175.67|USD|10.0|116.0|2037.77|0.0|0.0|8330/2213357|8300/2213357
8300|8330|1|2213357|NB|2024-07-31|9999       HILTI|4537137001|38.0|PC|38.0|PC|L03|175.67|USD|10.0|38.0|667.55|0.0|0.0|8330/2213357|8300/2213357
8300|8330|1|2213357|NB|2024-07-31|9999       HILTI|4537137002|90.0|PC|90.0|PC|L03|175.67|USD|10.0|90.0|1581.03|0.0|0.0|8330/2213357|8300/2213357
8300|8330|1|2213357|NB|2024-07-31|9999       HILTI|4537137003|128.0|PC|128.0|PC|L03|175.67|USD|10.0|128.0|2248.58|0.0|0.0|8330/2213357|8300/2213357
8300|8330|1|2213357|NB|2024-07-31|9999       HILTI|4537137004|128.0|PC|128.0|PC|L03|175.67|USD|10.0|128.0|2248.58|0.0|0.0|8330/2213357|8300/2213357
8300|8330|1|2213357|NB|2024-07-31|9999       HILTI|4537137005|104.0|PC|104.0|PC|L03|175.67|USD|10.0|104.0|1826.97|0.0|0.0|8330/2213357|8300/2213357
8300|8330|1|2213356|NB|2024-07-31|9999       HILTI|4537137006|128.0|PC|128.0|PC|L03|79.15|USD|10.0|128.0|1013.12|0.0|0.0|8330/2213356|8300/2213356
8300|8330|1|2213356|NB|2024-07-31|9999       HILTI|4537137007|384.0|PC|384.0|PC|L03|79.15|USD|10.0|384.0|3039.36|0.0|0.0|8330/2213356|8300/2213356
8300|8330|1|2213356|NB|2024-07-31|9999       HILTI|4537137008|48.0|PC|48.0|PC|L03|79.15|USD|10.0|48.0|379.92|0.0|0.0|8330/2213356|8300/2213356
8300|8330|1|434444|NB|2024-07-31|9999       HILTI|4537137009|300.0|PC|300.0|PC|L02|161.88|USD|100.0|300.0|485.64|0.0|0.0|8330/434444|8300/434444
8300|8330|1|2172996|NB|2024-07-31|9999       HILTI|4537137010|53.0|PC|53.0|PC|L03|45.42|USD|10.0|53.0|240.73|0.0|0.0|8330/2172996|8300/2172996
8300|8330|1|2172997|NB|2024-07-31|9999       HILTI|4537137011|288.0|PC|288.0|PC|L03|88.86|USD|10.0|288.0|2559.17|0.0|0.0|8330/2172997|8300/2172997
8300|8330|1|2172997|NB|2024-07-31|9999       HILTI|4537137012|288.0|PC|288.0|PC|L03|88.86|USD|10.0|288.0|2559.17|0.0|0.0|8330/2172997|8300/2172997
8300|8330|1|2172997|NB|2024-07-31|9999       HILTI|4537137013|288.0|PC|288.0|PC|L03|88.86|USD|10.0|288.0|2559.17|0.0|0.0|8330/2172997|8300/2172997
8300|8330|1|2172997|NB|2024-07-31|9999       HILTI|4537137014|288.0|PC|288.0|PC|L03|88.86|USD|10.0|288.0|2559.17|0.0|0.0|8330/2172997|8300/2172997
8300|8330|1|2172997|NB|2024-07-31|9999       HILTI|4537137015|288.0|PC|288.0|PC|L03|88.86|USD|10.0|288.0|2559.17|0.0|0.0|8330/2172997|8300/2172997
8300|8330|1|2172997|NB|2024-07-31|9999       HILTI|4537137016|288.0|PC|288.0|PC|L03|88.86|USD|10.0|288.0|2559.17|0.0|0.0|8330/2172997|8300/2172997
8300|8330|1|2172997|NB|2024-07-31|9999       HILTI|4537137017|84.0|PC|84.0|PC|L03|88.86|USD|10.0|84.0|746.42|0.0|0.0|8330/2172997|8300/2172997
8300|8330|1|2172996|NB|2024-07-31|9999       HILTI|4537137018|153.0|PC|153.0|PC|L03|45.42|USD|10.0|153.0|694.93|0.0|0.0|8330/2172996|8300/2172996
8650|8650|1|408257|NB|2024-07-31|9999       HILTI|4537137027|17000.0|PC|17000.0|PC|CL1|20460.0|CLP|100.0|17000.0|3478200.0|0.0|0.0|8650/408257|8650/408257
8650|8650|1|408257|NB|2024-07-31|9999       HILTI|4537137027|30000.0|PC|30000.0|PC|CL1|20460.0|CLP|100.0|30000.0|6138000.0|0.0|0.0|8650/408257|8650/408257
8650|8650|1|418045|NB|2024-07-31|9999       HILTI|4537137028|6400.0|PC|6400.0|PC|CL1|3305.0|CLP|10.0|6400.0|2115200.0|0.0|0.0|8650/418045|8650/418045
8650|8650|1|2198008|NB|2024-07-31|9999       HILTI|4537137029|368.0|PC|368.0|PC|CL1|257408.0|CLP|100.0|368.0|947261.0|0.0|0.0|8650/2198008|8650/2198008
8650|8650|1|2197993|NB|2024-07-31|9999       HILTI|4537137030|500.0|PC|500.0|PC|CL1|236653.0|CLP|100.0|500.0|1183265.0|0.0|0.0|8650/2197993|8650/2197993
8650|8650|1|2191165|NB|2024-07-31|9999       HILTI|4537137031|10.0|PC|10.0|PC|CL1|2466995.0|CLP|100.0|10.0|246700.0|0.0|0.0|8650/2191165|8650/2191165
8650|8650|1|371835|NB|2024-07-31|9999       HILTI|4537137032|2.0|PC|2.0|PC|CL1|686588.0|CLP|100.0|2.0|13732.0|0.0|0.0|8650/371835|8650/371835
8650|8650|1|2231462|NB|2024-07-31|9999       HILTI|4537137033|75.0|PC|75.0|PC|CL1|243470.0|CLP|100.0|75.0|182603.0|0.0|0.0|8650/2231462|8650/2231462
8650|8650|1|2221951|NB|2024-07-31|9999       HILTI|4537137034|200.0|PC|200.0|PC|CL1|41059.0|CLP|100.0|200.0|82118.0|0.0|0.0|8650/2221951|8650/2221951
8650|8650|1|2231462|NB|2024-07-31|9999       HILTI|4537137035|225.0|PC|225.0|PC|CL1|243470.0|CLP|100.0|225.0|547808.0|0.0|0.0|8650/2231462|8650/2231462
8650|8650|1|2256552|NB|2024-07-31|9999       HILTI|4537137036|100.0|PC|100.0|PC|CL1|755152.0|CLP|100.0|100.0|755152.0|0.0|0.0|8650/2256552|8650/2256552
8650|8650|1|2256552|NB|2024-07-31|9999       HILTI|4537137036|90.0|PC|90.0|PC|CL1|755152.0|CLP|100.0|90.0|679637.0|0.0|0.0|8650/2256552|8650/2256552
8650|8650|1|2198013|NB|2024-07-31|9999       HILTI|4537137037|40.0|PC|40.0|PC|CL1|2265700.0|CLP|100.0|40.0|906280.0|0.0|0.0|8650/2198013|8650/2198013
8650|8650|1|2198030|NB|2024-07-31|9999       HILTI|4537137038|90.0|PC|90.0|PC|CL1|250097.0|CLP|100.0|90.0|225087.0|0.0|0.0|8650/2198030|8650/2198030
8650|8650|1|2210793|NB|2024-07-31|9999       HILTI|4537137039|210000.0|PC|210000.0|PC|CL1|47894.0|CLP|1.0|210000.0|10057740.0|0.0|0.0|8650/2210793|8650/2210793
8300|8330|1|2101918|NB|2024-07-29|9999       HILTI|4537117541|160.0|PC|160.0|PC|L01|227.39|USD|10.0|160.0|3638.24|0.0|0.0|8330/2101918|8300/2101918
8300|8330|1|2101918|NB|2024-07-29|9999       HILTI|4537117543|20.0|PC|20.0|PC|L01|227.39|USD|10.0|20.0|454.78|0.0|0.0|8330/2101918|8300/2101918
8300|8330|1|2101918|NB|2024-07-29|9999       HILTI|4537117544|20.0|PC|20.0|PC|L01|227.39|USD|10.0|20.0|454.78|0.0|0.0|8330/2101918|8300/2101918
8300|8330|1|2334277|NB|2024-07-29|9999       HILTI|4537117545|320.0|PC|320.0|PC|L01|338.69|USD|10.0|320.0|10838.08|0.0|0.0|8330/2334277|8300/2334277
8300|8330|1|2334277|NB|2024-07-29|9999       HILTI|4537117546|160.0|PC|160.0|PC|L01|338.69|USD|10.0|160.0|5419.04|0.0|0.0|8330/2334277|8300/2334277
8300|8330|1|2334277|NB|2024-07-29|9999       HILTI|4537117547|480.0|PC|480.0|PC|L01|338.69|USD|10.0|480.0|16257.12|0.0|0.0|8330/2334277|8300/2334277
8300|8330|1|2334277|NB|2024-07-29|9999       HILTI|4537117548|480.0|PC|480.0|PC|L01|338.69|USD|10.0|480.0|16257.12|0.0|0.0|8330/2334277|8300/2334277
8300|8330|1|209625|NB|2024-07-29|9999       HILTI|4537117549|120.0|PC|120.0|PC|L03|19.07|USD|1.0|120.0|2288.4|0.0|0.0|8330/209625|8300/209625
8300|8330|1|209625|NB|2024-07-29|9999       HILTI|4537117550|100.0|PC|100.0|PC|L03|19.07|USD|1.0|100.0|1907.0|0.0|0.0|8330/209625|8300/209625
8300|8330|1|2164507|NB|2024-07-29|9999       HILTI|4537117551|360.0|PC|360.0|PC|L01|392.13|USD|100.0|360.0|1411.67|0.0|0.0|8330/2164507|8300/2164507
8300|8330|1|2101918|NB|2024-07-29|9999       HILTI|4537117552|100.0|PC|100.0|PC|L01|227.39|USD|10.0|100.0|2273.9|0.0|0.0|8330/2101918|8300/2101918
8300|8330|1|2334277|NB|2024-07-29|9999       HILTI|4537117553|160.0|PC|160.0|PC|L01|338.69|USD|10.0|160.0|5419.04|0.0|0.0|8330/2334277|8300/2334277
8300|8330|1|2334277|NB|2024-07-29|9999       HILTI|4537117554|480.0|PC|480.0|PC|L01|338.69|USD|10.0|480.0|16257.12|0.0|0.0|8330/2334277|8300/2334277
8300|8330|1|2334277|NB|2024-07-29|9999       HILTI|4537117555|480.0|PC|480.0|PC|L01|338.69|USD|10.0|480.0|16257.12|0.0|0.0|8330/2334277|8300/2334277
8300|8330|1|2334277|NB|2024-07-29|9999       HILTI|4537117556|320.0|PC|320.0|PC|L01|338.69|USD|10.0|320.0|10838.08|0.0|0.0|8330/2334277|8300/2334277
8300|8330|1|2097583|NB|2024-07-29|9999       HILTI|4537117558|2.0|PC|2.0|PC|L07|484.32|USD|1.0|2.0|968.64|0.0|0.0|8330/2097583|8300/2097583
8300|8330|1|2342040|NB|2024-07-29|9999       HILTI|4537117559|100.0|PC|100.0|PC|L13|89.32|USD|10.0|100.0|893.2|0.0|0.0|8330/2342040|8300/2342040
