POrg|Plnt|SLoc|Material|Type|Doc_Date|Supplier|Pur_Doc|Quantity|OUn|Quantity1|SKU|PGr|Net_Price|Crcy|Per|To_be_del_1|To_be_del_2|To_be_inv_1|To_be_inv_2|key_plant|key_material
3000|3000|1|2231457|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308873|1200.0|PC|1200.0|PC|MX1|649.03|MXN|100.0|1200.0|7788.36|0.0|0.0|3000/2231457|3000/2231457
3000|3000|1|2210253|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308873|320.0|PC|320.0|PC|MX1|1184.33|MXN|100.0|320.0|3789.86|0.0|0.0|3000/2210253|3000/2210253
3000|3000|1|385462|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308875|200.0|PC|200.0|PC|MX1|2094.42|MXN|100.0|200.0|4188.84|0.0|0.0|3000/385462|3000/385462
3000|3000|1|385462|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308875|200.0|PC|200.0|PC|MX1|2094.42|MXN|100.0|200.0|4188.84|0.0|0.0|3000/385462|3000/385462
3000|3000|1|2197969|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308875|80.0|PC|80.0|PC|MX1|4018.94|MXN|100.0|80.0|3215.15|0.0|0.0|3000/2197969|3000/2197969
3000|3000|1|2197969|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308875|80.0|PC|80.0|PC|MX1|4018.94|MXN|100.0|80.0|3215.15|0.0|0.0|3000/2197969|3000/2197969
3000|3000|1|2197969|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308875|240.0|PC|240.0|PC|MX1|4018.94|MXN|100.0|240.0|9645.46|0.0|0.0|3000/2197969|3000/2197969
3000|3000|1|2197969|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308875|80.0|PC|80.0|PC|MX1|4018.94|MXN|100.0|80.0|3215.15|0.0|0.0|3000/2197969|3000/2197969
3000|3000|1|385462|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308875|200.0|PC|200.0|PC|MX1|2094.42|MXN|100.0|200.0|4188.84|0.0|0.0|3000/385462|3000/385462
3000|3000|1|385467|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308876|80.0|PC|80.0|PC|MX1|5832.79|MXN|100.0|80.0|4666.23|0.0|0.0|3000/385467|3000/385467
3000|3000|1|2198001|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308876|210.0|PC|210.0|PC|MX1|4243.71|MXN|100.0|210.0|8911.79|0.0|0.0|3000/2198001|3000/2198001
3000|3000|1|2197985|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308876|480.0|PC|480.0|PC|MX1|1034.34|MXN|100.0|480.0|4964.83|0.0|0.0|3000/2197985|3000/2197985
3000|3000|1|2198012|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308877|192.0|PC|192.0|PC|MX1|12971.86|MXN|100.0|192.0|24905.97|0.0|0.0|3000/2198012|3000/2198012
3000|3000|1|2231455|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308878|6400.0|PC|6400.0|PC|MX1|482.53|MXN|100.0|6400.0|30881.92|0.0|0.0|3000/2231455|3000/2231455
3000|3000|1|2080046|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308879|900.0|PC|900.0|PC|MX1|664.36|MXN|100.0|900.0|5979.24|0.0|0.0|3000/2080046|3000/2080046
3000|3000|1|2267772|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308879|160.0|PC|160.0|PC|MX1|1030.47|MXN|100.0|160.0|1648.75|0.0|0.0|3000/2267772|3000/2267772
3000|3000|1|2210231|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308879|1200.0|PC|1200.0|PC|MX1|951.14|MXN|100.0|1200.0|11413.68|0.0|0.0|3000/2210231|3000/2210231
3000|3000|1|2080046|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308879|300.0|PC|300.0|PC|MX1|664.36|MXN|100.0|300.0|1993.08|0.0|0.0|3000/2080046|3000/2080046
3000|3000|1|2197987|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308879|480.0|PC|480.0|PC|MX1|1185.02|MXN|100.0|480.0|5688.1|0.0|0.0|3000/2197987|3000/2197987
3000|3000|1|2197999|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308880|640.0|PC|640.0|PC|MX1|3093.97|MXN|100.0|640.0|19801.41|0.0|0.0|3000/2197999|3000/2197999
3000|3000|1|2197999|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308881|640.0|PC|640.0|PC|MX1|3093.97|MXN|100.0|640.0|19801.41|0.0|0.0|3000/2197999|3000/2197999
3000|3000|1|2197992|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308882|960.0|PC|960.0|PC|MX1|1493.19|MXN|100.0|960.0|14334.62|0.0|0.0|3000/2197992|3000/2197992
3000|3000|1|2197992|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308882|960.0|PC|960.0|PC|MX1|1493.19|MXN|100.0|960.0|14334.62|0.0|0.0|3000/2197992|3000/2197992
3000|3000|1|2210256|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308883|1920.0|PC|1920.0|PC|MX1|1539.97|MXN|100.0|1920.0|29567.42|0.0|0.0|3000/2210256|3000/2210256
3000|3000|1|2210257|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308884|1920.0|PC|1920.0|PC|MX1|1777.13|MXN|100.0|1920.0|34120.9|0.0|0.0|3000/2210257|3000/2210257
3000|3000|1|2210257|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308885|1920.0|PC|1920.0|PC|MX1|1777.13|MXN|100.0|1920.0|34120.9|0.0|0.0|3000/2210257|3000/2210257
3000|3000|1|2210257|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308886|1920.0|PC|1920.0|PC|MX1|1777.13|MXN|100.0|1920.0|34120.9|0.0|0.0|3000/2210257|3000/2210257
3000|3000|1|2210257|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308887|1920.0|PC|1920.0|PC|MX1|1777.13|MXN|100.0|1920.0|34120.9|0.0|0.0|3000/2210257|3000/2210257
3000|3000|1|2210257|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308888|1920.0|PC|1920.0|PC|MX1|1777.13|MXN|100.0|1920.0|34120.9|0.0|0.0|3000/2210257|3000/2210257
3000|3000|1|2210257|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308889|1920.0|PC|1920.0|PC|MX1|1777.13|MXN|100.0|1920.0|34120.9|0.0|0.0|3000/2210257|3000/2210257
3000|3000|1|2210257|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308890|1920.0|PC|1920.0|PC|MX1|1777.13|MXN|100.0|1920.0|34120.9|0.0|0.0|3000/2210257|3000/2210257
3000|3000|1|2198008|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308891|336.0|PC|336.0|PC|MX1|7834.8|MXN|100.0|336.0|26324.93|0.0|0.0|3000/2198008|3000/2198008
3000|3000|1|306073|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308892|3000.0|PC|3000.0|PC|MX1|335.74|MXN|100.0|3000.0|10072.2|0.0|0.0|3000/306073|3000/306073
3000|3000|1|2141181|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308892|9000.0|PC|9000.0|PC|MX1|111.15|MXN|100.0|9000.0|10003.5|0.0|0.0|3000/2141181|3000/2141181
3000|3000|1|2141083|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308892|6000.0|PC|6000.0|PC|MX1|75.41|MXN|100.0|6000.0|4524.6|0.0|0.0|3000/2141083|3000/2141083
3000|3000|1|2141083|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308892|6000.0|PC|6000.0|PC|MX1|75.41|MXN|100.0|6000.0|4524.6|0.0|0.0|3000/2141083|3000/2141083
3000|3000|1|306073|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308892|3000.0|PC|3000.0|PC|MX1|335.74|MXN|100.0|3000.0|10072.2|0.0|0.0|3000/306073|3000/306073
3000|3000|1|2210236|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308894|6400.0|PC|6400.0|PC|MX1|753.88|MXN|100.0|6400.0|48248.32|0.0|0.0|3000/2210236|3000/2210236
3000|3000|1|2210236|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308895|6400.0|PC|6400.0|PC|MX1|753.88|MXN|100.0|6400.0|48248.32|0.0|0.0|3000/2210236|3000/2210236
3000|3000|1|2210273|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308896|1440.0|PC|1440.0|PC|MX1|2254.32|MXN|100.0|1440.0|32462.21|0.0|0.0|3000/2210273|3000/2210273
3000|3000|1|2197992|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308897|1320.0|PC|1320.0|PC|MX1|1493.19|MXN|100.0|1320.0|19710.11|0.0|0.0|3000/2197992|3000/2197992
3000|3000|1|2197992|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308897|960.0|PC|960.0|PC|MX1|1493.19|MXN|100.0|960.0|14334.62|0.0|0.0|3000/2197992|3000/2197992
3000|3000|1|2210271|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308898|1440.0|PC|1440.0|PC|MX1|1992.96|MXN|100.0|1440.0|28698.62|0.0|0.0|3000/2210271|3000/2210271
3000|3000|1|2198000|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308899|60.0|PC|60.0|PC|MX1|3685.06|MXN|100.0|60.0|2211.04|0.0|0.0|3000/2198000|3000/2198000
3000|3000|1|2198006|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308899|60.0|PC|60.0|PC|MX1|7504.34|MXN|100.0|60.0|4502.6|0.0|0.0|3000/2198006|3000/2198006
3000|3000|1|2197986|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308899|1600.0|PC|1600.0|PC|MX1|923.23|MXN|100.0|1600.0|14771.68|0.0|0.0|3000/2197986|3000/2197986
3000|3000|1|2198014|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308900|96.0|PC|96.0|PC|MX1|20952.22|MXN|100.0|96.0|20114.13|0.0|0.0|3000/2198014|3000/2198014
3000|3000|1|2198014|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308901|96.0|PC|96.0|PC|MX1|20952.22|MXN|100.0|96.0|20114.13|0.0|0.0|3000/2198014|3000/2198014
3000|3000|1|2198014|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308902|96.0|PC|96.0|PC|MX1|20952.22|MXN|100.0|96.0|20114.13|0.0|0.0|3000/2198014|3000/2198014
3000|3000|1|2210240|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308903|4800.0|PC|4800.0|PC|MX1|1312.47|MXN|100.0|4800.0|62998.56|0.0|0.0|3000/2210240|3000/2210240
3000|3000|1|2210240|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308904|2400.0|PC|2400.0|PC|MX1|1312.47|MXN|100.0|2400.0|31499.28|0.0|0.0|3000/2210240|3000/2210240
3000|3000|1|2411238|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308905|4800.0|PC|4800.0|PC|MX1|810.46|MXN|100.0|4800.0|38902.08|0.0|0.0|3000/2411238|3000/2411238
3000|3000|1|2197939|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308906|8.0|PC|8.0|PC|MX1|32409.89|MXN|100.0|8.0|2592.79|0.0|0.0|3000/2197939|3000/2197939
3000|3000|1|2198036|NB|2024-09-04|4601       HILTI OPERACIONES DE MEXICO|4537308907|160.0|PC|160.0|PC|MX1|1978.24|MXN|100.0|160.0|3165.18|0.0|0.0|3000/2198036|3000/2198036
8300|8330|1|2205245|NB|2024-09-03|9999       HILTI|4537295174|800.0|PC|800.0|PC|L11|7.49|USD|10.0|800.0|599.2|0.0|0.0|8330/2205245|8300/2205245
8300|8330|1|2203502|NB|2024-09-03|9999       HILTI|4537295175|400.0|PC|400.0|PC|L11|20.11|USD|10.0|400.0|804.4|0.0|0.0|8330/2203502|8300/2203502
8300|8330|1|2203502|NB|2024-09-03|9999       HILTI|4537295176|600.0|PC|600.0|PC|L11|20.11|USD|10.0|600.0|1206.6|0.0|0.0|8330/2203502|8300/2203502
8300|8330|1|2203502|NB|2024-09-03|9999       HILTI|4537295177|950.0|PC|950.0|PC|L11|20.11|USD|10.0|950.0|1910.45|0.0|0.0|8330/2203502|8300/2203502
8300|8330|1|2205245|NB|2024-09-03|9999       HILTI|4537295178|300.0|PC|300.0|PC|L11|7.49|USD|10.0|300.0|224.7|0.0|0.0|8330/2205245|8300/2205245
8300|8330|1|2205245|NB|2024-09-03|9999       HILTI|4537295179|450.0|PC|450.0|PC|L11|7.49|USD|10.0|450.0|337.05|0.0|0.0|8330/2205245|8300/2205245
8300|8330|1|2203501|NB|2024-09-03|9999       HILTI|4537295180|1975.0|PC|1975.0|PC|L11|36.28|USD|100.0|1975.0|716.53|0.0|0.0|8330/2203501|8300/2203501
8300|8330|1|2203502|NB|2024-09-03|9999       HILTI|4537295182|2150.0|PC|2150.0|PC|L11|20.11|USD|10.0|2150.0|4323.65|0.0|0.0|8330/2203502|8300/2203502
8300|8330|1|2205245|NB|2024-09-03|9999       HILTI|4537295183|50.0|PC|50.0|PC|L11|7.49|USD|10.0|50.0|37.45|0.0|0.0|8330/2205245|8300/2205245
8300|8330|1|2205245|NB|2024-09-03|9999       HILTI|4537295184|60.0|PC|60.0|PC|L11|7.49|USD|10.0|60.0|44.94|0.0|0.0|8330/2205245|8300/2205245
8300|8330|1|2305393|NB|2024-09-03|9999       HILTI|4537295186|32.0|PC|32.0|PC|L11|27.75|USD|1.0|32.0|888.0|0.0|0.0|8330/2305393|8300/2305393
8300|8330|1|2203501|NB|2024-09-03|9999       HILTI|4537295187|300.0|PC|300.0|PC|L11|36.28|USD|100.0|300.0|108.84|0.0|0.0|8330/2203501|8300/2203501
8300|8330|1|2203502|NB|2024-09-03|9999       HILTI|4537295188|600.0|PC|600.0|PC|L11|20.11|USD|10.0|600.0|1206.6|0.0|0.0|8330/2203502|8300/2203502
8300|8330|1|2216382|NB|2024-09-03|9999       HILTI|4537295189|40.0|PC|40.0|PC|L11|61.07|USD|1.0|40.0|2442.8|0.0|0.0|8330/2216382|8300/2216382
8300|8330|1|2216383|NB|2024-09-03|9999       HILTI|4537295190|20.0|PC|20.0|PC|L11|79.54|USD|1.0|20.0|1590.8|0.0|0.0|8330/2216383|8300/2216383
8300|8330|1|2216384|NB|2024-09-03|9999       HILTI|4537295191|18.0|PC|18.0|PC|L11|80.39|USD|1.0|18.0|1447.02|0.0|0.0|8330/2216384|8300/2216384
8300|8330|1|2216385|NB|2024-09-03|9999       HILTI|4537295192|20.0|PC|20.0|PC|L11|105.69|USD|1.0|20.0|2113.8|0.0|0.0|8330/2216385|8300/2216385
8300|8330|1|2305393|NB|2024-09-03|9999       HILTI|4537295193|18.0|PC|18.0|PC|L11|27.75|USD|1.0|18.0|499.5|0.0|0.0|8330/2305393|8300/2305393
8300|8330|1|2203501|NB|2024-09-03|9999       HILTI|4537295194|1263.0|PC|1263.0|PC|L11|36.28|USD|100.0|1263.0|458.22|0.0|0.0|8330/2203501|8300/2203501
8300|8330|1|2203502|NB|2024-09-03|9999       HILTI|4537295197|5560.0|PC|5560.0|PC|L11|20.11|USD|10.0|5560.0|11181.16|0.0|0.0|8330/2203502|8300/2203502
8300|8330|1|2203501|NB|2024-09-03|9999       HILTI|4537295198|31.0|PC|31.0|PC|L11|36.28|USD|100.0|31.0|11.25|0.0|0.0|8330/2203501|8300/2203501
8300|8330|1|2203502|NB|2024-09-03|9999       HILTI|4537295199|296.0|PC|296.0|PC|L11|20.11|USD|10.0|296.0|595.26|0.0|0.0|8330/2203502|8300/2203502
8300|8330|1|2205245|NB|2024-09-03|9999       HILTI|4537295200|104.0|PC|104.0|PC|L11|7.49|USD|10.0|104.0|77.9|0.0|0.0|8330/2205245|8300/2205245
8300|8330|1|2203501|NB|2024-09-03|9999       HILTI|4537295201|150.0|PC|150.0|PC|L11|36.28|USD|100.0|150.0|54.42|0.0|0.0|8330/2203501|8300/2203501
8300|8330|1|2203502|NB|2024-09-03|9999       HILTI|4537295203|400.0|PC|400.0|PC|L11|20.11|USD|10.0|400.0|804.4|0.0|0.0|8330/2203502|8300/2203502
8300|8330|1|2205245|NB|2024-09-03|9999       HILTI|4537295204|20.0|PC|20.0|PC|L11|7.49|USD|10.0|20.0|14.98|0.0|0.0|8330/2205245|8300/2205245
8300|8330|1|2203501|NB|2024-09-03|9999       HILTI|4537295205|450.0|PC|450.0|PC|L11|36.28|USD|100.0|450.0|163.26|0.0|0.0|8330/2203501|8300/2203501
8300|8330|1|2203502|NB|2024-09-03|9999       HILTI|4537295206|1000.0|PC|1000.0|PC|L11|20.11|USD|10.0|1000.0|2011.0|0.0|0.0|8330/2203502|8300/2203502
8300|8330|1|2203501|NB|2024-09-03|9999       HILTI|4537295208|150.0|PC|150.0|PC|L11|36.28|USD|100.0|150.0|54.42|0.0|0.0|8330/2203501|8300/2203501
8300|8330|1|2203502|NB|2024-09-03|9999       HILTI|4537295209|300.0|PC|300.0|PC|L11|20.11|USD|10.0|300.0|603.3|0.0|0.0|8330/2203502|8300/2203502
8300|8330|1|2216382|NB|2024-09-03|9999       HILTI|4537295210|10.0|PC|10.0|PC|L11|61.07|USD|1.0|10.0|610.7|0.0|0.0|8330/2216382|8300/2216382
8300|8330|1|2216383|NB|2024-09-03|9999       HILTI|4537295212|10.0|PC|10.0|PC|L11|79.54|USD|1.0|10.0|795.4|0.0|0.0|8330/2216383|8300/2216383
8300|8330|1|2216384|NB|2024-09-03|9999       HILTI|4537295213|3.0|PC|3.0|PC|L11|80.39|USD|1.0|3.0|241.17|0.0|0.0|8330/2216384|8300/2216384
8300|8330|1|2216385|NB|2024-09-03|9999       HILTI|4537295214|10.0|PC|10.0|PC|L11|105.69|USD|1.0|10.0|1056.9|0.0|0.0|8330/2216385|8300/2216385
8300|8330|1|2203501|NB|2024-09-03|9999       HILTI|4537295215|350.0|PC|350.0|PC|L11|36.28|USD|100.0|350.0|126.98|0.0|0.0|8330/2203501|8300/2203501
8300|8330|1|2203502|NB|2024-09-03|9999       HILTI|4537295217|300.0|PC|300.0|PC|L11|20.11|USD|10.0|300.0|603.3|0.0|0.0|8330/2203502|8300/2203502
8300|8330|1|2203501|NB|2024-09-03|9999       HILTI|4537295218|50.0|PC|50.0|PC|L11|36.28|USD|100.0|50.0|18.14|0.0|0.0|8330/2203501|8300/2203501
8300|8330|1|2203502|NB|2024-09-03|9999       HILTI|4537295219|50.0|PC|50.0|PC|L11|20.11|USD|10.0|50.0|100.55|0.0|0.0|8330/2203502|8300/2203502
8300|8330|1|2268452|NB|2024-09-03|9999       HILTI|4537295220|3.0|PC|3.0|PC|L11|6.62|USD|1.0|3.0|19.86|0.0|0.0|8330/2268452|8300/2268452
8300|8330|1|2294441|NB|2024-09-03|9999       HILTI|4537295221|14.0|PC|14.0|PC|L11|105.84|USD|100.0|14.0|14.82|0.0|0.0|8330/2294441|8300/2294441
8300|8330|1|2298002|NB|2024-09-03|9999       HILTI|4537295222|11.0|PC|11.0|PC|L11|31.48|USD|10.0|11.0|34.63|0.0|0.0|8330/2298002|8300/2298002
8300|8330|1|2203492|NB|2024-09-03|9999       HILTI|4537295223|448.4|M|448.4|M|L11|53.65|USD|1.0|448.4|24056.66|0.0|0.0|8330/2203492|8300/2203492
8300|8330|1|2216411|NB|2024-09-03|9999       HILTI|4537295224|313.0|PC|313.0|PC|L11|10.0|USD|1.0|313.0|3130.0|0.0|0.0|8330/2216411|8300/2216411
8300|8330|1|2216417|NB|2024-09-03|9999       HILTI|4537295225|5.0|PC|5.0|PC|L11|79.03|USD|1.0|5.0|395.15|0.0|0.0|8330/2216417|8300/2216417
8300|8330|1|2227082|NB|2024-09-03|9999       HILTI|4537295226|1500.0|PC|1500.0|PC|L11|16.27|USD|10.0|1500.0|2440.5|0.0|0.0|8330/2227082|8300/2227082
8300|8330|1|2203501|NB|2024-09-03|9999       HILTI|4537295227|48.0|PC|48.0|PC|L11|36.28|USD|100.0|48.0|17.41|0.0|0.0|8330/2203501|8300/2203501
8300|8330|1|2216382|NB|2024-09-03|9999       HILTI|4537295228|20.0|PC|20.0|PC|L11|61.07|USD|1.0|20.0|1221.4|0.0|0.0|8330/2216382|8300/2216382
8300|8330|1|2230571|NB|2024-09-03|9999       HILTI|4537295229|505.0|PC|505.0|PC|L11|14.46|USD|100.0|505.0|73.02|0.0|0.0|8330/2230571|8300/2230571
8300|8330|1|2241678|NB|2024-09-03|9999       HILTI|4537295230|4032.0|PC|4032.0|PC|L11|6.5|USD|100.0|4032.0|262.08|0.0|0.0|8330/2241678|8300/2241678
8300|8330|1|2288485|NB|2024-09-03|9999       HILTI|4537295231|6.0|PC|6.0|PC|L11|7.99|USD|1.0|6.0|47.94|0.0|0.0|8330/2288485|8300/2288485
8300|8330|1|2338686|NB|2024-09-03|9999       HILTI|4537296084|480.0|PC|480.0|PC|L11|17.75|USD|1.0|480.0|8520.0|0.0|0.0|8330/2338686|8300/2338686
8300|8330|1|2203495|NB|2024-09-03|9999       HILTI|4537296085|93.0|M|93.0|M|L11|96.45|USD|1.0|93.0|8969.85|0.0|0.0|8330/2203495|8300/2203495
8300|8330|1|2216412|NB|2024-09-03|9999       HILTI|4537296087|72.0|PC|72.0|PC|L11|13.13|USD|1.0|72.0|945.36|0.0|0.0|8330/2216412|8300/2216412
8300|8330|1|2216412|NB|2024-09-03|9999       HILTI|4537296088|18.0|PC|18.0|PC|L11|13.13|USD|1.0|18.0|236.34|0.0|0.0|8330/2216412|8300/2216412
8300|8330|1|2216412|NB|2024-09-03|9999       HILTI|4537296090|37.0|PC|37.0|PC|L11|13.13|USD|1.0|37.0|485.81|0.0|0.0|8330/2216412|8300/2216412
8300|8330|1|2216412|NB|2024-09-03|9999       HILTI|4537296092|54.0|PC|54.0|PC|L11|13.13|USD|1.0|54.0|709.02|0.0|0.0|8330/2216412|8300/2216412
3000|3000|1|2159998|NB|2024-09-03|9999       HILTI|4537300570|40.0|PC|40.0|PC|MX1|2213.5|MXN|10.0|40.0|8854.0|0.0|0.0|3000/2159998|3000/2159998
8650|8650|1|2132187|NB|2024-09-02|9999       HILTI|4537286363|10.0|PC|10.0|PC|CL1|984647.0|CLP|1.0|10.0|9846470.0|0.0|0.0|8650/2132187|8650/2132187
8300|8330|1|2022682|NB|2024-09-02|9999       HILTI|4537287268|100.0|PC|100.0|PC|L02|63.41|USD|100.0|100.0|63.41|0.0|0.0|8330/2022682|8300/2022682
8300|8330|1|304259|NB|2024-09-02|9999       HILTI|4537287269|200.0|PC|200.0|PC|L06|2.17|USD|1.0|200.0|434.0|0.0|0.0|8330/304259|8300/304259
8300|8330|1|304139|NB|2024-09-02|9999       HILTI|4537287271|450.0|PC|450.0|PC|L06|2.16|USD|1.0|450.0|972.0|0.0|0.0|8330/304139|8300/304139
8300|8330|1|304017|NB|2024-09-02|9999       HILTI|4537287272|25.0|PC|25.0|PC|L06|2.77|USD|1.0|25.0|69.25|0.0|0.0|8330/304017|8300/304017
8300|8330|1|304264|NB|2024-09-02|9999       HILTI|4537287273|30.0|PC|30.0|PC|L06|3.12|USD|1.0|30.0|93.6|0.0|0.0|8330/304264|8300/304264
8300|8330|1|304261|NB|2024-09-02|9999       HILTI|4537287274|75.0|PC|75.0|PC|L06|3.84|USD|1.0|75.0|288.0|0.0|0.0|8330/304261|8300/304261
8300|8330|1|2388394|NB|2024-09-02|9999       HILTI|4537287275|108.0|PC|108.0|PC|L15|87.05|USD|1.0|108.0|9401.4|0.0|0.0|8330/2388394|8300/2388394
8300|8330|1|2388394|NB|2024-09-02|9999       HILTI|4537287277|54.0|PC|54.0|PC|L15|87.05|USD|1.0|54.0|4700.7|0.0|0.0|8330/2388394|8300/2388394
8300|8330|1|2272047|NB|2024-09-02|9999       HILTI|4537287278|60.0|PC|60.0|PC|L14|109.11|USD|100.0|60.0|65.47|0.0|0.0|8330/2272047|8300/2272047
8300|8330|1|2272100|NB|2024-09-02|9999       HILTI|4537287280|192.0|PC|192.0|PC|L14|1928.94|USD|100.0|192.0|3703.56|0.0|0.0|8330/2272100|8300/2272100
8300|8330|1|2123993|NB|2024-09-02|9999       HILTI|4537287281|192000.0|PC|192000.0|PC|L04|37.12|USD|1.0|192000.0|7127.04|0.0|0.0|8330/2123993|8300/2123993
8300|8330|1|2123993|NB|2024-09-02|9999       HILTI|4537287282|192000.0|PC|192000.0|PC|L04|37.12|USD|1.0|192000.0|7127.04|0.0|0.0|8330/2123993|8300/2123993
8300|8330|1|2123993|NB|2024-09-02|9999       HILTI|4537287283|192000.0|PC|192000.0|PC|L04|37.12|USD|1.0|192000.0|7127.04|0.0|0.0|8330/2123993|8300/2123993
8300|8330|1|2123993|NB|2024-09-02|9999       HILTI|4537287284|192000.0|PC|192000.0|PC|L04|37.12|USD|1.0|192000.0|7127.04|0.0|0.0|8330/2123993|8300/2123993
8300|8330|1|2100955|NB|2024-09-02|9999       HILTI|4537287285|230400.0|PC|230400.0|PC|L04|19.67|USD|1.0|230400.0|4531.97|0.0|0.0|8330/2100955|8300/2100955
8300|8330|1|2149989|NB|2024-09-02|9999       HILTI|4537287286|180000.0|PC|180000.0|PC|L04|36.89|USD|1.0|180000.0|6640.2|0.0|0.0|8330/2149989|8300/2149989
8300|8330|1|2149989|NB|2024-09-02|9999       HILTI|4537287287|180000.0|PC|180000.0|PC|L04|36.89|USD|1.0|180000.0|6640.2|0.0|0.0|8330/2149989|8300/2149989
8300|8330|1|2149989|NB|2024-09-02|9999       HILTI|4537287288|180000.0|PC|180000.0|PC|L04|36.89|USD|1.0|180000.0|6640.2|0.0|0.0|8330/2149989|8300/2149989
8300|8330|1|2123994|NB|2024-09-02|9999       HILTI|4537287289|192000.0|PC|192000.0|PC|L04|39.2|USD|1.0|192000.0|7526.4|0.0|0.0|8330/2123994|8300/2123994
8300|8330|1|2123994|NB|2024-09-02|9999       HILTI|4537287290|192000.0|PC|192000.0|PC|L04|39.2|USD|1.0|192000.0|7526.4|0.0|0.0|8330/2123994|8300/2123994
8300|8330|1|2123994|NB|2024-09-02|9999       HILTI|4537287291|192000.0|PC|192000.0|PC|L04|39.2|USD|1.0|192000.0|7526.4|0.0|0.0|8330/2123994|8300/2123994
8300|8330|1|2123994|NB|2024-09-02|9999       HILTI|4537287292|192000.0|PC|192000.0|PC|L04|39.2|USD|1.0|192000.0|7526.4|0.0|0.0|8330/2123994|8300/2123994
8300|8330|1|2123994|NB|2024-09-02|9999       HILTI|4537287293|192000.0|PC|192000.0|PC|L04|39.2|USD|1.0|192000.0|7526.4|0.0|0.0|8330/2123994|8300/2123994
8300|8330|1|2123994|NB|2024-09-02|9999       HILTI|4537287294|192000.0|PC|192000.0|PC|L04|39.2|USD|1.0|192000.0|7526.4|0.0|0.0|8330/2123994|8300/2123994
8300|8330|1|2091395|NB|2024-09-02|9999       HILTI|4537287295|2400.0|PC|2400.0|PC|L04|84.55|USD|1.0|2400.0|202.92|0.0|0.0|8330/2091395|8300/2091395
