Material|Material_Description|SLoc|SL|Plnt|BUn|Unrestricted|Transit_Transf|Blocked|In_Qual_Insp|Restricted_Use|Returns|Stk_in_Transit|Sorg|key_material
2197513|Clamping element|50.0|nan|8326|PC|3.0|0|0|0|0|0|0|8300|8300/2197513
2197513|Clamping element|4500.0|nan|8335|PC|13.0|0|0|0|0|0|0|8300|8300/2197513
2197513|Clamping element|4500.0|nan|8678|PC|9.0|0|0|0|0|0|0|8650|8650/2197513
2197513|Clamping element|4500.0|nan|8770|PC|1.0|0|0|0|0|0|0|8750|8750/2197513
2197620|Flow indicator DD-WMS 100-WFI|4500.0|nan|3070|PC|1.0|0|0|0|0|0|0|3000|3000/2197620
2197620|Flow indicator DD-WMS 100-WFI|1.0|nan|8678|PC|2.0|0|0|0|0|0|0|8650|8650/2197620
2197620|Flow indicator DD-WMS 100-WFI|4500.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/2197620
2197625|Fastener guide X-FG B3-BTG|6000.0|nan|8335|PC|1.0|0|0|0|0|0|0|8300|8300/2197625
2197625|Fastener guide X-FG B3-BTG|6000.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/2197625
2197625|Fastener guide X-FG B3-BTG|6000.0|nan|8770|PC|1.0|0|0|0|0|0|0|8750|8750/2197625
2197626|Fastener guide X-FG B3-BT M|1.0|nan|3000|PC|1.0|0|10|0|0|0|0|3000|3000/2197626
2197626|Fastener guide X-FG B3-BT M|160.0|nan|3090|PC|1.0|0|0|0|0|0|0|3000|3000/2197626
2197626|Fastener guide X-FG B3-BT M|1.0|nan|8330|PC|1.0|0|0|0|0|0|0|8300|8300/2197626
2197626|Fastener guide X-FG B3-BT M|1.0|nan|8342|PC|2.0|0|0|0|0|0|0|8300|8300/2197626
2197626|Fastener guide X-FG B3-BT M|1.0|nan|8750|PC|11.0|0|0|0|0|0|0|8750|8750/2197626
2197627|Fastener guide X-FG B3-BT W|1.0|nan|3000|PC|8.0|0|0|0|0|0|0|3000|3000/2197627
2197627|Fastener guide X-FG B3-BT W|6000.0|nan|8335|PC|1.0|0|0|0|0|0|0|8300|8300/2197627
2197627|Fastener guide X-FG B3-BT W|1.0|nan|8650|PC|6.0|0|0|0|0|0|0|8650|8650/2197627
2197627|Fastener guide X-FG B3-BT W|6000.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/2197627
2197627|Fastener guide X-FG B3-BT W|1.0|nan|8750|PC|3.0|0|0|0|0|0|0|8750|8750/2197627
2197721|Assembly jig DX 9_01 assy|1.0|nan|3070|PC|1.0|0|0|0|0|0|0|3000|3000/2197721
2197930|Stepped drill bit TX-BT 4.7/7-80|1.0|nan|3000|PC|66.0|0|0|0|0|0|0|3000|3000/2197930
2197930|Stepped drill bit TX-BT 4.7/7-80|10.0|nan|8302|PC|35.0|0|0|0|0|0|0|8300|8300/2197930
2197930|Stepped drill bit TX-BT 4.7/7-80|1.0|nan|8330|PC|114.0|0|0|0|0|0|0|8300|8300/2197930
2197930|Stepped drill bit TX-BT 4.7/7-80|1.0|nan|8342|PC|108.0|0|0|0|0|0|0|8300|8300/2197930
2197930|Stepped drill bit TX-BT 4.7/7-80|1.0|nan|8650|PC|15.0|0|0|0|0|0|0|8650|8650/2197930
2197931|Stepped drill bit TX-BT 4.7/7-110|1.0|nan|3000|PC|189.0|0|0|0|0|0|0|3000|3000/2197931
2197931|Stepped drill bit TX-BT 4.7/7-110|1.0|nan|8330|PC|116.0|0|0|0|0|0|0|8300|8300/2197931
2197931|Stepped drill bit TX-BT 4.7/7-110|1.0|nan|8650|PC|23.0|0|0|0|0|0|0|8650|8650/2197931
2197931|Stepped drill bit TX-BT 4.7/7-110|1.0|nan|8750|PC|3.0|0|0|0|0|0|0|8750|8750/2197931
2197934|"Socket wrench insert X-NSD 1/4"" -"|1.0|nan|8330|PC|2.0|0|0|0|0|0|0|8300|8300/2197934
2197935|"Socket wrench insert X-NSD 1/4"" -"|1.0|nan|3000|PC|4.0|0|0|0|0|0|0|3000|3000/2197935
2197935|"Socket wrench insert X-NSD 1/4"" -"|1.0|nan|8342|PC|1.0|0|0|0|0|0|0|8300|8300/2197935
2197935|"Socket wrench insert X-NSD 1/4"" -"|1.0|nan|8760|PC|1.0|0|0|0|0|0|0|8750|8750/2197935
2197938|"Anchor rod HAS-V-36 HDG 3/4""x10"""|1.0|nan|8650|PC|80.0|0|0|0|0|0|0|8650|8650/2197938
2197939|"Anchor rod HAS-B-105 HDG 1 1/4""x16"""|1.0|nan|3000|PC|4.0|0|0|0|0|0|0|3000|3000/2197939
2197961|"Anchor rod HAS-B-105 1/2""x6 1/2"""|nan|nan|3000|PC|0.0|200|0|0|0|0|200|3000|3000/2197961
2197961|"Anchor rod HAS-B-105 1/2""x6 1/2"""|1.0|nan|3000|PC|310.0|0|0|0|0|0|0|3000|3000/2197961
2197961|"Anchor rod HAS-B-105 1/2""x6 1/2"""|1.0|nan|3016|PC|120.0|0|0|0|0|0|0|3000|3000/2197961
2197962|"Anchor rod HAS-B-105 3/4""x14"""|1.0|nan|3000|PC|120.0|0|0|0|0|0|0|3000|3000/2197962
2197962|"Anchor rod HAS-B-105 3/4""x14"""|1.0|nan|3014|PC|10.0|0|0|0|0|0|0|3000|3000/2197962
2197962|"Anchor rod HAS-B-105 3/4""x14"""|1.0|nan|3016|PC|120.0|0|0|0|0|0|0|3000|3000/2197962
2197963|"Anchor rod HAS-B-105 1""x12"""|1.0|nan|3000|PC|1028.0|0|0|0|0|0|0|3000|3000/2197963
2197964|"Anchor rod HAS-B-105 1""x14"""|1.0|nan|3000|PC|12.0|0|0|0|0|0|0|3000|3000/2197964
2197965|"Anchor rod HAS-B-105 1""x16"""|1.0|nan|3000|PC|54.0|0|0|0|0|0|0|3000|3000/2197965
2197967|"Anchor rod HAS-B-105 1 1/4""x16"""|1.0|nan|3000|PC|48.0|0|0|0|0|0|0|3000|3000/2197967
2197968|"Anchor rod HAS-B-105 1 1/4""x23"""|1.0|nan|3000|PC|16.0|0|0|0|0|0|0|3000|3000/2197968
2197968|"Anchor rod HAS-B-105 1 1/4""x23"""|1.0|nan|3022|PC|20.0|0|0|0|0|0|0|3000|3000/2197968
2197968|"Anchor rod HAS-B-105 1 1/4""x23"""|1.0|nan|8330|PC|50.0|0|0|0|0|0|0|8300|8300/2197968
2197969|"Anchor rod HAS-B-105 5/8""x8"""|1.0|nan|3000|PC|680.0|0|0|0|0|0|0|3000|3000/2197969
2197969|"Anchor rod HAS-B-105 5/8""x8"""|1.0|nan|8330|PC|6.0|0|0|0|0|0|0|8300|8300/2197969
2197970|"Anchor rod HAS-B-105 3/4""x10"""|1.0|nan|3022|PC|40.0|0|0|0|0|0|0|3000|3000/2197970
2197970|"Anchor rod HAS-B-105 3/4""x10"""|1.0|nan|8330|PC|30.0|0|0|0|0|0|0|8300|8300/2197970
2197972|"Anchor rod HAS-B-105 HDG 1/2""x8"""|1.0|nan|3000|PC|550.0|0|0|0|0|0|0|3000|3000/2197972
2197972|"Anchor rod HAS-B-105 HDG 1/2""x8"""|1.0|nan|8342|PC|70.0|0|0|0|0|0|0|8300|8300/2197972
2197972|"Anchor rod HAS-B-105 HDG 1/2""x8"""|1.0|nan|8651|PC|2760.0|0|0|0|0|0|0||nan
2197972|"Anchor rod HAS-B-105 HDG 1/2""x8"""|1.0|nan|8677|PC|336.0|0|0|0|0|0|0|8650|8650/2197972
2197973|"Anchor rod HAS-B-105 HDG 5/8""x8"""|1.0|nan|3000|PC|120.0|0|0|0|0|0|0|3000|3000/2197973
2197973|"Anchor rod HAS-B-105 HDG 5/8""x8"""|1.0|nan|8330|PC|20.0|0|0|0|0|0|0|8300|8300/2197973
2197973|"Anchor rod HAS-B-105 HDG 5/8""x8"""|1.0|nan|8650|PC|1936.0|0|0|0|0|0|0|8650|8650/2197973
2197974|"Anchor rod HAS-B-105 HDG 5/8""x12"""|1.0|nan|3000|PC|10.0|0|0|0|0|0|0|3000|3000/2197974
2197974|"Anchor rod HAS-B-105 HDG 5/8""x12"""|1.0|nan|8330|PC|10.0|0|0|0|0|0|0|8300|8300/2197974
2197974|"Anchor rod HAS-B-105 HDG 5/8""x12"""|1.0|nan|8650|PC|90.0|0|0|0|0|0|0|8650|8650/2197974
2197976|"Anchor rod HAS-B-105 HDG 3/4""x14"""|1.0|nan|8650|PC|90.0|0|0|0|0|0|0|8650|8650/2197976
2197977|"Anchor rod HAS-B-105 HDG 3/4""x20"""|1.0|nan|3000|PC|32.0|0|0|0|0|0|0|3000|3000/2197977
2197980|"Anchor rod HAS-B-105 HDG 7/8""x16"""|1.0|nan|3000|PC|250.0|0|0|0|0|0|0|3000|3000/2197980
2197981|"Anchor rod HAS-B-105 HDG 1""x16"""|1.0|nan|8650|PC|12.0|0|0|0|0|0|0|8650|8650/2197981
2197984|"Anchor rod HAS-E-55 3/8""x3"""|1.0|nan|3000|PC|40.0|0|0|0|0|0|0|3000|3000/2197984
2197985|"Anchor rod HAS-E-55 3/8""x4-3/8"""|1.0|nan|3000|PC|2320.0|0|0|0|0|0|0|3000|3000/2197985
2197985|"Anchor rod HAS-E-55 3/8""x4-3/8"""|1.0|nan|3010|PC|100.0|0|0|0|0|0|0|3000|3000/2197985
2197985|"Anchor rod HAS-E-55 3/8""x4-3/8"""|1.0|nan|3014|PC|120.0|0|0|0|0|0|0|3000|3000/2197985
2197985|"Anchor rod HAS-E-55 3/8""x4-3/8"""|1.0|nan|3018|PC|40.0|0|0|0|0|0|0|3000|3000/2197985
2197985|"Anchor rod HAS-E-55 3/8""x4-3/8"""|1.0|nan|3022|PC|20.0|0|0|0|0|0|0|3000|3000/2197985
2197985|"Anchor rod HAS-E-55 3/8""x4-3/8"""|8.0|nan|8302|PC|60.0|0|0|0|0|0|0|8300|8300/2197985
2197986|"Anchor rod HAS-E-55 3/8""x5-1/8"""|1.0|nan|3000|PC|2300.0|0|0|0|0|0|0|3000|3000/2197986
2197986|"Anchor rod HAS-E-55 3/8""x5-1/8"""|1.0|nan|3016|PC|220.0|0|0|0|0|0|0|3000|3000/2197986
2197986|"Anchor rod HAS-E-55 3/8""x5-1/8"""|1.0|nan|3018|PC|40.0|0|0|0|0|0|0|3000|3000/2197986
2197986|"Anchor rod HAS-E-55 3/8""x5-1/8"""|1.0|nan|3020|PC|120.0|0|0|0|0|0|0|3000|3000/2197986
2197986|"Anchor rod HAS-E-55 3/8""x5-1/8"""|8.0|nan|8302|PC|2000.0|0|0|0|0|0|0|8300|8300/2197986
2197986|"Anchor rod HAS-E-55 3/8""x5-1/8"""|1.0|nan|8342|PC|80.0|0|0|0|0|0|0|8300|8300/2197986
2197986|"Anchor rod HAS-E-55 3/8""x5-1/8"""|1.0|nan|8650|PC|1271.0|0|0|0|0|0|0|8650|8650/2197986
2197986|"Anchor rod HAS-E-55 3/8""x5-1/8"""|1.0|nan|8655|PC|200.0|0|0|0|0|0|0|8650|8650/2197986
2197986|"Anchor rod HAS-E-55 3/8""x5-1/8"""|1.0|nan|8658|PC|200.0|0|0|0|0|0|0|8650|8650/2197986
2197986|"Anchor rod HAS-E-55 3/8""x5-1/8"""|1.0|nan|8663|PC|180.0|0|0|0|0|0|0|8650|8650/2197986
2197987|"Anchor rod HAS-E-55 3/8""x8"""|1.0|nan|3000|PC|1350.0|0|0|0|0|0|0|3000|3000/2197987
2197987|"Anchor rod HAS-E-55 3/8""x8"""|1.0|nan|3010|PC|50.0|0|0|0|0|0|0|3000|3000/2197987
2197987|"Anchor rod HAS-E-55 3/8""x8"""|1.0|nan|3014|PC|100.0|0|0|0|0|0|0|3000|3000/2197987
2197987|"Anchor rod HAS-E-55 3/8""x8"""|1.0|nan|3016|PC|80.0|0|0|0|0|0|0|3000|3000/2197987
2197987|"Anchor rod HAS-E-55 3/8""x8"""|1.0|nan|3018|PC|60.0|0|0|0|0|0|0|3000|3000/2197987
2197987|"Anchor rod HAS-E-55 3/8""x8"""|1.0|nan|3022|PC|40.0|0|0|0|0|0|0|3000|3000/2197987
2197987|"Anchor rod HAS-E-55 3/8""x8"""|1.0|nan|8650|PC|580.0|0|0|0|0|0|0|8650|8650/2197987
2197987|"Anchor rod HAS-E-55 3/8""x8"""|1.0|nan|8655|PC|160.0|0|0|0|0|0|0|8650|8650/2197987
2197990|"Anchor rod HAS-E-55 1/2""x4-1/2"""|1.0|nan|3000|PC|3800.0|0|0|0|0|0|0|3000|3000/2197990
2197990|"Anchor rod HAS-E-55 1/2""x4-1/2"""|1.0|nan|3010|PC|80.0|0|0|0|0|0|0|3000|3000/2197990
2197990|"Anchor rod HAS-E-55 1/2""x4-1/2"""|1.0|nan|3014|PC|160.0|0|0|0|0|0|0|3000|3000/2197990
2197990|"Anchor rod HAS-E-55 1/2""x4-1/2"""|1.0|nan|3016|PC|200.0|0|0|0|0|0|0|3000|3000/2197990
2197990|"Anchor rod HAS-E-55 1/2""x4-1/2"""|1.0|nan|3018|PC|60.0|0|0|0|0|0|0|3000|3000/2197990
2197990|"Anchor rod HAS-E-55 1/2""x4-1/2"""|1.0|nan|3022|PC|20.0|0|0|0|0|0|0|3000|3000/2197990
2197990|"Anchor rod HAS-E-55 1/2""x4-1/2"""|1.0|nan|8330|PC|20.0|0|0|0|0|0|0|8300|8300/2197990
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|3000|PC|1820.0|0|0|0|0|0|0|3000|3000/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|3010|PC|100.0|0|0|0|0|0|0|3000|3000/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|3014|PC|160.0|0|0|0|0|0|0|3000|3000/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|3016|PC|160.0|0|0|0|0|0|0|3000|3000/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|3020|PC|180.0|0|0|0|0|0|0|3000|3000/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|3022|PC|40.0|0|0|0|0|0|0|3000|3000/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|3024|PC|20.0|0|0|0|0|0|0|3000|3000/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|8.0|nan|8302|PC|100.0|0|0|0|0|0|0|8300|8300/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|8330|PC|20.0|0|4600|0|0|0|0|8300|8300/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|8342|PC|140.0|0|1000|0|0|0|0|8300|8300/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|8650|PC|20320.0|0|0|0|0|0|0|8650|8650/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|8655|PC|180.0|0|0|0|0|0|0|8650|8650/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|8658|PC|222.0|0|0|0|0|0|0|8650|8650/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|8662|PC|80.0|0|0|0|0|0|0|8650|8650/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|8663|PC|140.0|0|0|0|0|0|0|8650|8650/2197991
2197991|"Anchor rod HAS-E-55 1/2""x6-1/2"""|1.0|nan|8677|PC|14.0|0|0|0|0|0|0|8650|8650/2197991
2197992|"Anchor rod HAS-E-55 1/2""x8"""|1.0|nan|3000|PC|8930.0|0|0|0|0|0|0|3000|3000/2197992
2197992|"Anchor rod HAS-E-55 1/2""x8"""|1.0|nan|3010|PC|50.0|0|0|0|0|0|0|3000|3000/2197992
2197992|"Anchor rod HAS-E-55 1/2""x8"""|1.0|nan|3014|PC|180.0|0|0|0|0|0|0|3000|3000/2197992
2197992|"Anchor rod HAS-E-55 1/2""x8"""|1.0|nan|3022|PC|40.0|0|0|0|0|0|0|3000|3000/2197992
2197992|"Anchor rod HAS-E-55 1/2""x8"""|1.0|nan|8330|PC|400.0|0|0|0|0|0|0|8300|8300/2197992
2197992|"Anchor rod HAS-E-55 1/2""x8"""|1.0|nan|8650|PC|1780.0|0|0|0|0|0|0|8650|8650/2197992
2197993|"Anchor rod HAS-E-55 1/2""x10"""|1.0|nan|3000|PC|990.0|0|0|0|0|0|0|3000|3000/2197993
2197993|"Anchor rod HAS-E-55 1/2""x10"""|1.0|nan|3010|PC|50.0|0|0|0|0|0|0|3000|3000/2197993
2197993|"Anchor rod HAS-E-55 1/2""x10"""|1.0|nan|3014|PC|140.0|0|0|0|0|0|0|3000|3000/2197993
2197993|"Anchor rod HAS-E-55 1/2""x10"""|1.0|nan|3018|PC|50.0|0|0|0|0|0|0|3000|3000/2197993
2197993|"Anchor rod HAS-E-55 1/2""x10"""|1.0|nan|3022|PC|40.0|0|0|0|0|0|0|3000|3000/2197993
2197994|"Anchor rod HAS-E-55 1/2""x12"""|1.0|nan|3000|PC|820.0|0|132|0|0|0|0|3000|3000/2197994
2197994|"Anchor rod HAS-E-55 1/2""x12"""|1.0|nan|3010|PC|50.0|0|0|0|0|0|0|3000|3000/2197994
2197994|"Anchor rod HAS-E-55 1/2""x12"""|1.0|nan|3014|PC|120.0|0|0|0|0|0|0|3000|3000/2197994
2197994|"Anchor rod HAS-E-55 1/2""x12"""|1.0|nan|3016|PC|60.0|0|0|0|0|0|0|3000|3000/2197994
2197994|"Anchor rod HAS-E-55 1/2""x12"""|1.0|nan|3018|PC|40.0|0|0|0|0|0|0|3000|3000/2197994
2197994|"Anchor rod HAS-E-55 1/2""x12"""|1.0|nan|3020|PC|50.0|0|0|0|0|0|0|3000|3000/2197994
2197994|"Anchor rod HAS-E-55 1/2""x12"""|1.0|nan|3022|PC|20.0|0|0|0|0|0|0|3000|3000/2197994
2197995|"Anchor rod HAS-E-55 5/8""x8"""|1.0|nan|3000|PC|1910.0|0|400|0|0|0|0|3000|3000/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|1.0|nan|3010|PC|40.0|0|0|0|0|0|0|3000|3000/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|1.0|nan|3014|PC|120.0|0|0|0|0|0|0|3000|3000/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|1.0|nan|3016|PC|90.0|0|0|0|0|0|0|3000|3000/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|1.0|nan|3018|PC|370.0|0|0|0|0|0|0|3000|3000/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|nan|nan|3020|PC|0.0|800|0|0|0|0|800|3000|3000/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|1.0|nan|3020|PC|70.0|0|0|0|0|0|0|3000|3000/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|8.0|nan|8302|PC|320.0|0|0|0|0|0|0|8300|8300/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|1.0|nan|8330|PC|4150.0|0|0|0|0|0|0|8300|8300/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|1.0|nan|8342|PC|30.0|0|300|0|0|0|0|8300|8300/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|1.0|nan|8650|PC|1800.0|0|0|0|0|0|0|8650|8650/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|1.0|nan|8655|PC|130.0|0|0|0|0|0|0|8650|8650/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|1.0|nan|8658|PC|110.0|0|0|0|0|0|0|8650|8650/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|1.0|nan|8662|PC|40.0|0|0|0|0|0|0|8650|8650/2197995
2197995|"Anchor rod HAS-E-55 5/8""x8"""|1.0|nan|8663|PC|210.0|0|0|0|0|0|0|8650|8650/2197995
2197996|"Anchor rod HAS-E-55 5/8""x9"""|1.0|nan|3000|PC|2350.0|0|0|0|0|0|0|3000|3000/2197996
2197996|"Anchor rod HAS-E-55 5/8""x9"""|1.0|nan|3014|PC|60.0|0|0|0|0|0|0|3000|3000/2197996
2197996|"Anchor rod HAS-E-55 5/8""x9"""|1.0|nan|3018|PC|50.0|0|0|0|0|0|0|3000|3000/2197996
2197996|"Anchor rod HAS-E-55 5/8""x9"""|1.0|nan|3022|PC|30.0|0|0|0|0|0|0|3000|3000/2197996
2197996|"Anchor rod HAS-E-55 5/8""x9"""|1.0|nan|8330|PC|150.0|0|0|0|0|0|0|8300|8300/2197996
2197997|"Anchor rod HAS-E-55 5/8""x12"""|1.0|nan|3000|PC|1550.0|0|0|0|0|0|0|3000|3000/2197997
2197997|"Anchor rod HAS-E-55 5/8""x12"""|1.0|nan|3010|PC|50.0|0|0|0|0|0|0|3000|3000/2197997
2197997|"Anchor rod HAS-E-55 5/8""x12"""|1.0|nan|3014|PC|80.0|0|0|0|0|0|0|3000|3000/2197997
2197997|"Anchor rod HAS-E-55 5/8""x12"""|1.0|nan|3016|PC|20.0|0|0|0|0|0|0|3000|3000/2197997
2197997|"Anchor rod HAS-E-55 5/8""x12"""|1.0|nan|3018|PC|40.0|0|0|0|0|0|0|3000|3000/2197997
2197997|"Anchor rod HAS-E-55 5/8""x12"""|1.0|nan|3022|PC|20.0|0|0|0|0|0|0|3000|3000/2197997
2197997|"Anchor rod HAS-E-55 5/8""x12"""|1.0|nan|8330|PC|10.0|0|0|0|0|0|0|8300|8300/2197997
2197997|"Anchor rod HAS-E-55 5/8""x12"""|1.0|nan|8651|PC|2060.0|0|0|0|0|0|0||nan
2197998|"Anchor rod HAS-E-55 5/8""x17"""|1.0|nan|3010|PC|20.0|0|0|0|0|0|0|3000|3000/2197998
2197998|"Anchor rod HAS-E-55 5/8""x17"""|1.0|nan|3022|PC|20.0|0|0|0|0|0|0|3000|3000/2197998
2197999|"Anchor rod HAS-E-55 3/4""x10"""|1.0|nan|3000|PC|4940.0|0|0|0|0|0|0|3000|3000/2197999
2197999|"Anchor rod HAS-E-55 3/4""x10"""|1.0|nan|3014|PC|120.0|0|0|0|0|0|0|3000|3000/2197999
2197999|"Anchor rod HAS-E-55 3/4""x10"""|1.0|nan|3018|PC|160.0|0|0|0|0|0|0|3000|3000/2197999
2197999|"Anchor rod HAS-E-55 3/4""x10"""|1.0|nan|3020|PC|200.0|0|0|0|0|0|0|3000|3000/2197999
2197999|"Anchor rod HAS-E-55 3/4""x10"""|1.0|nan|8330|PC|550.0|0|0|0|0|0|0|8300|8300/2197999
2197999|"Anchor rod HAS-E-55 3/4""x10"""|1.0|nan|8650|PC|2610.0|0|0|0|0|0|0|8650|8650/2197999
2197999|"Anchor rod HAS-E-55 3/4""x10"""|1.0|nan|8655|PC|70.0|0|0|0|0|0|0|8650|8650/2197999
2197999|"Anchor rod HAS-E-55 3/4""x10"""|1.0|nan|8658|PC|100.0|0|0|0|0|0|0|8650|8650/2197999
2197999|"Anchor rod HAS-E-55 3/4""x10"""|nan|nan|8663|PC|0.0|400|0|0|0|0|400|8650|8650/2197999
2197999|"Anchor rod HAS-E-55 3/4""x10"""|1.0|nan|8663|PC|40.0|0|0|0|0|0|0|8650|8650/2197999
2198000|"Anchor rod HAS-E-55 3/4""x11"""|1.0|nan|3000|PC|0.0|0|100|0|0|0|0|3000|3000/2198000
2198000|"Anchor rod HAS-E-55 3/4""x11"""|1.0|nan|8330|PC|60.0|0|0|0|0|0|0|8300|8300/2198000
2198001|"Anchor rod HAS-E-55 3/4""x12"""|1.0|nan|3000|PC|1160.0|0|0|0|0|0|0|3000|3000/2198001
2198001|"Anchor rod HAS-E-55 3/4""x12"""|1.0|nan|3010|PC|50.0|0|0|0|0|0|0|3000|3000/2198001
2198001|"Anchor rod HAS-E-55 3/4""x12"""|1.0|nan|3014|PC|80.0|0|0|0|0|0|0|3000|3000/2198001
2198001|"Anchor rod HAS-E-55 3/4""x12"""|1.0|nan|3016|PC|10.0|0|0|0|0|0|0|3000|3000/2198001
2198001|"Anchor rod HAS-E-55 3/4""x12"""|1.0|nan|3018|PC|80.0|0|0|0|0|0|0|3000|3000/2198001
2198001|"Anchor rod HAS-E-55 3/4""x12"""|1.0|nan|3022|PC|20.0|0|0|0|0|0|0|3000|3000/2198001
2198001|"Anchor rod HAS-E-55 3/4""x12"""|1.0|nan|8330|PC|20.0|0|0|0|0|0|0|8300|8300/2198001
2198002|"Anchor rod HAS-E-55 3/4""x14"""|1.0|nan|3000|PC|760.0|0|0|0|0|0|0|3000|3000/2198002
2198002|"Anchor rod HAS-E-55 3/4""x14"""|1.0|nan|3010|PC|50.0|0|0|0|0|0|0|3000|3000/2198002
2198002|"Anchor rod HAS-E-55 3/4""x14"""|1.0|nan|3014|PC|60.0|0|0|0|0|0|0|3000|3000/2198002
2198002|"Anchor rod HAS-E-55 3/4""x14"""|1.0|nan|3016|PC|10.0|0|0|0|0|0|0|3000|3000/2198002
2198002|"Anchor rod HAS-E-55 3/4""x14"""|1.0|nan|3018|PC|10.0|0|0|0|0|0|0|3000|3000/2198002
2198002|"Anchor rod HAS-E-55 3/4""x14"""|1.0|nan|3022|PC|20.0|0|0|0|0|0|0|3000|3000/2198002
2198003|"Anchor rod HAS-E-55 3/4""x17"""|1.0|nan|8650|PC|360.0|0|0|0|0|0|0|8650|8650/2198003
2198004|"Anchor rod HAS-E-55 3/4""x19"""|1.0|nan|3000|PC|128.0|0|0|0|0|0|0|3000|3000/2198004
2198005|"Anchor rod HAS-E-55 3/4""x21"""|1.0|nan|3000|PC|144.0|0|0|0|0|0|0|3000|3000/2198005
2198006|"Anchor rod HAS-E-55 3/4""x25"""|1.0|nan|3000|PC|80.0|0|0|0|0|0|0|3000|3000/2198006
2198007|"Anchor rod HAS-E-55 7/8""x10"""|1.0|nan|3000|PC|1080.0|0|0|0|0|0|0|3000|3000/2198007
2198007|"Anchor rod HAS-E-55 7/8""x10"""|1.0|nan|3010|PC|40.0|0|0|0|0|0|0|3000|3000/2198007
2198007|"Anchor rod HAS-E-55 7/8""x10"""|1.0|nan|3014|PC|30.0|0|0|0|0|0|0|3000|3000/2198007
2198007|"Anchor rod HAS-E-55 7/8""x10"""|1.0|nan|3016|PC|40.0|0|0|0|0|0|0|3000|3000/2198007
2198007|"Anchor rod HAS-E-55 7/8""x10"""|1.0|nan|3018|PC|50.0|0|0|0|0|0|0|3000|3000/2198007
2198007|"Anchor rod HAS-E-55 7/8""x10"""|1.0|nan|3020|PC|140.0|0|0|0|0|0|0|3000|3000/2198007
2198007|"Anchor rod HAS-E-55 7/8""x10"""|1.0|nan|3022|PC|10.0|0|0|0|0|0|0|3000|3000/2198007
2198007|"Anchor rod HAS-E-55 7/8""x10"""|1.0|nan|8330|PC|220.0|0|0|0|0|0|0|8300|8300/2198007
2198007|"Anchor rod HAS-E-55 7/8""x10"""|1.0|nan|8342|PC|10.0|0|0|0|0|0|0|8300|8300/2198007
2198007|"Anchor rod HAS-E-55 7/8""x10"""|1.0|nan|8650|PC|540.0|0|0|0|0|0|0|8650|8650/2198007
2198007|"Anchor rod HAS-E-55 7/8""x10"""|1.0|nan|8655|PC|40.0|0|0|0|0|0|0|8650|8650/2198007
2198007|"Anchor rod HAS-E-55 7/8""x10"""|1.0|nan|8663|PC|40.0|0|0|0|0|0|0|8650|8650/2198007
2198008|"Anchor rod HAS-E-55 7/8""x13"""|1.0|nan|3000|PC|482.0|0|80|0|0|0|0|3000|3000/2198008
2198008|"Anchor rod HAS-E-55 7/8""x13"""|1.0|nan|3014|PC|32.0|0|0|0|0|0|0|3000|3000/2198008
2198008|"Anchor rod HAS-E-55 7/8""x13"""|1.0|nan|3016|PC|16.0|0|0|0|0|0|0|3000|3000/2198008
