Material|Material_Description|SLoc|SL|Plnt|BUn|Unrestricted|Transit_Transf|Blocked|In_Qual_Insp|Restricted_Use|Returns|Stk_in_Transit|Sorg|key_material
76406|Dowel pin 7X20|2500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/76406
76406|Dowel pin 7X20|2500.0|nan|8678|PC|5.0|0|0|0|0|0|0|8650|8650/76406
76452|Grooved ball bear. 20X32X7|2500.0|nan|3070|PC|9.0|0|0|0|0|0|0|3000|3000/76452
76452|Grooved ball bear. 20X32X7|50.0|nan|8326|PC|10.0|0|0|0|0|0|0|8300|8300/76452
76452|Grooved ball bear. 20X32X7|2500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/76452
76452|Grooved ball bear. 20X32X7|2500.0|nan|8678|PC|5.0|0|0|0|0|0|0|8650|8650/76452
76452|Grooved ball bear. 20X32X7|2500.0|nan|8770|PC|3.0|0|0|0|0|0|0|8750|8750/76452
76459|Grooved ball bear. 30X47X9|2500.0|nan|8335|PC|2.0|0|0|0|0|0|0|8300|8300/76459
76460|Circlip J47|2500.0|nan|3070|PC|5.0|0|0|0|0|0|0|3000|3000/76460
76460|Circlip J47|2500.0|nan|8678|PC|2.0|0|0|0|0|0|0|8650|8650/76460
76486|Retaining ring SW30|2500.0|nan|3070|PC|5.0|0|0|0|0|0|0|3000|3000/76486
76486|Retaining ring SW30|2500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/76486
76486|Retaining ring SW30|2500.0|nan|8678|PC|2.0|0|0|0|0|0|0|8650|8650/76486
76486|Retaining ring SW30|2500.0|nan|8770|PC|8.0|0|0|0|0|0|0|8750|8750/76486
76487|Circlip 17X2|2500.0|nan|3070|PC|15.0|0|0|0|0|0|0|3000|3000/76487
76487|Circlip 17X2|50.0|nan|8326|PC|3.0|0|0|0|0|0|0|8300|8300/76487
76487|Circlip 17X2|2500.0|nan|8335|PC|2.0|0|0|0|0|0|0|8300|8300/76487
76487|Circlip 17X2|2500.0|nan|8678|PC|2.0|0|0|0|0|0|0|8650|8650/76487
76487|Circlip 17X2|2500.0|nan|8770|PC|5.0|0|0|0|0|0|0|8750|8750/76487
76497|Dust shield TE30-2|2500.0|nan|3070|PC|11.0|0|0|0|0|0|0|3000|3000/76497
76497|Dust shield TE30-2|50.0|nan|8326|PC|3.0|0|0|0|0|0|0|8300|8300/76497
76497|Dust shield TE30-2|2500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/76497
76497|Dust shield TE30-2|2500.0|nan|8678|PC|4.0|0|0|0|0|0|0|8650|8650/76497
76561|Protective sleeve|1000.0|nan|3070|PC|1.0|0|0|0|0|0|0|3000|3000/76561
76561|Protective sleeve|2500.0|nan|3070|PC|12.0|0|0|0|0|0|0|3000|3000/76561
76561|Protective sleeve|50.0|nan|8326|PC|1.0|0|0|0|0|0|0|8300|8300/76561
76561|Protective sleeve|1000.0|nan|8335|PC|3.0|0|0|0|0|0|0|8300|8300/76561
76561|Protective sleeve|2500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/76561
76561|Protective sleeve|1000.0|nan|8678|PC|3.0|0|0|0|0|0|0|8650|8650/76561
76561|Protective sleeve|1000.0|nan|8770|PC|2.0|0|0|0|0|0|0|8750|8750/76561
76581|Retaining ring SW20|50.0|nan|8326|PC|4.0|0|0|0|0|0|0|8300|8300/76581
76581|Retaining ring SW20|2500.0|nan|8335|PC|2.0|0|0|0|0|0|0|8300|8300/76581
76581|Retaining ring SW20|2500.0|nan|8678|PC|6.0|0|0|0|0|0|0|8650|8650/76581
76581|Retaining ring SW20|2500.0|nan|8770|PC|3.0|0|0|0|0|0|0|8750|8750/76581
76582|Circlip 24X1.2|2500.0|nan|8335|PC|3.0|0|0|0|0|0|0|8300|8300/76582
76582|Circlip 24X1.2|2500.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/76582
76582|Circlip 24X1.2|2500.0|nan|8770|PC|3.0|0|0|0|0|0|0|8750|8750/76582
76586|Absorber|2500.0|nan|8770|PC|2.0|0|0|0|0|0|0|8750|8750/76586
76654|Pressure piece|6000.0|nan|3070|PC|4.0|0|0|0|0|0|0|3000|3000/76654
76654|Pressure piece|6000.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/76654
76654|Pressure piece|6000.0|nan|8770|PC|1.0|0|0|0|0|0|0|8750|8750/76654
76791|Retaining ring SW12|2500.0|nan|3070|PC|3.0|0|0|0|0|0|0|3000|3000/76791
76791|Retaining ring SW12|2500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/76791
76824|Circlip JV30|4500.0|nan|8335|PC|1.0|0|0|0|0|0|0|8300|8300/76824
76980|O-ring 46X2|4500.0|nan|3070|PC|3.0|0|0|0|0|0|0|3000|3000/76980
76980|O-ring 46X2|4500.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/76980
76980|O-ring 46X2|4500.0|nan|8770|PC|2.0|0|0|0|0|0|0|8750|8750/76980
76983|Needle race HK2214RS|4500.0|nan|3070|PC|4.0|0|0|0|0|0|0|3000|3000/76983
80362|Self-tapping screw S-MP53S 6,5x25|1.0|nan|3000|PC|1000.0|0|0|0|0|0|0|3000|3000/80362
84291|"Drywall screw 6x1-1/4"" PBH S"|1.0|nan|8650|PC|20000.0|0|0|0|0|0|0|8650|8650/84291
84291|"Drywall screw 6x1-1/4"" PBH S"|1.0|nan|8662|PC|8000.0|0|0|0|0|0|0|8650|8650/84291
84291|"Drywall screw 6x1-1/4"" PBH S"|1.0|nan|8663|PC|8000.0|0|0|0|0|0|0|8650|8650/84291
84297|Drywall screw 6x1 PBH S|1.0|nan|8650|PC|1199000.0|0|0|0|0|0|0|8650|8650/84297
84297|Drywall screw 6x1 PBH S|1.0|nan|8658|PC|10000.0|0|0|0|0|0|0|8650|8650/84297
84297|Drywall screw 6x1 PBH S|1.0|nan|8663|PC|10000.0|0|0|0|0|0|0|8650|8650/84297
84297|Drywall screw 6x1 PBH S|nan|X|8760|PC|0.0|200|0|0|0|0|0|8750|8750/84297
84297|Drywall screw 6x1 PBH S|nan|X|8790|PC|0.0|160|0|0|0|0|0|8750|8750/84297
84307|"Drywall screw 6x1-5/8"" PBH S CRS"|1.0|nan|8650|PC|225000.0|0|0|0|0|0|0|8650|8650/84307
84307|"Drywall screw 6x1-5/8"" PBH S CRS"|1.0|nan|8658|PC|5000.0|0|0|0|0|0|0|8650|8650/84307
84317|Drywall screw 8x3 PBH S CRS|1.0|nan|8650|PC|27000.0|0|0|0|0|0|0|8650|8650/84317
84317|Drywall screw 8x3 PBH S CRS|1.0|nan|8658|PC|2000.0|0|0|0|0|0|0|8650|8650/84317
84322|"Drywall screw 7x2-1/2"" PBH S CRS"|1.0|nan|8650|PC|42500.0|0|0|0|0|0|0|8650|8650/84322
84322|"Drywall screw 7x2-1/2"" PBH S CRS"|1.0|nan|8658|PC|2500.0|0|0|0|0|0|0|8650|8650/84322
84323|"Drywall screw 6x1-5/8"" PBH S"|1.0|nan|3014|PC|5000.0|0|0|0|0|0|0|3000|3000/84323
84323|"Drywall screw 6x1-5/8"" PBH S"|1.0|nan|8650|PC|113000.0|0|0|0|0|0|0|8650|8650/84323
84323|"Drywall screw 6x1-5/8"" PBH S"|1.0|nan|8658|PC|10000.0|0|0|0|0|0|0|8650|8650/84323
84323|"Drywall screw 6x1-5/8"" PBH S"|1.0|nan|8663|PC|5000.0|0|0|0|0|0|0|8650|8650/84323
86206|"Drywall screw 7x7/16"" PPH S FRMR"|1.0|nan|8650|PC|64000.0|0|0|0|0|0|0|8650|8650/86206
86206|"Drywall screw 7x7/16"" PPH S FRMR"|1.0|nan|8663|PC|6000.0|0|0|0|0|0|0|8650|8650/86206
86215|"Drywall screw 6x1 1/4"" PBH SD ZN"|1.0|nan|8650|PC|777000.0|0|0|0|0|0|0|8650|8650/86215
86215|"Drywall screw 6x1 1/4"" PBH SD ZN"|1.0|nan|8655|PC|48000.0|0|0|0|0|0|0|8650|8650/86215
86215|"Drywall screw 6x1 1/4"" PBH SD ZN"|1.0|nan|8658|PC|16000.0|0|0|0|0|0|0|8650|8650/86215
86215|"Drywall screw 6x1 1/4"" PBH SD ZN"|1.0|nan|8662|PC|8000.0|0|0|0|0|0|0|8650|8650/86215
86215|"Drywall screw 6x1 1/4"" PBH SD ZN"|1.0|nan|8663|PC|16000.0|0|0|0|0|0|0|8650|8650/86215
86217|"Drywall screw 6x1 5/8"" PBH SD ZN"|1.0|nan|8650|PC|860000.0|0|0|0|0|0|0|8650|8650/86217
86217|"Drywall screw 6x1 5/8"" PBH SD ZN"|1.0|nan|8655|PC|10000.0|0|0|0|0|0|0|8650|8650/86217
86217|"Drywall screw 6x1 5/8"" PBH SD ZN"|1.0|nan|8658|PC|5000.0|0|0|0|0|0|0|8650|8650/86217
86217|"Drywall screw 6x1 5/8"" PBH SD ZN"|1.0|nan|8663|PC|25000.0|0|0|0|0|0|0|8650|8650/86217
87634|Hexagon screw M12x25 A4-70|1.0|nan|8330|PC|41.0|0|0|0|0|0|0|8300|8300/87634
87637|Hexagon screw M8x25 A4-70|1.0|nan|8330|PC|9.0|0|0|0|0|0|0|8300|8300/87637
87648|"Screw S-MD 1/4-14 1"" HWH3 KF"|1.0|nan|8330|PC|3000.0|0|0|0|0|0|0|8300|8300/87648
87648|"Screw S-MD 1/4-14 1"" HWH3 KF"|1.0|nan|8342|PC|3000.0|0|0|0|0|0|0|8300|8300/87648
87726|Gre. Tribol GR 400-2 PD (400g)|8000.0|nan|3070|PC|5.0|0|0|0|0|0|0|3000|3000/87726
87726|Gre. Tribol GR 400-2 PD (400g)|8000.0|nan|8335|PC|3.0|0|0|0|0|0|0|8300|8300/87726
87726|Gre. Tribol GR 400-2 PD (400g)|8000.0|nan|8678|PC|2.0|0|0|0|0|0|0|8650|8650/87726
88594|Bushing head TE-Y/S BH 6x6|1.0|nan|8750|PC|2.0|0|0|0|0|0|0|8750|8750/88594
93837|Stator 230V|4500.0|nan|8335|PC|1.0|0|0|0|0|0|0|8300|8300/93837
93852|Supply cord 127V USA|4500.0|nan|3070|PC|6.0|0|0|0|0|0|0|3000|3000/93852
93862|Ball bearing 8X22X7|4500.0|nan|3070|PC|25.0|0|0|0|0|0|0|3000|3000/93862
93862|Ball bearing 8X22X7|50.0|nan|8326|PC|5.0|0|0|0|0|0|0|8300|8300/93862
93862|Ball bearing 8X22X7|4500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/93862
93862|Ball bearing 8X22X7|4500.0|nan|8678|PC|15.0|0|0|0|0|0|0|8650|8650/93862
93862|Ball bearing 8X22X7|4500.0|nan|8770|PC|19.0|0|0|0|0|0|0|8750|8750/93862
93877|Washer 0,15 MM|nan|nan|3000|PC|0.0|60|0|0|0|0|60|3000|3000/93877
93877|Washer 0,15 MM|4500.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/93877
93877|Washer 0,15 MM|4500.0|nan|8770|PC|6.0|0|0|0|0|0|0|8750|8750/93877
93878|Washer 0,30 MM|nan|nan|3000|PC|0.0|50|0|0|0|0|50|3000|3000/93878
93878|Washer 0,30 MM|4500.0|nan|8770|PC|25.0|0|0|0|0|0|0|8750|8750/93878
93879|Washer 0,10 MM|4500.0|nan|3070|PC|4.0|0|0|0|0|0|0|3000|3000/93879
93879|Washer 0,10 MM|4500.0|nan|8335|PC|24.0|0|0|0|0|0|0|8300|8300/93879
93879|Washer 0,10 MM|4500.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/93879
93884|Ring KOLLEKTORSEIT.|50.0|nan|8326|PC|5.0|0|0|0|0|0|0|8300|8300/93884
93884|Ring KOLLEKTORSEIT.|4500.0|nan|8335|PC|1.0|0|0|0|0|0|0|8300|8300/93884
93932|Pin type face wrench B35|1.0|nan|8330|PC|5.0|0|0|0|0|0|0|8300|8300/93932
93932|Pin type face wrench B35|4500.0|nan|8770|PC|2.0|0|0|0|0|0|0|8750|8750/93932
93934|Flange M14/22.2|4500.0|nan|3070|PC|1.0|0|0|0|0|0|0|3000|3000/93934
93941|Sleeve|1.0|X|8791|PC|2.0|0|0|0|0|0|0|8750|8750/93941
111483|Oil Shell Gadus S2 V220 00 (18kg)|8000.0|nan|3070|KG|18.0|0|0|0|0|0|0|3000|3000/111483
111483|Oil Shell Gadus S2 V220 00 (18kg)|8000.0|nan|8335|KG|18.0|0|0|0|0|0|0|8300|8300/111483
111483|Oil Shell Gadus S2 V220 00 (18kg)|8000.0|nan|8770|KG|18.0|0|0|0|0|0|0|8750|8750/111483
200342|Retaining ring|50.0|nan|8326|PC|9.0|0|0|0|0|0|0|8300|8300/200342
200350|Detent ring|2500.0|nan|3070|PC|8.0|0|0|0|0|0|0|3000|3000/200350
200350|Detent ring|50.0|nan|8326|PC|2.0|0|0|0|0|0|0|8300|8300/200350
200350|Detent ring|2.0|nan|8335|PC|3.0|0|0|0|0|0|0|8300|8300/200350
200350|Detent ring|2500.0|nan|8335|PC|8.0|0|0|0|0|0|0|8300|8300/200350
200350|Detent ring|2500.0|nan|8678|PC|2.0|0|0|0|0|0|0|8650|8650/200350
200350|Detent ring|2500.0|nan|8770|PC|3.0|0|0|0|0|0|0|8750|8750/200350
200351|Supporting ring|2500.0|nan|3070|PC|6.0|0|0|0|0|0|0|3000|3000/200351
200351|Supporting ring|2.0|nan|8335|PC|5.0|0|0|0|0|0|0|8300|8300/200351
200351|Supporting ring|2500.0|nan|8335|PC|3.0|0|0|0|0|0|0|8300|8300/200351
200351|Supporting ring|2500.0|nan|8770|PC|6.0|0|0|0|0|0|0|8750|8750/200351
201077|Clevis pin|2500.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/201077
201095|Retaining ring A 28|2500.0|nan|8335|PC|48.0|0|0|0|0|0|0|8300|8300/201095
201095|Retaining ring A 28|2500.0|nan|8678|PC|2.0|0|0|0|0|0|0|8650|8650/201095
201201|Retaining ring B 22|2500.0|nan|3070|PC|4.0|0|0|0|0|0|0|3000|3000/201201
201201|Retaining ring B 22|50.0|nan|8326|PC|9.0|0|0|0|0|0|0|8300|8300/201201
201201|Retaining ring B 22|2500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/201201
201201|Retaining ring B 22|2500.0|nan|8678|PC|2.0|0|0|0|0|0|0|8650|8650/201201
201207|O-ring 10.78X2.62|4500.0|nan|3070|PC|10.0|0|0|0|0|0|0|3000|3000/201207
201207|O-ring 10.78X2.62|4500.0|nan|8770|PC|2.0|0|0|0|0|0|0|8750|8750/201207
201239|Torx-soc re scr SN65 4X75|2500.0|nan|8335|PC|6.0|0|0|0|0|0|0|8300|8300/201239
201239|Torx-soc re scr SN65 4X75|4500.0|nan|8335|PC|1.0|0|0|0|0|0|0|8300|8300/201239
201239|Torx-soc re scr SN65 4X75|2500.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/201239
201239|Torx-soc re scr SN65 4X75|4500.0|nan|8770|PC|2.0|0|0|0|0|0|0|8750|8750/201239
201240|Torx-soc re scr SN65 4X35 black|50.0|nan|8326|PC|3.0|0|0|0|0|0|0|8300|8300/201240
201240|Torx-soc re scr SN65 4X35 black|1000.0|nan|8335|PC|3.0|0|0|0|0|0|0|8300|8300/201240
201240|Torx-soc re scr SN65 4X35 black|2500.0|nan|8335|PC|3.0|0|0|0|0|0|0|8300|8300/201240
201240|Torx-soc re scr SN65 4X35 black|1000.0|nan|8678|PC|4.0|0|0|0|0|0|0|8650|8650/201240
201240|Torx-soc re scr SN65 4X35 black|2500.0|nan|8678|PC|6.0|0|0|0|0|0|0|8650|8650/201240
201240|Torx-soc re scr SN65 4X35 black|2500.0|nan|8770|PC|4.0|0|0|0|0|0|0|8750|8750/201240
201257|Torx-soc pl scr 45 4X12|2500.0|nan|3070|PC|1.0|0|0|0|0|0|0|3000|3000/201257
201408|Washer 8X16X1|50.0|nan|8326|PC|1.0|0|0|0|0|0|0|8300|8300/201408
201451|Spring washer 13,2x18,8x0,2|2500.0|nan|8335|PC|2.0|0|0|0|0|0|0|8300|8300/201451
201451|Spring washer 13,2x18,8x0,2|2500.0|nan|8678|PC|2.0|0|0|0|0|0|0|8650|8650/201451
201495|Torx-soc tapt scr M3,5X5,5 T15|2500.0|nan|3070|PC|9.0|0|0|0|0|0|0|3000|3000/201495
201495|Torx-soc tapt scr M3,5X5,5 T15|50.0|nan|8326|PC|3.0|0|0|0|0|0|0|8300|8300/201495
201495|Torx-soc tapt scr M3,5X5,5 T15|2500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/201495
201495|Torx-soc tapt scr M3,5X5,5 T15|2500.0|nan|8678|PC|3.0|0|0|0|0|0|0|8650|8650/201495
201521|Coupling ring|2500.0|nan|8335|PC|2.0|0|0|0|0|0|0|8300|8300/201521
201542|Torx-soc re scr SN65 3X10|1000.0|nan|3070|PC|1.0|0|0|0|0|0|0|3000|3000/201542
201542|Torx-soc re scr SN65 3X10|4500.0|nan|3070|PC|3.0|0|0|0|0|0|0|3000|3000/201542
201542|Torx-soc re scr SN65 3X10|1000.0|nan|8678|PC|4.0|0|0|0|0|0|0|8650|8650/201542
201542|Torx-soc re scr SN65 3X10|2500.0|nan|8678|PC|10.0|0|0|0|0|0|0|8650|8650/201542
201542|Torx-soc re scr SN65 3X10|1000.0|nan|8770|PC|10.0|0|0|0|0|0|0|8750|8750/201542
201564|Gear housing TE 2 assy|2500.0|nan|3070|PC|7.0|0|0|0|0|0|0|3000|3000/201564
201564|Gear housing TE 2 assy|50.0|nan|8326|PC|2.0|0|0|0|0|0|0|8300|8300/201564
201564|Gear housing TE 2 assy|2500.0|nan|8335|PC|11.0|0|0|0|0|0|0|8300|8300/201564
201564|Gear housing TE 2 assy|2500.0|nan|8678|PC|4.0|0|0|0|0|0|0|8650|8650/201564
201564|Gear housing TE 2 assy|2500.0|nan|8770|PC|3.0|0|0|0|0|0|0|8750|8750/201564
201565|Gear housing TE 2-S assy|2500.0|nan|8678|PC|3.0|0|0|0|0|0|0|8650|8650/201565
201566|Gear housing TE 2-M assy|2500.0|nan|3070|PC|4.0|0|0|0|0|0|0|3000|3000/201566
201566|Gear housing TE 2-M assy|2500.0|nan|8335|PC|3.0|0|0|0|0|0|0|8300|8300/201566
201566|Gear housing TE 2-M assy|2500.0|nan|8678|PC|2.0|0|0|0|0|0|0|8650|8650/201566
201566|Gear housing TE 2-M assy|2500.0|nan|8770|PC|2.0|0|0|0|0|0|0|8750|8750/201566
201567|Spares pack TE 2|2500.0|nan|3070|PC|5.0|0|0|0|0|0|0|3000|3000/201567
201567|Spares pack TE 2|50.0|nan|8326|PC|1.0|0|0|0|0|0|0|8300|8300/201567
201567|Spares pack TE 2|2500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/201567
201567|Spares pack TE 2|2500.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/201567
201567|Spares pack TE 2|2500.0|nan|8770|PC|3.0|0|0|0|0|0|0|8750|8750/201567
201568|Hammering mechanism TE 2 assy|2500.0|nan|3070|PC|1.0|0|110|0|0|0|0|3000|3000/201568
201568|Hammering mechanism TE 2 assy|50.0|nan|8326|PC|3.0|0|0|0|0|0|0|8300|8300/201568
201568|Hammering mechanism TE 2 assy|2500.0|nan|8335|PC|87.0|0|0|0|0|0|0|8300|8300/201568
201568|Hammering mechanism TE 2 assy|2500.0|nan|8678|PC|6.0|0|0|0|0|0|0|8650|8650/201568
201568|Hammering mechanism TE 2 assy|2500.0|nan|8770|PC|12.0|0|0|0|0|0|0|8750|8750/201568
201569|Hammering mechanism TE 2-S assy|2500.0|nan|8678|PC|6.0|0|0|0|0|0|0|8650|8650/201569
201570|Hammering mechanism TE 2-M assy|2500.0|nan|3070|PC|6.0|0|0|0|0|0|0|3000|3000/201570
201570|Hammering mechanism TE 2-M assy|50.0|nan|8326|PC|3.0|0|0|0|0|0|0|8300|8300/201570
201570|Hammering mechanism TE 2-M assy|2500.0|nan|8335|PC|8.0|0|0|0|0|0|0|8300|8300/201570
201570|Hammering mechanism TE 2-M assy|2500.0|nan|8770|PC|3.0|0|0|0|0|0|0|8750|8750/201570
201571|Ram TE 2 assy|2500.0|nan|8335|PC|2.0|0|0|0|0|0|0|8300|8300/201571
201571|Ram TE 2 assy|2500.0|nan|8678|PC|4.0|0|0|0|0|0|0|8650|8650/201571
201571|Ram TE 2 assy|2500.0|nan|8770|PC|13.0|0|0|0|0|0|0|8750|8750/201571
201572|Ram TE 2-M assy|2500.0|nan|8770|PC|8.0|0|0|0|0|0|0|8750|8750/201572
201573|Drive cylinder TE 2 assy|2500.0|nan|3070|PC|14.0|0|0|0|0|0|0|3000|3000/201573
201573|Drive cylinder TE 2 assy|50.0|nan|8326|PC|12.0|0|0|0|0|0|0|8300|8300/201573
201573|Drive cylinder TE 2 assy|2500.0|nan|8335|PC|12.0|0|0|0|0|0|0|8300|8300/201573
201573|Drive cylinder TE 2 assy|2500.0|nan|8678|PC|4.0|0|0|0|0|0|0|8650|8650/201573
201573|Drive cylinder TE 2 assy|2500.0|nan|8770|PC|16.0|0|0|0|0|0|0|8750|8750/201573
201574|Gear spindle TE 2 assy|2500.0|nan|3070|PC|33.0|0|0|0|0|0|0|3000|3000/201574
201574|Gear spindle TE 2 assy|50.0|nan|8326|PC|2.0|0|0|0|0|0|0|8300|8300/201574
201574|Gear spindle TE 2 assy|2500.0|nan|8335|PC|9.0|0|0|0|0|0|0|8300|8300/201574
201574|Gear spindle TE 2 assy|2500.0|nan|8678|PC|5.0|0|0|0|0|0|0|8650|8650/201574
201574|Gear spindle TE 2 assy|2500.0|nan|8770|PC|4.0|0|0|0|0|0|0|8750|8750/201574
201575|Gear spindle TE 2-S assy|2500.0|nan|8678|PC|4.0|0|0|0|0|0|0|8650|8650/201575
201576|Gear spindle TE 2-M assy|2500.0|nan|3070|PC|8.0|0|0|0|0|0|0|3000|3000/201576
201576|Gear spindle TE 2-M assy|50.0|nan|8326|PC|3.0|0|0|0|0|0|0|8300|8300/201576
201576|Gear spindle TE 2-M assy|2500.0|nan|8335|PC|6.0|0|0|0|0|0|0|8300|8300/201576
201576|Gear spindle TE 2-M assy|2500.0|nan|8678|PC|4.0|0|0|0|0|0|0|8650|8650/201576
201576|Gear spindle TE 2-M assy|2500.0|nan|8770|PC|2.0|0|0|0|0|0|0|8750|8750/201576
201577|Spares pack TE 2|2500.0|nan|3070|PC|6.0|0|0|0|0|0|0|3000|3000/201577
201577|Spares pack TE 2|50.0|nan|8326|PC|1.0|0|0|0|0|0|0|8300|8300/201577
201577|Spares pack TE 2|2500.0|nan|8335|PC|3.0|0|0|0|0|0|0|8300|8300/201577
201577|Spares pack TE 2|2500.0|nan|8678|PC|4.0|0|0|0|0|0|0|8650|8650/201577
201577|Spares pack TE 2|2500.0|nan|8770|PC|4.0|0|0|0|0|0|0|8750|8750/201577
201578|Setting plate TE 2 assy|2500.0|nan|3070|PC|6.0|0|0|0|0|0|0|3000|3000/201578
201578|Setting plate TE 2 assy|50.0|nan|8326|PC|1.0|0|0|0|0|0|0|8300|8300/201578
201578|Setting plate TE 2 assy|2500.0|nan|8335|PC|5.0|0|0|0|0|0|0|8300|8300/201578
201578|Setting plate TE 2 assy|2500.0|nan|8678|PC|6.0|0|0|0|0|0|0|8650|8650/201578
201578|Setting plate TE 2 assy|2500.0|nan|8770|PC|5.0|0|0|0|0|0|0|8750|8750/201578
201586|Motor UH 700 120V assy|1000.0|nan|3070|PC|8.0|0|0|0|0|0|0|3000|3000/201586
201587|Motor UH 700 220-240V assy|50.0|nan|8326|PC|2.0|0|0|0|0|0|0|8300|8300/201587
201587|Motor UH 700 220-240V assy|1000.0|nan|8335|PC|3.0|0|0|0|0|0|0|8300|8300/201587
201587|Motor UH 700 220-240V assy|1000.0|nan|8678|PC|10.0|0|0|0|0|0|0|8650|8650/201587
201587|Motor UH 700 220-240V assy|1000.0|nan|8770|PC|8.0|0|0|0|0|0|0|8750|8750/201587
201592|Motor UD 30 120V assy|1000.0|nan|3070|PC|4.0|0|0|0|0|0|0|3000|3000/201592
201594|Chuck TE 2|2500.0|nan|3070|PC|32.0|0|0|0|0|0|0|3000|3000/201594
201594|Chuck TE 2|50.0|nan|8326|PC|11.0|0|0|0|0|0|0|8300|8300/201594
201594|Chuck TE 2|2500.0|nan|8335|PC|88.0|0|0|0|0|0|0|8300|8300/201594
201594|Chuck TE 2|2500.0|nan|8678|PC|25.0|0|0|0|0|0|0|8650|8650/201594
201594|Chuck TE 2|2500.0|nan|8770|PC|20.0|0|0|0|0|0|0|8750|8750/201594
201637|Grooved ball bear. 6X19X6-2Z|2500.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/201637
201767|O-ring 22X1|2500.0|nan|3070|PC|4.0|0|0|0|0|0|0|3000|3000/201767
201767|O-ring 22X1|4500.0|nan|3070|PC|3.0|0|0|0|0|0|0|3000|3000/201767
201767|O-ring 22X1|50.0|nan|8326|PC|1.0|0|0|0|0|0|0|8300|8300/201767
201767|O-ring 22X1|1000.0|nan|8335|PC|1.0|0|0|0|0|0|0|8300|8300/201767
201767|O-ring 22X1|2500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/201767
201767|O-ring 22X1|1000.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/201767
201987|Setting plate TE 2-M assy|2500.0|nan|3070|PC|3.0|0|0|0|0|0|0|3000|3000/201987
201987|Setting plate TE 2-M assy|2500.0|nan|8335|PC|3.0|0|0|0|0|0|0|8300|8300/201987
201987|Setting plate TE 2-M assy|2500.0|nan|8678|PC|2.0|0|0|0|0|0|0|8650|8650/201987
201987|Setting plate TE 2-M assy|2500.0|nan|8770|PC|6.0|0|0|0|0|0|0|8750|8750/201987
202076|Circlip SB 47|2500.0|nan|3070|PC|4.0|0|0|0|0|0|0|3000|3000/202076
202076|Circlip SB 47|50.0|nan|8326|PC|1.0|0|0|0|0|0|0|8300|8300/202076
202076|Circlip SB 47|2500.0|nan|8335|PC|1.0|0|0|0|0|0|0|8300|8300/202076
202086|Toothed gear Z23|2500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/202086
202086|Toothed gear Z23|2500.0|nan|8678|PC|3.0|0|0|0|0|0|0|8650|8650/202086
202086|Toothed gear Z23|2500.0|nan|8770|PC|6.0|0|0|0|0|0|0|8750|8750/202086
202087|Toothed gear Z39|2500.0|nan|3070|PC|2.0|0|0|0|0|0|0|3000|3000/202087
202087|Toothed gear Z39|50.0|nan|8326|PC|4.0|0|0|0|0|0|0|8300|8300/202087
202087|Toothed gear Z39|2500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/202087
202087|Toothed gear Z39|2500.0|nan|8678|PC|4.0|0|0|0|0|0|0|8650|8650/202087
202087|Toothed gear Z39|2500.0|nan|8770|PC|6.0|0|0|0|0|0|0|8750|8750/202087
202091|Needle roller cage K6X9X10|2500.0|nan|3070|PC|4.0|0|0|0|0|0|0|3000|3000/202091
202091|Needle roller cage K6X9X10|2500.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/202091
202091|Needle roller cage K6X9X10|2500.0|nan|8770|PC|6.0|0|0|0|0|0|0|8750|8750/202091
202092|Taptite screw II SN40 5X30|2500.0|nan|3070|PC|3.0|0|0|0|0|0|0|3000|3000/202092
202092|Taptite screw II SN40 5X30|2500.0|nan|8335|PC|4.0|0|0|0|0|0|0|8300|8300/202092
202092|Taptite screw II SN40 5X30|2500.0|nan|8678|PC|1.0|0|0|0|0|0|0|8650|8650/202092
202092|Taptite screw II SN40 5X30|2500.0|nan|8770|PC|4.0|0|0|0|0|0|0|8750|8750/202092
