SOrg,Plnt,Material,Material_number,X_Plant_Material_Status,MS,Gross_weight,WUn,Spart,ValidFrom,Minorder_qty,BUn,Orig,Web,FM_rel,Av,PGr,GRT,Typ,MRPCn,Minlot_size,BUn1,SPT,PDT,TABCD,XYZ,Pl,Safety_Stock,Rounding_val,BUn2,Rprofile,LS,Min_dely_qty,BUn3,key_material
3000,3000,2209971,"Self-drill screw S-MD75S 5,5x52",14,33,10.5,G,nan,2023-06-16,250.0,PC,TW,X,nan,ZC,L10,20.0,Y1,L10,250.0,PC,U0,790.0,C,Z,nan,0.0,250,PC,Z004,PK,250.0,PC,3000/2209971
3000,3000,2203498,Channel OS S-M CH100-4-5-6000 SS,14,33,13628.0,G,nan,2020-03-31,6.0,M,NO,nan,nan,ZC,L11,20.0,Y1,L11,6.0,M,20,880.0,D,N,nan,0.0,6,M,Z004,PK,6.0,M,3000/2203498
3000,3000,2197625,Fastener guide X-FG B3-BTG,14,33,296.0,G,X,2023-01-09,1.0,PC,AT,X,nan,ZC,L04,20.0,Y1,L04,1.0,PC,4C,650.0,D,N,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2197625
3000,3000,2149244,"Nut setter S-NS 13 C 95/3 1/4""",14,33,85.0,G,nan,2020-03-31,1.0,PC,TW,X,nan,ZC,L10,20.0,Y1,L10,1.0,PC,4C,650.0,D,Z,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2149244
3000,3000,2138754,"Pipe ring MQS-SP 2 1/2"" seismic",14,33,1023.0,G,nan,2023-04-28,10.0,PC,TR,nan,nan,ZC,L06,20.0,Y1,L06,10.0,PC,U0,630.0,D,Z,nan,0.0,10,PC,Z004,PK,10.0,PC,3000/2138754
3000,3000,2065591,Goggles PP EY-HA R HC/AF clear,14,33,115.52,G,nan,2015-09-04,1.0,PC,DE,X,nan,ZC,L04,20.0,Y1,L04,1.0,PC,4C,650.0,D,Z,nan,8.0,1,PC,Z004,PK,1.0,PC,3000/2065591
3000,3000,2045009,"Anchor rod HAS-R 316 SS 5/8""x12""",14,33,422.64,G,nan,2015-03-06,10.0,PC,MX,X,nan,ZC,L01,20.0,Y1,L01,60.0,PC,4M,140.0,D,Z,nan,0.0,60,PC,Z004,PK,10.0,PC,3000/2045009
3000,3000,2039061,"Driver bit S-B TX27 25/1"" T (10)",14,33,5.6,G,nan,2015-03-06,10.0,PC,CZ,X,nan,ZZ,L10,20.0,Y1,L10,20.0,PC,4C,650.0,D,N,nan,0.0,10,PC,Z004,PK,10.0,PC,3000/2039061
3000,3000,2038758,"Bit holder S-BH M 50/2""",14,33,28.04,G,nan,2015-09-04,1.0,PC,CZ,X,nan,ZC,L10,20.0,Y1,L10,1.0,PC,4C,650.0,D,Z,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2038758
3000,3000,2036990,Accessory kit Hit Profi Rebar box,14,33,2840.0,G,nan,2015-09-04,1.0,PC,DE,X,nan,ZC,L01,20.0,Y1,L01,1.0,PC,4C,650.0,D,Z,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2036990
3000,3000,388616,"Sprinkler pipe hanger LH 1-1/2"" M10",14,33,53.0,G,nan,2023-09-25,100.0,PC,CN,nan,nan,ZC,L06,20.0,Y1,L06,100.0,PC,U0,630.0,D,N,nan,0.0,100,PC,Z004,PK,100.0,PC,3000/388616
3000,3000,304196,Bored plate MQZ-L9-F,14,33,85.0,G,nan,2020-03-31,20.0,PC,TR,X,nan,ZC,L06,20.0,Y1,L06,20.0,PC,U0,630.0,D,N,nan,0.0,20,PC,Z004,PK,20.0,PC,3000/304196
3000,3000,2173256,Mixer HIT PM,14,40,10.8,G,nan,2024-04-15,1.0,PC,ES,X,nan,ZC,L01,20.0,X5,L01,10.0,PC,4C,650.0,D,Y,nan,20.0,10,PC,Z004,PK,1.0,PC,3000/2173256
3000,3000,2330922,"Pipe shoe MP-PS L1-1 21-26 1/2"" OC",14,40,1575.0,G,nan,2023-09-25,8.0,PC,CZ,X,nan,ZC,L06,20.0,X6,L06,8.0,PC,U0,630.0,D,N,nan,0.0,8,PC,Z004,PK,8.0,PC,3000/2330922
3000,3000,2330924,"Pipe shoe MP-PS L1-1 32-37 1"" OC",14,40,1625.0,G,nan,2023-09-25,8.0,PC,CZ,X,nan,ZC,L06,20.0,X6,L06,8.0,PC,U0,630.0,D,N,nan,0.0,8,PC,Z004,PK,8.0,PC,3000/2330924
3000,3000,418058,"Screw anchor KH-EZ 3/8""x3 1/2""",14,40,62.13,G,nan,2023-01-09,50.0,PC,LI,X,nan,ZC,L02,20.0,X5,L02,50.0,PC,90,140.0,C,Y,nan,315.0,50,PC,Z004,PK,50.0,PC,3000/418058
3000,3000,2345355,Plate MT-P-GM S3 OC set,14,33,8100.0,G,nan,2023-01-06,2.0,PC,CN,X,nan,ZC,L14,20.0,Y1,L14,2.0,PC,U4,640.0,D,Z,nan,0.0,2,PC,Z004,PK,2.0,PC,3000/2345355
3000,3000,2208752,Plate OS Etin TP SS/PA,14,40,15.0,G,nan,2020-03-31,100.0,PC,NO,nan,nan,ZC,L11,20.0,ND,L11,1.0,PC,20,810.0,D,N,nan,0.0,1,PC,Z004,PK,100.0,PC,3000/2208752
3000,3000,2216392,Eq.brack. EQ-UN-#1 SS,14,40,1240.0,G,nan,2020-03-31,1.0,PC,NO,nan,nan,ZC,L11,20.0,ND,L11,1.0,PC,20,810.0,D,Z,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2216392
3000,3000,2205235,Light bracket OS OE100-AH SS,16,60,450.0,G,nan,2020-07-17,1.0,PC,NO,nan,nan,ZC,L11,20.0,ND,L11,1.0,PC,20,620.0,D,N,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2205235
3000,3000,2203482,Starter OS S-M BS-125-CH100-2T-3 SS,14,40,1250.0,G,nan,2020-03-31,1.0,PC,NO,nan,nan,ZC,L11,20.0,Y1,L11,1.0,PC,20,810.0,D,Z,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2203482
3000,3000,2330979,"Pipe shoe MP-PS L2-2 59-65 2"" OC",14,40,3950.0,G,nan,2023-09-25,4.0,PC,CZ,X,nan,ZC,L06,20.0,X6,L06,4.0,PC,U0,630.0,D,N,nan,0.0,4,PC,Z004,PK,4.0,PC,3000/2330979
3000,3000,2208745,Bolt OS LS-M6x65 SS,14,40,19.0,G,nan,2020-03-31,100.0,PC,NO,nan,nan,ZC,L11,20.0,ND,L11,1.0,PC,20,810.0,D,N,nan,0.0,1,PC,Z004,PK,100.0,PC,3000/2208745
3000,3000,2203485,Starter OS S-M BS-CH100-4-A SS,14,40,5503.0,G,nan,2020-03-31,1.0,PC,NO,nan,nan,ZC,L11,20.0,Y1,L11,1.0,PC,20,810.0,D,Z,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2203485
3000,3000,2208744,Bolt OS LS-M6x40 SS,14,40,16.0,G,nan,2020-03-31,100.0,PC,NO,nan,nan,ZC,L11,20.0,ND,L11,1.0,PC,20,810.0,D,Z,nan,0.0,1,PC,Z004,PK,100.0,PC,3000/2208744
3000,3000,2203473,Beam clamp OS S-M BC-160 SS,14,40,1162.0,G,nan,2020-03-31,1.0,PC,NO,nan,nan,ZC,L11,20.0,X6,L11,1.0,PC,20,810.0,D,N,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2203473
3000,3000,2216402,Bracket OS OE-SPEA-B SS,14,40,1310.0,G,nan,2020-03-31,1.0,PC,NO,nan,nan,ZC,L11,20.0,ND,L11,1.0,PC,20,810.0,D,N,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2216402
3000,3000,306600,"Beam clamp BC-EG 3/8""",14,33,170.25,G,nan,2018-08-10,100.0,PC,CN,X,nan,ZC,L06,20.0,X6,L06,100.0,PC,90,140.0,D,N,nan,0.0,100,PC,Z004,PK,100.0,PC,3000/306600
3000,3000,203854,Dust bag VC 20/150-6 (10) plastic,14,40,94.0,G,nan,2023-06-16,10.0,PC,DE,X,nan,ZC,L05,20.0,X6,L05,10.0,PC,4C,650.0,D,N,nan,0.0,10,PC,Z004,PK,10.0,PC,3000/203854
3000,3000,2232613,PROFIS Eng. Enterprise Licence,18,40,0.0,G,nan,2019-01-22,1.0,PC,nan,nan,nan,nan,L13,0.0,ND,L13,1.0,PC,20,10.0,D,N,X,0.0,1,PC,Z004,nan,1.0,PC,3000/2232613
3000,3000,2331000,"Pipe shoe MP-PS M2-2 88-94 3"" OC",14,33,4900.0,G,nan,2023-01-06,2.0,PC,CZ,X,nan,ZC,L06,20.0,X6,L06,2.0,PC,U0,630.0,D,Z,nan,0.0,2,PC,Z004,PK,2.0,PC,3000/2331000
3000,3000,2075615,Angle grinder AG 700-14D,14,33,6200.0,G,nan,2020-04-01,1.0,PC,CN,X,nan,ZC,L08,20.0,X0,L08,27.0,PC,90,140.0,A,X,nan,40.0,1,PC,Z004,PK,1.0,PC,3000/2075615
3000,3000,2351661,Wall saw blade DS-BT 600x4.8/60H MCL,14,40,9500.0,G,nan,2023-09-01,1.0,PC,HU,X,nan,ZC,L12,20.0,X5,L12,1.0,PC,U0,630.0,D,N,nan,5.0,1,PC,Z004,PK,1.0,PC,3000/2351661
3000,3000,2243847,Nibbler SPN 6-A22 case,14,80,5534.2,G,nan,2024-07-03,1.0,PC,CH,nan,F,ZC,L15,20.0,ND,L15,1.0,PC,4C,650.0,C,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/2243847
3000,3000,3873870,Battery pack B 12/4.0 Li-ion,14,80,354.0,G,nan,2024-03-07,1.0,PC,CN,nan,F,ZC,L09,20.0,X6,L09,25.0,PC,U0,370.0,D,Z,X,0.0,25,PC,Z004,PK,1.0,PC,3000/3873870
3000,3000,3814573,Taladro con percusión UH 700 120V - REAC,14,80,3828.125,G,nan,2023-10-31,1.0,PC,MX,nan,nan,ZC,L08,20.0,ND,L08,1.0,PC,20,450.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3814573
3000,3000,2008330,Threaded rod AM 8.8 M33x1000 zinced,14,40,5733.333,G,nan,2020-02-06,1.0,PC,CN,nan,nan,ZC,L01,20.0,X6,L01,1.0,PC,U4,740.0,D,N,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2008330
3000,3000,336550,Round steel brush HIT-RB 16,14,40,42.0,G,nan,2023-12-08,1.0,PC,CH,X,nan,ZC,L01,20.0,ND,L01,1.0,PC,4C,650.0,D,N,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/336550
3000,3000,2343894,Cartridge 6.8/11 M10 BULK red,14,80,1.556,G,nan,2024-02-15,100.0,PC,DE,nan,nan,ZC,L04,20.0,ND,L04,1000.0,PC,4C,400.0,D,N,X,0.0,1.000,PC,Z004,PK,100.0,PC,3000/2343894
3000,3000,428301,Optical level POL 15,14,40,2870.0,G,nan,2018-07-06,1.0,PC,CN,X,F,ZC,L07,20.0,X6,L07,1.0,PC,4C,650.0,D,Z,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/428301
3000,3000,2203502,End cover Mekano 100-2T EC TPV,14,33,32.0,G,nan,2020-03-31,50.0,PC,NO,nan,nan,ZC,L11,20.0,Y1,L11,1.0,PC,20,810.0,D,N,nan,0.0,1,PC,Z004,PK,50.0,PC,3000/2203502
3000,3000,2144190,Powder-actuated tool DX 9-HSN,14,33,21550.0,G,nan,2023-06-22,1.0,PC,AT,X,nan,ZC,L04,20.0,X6,L04,1.0,PC,4C,810.0,D,Z,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2144190
3000,3000,2144191,Powder-actuated tool DX 9-ENP,14,33,21130.0,G,nan,2023-06-22,1.0,PC,AT,X,nan,ZC,L04,20.0,X6,L04,1.0,PC,4C,810.0,D,Z,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2144191
3000,3000,2238428,Starter OS S-M BS-130-CH100-2T SS,14,33,1900.0,G,nan,2020-03-31,1.0,PC,NO,nan,nan,ZC,L11,20.0,Y1,L11,1.0,PC,20,810.0,D,N,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2238428
3000,3000,2192401,Rotor TE 60-A36 serv. set,14,80,238.0,G,X,2024-03-07,1.0,PC,DE,nan,nan,ZC,U26,20.0,ND,U26,1.0,PC,20,390.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/2192401
3000,3000,2251184,Cordl. orbital jig saw SJD 6-22 box,14,40,2980.0,G,nan,2023-02-22,1.0,PC,CN,X,F,ZC,L15,20.0,X5,L15,1.0,PC,U4,640.0,D,N,nan,2.0,1,PC,Z004,PK,1.0,PC,3000/2251184
3000,3000,2038073,"Hammer drill bit TE-C 1/4""-6""",14,80,45.0,G,nan,2024-03-05,1.0,PC,DE,nan,nan,ZC,L09,20.0,ND,L09,750.0,PC,90,140.0,D,X,X,0.0,250,PC,Z004,PK,1.0,PC,3000/2038073
3000,3000,7285,Marking character X-MC S 8/10 J,14,40,29.0,G,nan,2023-01-09,1.0,PC,FR,nan,nan,ZC,L04,20.0,X6,L04,1.0,PC,4C,800.0,D,N,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/7285
3000,3000,7292,Marking character X-MC S 8/10 Q,14,40,20.0,G,nan,2023-01-09,1.0,PC,FR,nan,nan,ZC,L04,20.0,X6,L04,1.0,PC,4C,650.0,D,N,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/7292
3000,3000,2305643,Diamond wire DS-W 10.2-100m EP SP-L C&S,14,40,330.0,G,nan,2023-09-01,5.0,M,KR,X,nan,ZC,L12,20.0,X6,L12,5.0,M,4C,1070.0,D,N,nan,0.0,5,M,Z004,PK,5.0,M,3000/2305643
3000,3000,2305644,Diamond wire DS-W 10.2-50m EP SP-L C&S,14,40,364.0,G,nan,2023-09-01,5.0,M,KR,X,nan,ZC,L12,20.0,X6,L12,5.0,M,4C,1070.0,D,N,nan,0.0,5,M,Z004,PK,5.0,M,3000/2305644
3000,3000,2305645,Diamond wire DS-W 10.2-25m EP SP-L C&S,14,40,312.0,G,nan,2023-09-01,5.0,M,KR,X,nan,ZC,L12,20.0,X6,L12,5.0,M,4C,1070.0,D,N,nan,0.0,5,M,Z004,PK,5.0,M,3000/2305645
3000,3000,2305646,Diamond wire DS-W 10.2m EP SP-L C&S,14,40,330.0,G,nan,2023-01-09,1.0,M,KR,X,nan,ZC,L12,20.0,X6,L12,1.0,M,4C,1070.0,D,N,nan,0.0,1,M,Z004,PK,1.0,M,3000/2305646
3000,3000,2305653,Diamond wire DS-W 10.8m EP SP-M/H ST,14,40,330.0,G,nan,2023-01-09,1.0,M,KR,X,nan,ZC,L12,20.0,X6,L12,1.0,M,4C,1070.0,D,N,nan,0.0,1,M,Z004,PK,1.0,M,3000/2305653
3000,3000,2305661,Diamond wire DS-W 10.5-100m VB SP-H,14,33,330.0,G,nan,2022-12-01,100.0,M,KR,X,nan,ZC,L12,20.0,X6,L12,5.0,M,4C,1070.0,D,Z,nan,0.0,5,M,Z004,PK,100.0,M,3000/2305661
3000,3000,2305662,Diamond wire DS-W 10.5-50m VB SP-H,14,33,349.6,G,nan,2022-12-01,50.0,M,KR,X,nan,ZC,L12,20.0,X6,L12,5.0,M,4C,1070.0,D,Z,nan,0.0,5,M,Z004,PK,50.0,M,3000/2305662
3000,3000,2305664,Diamond wire DS-W 10.5m VB SP-H,14,33,330.0,G,nan,2022-12-01,1.0,M,KR,nan,nan,ZC,L12,20.0,X6,L12,5.0,M,4C,1070.0,D,Z,nan,0.0,5,M,Z004,PK,1.0,M,3000/2305664
3000,3000,2349151,Grating disc X-FCM 48/53,14,40,45.5,G,nan,2023-01-09,100.0,PC,CN,X,nan,ZC,L04,20.0,X6,L04,100.0,PC,4C,1580.0,D,N,nan,0.0,100,PC,Z004,PK,100.0,PC,3000/2349151
3000,3000,292928,"Hammer drill bit TE-YX 1 1/16""-21""",14,80,1010.0,G,nan,2021-12-23,1.0,PC,DE,nan,nan,ZZ,L09,20.0,ND,L09,1.0,PC,4C,530.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/292928
3000,3000,3814588,S de sable a batería SR 30-A36 mal REACO,14,40,6084.0,G,nan,2022-07-01,1.0,PC,MX,nan,nan,ZC,L09,20.0,X6,L09,1.0,PC,20,450.0,D,N,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/3814588
3000,3000,2068486,Remote contr./laser rec. PRA 30,14,80,660.0,G,nan,2023-05-19,1.0,PC,CN,nan,nan,ZR,L07,20.0,ND,L07,1.0,PC,4C,420.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/2068486
3000,3000,3526427,"DS-BT 66X250/H1"" MCU",14,80,300.0,LB,nan,2018-05-03,1.0,PC,US,nan,nan,ZC,L12,20.0,ND,L12,1.0,PC,20,140.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3526427
3000,3000,273212,"Round steel brush HIT-RB 1""",14,33,57.1,G,nan,2023-09-01,1.0,PC,CH,X,nan,ZC,L01,20.0,Y1,L01,1.0,PC,4C,650.0,D,Y,nan,5.0,1,PC,Z004,PK,1.0,PC,3000/273212
3000,3000,273216,"Round steel brush HIT-RB 1 1/4""",14,33,72.0,G,nan,2023-01-09,1.0,PC,CH,X,F,ZC,L01,20.0,Y1,L01,1.0,PC,4C,650.0,D,Y,nan,3.0,1,PC,Z004,PK,1.0,PC,3000/273216
3000,3000,3516196,Promo TE50 +  Broca TE-YX 1/2x13 + Reloj,14,80,1.0,G,nan,2020-04-03,1.0,PC,MX,nan,nan,ZC,L08,10.0,ND,L08,1.0,PC,05,400.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3516196
3000,3000,3516197,Promo TE50 +  Broca TE-YX 3/4x21 + Reloj,14,80,1.0,G,nan,2020-04-03,1.0,PC,MX,nan,nan,ZC,L08,10.0,ND,L08,1.0,PC,05,400.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3516197
3000,3000,3516198,Promo TE50 +  Broca TE-YX 5/8x14 + Reloj,14,80,1.0,G,nan,2020-04-03,1.0,PC,MX,nan,nan,ZC,L08,10.0,ND,L08,1.0,PC,05,400.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3516198
3000,3000,3516200,PromTE500+Mulitpak(4)CincelesPunt/Plan+r,14,80,1.0,G,nan,2014-07-31,1.0,PC,MX,nan,nan,ZC,L08,10.0,ND,L08,1.0,PC,05,400.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3516200
3000,3000,2108090,Cordl. imp. wrench SIW 9-A22 box,14,33,3307.0,G,nan,2024-02-14,1.0,PC,CN,X,F,ZC,L09,20.0,X6,L09,1.0,PC,U0,630.0,D,Z,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2108090
3000,3000,2368504,Plunge cut blade SMT SM BiM w/s,14,33,44.0,G,nan,2023-02-10,1.0,PC,CH,X,nan,ZC,L09,20.0,X6,L09,1.0,PC,4C,650.0,D,Z,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2368504
3000,3000,293476,"Hammer drill bit TE-YX 27/32""-13""",14,80,500.0,G,nan,2018-08-16,1.0,PC,DE,nan,nan,ZC,L09,20.0,ND,L09,1.0,PC,4C,420.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/293476
3000,3000,2259033,Cutting disc DC-D SPX 115 (6) hard tile,14,40,97.8,G,nan,2023-01-09,6.0,PC,CN,X,nan,ZC,L05,20.0,X6,L05,6.0,PC,U0,630.0,D,N,nan,0.0,6,PC,Z004,PK,6.0,PC,3000/2259033
3000,3000,293477,"Hammer drill bit TE-YX 27/32""-21""",14,80,740.0,G,nan,2018-08-28,1.0,PC,DE,nan,nan,ZC,L09,20.0,ND,L09,1.0,PC,4C,420.0,C,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/293477
3000,3000,409177,Hammer drill bit TE-CX 8/22,14,40,67.68,G,nan,2015-03-06,1.0,PC,DE,X,nan,ZC,L09,20.0,X6,L09,25.0,PC,4C,650.0,C,Y,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/409177
3000,3000,2103924,Carbon brush 100-120V set,14,40,17.0,G,X,2023-06-16,1.0,PC,DE,X,nan,ZC,L08,20.0,X6,L08,1.0,PC,4C,650.0,A,N,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2103924
3000,3000,293475,"Hammer drill bit TE-YX 13/16""-21""",14,80,740.56,G,nan,2018-08-29,1.0,PC,DE,nan,nan,ZZ,L09,20.0,ND,L09,1.0,PC,4C,420.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/293475
3000,3000,293469,"Hammer drill bit TE-YX 11/16""-13""",14,80,430.0,G,nan,2018-10-05,1.0,PC,DE,nan,nan,ZC,L09,20.0,ND,L09,1.0,PC,4C,420.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/293469
3000,3000,202369,Crank tripod PUA 30,14,80,5400.0,G,nan,2018-01-29,1.0,PC,DE,nan,nan,ZC,L07,20.0,ND,L07,1.0,PC,4C,420.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/202369
3000,3000,3797680,Exoesqueleto HA EXO-O1 ( 10 pcs ),14,80,55032.0,G,nan,2022-12-27,1.0,PC,nan,X,F,ZC,L05,0.0,ND,L05,1.0,PC,05,0.0,D,N,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3797680
3000,3000,3797679,Exoesqueleto HA EXO-O1 ( 5 pcs ),14,80,27516.0,G,nan,2022-12-27,1.0,PC,nan,X,F,ZC,L05,0.0,ND,L05,1.0,PC,05,0.0,D,N,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3797679
3000,3000,3797678,Exoesqueleto HA EXO-O1 ( 2 pcs ),14,80,11.006,G,nan,2022-12-27,1.0,PC,nan,X,F,ZC,L05,0.0,ND,L05,1.0,PC,05,0.0,D,N,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3797678
3000,3000,2082876,Hose Set WS 15 INNEN assy packed,14,40,994.0,G,X,2020-03-31,1.0,PC,IT,nan,nan,ZR,L12,20.0,X6,L12,1.0,PC,4C,650.0,D,N,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2082876
3000,3000,3514357,Promo GX120 (X-GN32),14,80,1.0,G,nan,2016-06-30,1.0,PC,MX,nan,nan,ZC,L04,10.0,ND,L04,1.0,PC,05,400.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3514357
3000,3000,3514358,Promo GX120 (X-GN39),14,80,1.0,G,nan,2014-02-13,1.0,PC,MX,nan,nan,ZC,L04,10.0,ND,L04,1.0,PC,05,400.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3514358
3000,3000,3514354,Promo GX120 (X-GN18),14,80,1.0,G,nan,2019-10-11,1.0,PC,MX,nan,nan,ZC,L04,10.0,ND,L04,1.0,PC,05,400.0,D,Z,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3514354
3000,3000,3793179,Kit PM 40-MG + B12 + C12 + PMA 20 + PMA,14,80,6247.0,G,nan,2022-12-27,1.0,PC,MX,nan,F,ZC,L07,0.0,ND,L07,1.0,PC,05,0.0,D,N,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3793179
3000,3000,3656729,Combo SIW 6AT-A22 + Maletin,14,80,1688.0,G,nan,2022-12-27,1.0,PC,MX,nan,nan,ZC,L09,20.0,ND,L09,1.0,PC,20,450.0,D,N,X,0.0,1,PC,Z004,PK,1.0,PC,3000/3656729
3000,3000,2247631,Detection office SingleUser One time,14,40,0.0,G,nan,2023-06-16,1.0,PC,nan,X,nan,nan,L07,0.0,ND,L07,0.0,PC,nan,0.0,D,N,nan,0.0,0,PC,nan,nan,1.0,PC,3000/2247631
3000,3000,369675,Beam clamp MQT-21-41,14,33,378.2,G,nan,2023-09-25,10.0,PC,TR,X,nan,ZC,L11,20.0,X6,L11,10.0,PC,U0,630.0,D,N,nan,0.0,10,PC,Z004,PK,10.0,PC,3000/369675
3000,3000,2210232,Ultimate exp anc KB-TZ2 1/4x3 1/4 SS316,14,40,23.0,G,nan,2023-06-16,100.0,PC,MX,X,nan,ZC,L02,20.0,X6,L02,1600.0,PC,4M,140.0,C,Y,nan,0.0,1.600,PC,Z004,PK,100.0,PC,3000/2210232
3000,3000,2205836,Flexi riser OS OE150 FR-150 SS,16,40,4900.0,G,nan,2020-07-17,1.0,PC,nan,nan,nan,ZC,L11,20.0,X6,L11,1.0,PC,20,400.0,D,N,nan,0.0,1,PC,Z004,PK,1.0,PC,3000/2205836
