13.09.2024                                         Dynamic List Display                                                                                                  1


	SOrg.	Plnt	Name 1	SLoc	Description	Material	Material Description	Profl.	Serial Number		PP	Equipment	Pstng Date	Total	Serials	BUn
	3000	3090	Hilti TS Mexico	0171	3090-0171	272471	Battery pack B 36 2.4 Li-Ion	Z001	3119373		01	300028953954	13.01.2010		     2	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	272915	Battery pack B 36/2.6 Li-Ion	Z001	60818		01	300029089185	27.10.2009		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	273114	Battery pack B 144 2.6 Li-Ion	Z001	1817442		01	300027936973	24.06.2009		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	273643	Combihammer TE 70-ATC 120V	Z001	28863		01	300023120284	26.09.2008		     3	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	273643	Combihammer TE 70-ATC 120V	Z001	58401		01	300027186925	13.08.2009		     3	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	273643	Combihammer TE 70-ATC 120V	Z001	68289		01	300025093975	18.08.2008		     3	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	273745	Hammer drill UH 700 120V	Z001	69972		01	300032878341	01.05.2012		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	274719	Breaker TE 500-AVR 120V	Z001	11797		01	300021999746	15.02.2008		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	283495	Diamond coring tool DD 200 127V	Z001	43137		01	300022202439	16.12.2008		     3	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	283495	Diamond coring tool DD 200 127V	Z001	71071		01	300032964862	12.08.2011		     3	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	283495	Diamond coring tool DD 200 127V	Z001	43137.		01	300026532550	23.01.2009		     3	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	284778	Breaker TE 706-AVR 120V	Z001	88699		01	300030037393	20.07.2010		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	285698	Drywall screwdriver SD 4500 120V 15ft	Z001	296395		01	300026220145	26.02.2009		     2	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	285698	Drywall screwdriver SD 4500 120V 15ft	Z001	418389		01	300038224459	14.06.2012		     2	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	286270	Combihammer TE 35 120V TE-C	Z001	BAJA.ND.CEN3.1		01	300050829551	04.10.2014		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	305179	Powder-actuated tool DX 460 F8	Z001	324364		01	300029756552	20.07.2010		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	305534	Drilling stand DD-HD 30	Z001	35373		01	300022856658	23.01.2009		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	310218	Sawing head DS TS22	Z001	S/N		07	300022289270	29.04.2010		     2	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	310218	Sawing head DS TS22	Z001	125896		01	300022149751	14.12.2007		     2	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	310220	Remote control DS RC-TS22	Z001	S.N.N.		01	300022288703	28.12.2007		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	310491	Hydraulic power unit LP 15 3X220V	Z001	12356		01	300022149750	14.12.2007		     2	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	310491	Hydraulic power unit LP 15 3X220V	Z001	S/N		07	300022289269	29.04.2010		     2	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	320286	Laser range meter PD 42	Z001	8080121.		01	300023940977	28.05.2008		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	334239	Combihammer TE 76-ATC 120V	Z001	242995.		01	300023940978	28.05.2008		     2	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	334239	Combihammer TE 76-ATC 120V	Z001	241779		01	300020583931	23.01.2008		     2	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	369388	Diamond grinder DG 150 120V WH	Z001	70292		01	300051612986	21.11.2014		     2	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	369388	Diamond grinder DG 150 120V WH	Z001	62027		01	300051612985	21.11.2014		     2	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	374040	Combihammer TE 56-ATC 120V	Z001	115182..		01	300026532549	23.01.2009		     2	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	374040	Combihammer TE 56-ATC 120V	Z001	117961		01	300023115029	15.10.2009		     2	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	377788	Breaker TE 905-AVR 120V	Z001	325659		01	300022091853	28.05.2008		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	382594	Angle grinder DAG 500-D 120V box	Z001	206000517		01	300041128401	10.04.2013		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	384034	Powder-actuated tool DX 36	Z001	483672		01	300038069465	30.01.2013		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	387980	Gas-actuated tool GX 100	Z001	090284.		01	300024097054	28.05.2008		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	411288	Laser receiver PMA 31	Z001	188100046		01	300035476084	14.09.2011		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	414166	Breaker TE 3000-AVR 120V	Z001	17938		01	300034640463	26.10.2012		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	2004788	Laser range meter PD 5	Z001	269123563		01	300042685318	22.01.2013		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	2005630	Cordl. dispenser HDE 500-A22 box	Z001	104000		01	300070623397	06.06.2018		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	2018896	Battery pack B 36/6.0 Li-Ion	Z001	283626		01	300071545824	07.03.2018		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	2047072	Multi line laser PM 4-M	Z001	252130044		01	300047931325	04.03.2014		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	2098521	Line laser PM 2-LG	Z001	360180257		01	300080925569	13.11.2019		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	2119163	Angle grinder AG 500-12D	Z001	806000077		01	300075999943	23.10.2018		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	2136396	Battery pack B 22/5.2 Li-ion	Z001	30030294		01	300097112999	17.11.2021		     1	PC
	3000	3090	Hilti TS Mexico	0171	3090-0171	2149471	Breaker TE 2000-AVR 120V	Z001	36167		01	300078679607	18.09.2019		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	70748	Angle grinder DCG 180-P 127V	Z001	210000060		01	300042874018	01.08.2013		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	202416	Laser range meter PD 4	Z001	387980		01	300026017193	14.11.2008		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	228026	Cordless rotary hammer TE 7-A	Z001	100201		07	300033362885	30.08.2011		     3	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	228026	Cordless rotary hammer TE 7-A	Z001	108973		01	300036076421	19.01.2012		     3	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	228026	Cordless rotary hammer TE 7-A	Z001	2155559		01	300044306790	22.05.2013		     3	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	228061	Rotary hammer TE 7-C 120V	Z001	254408		01	300031845468	30.08.2011		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	228085	Rotary hammer TE 2 120V case	Z001	736237		01	300021072696	14.02.2008		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	248739	Breaker TE 1000-AVR 120V	Z001	66464		01	300032246985	27.08.2012		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	267579	Angle grinder DAG 451-S 120V box	Z001	791000294		01	300023043733	03.03.2009		     4	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	267579	Angle grinder DAG 451-S 120V box	Z001	881000688		01	300024943547	28.03.2009		     4	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	267579	Angle grinder DAG 451-S 120V box	Z001	885000614		01	300025124979	28.03.2009		     4	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	267579	Angle grinder DAG 451-S 120V box	Z001	886000858		01	300025124982	28.03.2009		     4	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	272441	Battery charger C 4/36-ACS Li-Ion 115V	Z001	8023160		01	300044528377	11.06.2013		     5	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	272441	Battery charger C 4/36-ACS Li-Ion 115V	Z001	8019794		01	300042801329	17.01.2013		     5	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	272441	Battery charger C 4/36-ACS Li-Ion 115V	Z001	8017310		01	300042186290	01.08.2013		     5	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	272441	Battery charger C 4/36-ACS Li-Ion 115V	Z001	8010451		01	300038290425	19.01.2012		     5	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	272441	Battery charger C 4/36-ACS Li-Ion 115V	Z001	8002841		01	300034877200	27.04.2011		     5	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	273643	Combihammer TE 70-ATC 120V	Z001	90361		01	300032246930	30.08.2011		     3	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	273643	Combihammer TE 70-ATC 120V	Z001	134164		01	300040246914	28.08.2012		     3	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	273643	Combihammer TE 70-ATC 120V	Z001	159435		01	300045107988	18.03.2014		     3	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	274719	Breaker TE 500-AVR 120V	Z001	126887		01	300069633758	15.02.2018		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	285698	Drywall screwdriver SD 4500 120V 15ft	Z001	199040.		01	300023088750	05.06.2008		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	337032	Diamond cutter DC 180-S 127V	Z001	68900335		01	300027017890	19.03.2009		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	370102	Battery pack SFB 185	Z001	119910		01	300040259966	09.09.2016		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	370844	Nail magazine MX 72 assy	Z001	118001		01	300052570325	05.07.2018		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	377417	Powder-actuated tool DX 460 MX 72	Z001	196235		01	300018074490	18.04.2008		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	377616	Powder-actuated tool DX 351 BT G	Z001	175222		01	300040091924	09.09.2016		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	378266	Cordl. drill XBT 4000-A	Z001	6579		01	300040107660	09.09.2016		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	378449	Battery charger C 7/24 115V	Z001	C238078		01	300040893647	09.09.2016		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	378546	Metal constr screwdr ST 1800 120V box	Z001	128607.		01	300024943548	30.07.2008		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	382594	Angle grinder DAG 500-D 120V box	Z001	509000023		01	300060674849	09.09.2016		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	387980	Gas-actuated tool GX 100	Z001	125464		01	300026017194	14.11.2008		     2	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	387980	Gas-actuated tool GX 100	Z001	90188.		01	300024199449	05.06.2008		     2	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	401594	Battery pack B 36/3.9 Li-Ion	Z001	131167		01	300044306791	22.05.2013		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	405032	Cordl. imp. wrench SIW 22T-A case	Z001	7814759		01	300072937844	17.05.2018		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	414166	Breaker TE 3000-AVR 120V	Z001	20508		01	300036231127	19.01.2012		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	2007431	Battery pack B 22/3.3 Li-Ion	Z001	7532958		01	300044331246	31.07.2014		     3	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	2007431	Battery pack B 22/3.3 Li-Ion	Z001	8007277		01	300055077127	15.09.2016		     3	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	2007431	Battery pack B 22/3.3 Li-Ion	Z001	8639078		01	300055107079	15.09.2016		     3	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	2028878	Battery charger C 4/36-350 115V box	Z001	90150544		01	300055674031	15.09.2016		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	2069466	Cordl. imp. wrench SIW 22T-A 3/4" case	Z001	1007248		01	300068367252	07.11.2018		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	2098466	Cordless rotary hammer TE 6-A36 case	Z001	36309		01	300063730731	31.10.2017		     1	PC
	3000	3090	Hilti TS Mexico	0172	3090-0172	2110409	Battery pack B 22/5.2 Li-ion	Z001	706230582		01	300067112108	06.11.2017		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	202416	Laser range meter PD 4	Z001	71080791		01	300024991067	04.06.2009		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	244277	Cordl. drill driver SF 144-A Li-Ion	Z001	216148		01	300026758257	10.03.2009		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	267579	Angle grinder DAG 451-S 120V box	Z001	98800115		01	300028992307	03.02.2010		     2	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	267579	Angle grinder DAG 451-S 120V box	Z001	790000167		01	300024359029	13.06.2008		     2	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	272441	Battery charger C 4/36-ACS Li-Ion 115V	Z001	2077956		01	300032787874	25.10.2010		     2	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	272441	Battery charger C 4/36-ACS Li-Ion 115V	Z001	389556.		01	300033507994	30.12.2010		     2	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	272833	Cordl. imp. wrench SIW 144-A	Z001	1104179		01	300023163527	10.12.2008		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	272915	Battery pack B 36/2.6 Li-Ion	Z001	60820		01	300029071259	14.06.2010		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	272939	Battery charger C 4/36 Li-Ion 115V	Z001	8034621		01	300024073511	11.12.2008		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	273114	Battery pack B 144 2.6 Li-Ion	Z001	8001589		01	300032787875	25.10.2010		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	274638	Gas-actuated tool GX 120	Z001	334636		01	300043269532	19.04.2013		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	274935	Diamond coring tool DD 120 120V	Z001	5574		01	300023084493	13.06.2008		     2	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	274935	Diamond coring tool DD 120 120V	Z001	5591		01	300023084510	26.05.2010		     2	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	281297	Screw magazine SMD 57	Z001	25648		01	300026017195	14.11.2008		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	283495	Diamond coring tool DD 200 127V	Z001	35775		01	300019809584	11.06.2009		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	320286	Laser range meter PD 42	Z001	350030130		01	300029967926	03.02.2010		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	331413	Rotating laser PRI 2 / PRA 22	Z001	130071102		01	300023349078	13.03.2008		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	355440	Rotary hammer TE 1 120V box	Z001	428422		01	300060112918	22.09.2016		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	369388	Diamond grinder DG 150 120V WH	Z001	29974.		01	300025448840	26.09.2008		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	377417	Powder-actuated tool DX 460 MX 72	Z001	191437		01	300017784786	18.02.2008		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	377788	Breaker TE 905-AVR 120V	Z001	325081		01	300031059181	26.05.2010		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	378275	Orbital recip. saw WSR 900-PE 120V	Z001	77283		01	300028992776	19.10.2009		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	382594	Angle grinder DAG 500-D 120V box	Z001	204000613		01	300040259252	29.08.2012		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	407960	Ferrodetector PS 35	Z001	346090108		01	300031278483	20.11.2010		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	432561	Cordl. dryw. screwdr. SD 5000-A22	Z001	373156		01	300031236577	19.10.2011		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2004788	Laser range meter PD 5	Z001	67160038		01	300060143630	04.08.2016		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2007431	Battery pack B 22/3.3 Li-Ion	Z001	8833152		01	300056900987	13.11.2015		     3	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2007431	Battery pack B 22/3.3 Li-Ion	Z001	8782368		01	300056115203	24.09.2015		     3	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2007431	Battery pack B 22/3.3 Li-Ion	Z001	7424819		01	300043931100	19.04.2013		     3	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2028878	Battery charger C 4/36-350 115V box	Z001	2201700533		01	300100365333	03.05.2022		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2061409	Laser range meter PD-E	Z001	157146708		01	300050023330	31.03.2015		     2	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2061409	Laser range meter PD-E	Z001	160173355		01	300066895315	06.09.2017		     2	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2064659	Breaker TE 800-AVR 120V	Z001	43344		01	300061607887	10.11.2016		     1	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2071120	Laser receiver PRA 20	Z001	45140188		01	300052342880	27.02.2017		     2	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2071120	Laser receiver PRA 20	Z001	166170121		01	300068401338	25.09.2017		     2	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2077976	Battery pack B 12/2.6	Z001	215510364		01	300107119736	24.03.2023	   1	     2	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2077976	Battery pack B 12/2.6	Z001	613220270		07	300063355208	28.12.2021	   1	     2	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2110409	Battery pack B 22/5.2 Li-ion	Z001	628020550		01	300063703840	25.10.2017		     3	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2110409	Battery pack B 22/5.2 Li-ion	Z001	706230592		01	300066894409	29.06.2017		     3	PC
	3000	3090	Hilti TS Mexico	0173	3090-0173	2110409	Battery pack B 22/5.2 Li-ion	Z001	711021489		01	300068816363	16.10.2017		     3	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	2842	Laser receiver PMA 30	Z001	171070046		01	300023765061	28.05.2008		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	228085	Rotary hammer TE 2 120V case	Z001	721025		01	300020727736	26.02.2008		     2	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	228085	Rotary hammer TE 2 120V case	Z001	736889		01	300021073351	29.05.2008		     2	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	273114	Battery pack B 144 2.6 Li-Ion	Z001	2234655		01	300034433872	23.03.2011		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	273758	Drill UD 30 120V	Z001	66996		01	300031853252	04.03.2011		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	274719	Breaker TE 500-AVR 120V	Z001	11793		01	300021999742	14.02.2008		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	274935	Diamond coring tool DD 120 120V	Z001	5049		01	300022180267	14.02.2008		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	284778	Breaker TE 706-AVR 120V	Z001	63374.		01	300024665486	02.07.2008		     3	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	284778	Breaker TE 706-AVR 120V	Z001	118848		01	300036569317	03.11.2011		     3	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	284778	Breaker TE 706-AVR 120V	Z001	63374		01	300024665485	02.07.2008		     3	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	285698	Drywall screwdriver SD 4500 120V 15ft	Z001	218763.		01	300022951726	14.02.2008		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	320281	Laser range meter PD 40	Z001	25080107		01	300040610749	24.07.2012		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	320286	Laser range meter PD 42	Z001	12110270		01	300034433870	23.03.2011		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	331449	Line laser PML 32-R kit	Z001	11507228.		01	300023765110	28.05.2008		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	334203	Impact wrench SI 100 120V case	Z001	56767		01	300033773110	24.07.2012		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	334239	Combihammer TE 76-ATC 120V	Z001	14.0241965		01	300024302687	09.06.2008		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	377325	Powder-actuated tool DX E72	Z001	71116		01	300017780920	26.02.2008		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	378426	Battery pack B 24/3.0 NiMH	Z001	288174		01	300023088739	09.07.2008		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	378449	Battery charger C 7/24 115V	Z001	C238021		01	300036057118	22.07.2011		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	382594	Angle grinder DAG 500-D 120V box	Z001	370238344		01	300048947715	21.05.2014		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	383885	Combihammer TE 40 120V	Z001	2698		01	300021547953	14.02.2008		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	404263	Rotary hammer TE 30 127V	Z001	88969		01	300042591283	04.04.2013		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	404314	Rotary hammer TE 30-M-AVR 127V	Z001	53538		01	300033531731	04.03.2011		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	418009	Battery pack B 36/3.0 Li-Ion	Z001	637305		01	300048947716	21.05.2014		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	426117	Cordl. lamp SFL 22-A box	Z001	102539		01	300032067405	08.07.2016		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	2004788	Laser range meter PD 5	Z001	346133495		01	300048204107	22.03.2014		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	2005206	Diamond coring tool DD 160 120V	Z001	16631		01	300047436337	02.04.2014		     1	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	2007431	Battery pack B 22/3.3 Li-Ion	Z001	8639218		01	300054941434	09.07.2015		     2	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	2007431	Battery pack B 22/3.3 Li-Ion	Z001	7824295		01	300047853639	18.03.2014		     2	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	2028878	Battery charger C 4/36-350 115V box	Z001	20930313		01	300048030625	11.03.2014		     4	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	2028878	Battery charger C 4/36-350 115V box	Z001	20930469		01	300048074231	18.03.2014		     4	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	2028878	Battery charger C 4/36-350 115V box	Z001	61040520		01	300052590931	25.05.2015		     4	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	2028878	Battery charger C 4/36-350 115V box	Z001	190940157		01	300054941432	09.07.2015		     4	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	2180532	Cordl. drill driver SBT 4-A22 box	Z001	171780116		01	300070865883	31.01.2018		     2	PC
	3000	3090	Hilti TS Mexico	0174	3090-0174	2180532	Cordl. drill driver SBT 4-A22 box	Z001	181490436		01	300078260681	22.05.2019		     2	PC
	3000	3090	Hilti TS Mexico	0175	3090-0175	211898	Angle grinder DAG 450-S 120V	Z001	21896		01	300036295405	15.08.2011		     1	PC
	3000	3090	Hilti TS Mexico	0175	3090-0175	228111	Rotary hammer TE 2-M 120V case	Z001	219843		01	300023970391	14.10.2008		     1	PC
	3000	3090	Hilti TS Mexico	0175	3090-0175	377325	Powder-actuated tool DX E72	Z001	105565		01	300045299025	22.01.2016		     2	PC
	3000	3090	Hilti TS Mexico	0175	3090-0175	377325	Powder-actuated tool DX E72	Z001	105568		01	300045299028	22.01.2016		     2	PC
	3000	3090	Hilti TS Mexico	0175	3090-0175	382594	Angle grinder DAG 500-D 120V box	Z001	211000319		01	300043267180	08.04.2013		     1	PC
	3000	3090	Hilti TS Mexico	0175	3090-0175	387980	Gas-actuated tool GX 100	Z001	93979		01	300023581656	08.08.2011		     1	PC
	3000	3090	Hilti TS Mexico	0175	3090-0175	404263	Rotary hammer TE 30 127V	Z001	106407		01	300048786508	13.11.2014		     1	PC
	3000	3090	Hilti TS Mexico	0175	3090-0175	410697	Cordless rotary hammer TE 6-A36-AVR case	Z001	103065		01	300035157493	28.10.2011		     1	PC
	3000	3090	Hilti TS Mexico	0175	3090-0175	418009	Battery pack B 36/3.0 Li-Ion	Z001	327883		01	300039623326	04.05.2012		     1	PC
	3000	3090	Hilti TS Mexico	0175	3090-0175	435663	Drilling stand DD-ST 160 CTL	Z001	16342		01	300047436206	18.06.2014		     1	PC
	3000	3090	Hilti TS Mexico	0175	3090-0175	2049454	Breaker TE 3000-AVR 120V	Z001	41604		01	300042591318	13.03.2014		     1	PC
	3000	3090	Hilti TS Mexico	0175	3090-0175	2127969	Combihammer TE 50-AVR 120 V	Z001	139053		01	300091584499	09.08.2021		     1	PC
	3000	3090	Hilti TS Mexico	0176	3090-0176	228111	Rotary hammer TE 2-M 120V case	Z001	363282		01	300041939838	27.06.2013		     1	PC
	3000	3090	Hilti TS Mexico	0176	3090-0176	267579	Angle grinder DAG 451-S 120V box	Z001	988000229		01	300029609163	12.05.2010		     1	PC
	3000	3090	Hilti TS Mexico	0176	3090-0176	272833	Cordl. imp. wrench SIW 144-A	Z001	1126496		07	300040244070	26.02.2013		     1	PC
	3000	3090	Hilti TS Mexico	0176	3090-0176	274935	Diamond coring tool DD 120 120V	Z001	5488.		01	300023895982	28.05.2008		     1	PC
	3000	3090	Hilti TS Mexico	0176	3090-0176	284778	Breaker TE 706-AVR 120V	Z001	82856		01	300028271458	24.05.2011		     1	PC
	3000	3090	Hilti TS Mexico	0176	3090-0176	290211	Cordl. ham. dr. driver SFH 22-A case	Z001	7407771		01	300044762078	27.06.2013		     1	PC
	3000	3090	Hilti TS Mexico	0176	3090-0176	337042	Diamond cutter DC 230-S 127V box	Z001	5451615		01	300028562850	07.09.2009		     1	PC
	3000	3090	Hilti TS Mexico	0176	3090-0176	428639	Rotary hammer TE 7 120V case	Z001	105581		01	300040760618	27.06.2013		     1	PC
	3000	3090	Hilti TS Mexico	0176	3090-0176	2028878	Battery charger C 4/36-350 115V box	Z001	120970520		01	300072419633	19.04.2018		     2	PC
	3000	3090	Hilti TS Mexico	0176	3090-0176	2028878	Battery charger C 4/36-350 115V box	Z001	270541595		01	300051028972	16.05.2016		     2	PC
	3000	3090	Hilti TS Mexico	0176	3090-0176	2071120	Laser receiver PRA 20	Z001	7150077		01	300053633468	07.09.2015		     1	PC
	3000	3090	Hilti TS Mexico	0176	3090-0176	2075559	Multidetector PS 50	Z001	292180001		01	300078118675	12.02.2019		     1	PC
