13.09.2024                                         Dynamic List Display                                                                                                  1


	SOrg.	Plnt	Name 1	SLoc	Description	Material	Material Description	Profl.	Serial Number		PP	Equipment	Pstng Date	Total	Serials	BUn
	8750	8790	Hilti TS Plant	8705	8790-8705	2136393	Battery pack B 22/2.6 Li-ion	Z001	73347062		01	300080085092	20.05.2019		     2	PC
	8750	8790	Hilti TS Plant	8705	8790-8705	2136393	Battery pack B 22/2.6 Li-ion	Z001	721910717		01	300075441455	26.09.2018		     2	PC
	8750	8790	Hilti TS Plant	8705	8790-8705	2137034	Cordl. impact driver SID 4-A22 case	Z001	172470087		01	300070821822	30.01.2018		     2	PC
	8750	8790	Hilti TS Plant	8705	8790-8705	2137034	Cordl. impact driver SID 4-A22 case	Z001	180260014		01	300072968812	26.09.2018		     2	PC
	8750	8790	Hilti TS Plant	8705	8790-8705	2254883	Cordl. ham. dr. driver SF 6H-22 case	Z001	222810424		01	300112140218	24.11.2023		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	202416	Laser range meter PD 4	Z001	3409070645		01	300023374879	14.03.2008		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	211895	Angle grinder DAG 115-S 230V	Z001	1849		01	300026094218	21.11.2008		     2	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	211895	Angle grinder DAG 115-S 230V	Z001	10984		01	300026245864	05.12.2008		     2	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	227941	Cordl. drill driver SF 151-A 3.0 230V	Z001	4354795		01	300025805910	23.01.2009		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	271953	Rotary hammer TE 2 220V case	Z001	704203		01	300020389952	14.03.2008		     2	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	271953	Rotary hammer TE 2 220V case	Z001	738404		01	300021157381	23.06.2008		     2	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	274638	Gas-actuated tool GX 120	Z001	374409		01	300047958483	04.09.2015		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	285358	Cordless screwdriver SF 121-A 2.0 230V	Z001	349070645		01	300023374878	14.03.2008		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	332013	Cordless rotary hammer TE 6-A case	Z001	4646		01	300025244176	02.09.2008		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	337035	Diamond cutter DC 180-S 230V	Z001	789002155		01	300024442990	23.06.2008		     2	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	337035	Diamond cutter DC 180-S 230V	Z001	883000443		01	300027893732	22.06.2009		     2	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	370448	Powder-actuated tool DX 460 MX 72	Z001	211		01	300030823310	03.05.2010		     4	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	370448	Powder-actuated tool DX 460 MX 72	Z001	1321		01	300031136739	02.06.2010		     4	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	370448	Powder-actuated tool DX 460 MX 72	Z001	2121		01	300029954577	01.02.2010		     4	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	370448	Powder-actuated tool DX 460 MX 72	Z001	232132		01	300030583871	08.04.2010		     4	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	382310	Diamond coring tool DD 200 220V	Z001	99851		01	300059031257	31.05.2017		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	382311	Diamond coring tool DD 130 M 220V	Z001	67975		01	300023090602	15.08.2008		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	382315	Metal constr screwdr ST 1800 220V	Z001	125410		01	300022088677	15.08.2008		     3	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	382315	Metal constr screwdr ST 1800 220V	Z001	134956		01	300023906512	23.06.2008		     3	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	382315	Metal constr screwdr ST 1800 220V	Z001	7613023416372		01	300080579609	14.06.2019		     3	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	382318	Breaker TE 905-AVR 220V	Z001	354949		01	300026489991	22.10.2009		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	383027	Angle grinder DAG 125-S 220V box	Z001	790000036		01	300025230426	23.01.2009		     2	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	383027	Angle grinder DAG 125-S 220V box	Z001	785000029		01	300024442989	23.06.2008		     2	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	410697	Cordless rotary hammer TE 6-A36-AVR case	Z001	386836		01	300051841946	05.12.2014		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2026282	Battery charger C 4/36-90 220V box	Z001	835211524		01	300082703711	03.10.2019		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2084260	Powder-actuated tool DX 2	Z001	60887		01	300069141464	08.12.2020		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2101334	Batt.-actuated tool BX 3-ME A22 case	Z001	65397		01	300072213039	17.10.2019		     2	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2101334	Batt.-actuated tool BX 3-ME A22 case	Z001	65883		01	300072403436	03.10.2019		     2	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2110409	Battery pack B 22/5.2 Li-ion	Z001	618811206		01	300063660323	24.01.2017		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2121349	Hand-held gas saw DSH 900 -X 40	Z999	309510074		01	300085616173	05.07.2021		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2136396	Battery pack B 22/5.2 Li-ion	Z001	126930472		01	300099769572	04.04.2022	   1	     5	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2136396	Battery pack B 22/5.2 Li-ion	Z001	727320460		01	300072422754	19.04.2018	   1	     5	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2136396	Battery pack B 22/5.2 Li-ion	Z001	910410437		01	300082164343	09.09.2019	   1	     5	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2136396	Battery pack B 22/5.2 Li-ion	Z001	915431105		01	300082703710	03.10.2019	   1	     5	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2136396	Battery pack B 22/5.2 Li-ion	Z001	924511218		01	300084869634	22.01.2020	   1	     5	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2145824	Water management sys DD-WMS 100	Z001	90015		01	300093416767	12.05.2021		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2149473	Breaker TE 2000-AVR 220V	Z001	39028		01	300080786757	03.10.2019		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2183172	Battery pack B 36/9.0 Li-ion	Z001	116910132		01	300098149220	11.01.2022		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2183183	Battery pack B 22/8.0 Li-ion	Z001	919740260		01	300084869633	22.01.2020		     1	PC
	8750	8790	Hilti TS Plant	8706	8790-8706	2190830	Breaker TE 3000-AVR 220V univ cord	Z001	.114469		01	300093416768	12.05.2021		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	71719	Angle grinder DCG 180-P 230V	Z001	1040000114.		01	300037976014	16.12.2011		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	71735	Angle grinder DAG 230-D 230V box	Z001	-11000111		01	300036251196	08.08.2011		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	71735	Angle grinder DAG 230-D 230V box	Z001	109000087.		01	300039708476	10.05.2012		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	202416	Laser range meter PD 4	Z001	349070648		01	300023341994	12.03.2008		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	236632	Drywall screwdriver SD 5000 220V	Z001	339866		07	300019951289	28.07.2008		     6	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	236632	Drywall screwdriver SD 5000 220V	Z001	394386		01	300026116592	09.06.2010		     6	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	236632	Drywall screwdriver SD 5000 220V	Z001	111111111		01	300037740597	30.11.2011		     6	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	236632	Drywall screwdriver SD 5000 220V	Z001	2165465465		01	300024818140	17.07.2008		     6	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	236632	Drywall screwdriver SD 5000 220V	Z001	450144.		01	300037442200	09.11.2011		     6	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	236632	Drywall screwdriver SD 5000 220V	Z001	478379.		01	300039536524	26.04.2012		     6	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	244277	Cordl. drill driver SF 144-A Li-Ion	Z001	121321		01	300032799404	26.10.2010		     4	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	244277	Cordl. drill driver SF 144-A Li-Ion	Z001	804642		01	300030529936	22.06.2010		     4	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	244277	Cordl. drill driver SF 144-A Li-Ion	Z001	809520		01	300034006511	11.07.2011		     4	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	244277	Cordl. drill driver SF 144-A Li-Ion	Z001	12345678.		01	300039378363	13.04.2012		     4	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	255156	Breaker TE 805 240V	Z001	137247		01	300022526275	27.03.2008		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	271911	Rotary hammer TE 6-S 220V case	Z001	624118*		01	300019126631	16.05.2008		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	271953	Rotary hammer TE 2 220V case	Z001	690579		01	300031365184	22.06.2010		     3	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	271953	Rotary hammer TE 2 220V case	Z001	716552		01	300020635035	28.07.2009		     3	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	271953	Rotary hammer TE 2 220V case	Z001	860164		01	300024916575	05.02.2009		     3	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	271955	Rotary hammer TE 2-M 220V case	Z001	3422028*		01	300043280555	26.02.2013		     3	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	271955	Rotary hammer TE 2-M 220V case	Z001	339096*		01	300042322920	03.12.2012		     3	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	271955	Rotary hammer TE 2-M 220V case	Z001	12345678.		01	300039378319	13.04.2012		     3	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	272833	Cordl. imp. wrench SIW 144-A	Z001	32131		01	300032799405	26.10.2010		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	272833	Cordl. imp. wrench SIW 144-A	Z001	1119819		01	300032927991	03.03.2011		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	272936	Battery charger C 4/36 Li-Ion 230V	Z001	32131		01	300032799406	26.10.2010		     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	272936	Battery charger C 4/36 Li-Ion 230V	Z001	2108816		01	300039685144	09.05.2012		     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	272936	Battery charger C 4/36 Li-Ion 230V	Z001	20051588		01	300033010723	12.11.2010		     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	272936	Battery charger C 4/36 Li-Ion 230V	Z001	2080527*		01	300038619004	16.02.2012		     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	272936	Battery charger C 4/36 Li-Ion 230V	Z001	211569.		01	300040861585	15.08.2012		     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	273114	Battery pack B 144 2.6 Li-Ion	Z001	13232		01	300017906849	26.10.2010		     6	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	273114	Battery pack B 144 2.6 Li-Ion	Z001	2218092		01	300033806396	14.03.2011		     6	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	273114	Battery pack B 144 2.6 Li-Ion	Z001	2218095		01	300033806397	14.03.2011		     6	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	273114	Battery pack B 144 2.6 Li-Ion	Z001	12365498		01	300039378364	13.04.2012		     6	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	273114	Battery pack B 144 2.6 Li-Ion	Z001	3315248*		01	300041817874	25.10.2012		     6	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	273114	Battery pack B 144 2.6 Li-Ion	Z001	3315248.		01	300037064847	11.10.2011		     6	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	274638	Gas-actuated tool GX 120	Z001	374210		01	300047926237	08.09.2014		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	274638	Gas-actuated tool GX 120	Z001	440103		01	300055817163	01.09.2016		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	274700	Breaker TE 500 220V	Z001	146499		01	300079191103	10.07.2019		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	285358	Cordless screwdriver SF 121-A 2.0 230V	Z001	1122968		01	300027581338	14.05.2009		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	285358	Cordless screwdriver SF 121-A 2.0 230V	Z001	1111433		01	300026969806	05.03.2009		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	286135	Point laser PMP 34 box	Z001	13513		01	300023965515	07.05.2008		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	290273	Combihammer TE 60-ATC 220V	Z001	31757		01	300028147273	19.10.2009		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	331112	Hammer drill UH 700 220V	Z001	7858.		01	300039378311	13.04.2012		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	331112	Hammer drill UH 700 220V	Z001	78883.		01	300040099359	12.06.2012		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	331411	Rotating laser PRI 2	Z001	135135		01	300023965516	07.05.2008		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	331411	Rotating laser PRI 2	Z001	-21308278		01	300029111433	29.10.2009		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	331419	Laser receiver PRA 22	Z001	31321		01	300023965517	07.05.2008		     3	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	331419	Laser receiver PRA 22	Z001	312132		01	300030363004	16.03.2010		     3	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	331419	Laser receiver PRA 22	Z001	79120344		01	300048044644	21.05.2014		     3	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	355438	Rotary hammer TE 1 220V case	Z001	223622		01	300030644775	05.09.2011		     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	355438	Rotary hammer TE 1 220V case	Z001	248998		01	300031994709	05.09.2011		     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	355438	Rotary hammer TE 1 220V case	Z001	223606..		01	300030644759	05.09.2011		     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	355438	Rotary hammer TE 1 220V case	Z001	223616..		01	300030644769	05.09.2011		     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	355438	Rotary hammer TE 1 220V case	Z001	295909.		01	300040099358	12.06.2012		     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	370448	Powder-actuated tool DX 460 MX 72	Z001	390077		01	300038259564	01.03.2012		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	376118	Angle grinder AG 230-S 230V EU box	Z001	788000273		01	300023260700	05.03.2008		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	382311	Diamond coring tool DD 130 M 220V	Z001	38483		01	300030041443	10.02.2010		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	382315	Metal constr screwdr ST 1800 220V	Z001	186542		01	300034550685	24.06.2011		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	382315	Metal constr screwdr ST 1800 220V	Z001	17006		01	300030172400	26.02.2010		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	382318	Breaker TE 905-AVR 220V	Z001	3564		01	300024987855	05.08.2008		     3	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	382318	Breaker TE 905-AVR 220V	Z001	654654		01	300027993736	01.07.2009		     3	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	382318	Breaker TE 905-AVR 220V	Z001	3213232		01	300028377196	19.08.2009		     3	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	383027	Angle grinder DAG 125-S 220V box	Z001	106000002		01	300036204805	03.08.2011		     7	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	383027	Angle grinder DAG 125-S 220V box	Z001	106000035		01	300036204806	03.08.2011		     7	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	383027	Angle grinder DAG 125-S 220V box	Z001	884000296		01	300033071333	18.11.2010		     7	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	383027	Angle grinder DAG 125-S 220V box	Z001	106000172.		01	300037353009	09.11.2011		     7	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	383027	Angle grinder DAG 125-S 220V box	Z001	20200141.		01	300040099360	12.06.2012		     7	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	383027	Angle grinder DAG 125-S 220V box	Z001	203000272*		01	300042322994	03.12.2012		     7	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	383027	Angle grinder DAG 125-S 220V box	Z001	884000315.		01	300033573818	11.01.2011		     7	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	383886	Combihammer TE 40 230V	Z001	24891		01	300027817577	12.06.2009		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	383909	Combihammer TE 50 230V	Z001	90608.		01	300037146777	15.11.2011		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	384034	Powder-actuated tool DX 36	Z001	480867.		01	300039961117	31.05.2012		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	405032	Cordl. imp. wrench SIW 22T-A case	Z001	764387		01	300043877504	15.04.2013		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	405032	Cordl. imp. wrench SIW 22T-A case	Z001	7786112		01	300066374239	05.07.2017		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	418009	Battery pack B 36/3.0 Li-Ion	Z001	298479.		01	300039378297	13.04.2012		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	418009	Battery pack B 36/3.0 Li-Ion	Z001	36558.		01	300037065072	11.10.2011		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	426174	Battery pack B 14/1.6 Li-Ion	Z001	2577786		01	300054558678	07.09.2015		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	426177	Battery pack B 22/1.6 Li-Ion	Z001	4530054/		01	300041627627	26.12.2012		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	426177	Battery pack B 22/1.6 Li-Ion	Z001	4013190/		01	300041627626	26.12.2012		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	429275	Cordl. compact dr. driver SFC 14-A case	Z001	9315769		01	300052616156	07.09.2015		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2004788	Laser range meter PD 5	Z001	112130055*		01	300046154377	18.10.2013		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2006073	Cordl. impact driver SID 22-A case	Z001	1009912		01	300044511251	02.07.2013		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2007431	Battery pack B 22/3.3 Li-Ion	Z001	7589299*		01	300046154382	18.10.2013		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2026282	Battery charger C 4/36-90 220V box	Z001	73910243		01	300075788121	12.10.2018	   2	     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2026282	Battery charger C 4/36-90 220V box	Z001	410710919		01	300053653286	07.09.2015	   2	     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2026282	Battery charger C 4/36-90 220V box	Z001	614610412		01	300066776800	05.07.2017	   2	     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2026282	Battery charger C 4/36-90 220V box	Z001	716311295		01	300070330471	13.07.2018	   2	     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2026282	Battery charger C 4/36-90 220V box	Z001	835211604		01	300088107039	11.08.2020	   2	     5	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2030000	Rotary hammer TE 7-C 220V	Z001	303779		01	300036401143	09.05.2012		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2030000	Rotary hammer TE 7-C 220V	Z001	303772*		01	300043280556	26.02.2013		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2033097	Breaker TE 3000-AVR 220V	Z001	12345678.		01	300042202630	23.11.2012		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2062050	Laser range meter PD-E	Z001	328173343		01	300070746629	31.05.2018		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2064821	Breaker TE 800-AVR 230V	Z001	79959		01	300079228956	10.07.2019		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2075679	Angle grinder AG 180-20P	Z001	50619		01	300073468622	13.06.2018		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2077005	Charging adapter CA-B12	Z001	933110114		01	300094246367	23.06.2021	   1	     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2077005	Charging adapter CA-B12	Z001	34310053		01	300093455416	14.05.2021	   1	     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2084262	Powder-actuated tool DX 2	Z001	11516		01	300053652874	07.09.2015		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2084262	Powder-actuated tool DX 2	Z001	11579		01	300057069876	30.11.2016		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2098466	Cordless rotary hammer TE 6-A36 case	Z001	40080		01	300063810515	24.07.2017		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2110409	Battery pack B 22/5.2 Li-ion	Z001	614420149		01	300064219188	16.03.2017		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2110409	Battery pack B 22/5.2 Li-ion	Z001	717810660		01	300069925279	07.12.2017		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2113445	Cordl. ham. dr. driver SF 6H-A22 case	Z001	172890245		01	300071714963	15.03.2018		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2121122	Angle grinder AG 125-13S 220V	Z001	33804.		01	300071714962	15.03.2018		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2122714	Rotary hammer TE 3-ML 220V case	Z001	5423		01	300072643526	24.08.2018		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2136396	Battery pack B 22/5.2 Li-ion	Z001	809830431		01	300074485017	07.08.2018		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2136396	Battery pack B 22/5.2 Li-ion	Z001	819230182		01	300077287563	20.05.2019		     2	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2162910	Cordless rotary hammer TE 6-A22 box	Z001	147615		01	300077250765	05.03.2020		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2186917	Cordl. area light SL 6-A22 box	Z001	155295		01	300098457223	07.02.2022		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2197622	Univ. vacuum cleaner VC 40-U 220 – 240V	Z001	10058		01	300090684177	15.12.2020		     1	PC
	8750	8790	Hilti TS Plant	8707	8790-8707	2201413	Cordl. crimper NUN 054 IE-A22 case	Z001	192001055		01	300088053320	03.12.2020		     1	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	202416	Laser range meter PD 4	Z001	80266		01	300024325228	11.06.2008		     1	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	227941	Cordl. drill driver SF 151-A 3.0 230V	Z001	13216		01	300024310935	10.06.2008		     1	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	236632	Drywall screwdriver SD 5000 220V	Z001	111		01	300029897628	26.01.2010		     1	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	255156	Breaker TE 805 240V	Z001	131		01	300023406454	18.03.2008		     3	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	255156	Breaker TE 805 240V	Z001	4646		01	300024148213	26.05.2008		     3	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	255156	Breaker TE 805 240V	Z001	137245		01	300022526273	10.06.2008		     3	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	271953	Rotary hammer TE 2 220V case	Z001	11		01	300029897627	26.01.2010		     2	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	271953	Rotary hammer TE 2 220V case	Z001	738340		01	300021157317	13.05.2008		     2	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	272936	Battery charger C 4/36 Li-Ion 230V	Z001	1321		01	300032782833	12.01.2011		     1	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	273114	Battery pack B 144 2.6 Li-Ion	Z001	3204977		01	300034039884	21.02.2011		     1	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	331112	Hammer drill UH 700 220V	Z001	111		01	300029897626	26.01.2010		     2	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	331112	Hammer drill UH 700 220V	Z001	12132132		01	300025843883	28.10.2008		     2	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	331411	Rotating laser PRI 2	Z001	7190		01	300024647737	30.06.2008		     1	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	331419	Laser receiver PRA 22	Z001	7103		01	300024647738	30.06.2008		     2	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	331419	Laser receiver PRA 22	Z001	32608043.		01	300031186137	23.02.2011		     2	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	337035	Diamond cutter DC 180-S 230V	Z001	787001539		01	300024015944	20.06.2008		     1	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	382318	Breaker TE 905-AVR 220V	Z001	331586		01	300023090050	08.05.2008		     1	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	382320	Combihammer TE 35 220V TE-C	Z001	171954		01	300023813090	22.04.2008		     1	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	411210	Combilaser PMC 46 kit	Z001	1332		01	300033601246	12.01.2011		     1	PC
	8750	8790	Hilti TS Plant	8708	8790-8708	411288	Laser receiver PMA 31	Z001	213		01	300033601245	12.01.2011		     1	PC
	8750	8790	Hilti TS Plant	8709	8790-8709	1092	Powder-actuated tool DX E72	Z001	321568		01	300026205994	02.12.2008		     2	PC
	8750	8790	Hilti TS Plant	8709	8790-8709	1092	Powder-actuated tool DX E72	Z001	82360		01	300023518680	17.12.2008		     2	PC
	8750	8790	Hilti TS Plant	8709	8790-8709	71719	Angle grinder DCG 180-P 230V	Z001	106000044.		01	300037442670	09.11.2011		     4	PC
	8750	8790	Hilti TS Plant	8709	8790-8709	71719	Angle grinder DCG 180-P 230V	Z001	106000074.		01	300037442671	09.11.2011		     4	PC
	8750	8790	Hilti TS Plant	8709	8790-8709	71719	Angle grinder DCG 180-P 230V	Z001	106000112.		01	300037442672	09.11.2011		     4	PC
	8750	8790	Hilti TS Plant	8709	8790-8709	71719	Angle grinder DCG 180-P 230V	Z001	106000142.		01	300037442673	09.11.2011		     4	PC
	8750	8790	Hilti TS Plant	8709	8790-8709	202416	Laser range meter PD 4	Z001	1341		01	300023794608	21.04.2008		     5	PC
	8750	8790	Hilti TS Plant	8709	8790-8709	202416	Laser range meter PD 4	Z001	1065116		01	300039167757	28.03.2012		     5	PC
	8750	8790	Hilti TS Plant	8709	8790-8709	202416	Laser range meter PD 4	Z001	2332113		01	300029459406	01.12.2009		     5	PC
	8750	8790	Hilti TS Plant	8709	8790-8709	202416	Laser range meter PD 4	Z001	9512548		01	300026851396	19.02.2009		     5	PC
	8750	8790	Hilti TS Plant	8709	8790-8709	202416	Laser range meter PD 4	Z001	92080360		01	300025972146	26.11.2008		     5	PC
