
	Material	Material Description	SLoc	SL	Plnt	BUn	   Unrestricted	Transit/Transf.	        Blocked	 In Qual. Insp.	 Restricted-Use	        Returns	 Stk in Transit
	2083549	Composite stud X-BT-MF M10/10 SN 4	0001		3000	PC	           300	             0	             0	             0	             0	             0	             0
	2084260	Powder-actuated tool DX 2	0001		3000	PC	           114	             0	             0	             0	             0	             0	             0
	2084260	Powder-actuated tool DX 2	0001		3002	PC	             1	             0	             0	             0	             0	             0	             0
	2084260	Powder-actuated tool DX 2	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2084260	Powder-actuated tool DX 2	0001		3014	PC	             3	             0	             0	             0	             0	             0	             0
	2084260	Powder-actuated tool DX 2	0001		3016	PC	             2	             0	             0	             0	             0	             0	             0
	2084260	Powder-actuated tool DX 2	0001		3018	PC	             2	             0	             0	             0	             0	             0	             0
	2084260	Powder-actuated tool DX 2	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2084260	Powder-actuated tool DX 2	0001		8750	PC	             3	             0	             0	             0	             0	             0	             0
	2086248	Hammer drill bit TE-YX 16/200	0001		8750	PC	             1	             0	             0	             0	             0	             0	             0
	2089210	Cordl. circular saw SC 70W-A22 case	0001		3002	PC	             1	             0	             0	             0	             0	             0	             0
	2089210	Cordl. circular saw SC 70W-A22 case	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2089210	Cordl. circular saw SC 70W-A22 case	0001		3014	PC	             1	             0	             0	             0	             0	             0	             0
	2089210	Cordl. circular saw SC 70W-A22 case	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2089210	Cordl. circular saw SC 70W-A22 case	0001		8750	PC	             9	             0	             0	             0	             0	             0	             0
	2089216	Rail adapter SC 70W-A22	0001		8750	PC	             2	             0	             0	             0	             0	             0	             0
	2091377	Concrete nail X-C 22 P8	0001		3000	PC	         3.800	             0	             0	             0	             0	             0	             0
	2091377	Concrete nail X-C 22 P8	0001		8750	PC	         2.500	             0	             0	             0	             0	             0	             0
	2091379	Concrete nail X-C 27 P8	0001		3000	PC	         6.800	             0	             0	             0	             0	             0	             0
	2091380	Concrete nail X-C 27 P8 BULK	0001		3000	PC	         3.000	             0	             0	             0	             0	             0	             0
	2091380	Concrete nail X-C 27 P8 BULK	0001		3016	PC	         1.000	             0	             0	             0	             0	             0	             0
	2091380	Concrete nail X-C 27 P8 BULK	0001		8750	PC	        14.000	             0	             0	             0	             0	             0	             0
	2091381	Concrete nail X-C 32 P8	0001		3000	PC	         8.200	             0	             0	             0	             0	             0	             0
	2091381	Concrete nail X-C 32 P8	0001		3022	PC	           200	             0	             0	             0	             0	             0	             0
	2091382	Concrete nail X-C 32 P8 BULK	0001		3010	PC	         2.000	             0	             0	             0	             0	             0	             0
	2091384	Concrete nail X-C 37 P8 BULK	0001		8750	PC	         5.000	             0	             0	             0	             0	             0	             0
	2091388	Concrete nail X-C 47 P8 BULK	0001		8750	PC	         7.000	             0	             0	             0	             0	             0	             0
	2091391	Concrete nail X-C 62 P8	0001		8750	PC	         6.000	             0	             0	             0	             0	             0	             0
	2091396	Concrete nail X-C 27 P8 S23	0001		3000	PC	       131.000	             0	             0	             0	             0	             0	             0
	2091396	Concrete nail X-C 27 P8 S23	0001		3016	PC	         1.000	             0	             0	             0	             0	             0	             0
	2094451	Impact socket SI-SA 1/2" - 7/16" H	0001		3000	PC	             5	             0	             0	             0	             0	             0	             0
	2094451	Impact socket SI-SA 1/2" - 7/16" H	0001		8750	PC	            21	             0	             0	             0	             0	             0	             0
	2094644	Fastener guide X-2-F8 packed	0001		3014	PC	             1	             0	             0	             0	             0	             0	             0
	2095644	T-head bolt HBC-C M12x40 8.8F	0001		3000	PC	         6.700	             0	             0	             0	             0	             0	             0
	2095646	T-head bolt HBC-C M12x60 8.8F	0001		3000	PC	         3.500	             0	             0	             0	             0	             0	             0
	2095650	T-head bolt HBC-C M16x60 8.8F	0001		3000	PC	         2.000	             0	             0	             0	             0	             0	             0
	2097883	Firestop sleeve CP 653 4" BA	0001		3000	PC	            78	             0	             0	             0	             0	             0	             0
	2098208	Battery pack B 36/2.6	0001		3000	PC	             3	             0	             0	             0	             0	             0	             0
	2098208	Battery pack B 36/2.6	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2098238	Dust removal system TE DRS-6-A box	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2098238	Dust removal system TE DRS-6-A box	0001		3014	PC	             1	             0	             0	             0	             0	             0	             0
	2098238	Dust removal system TE DRS-6-A box	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2098466	Cordless rotary hammer TE 6-A36 ca	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2098470	Battery pack B 36/5.2	0001		3000	PC	            79	             0	             0	             0	             0	             0	             0
	2098470	Battery pack B 36/5.2	0001		3002	PC	            11	             0	             0	             0	             0	             0	             0
	2098470	Battery pack B 36/5.2	0001		3014	PC	             2	             0	             0	             0	             0	             0	             0
	2098470	Battery pack B 36/5.2	0001		3016	PC	             3	             0	             0	             0	             0	             0	             0
	2098470	Battery pack B 36/5.2	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2098470	Battery pack B 36/5.2	0001		8662	PC	             1	             0	             0	             0	             0	             0	             0
	2098470	Battery pack B 36/5.2	0001		8750	PC	             7	             0	             0	             0	             0	             0	             0
	2098868	Rail adapter SCM 22-A	0001		8750	PC	             2	             0	             0	             0	             0	             0	             0
	2099362	Recip. saw blade SRB Universal (9)	0001		8750	PC	            41	             0	             0	             0	             0	             0	             0
	2099397	Recip. saw blade P 23 14 (5) metal	0001		8750	PC	             5	             0	             0	             0	             0	             0	             0
	2100955	Gas nail X-C 20 G3 MX	0001		3018	PC	         6.000	             0	             0	             0	             0	             0	             0
	2100955	Gas nail X-C 20 G3 MX	0001		3022	PC	         1.200	             0	             0	             0	             0	             0	             0
	2100955	Gas nail X-C 20 G3 MX	0001		8662	PC	         2.400	             0	             0	             0	             0	             0	             0
	2100955	Gas nail X-C 20 G3 MX	0001		8750	PC	         4.800	             0	             0	             0	             0	             0	             0
	2100956	Gas nail X-C 27 G3 MX	0001		3000	PC	         4.800	             0	             0	             0	             0	             0	             0
	2100956	Gas nail X-C 27 G3 MX	0001		3002	PC	         1.200	             0	             0	             0	             0	             0	             0
	2100956	Gas nail X-C 27 G3 MX	0001		3010	PC	         1.200	             0	             0	             0	             0	             0	             0
	2100956	Gas nail X-C 27 G3 MX	0001		3014	PC	         2.400	             0	             0	             0	             0	             0	             0
	2100956	Gas nail X-C 27 G3 MX	0001		3016	PC	         1.200	             0	             0	             0	             0	             0	             0
	2100956	Gas nail X-C 27 G3 MX	0001		3018	PC	         2.400	             0	             0	             0	             0	             0	             0
	2100956	Gas nail X-C 27 G3 MX			8662	PC	             0	         7.200	             0	             0	             0	             0	         7.200
	2100956	Gas nail X-C 27 G3 MX	0001		8662	PC	         2.400	             0	             0	             0	             0	             0	             0
	2100956	Gas nail X-C 27 G3 MX	0001		8750	PC	        56.400	             0	             0	             0	             0	             0	             0
	2100957	Gas nail X-C 32 G3 MX	0001		8662	PC	         1.200	             0	             0	             0	             0	             0	             0
	2100958	Gas nail X-C 39 G3 MX	0001		3000	PC	        81.600	             0	             0	             0	             0	             0	             0
	2100958	Gas nail X-C 39 G3 MX	0001		3002	PC	         1.200	             0	             0	             0	             0	             0	             0
	2100958	Gas nail X-C 39 G3 MX	0001		3016	PC	         1.200	             0	             0	             0	             0	             0	             0
	2100958	Gas nail X-C 39 G3 MX	0001		3022	PC	         6.000	             0	             0	             0	             0	             0	             0
	2100958	Gas nail X-C 39 G3 MX			8662	PC	             0	         9.600	             0	             0	             0	             0	         9.600
	2100958	Gas nail X-C 39 G3 MX	0001		8750	PC	        20.400	             0	             0	             0	             0	             0	             0
	2101047	Gas nail X-P 20 G3 MX	0001		8750	PC	        13.200	             0	             0	             0	             0	             0	             0
	2101175	Cordl. angle grinder AG 150-A36 ca	0001		8750	PC	             3	             0	             0	             0	             0	             0	             0
	2101255	Receptacle X-PT B3	0001		8750	PC	             2	             0	             0	             0	             0	             0	             0
	2101256	Washer holder X-WH  B3 packed	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2101258	Fastener guide X-FG B3-ME packed	0001		3018	PC	             2	             0	             0	             0	             0	             0	             0
	2101258	Fastener guide X-FG B3-ME packed	0001		8750	PC	             3	             0	             0	             0	             0	             0	             0
	2101312	Dust extr. hood DC-EX115/4.5"C cut	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2101332	Batt.-actuated tool BX 3-ME A22 ca			3000	PC	             0	             1	             0	             0	             0	             0	             1
	2101531	Firestop sealant FS-ONE MAX 10.1OZ	0001		3000	PC	           911	             0	             0	             0	             0	             0	             0
	2101531	Firestop sealant FS-ONE MAX 10.1OZ	0001		3002	PC	             2	             0	             0	             0	             0	             0	             0
	2101531	Firestop sealant FS-ONE MAX 10.1OZ	0001		3010	PC	             2	             0	             0	             0	             0	             0	             0
	2101531	Firestop sealant FS-ONE MAX 10.1OZ	0001		3018	PC	             4	             0	             0	             0	             0	             0	             0
	2101531	Firestop sealant FS-ONE MAX 10.1OZ	0001		3022	PC	             3	             0	             0	             0	             0	             0	             0
	2101532	Firestop sealant FS-ONE MAX 20.0OZ	0001		3000	PC	           132	             0	             1	             0	             0	             0	             0
	2101532	Firestop sealant FS-ONE MAX 20.0OZ	0001		3002	PC	             4	             0	             0	             0	             0	             0	             0
	2101532	Firestop sealant FS-ONE MAX 20.0OZ	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2101532	Firestop sealant FS-ONE MAX 20.0OZ	0001		3016	PC	             2	             0	             0	             0	             0	             0	             0
	2101532	Firestop sealant FS-ONE MAX 20.0OZ	0001		3022	PC	             3	             0	             0	             0	             0	             0	             0
	2101533	Firestop sealant FS-ONE MAX 5GAL P	0001		3000	PC	             0	             0	             0	             1	             0	             0	             0
	2101533	Firestop sealant FS-ONE MAX 5GAL P	0001		3002	PC	             2	             0	             0	             0	             0	             0	             0
	2101533	Firestop sealant FS-ONE MAX 5GAL P	0001		3018	PC	             1	             0	             0	             0	             0	             0	             0
	2101547	Gas nail X-S 14 G3 MX	0001		3000	PC	         2.400	             0	             0	             0	             0	             0	             0
	2101547	Gas nail X-S 14 G3 MX	0001		3014	PC	         1.200	             0	             0	             0	             0	             0	             0
	2101547	Gas nail X-S 14 G3 MX	0001		3018	PC	         1.200	             0	             0	             0	             0	             0	             0
	2101547	Gas nail X-S 14 G3 MX	0001		3022	PC	         2.400	             0	             0	             0	             0	             0	             0
	2101547	Gas nail X-S 14 G3 MX	0001		8750	PC	       154.800	             0	             0	             0	             0	             0	             0
	2102194	Gas-actuated tool GX 3 case	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2102194	Gas-actuated tool GX 3 case	0001		3014	PC	             1	             0	             0	             0	             0	             0	             0
	2102194	Gas-actuated tool GX 3 case	0001		8750	PC	             2	             0	             0	             0	             0	             0	             0
	2102281	Fastener guide X-FG G3-ME	0001		3000	PC	             3	             0	             0	             0	             0	             0	             0
	2103082	Accessory kit DX 2	0001		3000	PC	             6	             0	             0	             0	             0	             0	             0
	2104232	Pointed chisel TE-S SM 36 (4)	0001		8750	PC	            24	             0	             0	             0	             0	             0	             0
	2104283	Flat wall chisel TE-SX FW 30	0001		8750	PC	             2	             0	             0	             0	             0	             0	             0
	2105697	Gas can GC 41	0001		8750	PC	            78	             0	             0	             0	             0	             0	             0
	2105698	Gas can GC 42	0001		3000	PC	            60	             0	             0	             0	             0	             0	             0
	2105698	Gas can GC 42	0001		3002	PC	             1	             0	             0	             0	             0	             0	             0
	2105698	Gas can GC 42	0001		3014	PC	             1	             0	             0	             0	             0	             0	             0
	2105698	Gas can GC 42	0001		3016	PC	             2	             0	             0	             0	             0	             0	             0
	2105698	Gas can GC 42	0001		3018	PC	             2	             0	             0	             0	             0	             0	             0
	2105698	Gas can GC 42	0001		3022	PC	             2	             0	             0	             0	             0	             0	             0
	2105698	Gas can GC 42			8662	PC	             0	            18	             0	             0	             0	             0	            18
	2105712	Stud anchor HST3 M10x90 30/10	0001		8750	PC	           650	             0	             0	             0	             0	             0	             0
	2105714	Stud anchor HST3 M10x110 50/30	0001		8750	PC	         2.120	             0	             0	             0	             0	             0	             0
	2105715	Stud anchor HST3 M10x130 70/50	0001		8750	PC	           425	             0	             0	             0	             0	             0	             0
	2105719	Stud anchor HST3 M12x115 40/20	0001		8750	PC	           775	             0	             0	             0	             0	             0	             0
	2105777	Accessory kit DD 1/2"	0001		3000	PC	            23	             0	             0	             0	             0	             0	             0
	2105777	Accessory kit DD 1/2"	0001		3002	PC	             1	             0	             0	             0	             0	             0	             0
	2105777	Accessory kit DD 1/2"	0001		3014	PC	             2	             0	             0	             0	             0	             0	             0
	2105777	Accessory kit DD 1/2"	0001		3016	PC	             2	             0	             0	             0	             0	             0	             0
	2105777	Accessory kit DD 1/2"	0001		3018	PC	             1	             0	             0	             0	             0	             0	             0
	2105777	Accessory kit DD 1/2"	0001		3022	PC	             2	             0	             0	             0	             0	             0	             0
	2105778	Accessory kit DD 5/8"	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2105778	Accessory kit DD 5/8"	0001		3018	PC	             1	             0	             0	             0	             0	             0	             0
	2105778	Accessory kit DD 5/8"	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2105778	Accessory kit DD 5/8"	0001		8750	PC	             1	             0	             0	             0	             0	             0	             0
	2105800	Threaded stud X-W6-12-14 B3 P7	0001		3000	PC	           400	             0	             0	             0	             0	             0	             0
	2105800	Threaded stud X-W6-12-14 B3 P7	0001		3010	PC	           200	             0	             0	             0	             0	             0	             0
	2105800	Threaded stud X-W6-12-14 B3 P7	0001		3016	PC	           200	             0	             0	             0	             0	             0	             0
	2105800	Threaded stud X-W6-12-14 B3 P7	0001		3022	PC	           200	             0	             0	             0	             0	             0	             0
	2105800	Threaded stud X-W6-12-14 B3 P7	0001		8750	PC	         1.000	             0	             0	             0	             0	             0	             0
	2105801	Threaded stud X-W6-12-20 B3 P7	0001		3000	PC	         2.400	             0	             0	             0	             0	             0	             0
	2105801	Threaded stud X-W6-12-20 B3 P7	0001		3002	PC	           200	             0	             0	             0	             0	             0	             0
	2105801	Threaded stud X-W6-12-20 B3 P7	0001		3010	PC	         1.000	             0	             0	             0	             0	             0	             0
	2105801	Threaded stud X-W6-12-20 B3 P7	0001		3014	PC	           400	             0	             0	             0	             0	             0	             0
	2105801	Threaded stud X-W6-12-20 B3 P7	0001		3016	PC	           200	             0	             0	             0	             0	             0	             0
	2105801	Threaded stud X-W6-12-20 B3 P7	0001		3018	PC	           400	             0	             0	             0	             0	             0	             0
	2105801	Threaded stud X-W6-12-20 B3 P7	0001		3022	PC	         2.000	             0	             0	             0	             0	             0	             0
	2105851	Stud anchor HST3 M12x145 70/50	0001		8750	PC	            50	             0	             0	             0	             0	             0	             0
	2105852	Stud anchor HST3 M12x165 90/70	0001		8750	PC	            50	             0	             0	             0	             0	             0	             0
	2105853	Stud anchor HST3 M12x185 110/90	0001		8750	PC	            50	             0	             0	             0	             0	             0	             0
	2105859	Stud anchor HST3 M16x145 45/25	0001		8750	PC	           732	             0	             0	             0	             0	             0	             0
	2105860	Stud anchor HST3 M16x170 70/50	0001		8750	PC	            12	             0	             0	             0	             0	             0	             0
	2105861	Stud anchor HST3 M16x220 120/100	0001		8750	PC	            12	             0	             0	             0	             0	             0	             0
	2105876	Stud anchor HST3-R M16x135 35/15	0001		8750	PC	           228	             0	             0	             0	             0	             0	             0
	2105878	Stud anchor HST3-R M16x170 70/50	0001		8750	PC	           168	             0	             0	             0	             0	             0	             0
	2105890	Stud anchor HST3 M8x115 -/50	0001		8750	PC	           100	             0	             0	             0	             0	             0	             0
	2106071	Laser receiver PRA 20G	0001		8750	PC	             2	             0	             0	             0	             0	             0	             0
	2106415	Grating disc X-GR 25/30	0001		3000	PC	        55.500	             0	           600	             0	             0	             0	             0
	2107119	Tripod PUA 25	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2107119	Tripod PUA 25	0001		8750	PC	             8	             0	             0	             0	             0	             0	             0
	2107220	Measuring rod PUA 53 CM	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2107220	Measuring rod PUA 53 CM	0001		3016	PC	             2	             0	             0	             0	             0	             0	             0
	2107220	Measuring rod PUA 53 CM	0001		8662	PC	             1	             0	             0	             0	             0	             0	             0
	2107220	Measuring rod PUA 53 CM	0001		8750	PC	             9	             0	             0	             0	             0	             0	             0
	2107221	Measuring rod PUA 54 CME-T	0001		8750	PC	             5	             0	             0	             0	             0	             0	             0
	2107349	A.-Channel HAC-40 91/300 F	0001		3000	PC	         5.178	             0	             0	             0	             0	             0	             0
	2107511	A.-Channel HAC-50 106/300 F	0001		3000	PC	           340	             0	             0	             0	             0	             0	             0
	2107707	Circ. saw blade SCB WU 190x30 z18	0001		8750	PC	            57	             0	             0	             0	             0	             0	             0
	2107829	Comfort side handle TE SH-STD 2	0001		3000	PC	            40	             0	             0	             0	             0	             0	             0
	2107829	Comfort side handle TE SH-STD 2	0001		3010	PC	             2	             0	             0	             0	             0	             0	             0
	2107829	Comfort side handle TE SH-STD 2	0001		3014	PC	             2	             0	             0	             0	             0	             0	             0
	2107829	Comfort side handle TE SH-STD 2	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2107829	Comfort side handle TE SH-STD 2	0001		3018	PC	             2	             0	             0	             0	             0	             0	             0
	2107829	Comfort side handle TE SH-STD 2	0001		3022	PC	             3	             0	             0	             0	             0	             0	             0
	2107829	Comfort side handle TE SH-STD 2	0001		8750	PC	             3	             0	             0	             0	             0	             0	             0
	2109004	DC car charger C 4/36-DC box	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2109939	Electronics DD 350-CA 220-240V pac	0002		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2109982	Cordl. angle grinder AG 125-A22 ca	0001		3000	PC	            11	             0	             0	             0	             0	             0	             0
	2109983	Cordl. angle grinder AG 125-A22 box			8750	PC	             0	             1	             0	             0	             0	             0	             1
	2110677	Gasket set TE 800	0001		3000	PC	            10	             0	             0	             0	             0	             0	             0
	2112320	Circ. saw blade SCB WS FT 165x20 z	0001		8750	PC	             4	             0	             0	             0	             0	             0	             0
	2112321	Circ. saw blade SCB WS FT 165x20 z	0001		8750	PC	             5	             0	             0	             0	             0	             0	             0
	2112322	Circ. saw blade SCB WS CC 165x20 z	0001		8750	PC	             1	             0	             0	             0	             0	             0	             0
	2112324	Circ. saw blade SCB WS CC 190x30 z	0001		3000	PC	            11	             0	             0	             0	             0	             0	             0
	2112325	Circ. saw blade SCB WS CC 190x30 z	0001		8750	PC	             5	             0	             0	             0	             0	             0	             0
	2112449	Adaptive torque module SI-AT-A22	0001		8750	PC	             4	             0	             0	             0	             0	             0	             0
	2112534	Cordl. imp. wrench SIW 6AT-A22 case	0001		8750	PC	            19	             0	             0	             0	             0	             0	             0
	2112586	Conduit clip X-FB-E 20 MX	0001		3000	PC	         1.000	             0	             0	             0	             0	             0	             0
	2112587	Conduit clip X-FB-E 25 MX	0001		3000	PC	         1.800	             0	             0	             0	             0	             0	             0
	2112612	Pouch IF	0001		8750	PC	            26	             0	             0	             0	             0	             0	             0
	2112651	Adaptive torque module SI-AT-A22	0001		3014	PC	             2	             0	             0	             0	             0	             0	             0
	2112651	Adaptive torque module SI-AT-A22	0001		3016	PC	             6	             0	             0	             0	             0	             0	             0
	2112651	Adaptive torque module SI-AT-A22	0001		8750	PC	             5	             0	             0	             0	             0	             0	             0
	2112761	Setting tool HDI-P 1/4"	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2112762	Setting tool HDI(-L)+ 1/4"	0001		3000	PC	             5	             0	             0	             0	             0	             0	             0
	2112762	Setting tool HDI(-L)+ 1/4"	0001		3016	PC	             2	             0	             0	             0	             0	             0	             0
	2112764	Setting tool HDI(-L)+ 3/8"	0001		3000	PC	           116	             0	             0	             0	             0	             0	             0
	2112764	Setting tool HDI(-L)+ 3/8"	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2112764	Setting tool HDI(-L)+ 3/8"	0001		3014	PC	             1	             0	             0	             0	             0	             0	             0
	2112764	Setting tool HDI(-L)+ 3/8"	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2112764	Setting tool HDI(-L)+ 3/8"	0001		3018	PC	             2	             0	             0	             0	             0	             0	             0
	2112764	Setting tool HDI(-L)+ 3/8"	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2112764	Setting tool HDI(-L)+ 3/8"	0001		8750	PC	             1	             0	             0	             0	             0	             0	             0
	2112766	Setting tool HDI+/HDI-TZ 1/2"	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2112766	Setting tool HDI+/HDI-TZ 1/2"	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2112766	Setting tool HDI+/HDI-TZ 1/2"	0001		3016	PC	             3	             0	             0	             0	             0	             0	             0
	2112766	Setting tool HDI+/HDI-TZ 1/2"	0001		3018	PC	             1	             0	             0	             0	             0	             0	             0
	2112766	Setting tool HDI+/HDI-TZ 1/2"	0001		8750	PC	             1	             0	             0	             0	             0	             0	             0
	2112770	Spare stop drill bit HDI(-L)+ 3/8”	0001		3010	PC	             2	             0	             0	             0	             0	             0	             0
	2112772	Spare stop drill bit HDI+/HDI-TZ 1	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2113262	Impact socket SI-S 3/4" - 3/4 L	0001		3000	PC	             5	             0	             0	             0	             0	             0	             0
	2113264	Impact socket SI-S 3/4" - 15/16 L	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2113271	Impact socket SI-S 3/4" - 1-3/8 L	0001		3000	PC	             5	             0	             0	             0	             0	             0	             0
	2113271	Impact socket SI-S 3/4" - 1-3/8 L	0001		8750	PC	             5	             0	             0	             0	             0	             0	             0
	2113276	Impact socket SI-S 3/4" - 1-11/16 L	0001		3000	PC	             3	             0	             0	             0	             0	             0	             0
	2113279	Impact socket SI-S 3/4" - 1-7/8 L	0001		3000	PC	             4	             0	             0	             0	             0	             0	             0
	2113974	Stud anchor HST3 M10x70 10/-	0001		8750	PC	           200	             0	             0	             0	             0	             0	             0
	2113978	Stud anchor HST3 M12x85 10/-	0001		8750	PC	           300	             0	             0	             0	             0	             0	             0
	2114053	Stud anchor HST3 M16x115 15/-	0001		8750	PC	           192	             0	             0	             0	             0	             0	             0
	2115245	Backpack black	0001		8750	PC	             4	             0	             0	             0	             0	             0	             0
	2116103	Insulating foam CF-I 65  ECO	0001		3000	PC	             0	             0	             7	             0	             0	             0	             0
	2116103	Insulating foam CF-I 65  ECO			8662	PC	             0	             5	             0	             0	             0	             0	             5
	2116245	Firestop putty disc CFS-D 1"	0001		3000	PC	         1.600	             0	             0	             0	             0	             0	             0
	2117358	Grating disc X-FCM-M 1 1/4''	0001		3000	PC	         1.700	             0	             0	             0	             0	             0	             0
	2117878	Cutting disc SP-S 305/22 univ	0001		8662	PC	             2	             0	             0	             0	             0	             0	             0
	2117888	Cutting disc SP-T 180/22 univ	0001		3000	PC	            40	             0	             0	             0	             0	             0	             0
	2117890	Cutting disc SP-T 230/22 univ	0001		3000	PC	            30	             0	             0	             0	             0	             0	             0
	2117956	Cutting disc EQD SPX 115/22 univ	0001		8750	PC	             2	             0	             0	             0	             0	             0	             0
	2117958	Cutting disc EQD SPX 125/22 univ	0001		8750	PC	            21	             0	             0	             0	             0	             0	             0
	2117966	Cutting disc EQD SPX 305/22 univ	0001		3018	PC	             1	             0	             0	             0	             0	             0	             0
	2117966	Cutting disc EQD SPX 305/22 univ	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2117978	Cutting disc EQD SPX 400/25 univ	0001		8750	PC	             3	             0	             0	             0	             0	             0	             0
	2118046	Cutting disc EQD SPX-SL125 (2) univ	0001		3000	PC	             4	             0	             0	             0	             0	             0	             0
	2118046	Cutting disc EQD SPX-SL125 (2) univ	0001		3002	PC	             2	             0	             0	             0	             0	             0	             0
	2118046	Cutting disc EQD SPX-SL125 (2) univ	0001		3010	PC	             2	             0	             0	             0	             0	             0	             0
	2118046	Cutting disc EQD SPX-SL125 (2) univ	0001		3014	PC	             2	             0	             0	             0	             0	             0	             0
	2118046	Cutting disc EQD SPX-SL125 (2) univ	0001		3016	PC	             2	             0	             0	             0	             0	             0	             0
	2118046	Cutting disc EQD SPX-SL125 (2) univ	0001		3018	PC	             4	             0	             0	             0	             0	             0	             0
	2118046	Cutting disc EQD SPX-SL125 (2) univ	0001		3022	PC	             2	             0	             0	             0	             0	             0	             0
	2118056	Cutting disc EQD SPX 115/22 silent	0001		3000	PC	            10	             0	             0	             0	             0	             0	             0
	2118559	Cutting disc P-S 115/22.2 univ	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2118670	Cutting disc P-S 125/22.2 univ	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2118671	Cutting disc P-S 180/22.2 univ	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2118671	Cutting disc P-S 180/22.2 univ	0001	X	3016	PC	             1	             0	             0	             0	             0	             0	             0
	2118672	Cutting disc P-S 230/22.2 univ	0001	X	3016	PC	             2	             0	             0	             0	             0	             0	             0
	2118677	Cutting disc P 350/25 univ	0001		3000	PC	             4	             0	             0	             0	             0	             0	             0
	2118678	Cutting disc P 400/25 univ	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2118695	Cutting disc P-T 180/22.2 univ	0001		3000	PC	            15	             0	             0	             0	             0	             0	             0
	2118696	Cutting disc P-T 230/22.2 univ	0001		3000	PC	             3	             0	             0	             0	             0	             0	             0
	2118704	Cutting disc P-S 180/22.2 (6) univ	0001		8750	PC	            54	             0	             0	             0	             0	             0	             0
	2118728	Cutting disc P-T 180/22.2 (6) univ	0001		8750	PC	           276	             0	             0	             0	             0	             0	             0
	2118729	Cutting disc P-T 230/22.2 (6) univ	0001		8750	PC	            30	             0	             0	             0	             0	             0	             0
	2119022	Breaker TE 800-AVR 120V	0001		3000	PC	            85	             0	             0	             0	             0	             0	             0
	2119022	Breaker TE 800-AVR 120V	0001		3010	PC	             2	             0	             0	             0	             0	             0	             0
	2119022	Breaker TE 800-AVR 120V	0001		3014	PC	             2	             0	             0	             0	             0	             0	             0
	2119022	Breaker TE 800-AVR 120V	0001		3022	PC	             2	             0	             0	             0	             0	             0	             0
	2119160	Angle grinder AG 125-15DB	0001		8750	PC	           218	             0	             0	             0	             0	             0	             0
	2119163	Angle grinder AG 500-12D	0001		3000	PC	           102	             0	             0	             0	             0	             0	             0
	2119163	Angle grinder AG 500-12D	0001		3002	PC	             4	             0	             0	             0	             0	             0	             0
	2119163	Angle grinder AG 500-12D	0001		3010	PC	             2	             0	             0	             0	             0	             0	             0
	2119163	Angle grinder AG 500-12D	0001		3014	PC	             4	             0	             0	             0	             0	             0	             0
	2119163	Angle grinder AG 500-12D	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2119163	Angle grinder AG 500-12D	0001		3018	PC	             3	             0	             0	             0	             0	             0	             0
	2119163	Angle grinder AG 500-12D	0001		3022	PC	             3	             0	             0	             0	             0	             0	             0
	2119272	Torque tool X-BT 1/4" - 8Nm	0001		3000	PC	            15	             0	             0	             0	             0	             0	             0
	2120142	T-head bolt MIQA-T	0001		3000	PC	            75	             0	             0	             0	             0	             0	             0
	2120272	Connector MIQC-S90-BC steel	0001		3000	PC	             4	             0	             0	             0	             0	             0	             0
	2120339	Hammer drill bit TE-YX 35/57	0001		3000	PC	            10	             0	             0	             0	             0	             0	             0
