
	Material	Material Description	SLoc	SL	Plnt	BUn	   Unrestricted	Transit/Transf.	        Blocked	 In Qual. Insp.	 Restricted-Use	        Returns	 Stk in Transit
	2198001	Anchor rod HAS-E-55 3/4"x12"	0001		3000	PC	           310	             0	             0	             0	             0	             0	             0
	2198001	Anchor rod HAS-E-55 3/4"x12"	0001		3002	PC	           150	             0	             0	             0	             0	             0	             0
	2198001	Anchor rod HAS-E-55 3/4"x12"	0001		3010	PC	            40	             0	             0	             0	             0	             0	             0
	2198001	Anchor rod HAS-E-55 3/4"x12"	0001		3014	PC	            60	             0	             0	             0	             0	             0	             0
	2198001	Anchor rod HAS-E-55 3/4"x12"	0001		3016	PC	            50	             0	             0	             0	             0	             0	             0
	2198001	Anchor rod HAS-E-55 3/4"x12"	0001		3018	PC	            80	             0	             0	             0	             0	             0	             0
	2198001	Anchor rod HAS-E-55 3/4"x12"	0001		3022	PC	            20	             0	             0	             0	             0	             0	             0
	2198002	Anchor rod HAS-E-55 3/4"x14"	0001		3000	PC	           560	             0	             0	             0	             0	             0	             0
	2198002	Anchor rod HAS-E-55 3/4"x14"	0001		3002	PC	           200	             0	             0	             0	             0	             0	             0
	2198002	Anchor rod HAS-E-55 3/4"x14"	0001		3010	PC	            20	             0	             0	             0	             0	             0	             0
	2198002	Anchor rod HAS-E-55 3/4"x14"	0001		3014	PC	            60	             0	             0	             0	             0	             0	             0
	2198002	Anchor rod HAS-E-55 3/4"x14"	0001		3016	PC	            30	             0	             0	             0	             0	             0	             0
	2198002	Anchor rod HAS-E-55 3/4"x14"	0001		3018	PC	            10	             0	             0	             0	             0	             0	             0
	2198002	Anchor rod HAS-E-55 3/4"x14"	0001		3022	PC	            20	             0	             0	             0	             0	             0	             0
	2198005	Anchor rod HAS-E-55 3/4"x21"	0001		3000	PC	            56	             0	             0	             0	             0	             0	             0
	2198006	Anchor rod HAS-E-55 3/4"x25"	0001		3000	PC	             4	             0	             0	             0	             0	             0	             0
	2198007	Anchor rod HAS-E-55 7/8"x10"	0001		3000	PC	         1.110	             0	             0	             0	             0	             0	             0
	2198007	Anchor rod HAS-E-55 7/8"x10"	0001		3010	PC	            10	             0	             0	             0	             0	             0	             0
	2198007	Anchor rod HAS-E-55 7/8"x10"	0001		3014	PC	            50	             0	             0	             0	             0	             0	             0
	2198007	Anchor rod HAS-E-55 7/8"x10"	0001		3016	PC	            50	             0	             0	             0	             0	             0	             0
	2198007	Anchor rod HAS-E-55 7/8"x10"	0001		3018	PC	            50	             0	             0	             0	             0	             0	             0
	2198007	Anchor rod HAS-E-55 7/8"x10"	0001		3022	PC	            10	             0	             0	             0	             0	             0	             0
	2198008	Anchor rod HAS-E-55 7/8"x13"	0001		3000	PC	            72	             0	             8	             0	             0	             0	             0
	2198008	Anchor rod HAS-E-55 7/8"x13"	0001		3002	PC	            34	             0	             0	             0	             0	             0	             0
	2198008	Anchor rod HAS-E-55 7/8"x13"	0001		3014	PC	            24	             0	             0	             0	             0	             0	             0
	2198008	Anchor rod HAS-E-55 7/8"x13"	0001		3016	PC	            26	             0	             0	             0	             0	             0	             0
	2198008	Anchor rod HAS-E-55 7/8"x13"	0001		3022	PC	            16	             0	             0	             0	             0	             0	             0
	2198009	Anchor rod HAS-E-55 1"x12"	0001		3000	PC	         1.240	             0	             0	             0	             0	             0	             0
	2198009	Anchor rod HAS-E-55 1"x12"	0001		3002	PC	           292	             0	             0	             0	             0	             0	             0
	2198009	Anchor rod HAS-E-55 1"x12"	0001		3010	PC	             4	             0	             0	             0	             0	             0	             0
	2198009	Anchor rod HAS-E-55 1"x12"	0001		3014	PC	            20	             0	             0	             0	             0	             0	             0
	2198009	Anchor rod HAS-E-55 1"x12"	0001		3018	PC	            72	             0	             0	             0	             0	             0	             0
	2198009	Anchor rod HAS-E-55 1"x12"	0001		3022	PC	             8	             0	             0	             0	             0	             0	             0
	2198010	Anchor rod HAS-E-55 1"x14"	0001		3000	PC	           496	             0	             0	             0	             0	             0	             0
	2198010	Anchor rod HAS-E-55 1"x14"	0001		3002	PC	             8	             0	             0	             0	             0	             0	             0
	2198010	Anchor rod HAS-E-55 1"x14"	0001		3010	PC	             4	             0	             0	             0	             0	             0	             0
	2198010	Anchor rod HAS-E-55 1"x14"	0001		3014	PC	            32	             0	             0	             0	             0	             0	             0
	2198010	Anchor rod HAS-E-55 1"x14"	0001		3016	PC	            24	             0	             0	             0	             0	             0	             0
	2198010	Anchor rod HAS-E-55 1"x14"	0001		3018	PC	             8	             0	             0	             0	             0	             0	             0
	2198010	Anchor rod HAS-E-55 1"x14"	0001		3022	PC	            12	             0	             0	             0	             0	             0	             0
	2198011	Anchor rod HAS-E-55 1"x16"	0001		3000	PC	           714	             0	             0	             0	             0	             0	             0
	2198011	Anchor rod HAS-E-55 1"x16"	0001		3010	PC	             6	             0	             0	             0	             0	             0	             0
	2198011	Anchor rod HAS-E-55 1"x16"	0001		3014	PC	             6	             0	             0	             0	             0	             0	             0
	2198011	Anchor rod HAS-E-55 1"x16"	0001		3016	PC	            10	             0	             0	             0	             0	             0	             0
	2198011	Anchor rod HAS-E-55 1"x16"	0001		3018	PC	             8	             0	             0	             0	             0	             0	             0
	2198011	Anchor rod HAS-E-55 1"x16"	0001		3022	PC	             4	             0	             0	             0	             0	             0	             0
	2198012	Anchor rod HAS-E-55 1"x20"	0001		3000	PC	           266	             0	             0	             0	             0	             0	             0
	2198012	Anchor rod HAS-E-55 1"x20"	0001		3002	PC	            22	             0	             0	             0	             0	             0	             0
	2198012	Anchor rod HAS-E-55 1"x20"	0001		3010	PC	             4	             0	             0	             0	             0	             0	             0
	2198012	Anchor rod HAS-E-55 1"x20"	0001		3014	PC	             6	             0	             0	             0	             0	             0	             0
	2198012	Anchor rod HAS-E-55 1"x20"	0001		3016	PC	             4	             0	             0	             0	             0	             0	             0
	2198012	Anchor rod HAS-E-55 1"x20"	0001		3018	PC	            20	             0	             0	             0	             0	             0	             0
	2198012	Anchor rod HAS-E-55 1"x20"	0001		3022	PC	             4	             0	             0	             0	             0	             0	             0
	2198013	Anchor rod HAS-E-55 1-1/4"x16"	0001		3000	PC	            76	             0	             0	             0	             0	             0	             0
	2198013	Anchor rod HAS-E-55 1-1/4"x16"	0001		3002	PC	            18	             0	             0	             0	             0	             0	             0
	2198013	Anchor rod HAS-E-55 1-1/4"x16"	0001		3010	PC	             4	             0	             0	             0	             0	             0	             0
	2198013	Anchor rod HAS-E-55 1-1/4"x16"	0001		3014	PC	            10	             0	             0	             0	             0	             0	             0
	2198013	Anchor rod HAS-E-55 1-1/4"x16"	0001		3016	PC	             6	             0	             0	             0	             0	             0	             0
	2198013	Anchor rod HAS-E-55 1-1/4"x16"	0001		3018	PC	            16	             0	             0	             0	             0	             0	             0
	2198013	Anchor rod HAS-E-55 1-1/4"x16"	0001		3022	PC	             6	             0	             0	             0	             0	             0	             0
	2198015	Anchor rod HAS-E-55 5/8"x6"	0001		3000	PC	           680	             0	             0	             0	             0	             0	             0
	2198027	Anchor rod HAS-V-36 5/8"x12"	0001		3000	PC	           100	             0	             0	             0	             0	             0	             0
	2198034	Anchor rod HAS-V-36 HDG 3/8"x4-3/8"	0001		3000	PC	            80	             0	             0	             0	             0	             0	             0
	2198036	Anchor rod HAS-V-36 HDG 1/2"x6-1/2"			3018	PC	             0	            30	             0	             0	             0	             0	            30
	2198039	Anchor rod HAS-V-36 HDG 3/4"x8"	0001		3000	PC	            50	             0	             0	             0	             0	             0	             0
	2198105	Nail magazine MX 9-HSN packed	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2198106	Nail magazine MX 9-ENP packed	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2198142	Rubber lip small	0001		8750	PC	             3	             0	             0	             0	             0	             0	             0
	2198527	Sleeve	0002		3000	PC	             3	             0	             0	             0	             0	             0	             0
	2198934	Cordl. reciprocating saw SR 2-A12	0001		8750	PC	             1	             0	             0	             0	             0	             0	             0
	2199049	Hammer drill bit TE-Y 16/34	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2199301	Hammer drill bit TE-Y 18/34	0001		3000	PC	             5	             0	             0	             0	             0	             0	             0
	2199301	Hammer drill bit TE-Y 18/34	0001		8750	PC	             4	             0	             0	             0	             0	             0	             0
	2199303	Hammer drill bit TE-Y 20/32	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2199304	Hammer drill bit TE-Y 20/52	0001		8750	PC	             2	             0	             0	             0	             0	             0	             0
	2199306	Hammer drill bit TE-Y 22/52	0001		3000	PC	             3	             0	             0	             0	             0	             0	             0
	2199307	Hammer drill bit TE-Y 24/32	0001		8750	PC	             3	             0	             0	             0	             0	             0	             0
	2199321	Hammer drill bit TE-Y 5/8" x 13"	0001		3000	PC	            34	             0	             0	             0	             0	             0	             0
	2199321	Hammer drill bit TE-Y 5/8" x 13"	0001		3002	PC	             1	             0	             0	             0	             0	             0	             0
	2199321	Hammer drill bit TE-Y 5/8" x 13"	0001		3018	PC	             1	             0	             0	             0	             0	             0	             0
	2199321	Hammer drill bit TE-Y 5/8" x 13"	0001		3022	PC	             3	             0	             0	             0	             0	             0	             0
	2199323	Hammer drill bit TE-Y 3/4" x 13"	0001		3000	PC	            29	             0	             0	             0	             0	             0	             0
	2199323	Hammer drill bit TE-Y 3/4" x 13"	0001		3002	PC	             2	             0	             0	             0	             0	             0	             0
	2199323	Hammer drill bit TE-Y 3/4" x 13"	0001		3014	PC	             4	             0	             0	             0	             0	             0	             0
	2199323	Hammer drill bit TE-Y 3/4" x 13"	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2199323	Hammer drill bit TE-Y 3/4" x 13"	0001		3018	PC	             1	             0	             0	             0	             0	             0	             0
	2199323	Hammer drill bit TE-Y 3/4" x 13"	0001		3022	PC	             2	             0	             0	             0	             0	             0	             0
	2199324	Hammer drill bit TE-Y 3/4" x 21"	0001		3000	PC	            88	             0	             0	             0	             0	             0	             0
	2199324	Hammer drill bit TE-Y 3/4" x 21"	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2199324	Hammer drill bit TE-Y 3/4" x 21"	0001		3014	PC	             3	             0	             0	             0	             0	             0	             0
	2199324	Hammer drill bit TE-Y 3/4" x 21"	0001		3018	PC	             1	             0	             0	             0	             0	             0	             0
	2199325	Hammer drill bit TE-Y 7/8" x 13"	0001		3000	PC	             8	             0	             0	             0	             0	             0	             0
	2199326	Hammer drill bit TE-Y 7/8" x 21"	0001		3000	PC	             3	             0	             0	             0	             0	             0	             0
	2199327	Hammer drill bit TE-Y 1" x 13"	0001		3000	PC	            19	             0	             0	             0	             0	             0	             0
	2199327	Hammer drill bit TE-Y 1" x 13"	0001		3002	PC	             1	             0	             0	             0	             0	             0	             0
	2199327	Hammer drill bit TE-Y 1" x 13"	0001		3014	PC	             1	             0	             0	             0	             0	             0	             0
	2199327	Hammer drill bit TE-Y 1" x 13"	0001		3018	PC	             2	             0	             0	             0	             0	             0	             0
	2199327	Hammer drill bit TE-Y 1" x 13"	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2199328	Hammer drill bit TE-Y 1" x 21"	0001		3000	PC	            57	             0	             0	             0	             0	             0	             0
	2199328	Hammer drill bit TE-Y 1" x 21"	0001		3014	PC	             3	             0	             0	             0	             0	             0	             0
	2199330	Hammer drill bit TE-Y 1 1/4" x 21"	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2199452	Pipe ring saddle MQA-M10-B	0001		3000	PC	           100	             0	             0	             0	             0	             0	             0
	2199453	Pipe ring saddle MQA-M12-B	0001		3000	PC	           250	             0	             0	             0	             0	             0	             0
	2199454	Pipe ring saddle MQA-M16-B	0001		3000	PC	           250	             0	             0	             0	             0	             0	             0
	2199455	Bored plate MQZ-L11	0001		3000	PC	           120	             0	             0	             0	             0	             0	             0
	2199633	Core bit BI 25/320 SP-L abras	0001		8750	PC	            11	             0	             0	             0	             0	             0	             0
	2199635	Core bit BI 28/320 SP-L abras	0001		3000	PC	            23	             0	            24	             0	             0	             0	             0
	2199635	Core bit BI 28/320 SP-L abras	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2199635	Core bit BI 28/320 SP-L abras	0001		3014	PC	             2	             0	             0	             0	             0	             0	             0
	2199635	Core bit BI 28/320 SP-L abras	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2199635	Core bit BI 28/320 SP-L abras	0001		3018	PC	             4	             0	             0	             0	             0	             0	             0
	2199635	Core bit BI 28/320 SP-L abras	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2199635	Core bit BI 28/320 SP-L abras	0001		8750	PC	           110	             0	             0	             0	             0	             0	             0
	2199637	Core bit BI 30/320 SP-L abras	0001		8750	PC	             5	             0	             0	             0	             0	             0	             0
	2199640	Core bit BI 32/320 SP-L abras	0001		3000	PC	             8	             0	             0	             0	             0	             0	             0
	2199640	Core bit BI 32/320 SP-L abras	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2199640	Core bit BI 32/320 SP-L abras	0001		3014	PC	             2	             0	             0	             0	             0	             0	             0
	2199640	Core bit BI 32/320 SP-L abras	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2199640	Core bit BI 32/320 SP-L abras	0001		3018	PC	             2	             0	             0	             0	             0	             0	             0
	2199640	Core bit BI 32/320 SP-L abras	0001		3022	PC	             2	             0	             0	             0	             0	             0	             0
	2199640	Core bit BI 32/320 SP-L abras	0001		8750	PC	             8	             0	             0	             0	             0	             0	             0
	2199644	Core bit B 37/430 SP-L abras	0001		8750	PC	             3	             0	             0	             0	             0	             0	             0
	2199650	Core bit B 42/430 SP-L abras	0001		8750	PC	             4	             0	             0	             0	             0	             0	             0
	2199668	Core bit B 42/430 SP-H abras	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2199670	Core bit B 205/450 SP-H abras	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2199671	Core bit B 225/450 SP-H abras	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2199672	Core bit B 250/450 SP-H abras	0001		3000	PC	             3	             0	             0	             0	             0	             0	             0
	2199675	Core bit B 400/450 SP-H abras	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2199678	Core bit B 600/450 SP-H abras	0001		8750	PC	             1	             0	             0	             0	             0	             0	             0
	2200031	Cordl. ham. dr. driver SF 2H-A12 c	0001		3014	PC	             1	             0	             0	             0	             0	             0	             0
	2200035	Cordl. ham. dr. driver SF 2H-A12 b	0001		3000	PC	            15	             0	             0	             0	             0	             0	             0
	2200051	Cordl. drill driver SFD 2-A12 case	0001		3000	PC	             5	             0	             0	             0	             0	             0	             0
	2200056	Cordl. drill driver SFD 2-A12 box	0001		3000	PC	            46	             0	             0	             0	             0	             0	             0
	2200056	Cordl. drill driver SFD 2-A12 box	0001		3002	PC	            17	             0	             0	             0	             0	             0	             0
	2200108	Cordl. impact driver SID 2-A12 case	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2200108	Cordl. impact driver SID 2-A12 case	0001		8750	PC	             1	             0	             0	             0	             0	             0	             0
	2200121	Cordl. drill driver SF 2-A12 case	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2200121	Cordl. drill driver SF 2-A12 case	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2200121	Cordl. drill driver SF 2-A12 case	0001		8750	PC	             3	             0	             0	             0	             0	             0	             0
	2200125	Cordl. drill driver SF 2-A12 box	0001		3002	PC	             1	             0	             0	             0	             0	             0	             0
	2200125	Cordl. drill driver SF 2-A12 box	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2200125	Cordl. drill driver SF 2-A12 box	0001		3014	PC	             1	             0	             0	             0	             0	             0	             0
	2200125	Cordl. drill driver SF 2-A12 box	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2200125	Cordl. drill driver SF 2-A12 box	0001		3018	PC	             2	             0	             0	             0	             0	             0	             0
	2200125	Cordl. drill driver SF 2-A12 box	0001		3022	PC	             2	             0	             0	             0	             0	             0	             0
	2200125	Cordl. drill driver SF 2-A12 box	0001		8750	PC	             6	             0	             0	             0	             0	             0	             0
	2200193	Cordl. impact driver SID 2-A12 box	0001		3000	PC	             8	             0	             0	             0	             0	             0	             0
	2200273	Dust lip set DGH 130	0001		3000	PC	            37	             0	             0	             0	             0	             0	             0
	2200273	Dust lip set DGH 130	0001		8750	PC	            44	             0	             0	             0	             0	             0	             0
	2200892	Cutting disc 230/22mm SPX metal	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2200892	Cutting disc 230/22mm SPX metal	0001		8750	PC	             7	             0	             0	             0	             0	             0	             0
	2200894	Cutting disc 350/25mm SPX metal	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2200895	Cutting disc 400/25mm SPX metal	0001		3000	PC	             3	             0	             0	             0	             0	             0	             0
	2201030	Dust extr. hood DG-EX 180//7" grin	0001		8750	PC	             3	             0	             0	             0	             0	             0	             0
	2201074	DX Cartridge 6.8/11 M green	0001		3000	PC	       185.500	             0	             0	             0	             0	             0	             0
	2201837	Lock button assy	0002		3000	PC	             3	             0	             0	             0	             0	             0	             0
	2202024	Chuck Supra SK 4mm LS assy	0002		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2202368	Diamond cup DG-CW 125/22.2 SPX tur	0001		8750	PC	           103	             0	             0	             0	             0	             0	             0
	2203155	Drilling stand DD-ST 150-U CTL	0001		8750	PC	             1	             0	             0	             0	             0	             0	             0
	2203156	Drilling stand DD-ST 160 CTL	0001		3018	PC	             1	             0	             0	             0	             0	             0	             0
	2203156	Drilling stand DD-ST 160 CTL	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2203156	Drilling stand DD-ST 160 CTL	0001		8750	PC	            10	             0	             0	             0	             0	             0	             0
	2203157	Drilling stand DD-ST 160 SFL	0001		3000	PC	            16	             0	             1	             0	             0	             0	             0
	2203157	Drilling stand DD-ST 160 SFL	0001		3002	PC	             1	             0	             0	             0	             0	             0	             0
	2203157	Drilling stand DD-ST 160 SFL	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2203157	Drilling stand DD-ST 160 SFL	0001		3014	PC	             3	             0	             0	             0	             0	             0	             0
	2203157	Drilling stand DD-ST 160 SFL	0001		3018	PC	             2	             0	             0	             0	             0	             0	             0
	2203157	Drilling stand DD-ST 160 SFL	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2203157	Drilling stand DD-ST 160 SFL	0001		8750	PC	             2	             0	             0	             0	             0	             0	             0
	2203472	Beam clamp OS S-M BC-FC SS	0001		3000	PC	            12	             0	             0	             0	             0	             0	             0
	2203482	Starter OS S-M BS-125-CH100-2T-3 SS	0001		3000	PC	            27	             0	             0	             0	             0	             0	             0
	2203485	Starter OS S-M BS-CH100-4-A SS	0001		3000	PC	             4	             0	             0	             0	             0	             0	             0
	2203490	Channel OS S-M CH100-1-3000 SS	0001		3000	M	            48	             0	             0	             0	             0	             0	             0
	2203492	Channel OS S-M CH100-2T2-5900 SS	0001		3000	M	       495,600	             0	             0	             0	             0	             0	             0
	2203497	Channel OS S-M CH100-4-3-6000 SS	0001		3000	M	             6	             0	             0	             0	             0	             0	             0
	2203501	End cover Mekano 50-2T1.5 EC TPV p	0001		3000	PC	           394	             0	             0	             0	             0	             0	             0
	2203502	End cover Mekano 100-2T EC TPV	0001		3000	PC	           350	             0	             0	             0	             0	             0	             0
	2203504	Gusset plate Mekano 50-2T GP-L-2.5	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2203505	Gusset plate OS S-M GP-CH100-2T SS	0001		3000	PC	            34	             0	             0	             0	             0	             0	             0
	2203506	Gusset plate OS S-M GP-N-CH-100-2T	0001		3000	PC	             6	             0	             0	             0	             0	             0	             0
	2203507	Gusset plate OS S-M GP-CH-125-2T5	0001		3000	PC	            43	             0	             0	             0	             0	             0	             0
	2203523	Starter OS S-M BS-200-CH100-2T SS	0001		3000	PC	            90	             0	             0	             0	             0	             0	             0
	2203529	Channel OS S-M FRP CH100S 1-6 FRP	0001		3000	M	            36	             0	             0	             0	             0	             0	             0
	2203543	Hexagon bolt BO-HX-M10x30 A4	0001		3000	PC	         1.100	             0	             0	             0	             0	             0	             0
	2203546	L.nut LN-AV-FL-M10 A4	0001		3000	PC	         3.834	             0	             0	             0	             0	             0	             0
	2203661	Clamping element DGH 130/150	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2203661	Clamping element DGH 130/150	0001		8750	PC	             3	             0	             0	             0	             0	             0	             0
	2204300	Frame screw S-RT5+ M9	0001		3000	PC	        15.000	             0	             0	             0	             0	             0	             0
	2204309	Sidelap connector S-SLC 01 M9	0001		3000	PC	        35.000	             0	             0	             0	             0	             0	             0
	2204310	Sidelap connector S-SLC 02 M9	0001		3000	PC	        17.000	             0	             0	             0	             0	             0	             0
	2204314	Frame screw S-MD12-24x1 5/8" RT5 M9	0001		3000	PC	         1.000	             0	             0	             0	             0	             0	             0
	2204334	Perforated band LB 17	0001		8662	PC	            10	             0	             0	             0	             0	             0	             0
	2204732	Magnetic bracket PMA 88	0001	X	8750	PC	             2	             0	             0	             0	             0	             0	             0
	2204736	Stepped drill bit TS-BT HC 120/AWG	0001		8750	PC	             8	             0	             0	             0	             0	             0	             0
	2204933	Depth gauge S-DG BT M10-W10 HC 6	0001		8750	PC	             2	             0	             0	             0	             0	             0	             0
	2204934	Calibration card S-CC BT HC 6	0001		3000	PC	             3	             0	             0	             0	             0	             0	             0
	2204934	Calibration card S-CC BT HC 6	0001		3016	PC	             3	             0	             0	             0	             0	             0	             0
	2205152	Single-pair pulley DSW-SPP	0001		3000	PC	             2	             0	             0	             0	             0	             0	             0
	2205155	Protective cover DSW-WG 250	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2205155	Protective cover DSW-WG 250	0001		8750	PC	             1	             0	             0	             0	             0	             0	             0
	2205195	Circlip 42,1x48x1,4	0002		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2205217	Bolt set BO-SET-LN-AV-PH3-M10x25 A4	0001		3000	PC	           501	             0	             0	             0	             0	             0	             0
	2205235	Light bracket OS OE100-AH SS	0001		3000	PC	            22	             0	             0	             0	             0	             0	             0
	2205245	L.nut LN-AV-FL-M12 A4	0001		3000	PC	         4.250	             0	             0	             0	             0	             0	             0
	2205246	L.blt set LB-SET-LN-AV-M10x20 A4	0001		3000	PC	         2.264	             0	             0	             0	             0	             0	             0
	2205449	Riser OS FOE-100 RI-IN-90-300 R400	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2205459	Ladder OS FOE-100 CL-300-6000 FRP	0001		3000	M	            30	             0	             0	             0	             0	             0	             0
	2205727	Cutting disc 180/22mm SPX metal	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2205727	Cutting disc 180/22mm SPX metal	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2205784	Clamp OS OE/LOE FC-CH SS	0001		3000	PC	            40	             0	             0	             0	             0	             0	             0
	2205924	Cable tray OS SPB-RF-40-150 SS	0001		3000	M	           186	             0	             0	             0	             0	             0	             0
	2205945	Edge protector OS A-SPB EP SS 50m	0001		3000	PC	             5	             0	             0	             0	             0	             0	             0
	2206015	Joint nozzle VC 2D-22 & VC 5/75(A)	0001		3000	PC	            10	             0	             0	             0	             0	             0	             0
	2206016	Floor nozzle VC 2D-22 & VC 5/75(A)	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2206611	Elec. connector S-BT-ER W10 HC AWG	0001		8750	PC	           100	             0	             0	             0	             0	             0	             0
	2206617	Hammer drill bit TE-CX 20/32	0001		8750	PC	            16	             0	             0	             0	             0	             0	             0
	2206619	Hammer drill bit TE-CX 22/27	0001		8750	PC	            16	             0	             0	             0	             0	             0	             0
	2206730	Hammer drill bit TE-CX 22/48	0001		8750	PC	             5	             0	             0	             0	             0	             0	             0
	2206731	Hammer drill bit TE-CX 24/27	0001		8750	PC	             8	             0	             0	             0	             0	             0	             0
	2206733	Hammer drill bit TE-CX 25/27	0001		8750	PC	            11	             0	             0	             0	             0	             0	             0
	2206735	Hammer drill bit TE-CX 26/27, 1"-1	0001		3000	PC	             7	             0	             0	             0	             0	             0	             0
	2206735	Hammer drill bit TE-CX 26/27, 1"-1	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2206735	Hammer drill bit TE-CX 26/27, 1"-1	0001		3018	PC	             2	             0	             0	             0	             0	             0	             0
	2206735	Hammer drill bit TE-CX 26/27, 1"-1	0001		8750	PC	            15	             0	             0	             0	             0	             0	             0
	2206736	Hammer drill bit TE-CX 26/48, 1"-1	0001		3000	PC	            18	             0	             0	             0	             0	             0	             0
	2206736	Hammer drill bit TE-CX 26/48, 1"-1	0001		3014	PC	             2	             0	             0	             0	             0	             0	             0
	2206736	Hammer drill bit TE-CX 26/48, 1"-1	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2206736	Hammer drill bit TE-CX 26/48, 1"-1	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2206738	Hammer drill bit TE-CX 28/48	0001		8750	PC	             1	             0	             0	             0	             0	             0	             0
	2206739	Hammer drill bit TE-CX 11/16"-12"	0001		3000	PC	             4	             0	             0	             0	             0	             0	             0
	2206739	Hammer drill bit TE-CX 11/16"-12"	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2206741	Hammer drill bit TE-CX 3/4"-8"	0001		3000	PC	            21	             0	             0	             0	             0	             0	             0
	2206741	Hammer drill bit TE-CX 3/4"-8"	0001		3010	PC	             2	             0	             0	             0	             0	             0	             0
	2206741	Hammer drill bit TE-CX 3/4"-8"	0001		3014	PC	             2	             0	             0	             0	             0	             0	             0
	2206741	Hammer drill bit TE-CX 3/4"-8"	0001		3018	PC	             3	             0	             0	             0	             0	             0	             0
	2206741	Hammer drill bit TE-CX 3/4"-8"	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2206741	Hammer drill bit TE-CX 3/4"-8"	0001		8750	PC	             8	             0	             0	             0	             0	             0	             0
	2206742	Hammer drill bit TE-CX 3/4"-12"	0001		3000	PC	            16	             0	             0	             0	             0	             0	             0
	2206742	Hammer drill bit TE-CX 3/4"-12"	0001		3002	PC	             3	             0	             0	             0	             0	             0	             0
	2206742	Hammer drill bit TE-CX 3/4"-12"	0001		3010	PC	             3	             0	             0	             0	             0	             0	             0
	2206742	Hammer drill bit TE-CX 3/4"-12"	0001		3014	PC	             3	             0	             0	             0	             0	             0	             0
	2206742	Hammer drill bit TE-CX 3/4"-12"	0001		3018	PC	             3	             0	             0	             0	             0	             0	             0
	2206742	Hammer drill bit TE-CX 3/4"-12"	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2206742	Hammer drill bit TE-CX 3/4"-12"	0001		8662	PC	             2	             0	             0	             0	             0	             0	             0
	2206742	Hammer drill bit TE-CX 3/4"-12"	0001		8750	PC	            10	             0	             0	             0	             0	             0	             0
	2206743	Hammer drill bit TE-CX 3/4"-18"	0001		3000	PC	            23	             0	             0	             0	             0	             0	             0
	2206743	Hammer drill bit TE-CX 3/4"-18"	0001		3014	PC	             1	             0	             0	             0	             0	             0	             0
	2206743	Hammer drill bit TE-CX 3/4"-18"	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2206743	Hammer drill bit TE-CX 3/4"-18"	0001		3022	PC	             2	             0	             0	             0	             0	             0	             0
	2206744	Hammer drill bit TE-CX 13/16"-18"	0001		3000	PC	             1	             0	             0	             0	             0	             0	             0
	2206745	Hammer drill bit TE-CX 18/22	0001		8750	PC	             6	             0	             0	             0	             0	             0	             0
