13.09.2024                                                                 Dynamic List Display                                                                                                                           1


	POrg	Plnt	SLoc	Material	Type	Doc. Date	Supplier	Pur. Doc.	Quantity	OUn	Quantity	SKU	PGr	     Net Price	Crcy	    Per	  To be del.	       To be del.	  To be inv.	       To be inv.
	8750	8750	0001	2331083	NB	19.08.2024	9999       HILTI	4537217379	      1	PC	      1	PC	L05	       367,51	USD	     1	          1	          367,51	          0	            0,00
	8750	8750	0001	2331083	NB	19.08.2024	9999       HILTI	4537217380	      1	PC	      1	PC	L05	       367,51	USD	     1	          1	          367,51	          0	            0,00
	8750	8750	0001	2261682	NB	19.08.2024	9999       HILTI	4537217381	     18	PC	     18	PC	L05	       393,30	USD	    10	         18	          707,94	          0	            0,00
	8750	8750	0001	365595	NB	19.08.2024	9999       HILTI	4537217381	      1	PC	      1	PC	L05	       123,79	USD	     1	          1	          123,79	          0	            0,00
	8750	8750	0001	2156153	NB	19.08.2024	9999       HILTI	4537217382	      1	PC	      1	PC	L04	       381,14	USD	     1	          1	          381,14	          0	            0,00
	8750	8750	0001	2156153	NB	19.08.2024	9999       HILTI	4537217383	      2	PC	      2	PC	L04	       381,14	USD	     1	          2	          762,28	          0	            0,00
	8750	8750	0001	237330	NB	19.08.2024	9999       HILTI	4537217384	 18.000	PC	 18.000	PC	L04	         9,64	USD	   100	     18.000	        1.735,20	          0	            0,00
	8750	8750	0001	7743	NB	19.08.2024	9999       HILTI	4537217384	      1	PC	      1	PC	L04	       266,77	USD	     1	          1	          266,77	          0	            0,00
	8750	8750	0001	7743	NB	19.08.2024	9999       HILTI	4537217384	      1	PC	      1	PC	L04	       266,77	USD	     1	          1	          266,77	          0	            0,00
	8750	8750	0001	283507	NB	19.08.2024	9999       HILTI	4537217384	  6.000	PC	  6.000	PC	L04	        15,23	USD	   100	      6.000	          913,80	          0	            0,00
	8750	8750	0001	2236894	NB	19.08.2024	9999       HILTI	4537217385	      1	PC	      1	PC	L07	       123,99	USD	     1	          1	          123,99	          0	            0,00
	8750	8750	0001	409303	NB	19.08.2024	9999       HILTI	4537217386	      1	PC	      1	PC	L05	       137,66	USD	     1	          1	          137,66	          0	            0,00
	8750	8750	0001	2229800	NB	19.08.2024	9999       HILTI	4537217387	     20	PC	     20	PC	L04	        47,34	USD	    10	         20	           94,68	          0	            0,00
	8750	8750	0001	2229811	NB	19.08.2024	9999       HILTI	4537217387	      3	PC	      3	PC	L04	     5.853,54	USD	   100	          3	          175,61	          0	            0,00
	8750	8750	0001	2197931	NB	19.08.2024	9999       HILTI	4537217387	     40	PC	     40	PC	L04	       113,95	USD	    10	         40	          455,80	          0	            0,00
	8750	8750	0001	2233434	NB	19.08.2024	9999       HILTI	4537217388	      6	PC	      6	PC	L04	     6.888,68	USD	   100	          6	          413,32	          0	            0,00
	8750	8750	0001	2229805	NB	19.08.2024	9999       HILTI	4537217388	      6	PC	      6	PC	L04	     3.978,15	USD	   100	          6	          238,69	          0	            0,00
	8750	8750	0001	2185621	NB	19.08.2024	9999       HILTI	4537217389	      1	PC	      1	PC	L05	        66,00	USD	     1	          1	           66,00	          0	            0,00
	8750	8750	0001	2075679	NB	19.08.2024	9999       HILTI	4537217390	     16	PC	     16	PC	L08	        90,81	USD	     1	         16	        1.452,96	          0	            0,00
	8750	8750	0001	2287620	NB	19.08.2024	9999       HILTI	4537217391	  5.120	PC	  5.120	PC	L01	        35,09	USD	   100	      5.120	        1.796,61	          0	            0,00
	8750	8750	0001	2293567	NB	19.08.2024	9999       HILTI	4537217392	  1.200	PC	  1.200	PC	L02	       142,32	USD	   100	      1.200	        1.707,84	          0	            0,00
	8750	8750	0001	2293556	NB	19.08.2024	9999       HILTI	4537217392	  2.400	PC	  2.400	PC	L02	        50,66	USD	   100	      2.400	        1.215,84	          0	            0,00
	8750	8750	0001	2293567	NB	19.08.2024	9999       HILTI	4537217393	     75	PC	     75	PC	L02	       142,32	USD	   100	         75	          106,74	          0	            0,00
	8750	8750	0001	2113974	NB	19.08.2024	9999       HILTI	4537217394	    300	PC	    300	PC	L02	        39,38	USD	   100	        300	          118,14	          0	            0,00
	8750	8750	0001	2105777	NB	19.08.2024	9999       HILTI	4537217395	      1	PC	      1	PC	L05	       130,53	USD	     1	          1	          130,53	          0	            0,00
	8750	8750	0001	2018415	NB	19.08.2024	9999       HILTI	4537217396	     60	PC	     60	PC	L01	        80,01	USD	   100	         60	           48,01	          0	            0,00
	8750	8750	0001	2241985	NB	19.08.2024	9999       HILTI	4537217397	      2	PC	      2	PC	L09	       288,25	USD	    10	          2	           57,65	          0	            0,00
	8750	8750	0001	2273698	NB	19.08.2024	9999       HILTI	4537217398	    450	PC	    450	PC	L14	        16,47	USD	   100	        450	           74,12	          0	            0,00
	8750	8750	0001	2273699	NB	19.08.2024	9999       HILTI	4537217398	    225	PC	    225	PC	L14	        21,17	USD	   100	        225	           47,63	          0	            0,00
	8750	8750	0001	2273699	NB	19.08.2024	9999       HILTI	4537217399	     75	PC	     75	PC	L14	        21,17	USD	   100	         75	           15,88	          0	            0,00
	8750	8750	0001	2273643	NB	19.08.2024	9999       HILTI	4537217399	    150	PC	    150	PC	L14	         3,97	USD	   100	        150	            5,96	          0	            0,00
	8750	8750	0001	2273256	NB	19.08.2024	9999       HILTI	4537217399	    400	PC	    400	PC	L14	         9,86	USD	   100	        400	           39,44	          0	            0,00
	8750	8750	0001	387398	NB	19.08.2024	9999       HILTI	4537217401	     72	PC	     72	PC	L06	        43,25	USD	    10	         72	          311,40	          0	            0,00
	8750	8750	0001	387398	NB	19.08.2024	9999       HILTI	4537217402	    288	PC	    288	PC	L06	        43,25	USD	    10	        288	        1.245,60	          0	            0,00
	8750	8750	0001	387398	NB	19.08.2024	9999       HILTI	4537217403	     12	PC	     12	PC	L06	        43,25	USD	    10	         12	           51,90	          0	            0,00
	8750	8750	0001	2333179	NB	19.08.2024	9999       HILTI	4537217404	      1	PC	      1	PC	L15	       117,20	USD	     1	          1	          117,20	          0	            0,00
	8750	8750	0001	2153651	NB	19.08.2024	9999       HILTI	4537217405	    100	PC	    100	PC	L13	        41,14	USD	   100	        100	           41,14	          0	            0,00
	8750	8750	0001	2153650	NB	19.08.2024	9999       HILTI	4537217405	    100	PC	    100	PC	L13	        34,65	USD	   100	        100	           34,65	          0	            0,00
	8750	8750	0001	2078530	NB	19.08.2024	9999       HILTI	4537217406	      1	PC	      1	PC	L08	        21,77	USD	     1	          1	           21,77	          0	            0,00
	8750	8750	0001	2161919	NB	19.08.2024	9999       HILTI	4537217406	      8	PC	      8	PC	L08	         4,55	USD	     1	          8	           36,40	          0	            0,00
	8750	8750	0001	2161916	NB	19.08.2024	9999       HILTI	4537217406	     10	PC	     10	PC	L08	         2,46	USD	     1	         10	           24,60	          0	            0,00
	8750	8750	0001	2161919	NB	19.08.2024	9999       HILTI	4537217406	     10	PC	     10	PC	L08	         4,55	USD	     1	         10	           45,50	          0	            0,00
	8750	8750	0001	2150735	NB	19.08.2024	9999       HILTI	4537217407	     25	PC	     25	PC	L09	       104,65	USD	   100	         25	           26,16	          0	            0,00
	8750	8750	0001	2261971	NB	19.08.2024	9999       HILTI	4537217407	      5	PC	      5	PC	L09	       122,58	USD	    10	          5	           61,29	          0	            0,00
	8750	8750	0001	2150709	NB	19.08.2024	9999       HILTI	4537217407	     50	PC	     50	PC	L09	        76,44	USD	   100	         50	           38,22	          0	            0,00
	8750	8750	0001	2293554	NB	19.08.2024	9999       HILTI	4537217410	  2.000	PC	  2.000	PC	L02	        63,18	USD	   100	      2.000	        1.263,60	          0	            0,00
	8750	8750	0001	2105713	NB	19.08.2024	9999       HILTI	4537217410	    600	PC	    600	PC	L02	        43,40	USD	   100	        600	          260,40	          0	            0,00
	8750	8750	0001	2105892	NB	19.08.2024	9999       HILTI	4537217411	     15	PC	     15	PC	L02	       200,21	USD	   100	         15	           30,03	          0	            0,00
	8750	8750	0001	2113978	NB	19.08.2024	9999       HILTI	4537217411	    100	PC	    100	PC	L02	        91,63	USD	   100	        100	           91,63	          0	            0,00
	8750	8750	0001	2151628	NB	19.08.2024	9999       HILTI	4537217412	      5	PC	      5	PC	L09	       575,92	USD	   100	          5	           28,80	          0	            0,00
	8750	8750	0001	2243327	NB	19.08.2024	9999       HILTI	4537217412	     10	PC	     10	PC	L09	        78,63	USD	   100	         10	            7,86	          0	            0,00
	8750	8750	0001	2206746	NB	19.08.2024	9999       HILTI	4537217412	      4	PC	      4	PC	L09	       154,05	USD	    10	          4	           61,62	          0	            0,00
	8750	8750	0001	2094451	NB	19.08.2024	9999       HILTI	4537217412	      5	PC	      5	PC	L09	         5,16	USD	     1	          5	           25,80	          0	            0,00
	8750	8750	0001	2022049	NB	19.08.2024	9999       HILTI	4537217412	     32	PC	     32	PC	L09	         1,34	USD	     1	         32	           42,88	          0	            0,00
	8750	8750	0001	2070389	NB	19.08.2024	9999       HILTI	4537217412	      5	PC	      5	PC	L09	       420,58	USD	   100	          5	           21,03	          0	            0,00
	8750	8750	0001	2224225	NB	19.08.2024	9999       HILTI	4537217412	     50	PC	     50	PC	L09	        81,26	USD	   100	         50	           40,63	          0	            0,00
	8750	8750	0001	409177	NB	19.08.2024	9999       HILTI	4537217412	      2	PC	      2	PC	L09	         4,16	USD	     1	          2	            8,32	          0	            0,00
	8750	8750	0001	409189	NB	19.08.2024	9999       HILTI	4537217412	     15	PC	     15	PC	L09	         4,32	USD	     1	         15	           64,80	          0	            0,00
	8750	8750	0001	2241994	NB	19.08.2024	9999       HILTI	4537217412	      8	PC	      8	PC	L09	       161,24	USD	    10	          8	          128,99	          0	            0,00
	8750	8750	0001	2241981	NB	19.08.2024	9999       HILTI	4537217412	      4	PC	      4	PC	L09	       123,57	USD	    10	          4	           49,43	          0	            0,00
	8750	8750	0001	2151582	NB	19.08.2024	9999       HILTI	4537217412	     32	PC	     32	PC	L09	       468,66	USD	   100	         32	          149,97	          0	            0,00
	8750	8750	0001	213950	NB	19.08.2024	9999       HILTI	4537217412	      1	PC	      1	PC	L09	         6,57	USD	     1	          1	            6,57	          0	            0,00
	8750	8750	0001	2022009	NB	19.08.2024	9999       HILTI	4537217412	     16	PC	     16	PC	L09	         3,14	USD	     1	         16	           50,24	          0	            0,00
	8750	8750	0001	2112325	NB	19.08.2024	9999       HILTI	4537217412	      5	PC	      5	PC	L09	        15,98	USD	     1	          5	           79,90	          0	            0,00
	8750	8750	0001	2151582	NB	19.08.2024	9999       HILTI	4537217412	      8	PC	      8	PC	L09	       468,66	USD	   100	          8	           37,49	          0	            0,00
	8750	8750	0001	2179722	NB	19.08.2024	9999       HILTI	4537217412	     10	PC	     10	PC	L09	       135,86	USD	   100	         10	           13,59	          0	            0,00
	8750	8750	0001	2140378	NB	19.08.2024	9999       HILTI	4537217412	      6	PC	      6	PC	L09	         7,31	USD	     1	          6	           43,86	          0	            0,00
	8750	8750	0001	2206617	NB	19.08.2024	9999       HILTI	4537217412	     42	PC	     42	PC	L09	       189,50	USD	    10	         42	          795,90	          0	            0,00
	8750	8750	0001	2206617	NB	19.08.2024	9999       HILTI	4537217412	     10	PC	     10	PC	L09	       189,50	USD	    10	         10	          189,50	          0	            0,00
	8750	8750	0001	2241985	NB	19.08.2024	9999       HILTI	4537217413	      3	PC	      3	PC	L09	       288,25	USD	    10	          3	           86,48	          0	            0,00
	8750	8750	0001	2223019	NB	19.08.2024	9999       HILTI	4537217414	     16	PC	     16	PC	L03	        10,73	USD	     1	         16	          171,68	          0	            0,00
	8750	8750	0001	2223019	NB	19.08.2024	9999       HILTI	4537217415	     16	PC	     16	PC	L03	        10,73	USD	     1	         16	          171,68	          0	            0,00
	8750	8750	0001	2223019	NB	19.08.2024	9999       HILTI	4537217416	     16	PC	     16	PC	L03	        10,73	USD	     1	         16	          171,68	          0	            0,00
	8750	8750	0001	2223019	NB	19.08.2024	9999       HILTI	4537217417	     16	PC	     16	PC	L03	        10,73	USD	     1	         16	          171,68	          0	            0,00
	8750	8750	0001	2282190	NB	19.08.2024	9999       HILTI	4537217418	  2.400	PC	  2.400	PC	L14	         7,58	USD	   100	      2.400	          181,92	          0	            0,00
	8750	8750	0001	2282190	NB	19.08.2024	9999       HILTI	4537217419	    200	PC	    200	PC	L14	         7,58	USD	   100	        200	           15,16	          0	            0,00
	8750	8750	0001	362134	NB	19.08.2024	9999       HILTI	4537217420	     40	PC	     40	PC	L06	       104,48	USD	   100	         40	           41,79	          0	            0,00
	8750	8750	0001	2008283	NB	19.08.2024	9999       HILTI	4537217420	    100	PC	    100	PC	L06	        38,88	USD	   100	        100	           38,88	          0	            0,00
	8750	8750	0001	2232984	NB	19.08.2024	9999       HILTI	4537217421	      1	PC	      1	PC	L07	        15,09	USD	     1	          1	           15,09	          0	            0,00
	8750	8750	0001	2227008	NB	19.08.2024	9999       HILTI	4537217421	      3	PC	      3	PC	L07	       115,41	USD	    10	          3	           34,62	          0	            0,00
	8750	8750	0001	2355621	NB	19.08.2024	9999       HILTI	4537217422	      1	PC	      1	PC	L05	        31,15	USD	     1	          1	           31,15	          0	            0,00
	8750	8750	0001	2261687	NB	19.08.2024	9999       HILTI	4537217422	      1	PC	      1	PC	L05	       602,95	USD	    10	          1	           60,30	          0	            0,00
	8750	8750	0001	2076469	NB	19.08.2024	9999       HILTI	4537217422	      3	PC	      3	PC	L05	        61,47	USD	     1	          3	          184,41	          0	            0,00
	8750	8750	0001	373420	NB	19.08.2024	9999       HILTI	4537217422	      1	PC	      1	PC	L05	        18,88	USD	     1	          1	           18,88	          0	            0,00
	8750	8750	0001	2139005	NB	19.08.2024	9999       HILTI	4537217422	      2	PC	      2	PC	L05	        35,90	USD	     1	          2	           71,80	          0	            0,00
	8750	8750	0001	202901	NB	19.08.2024	9999       HILTI	4537217422	      1	PC	      1	PC	L05	       124,48	USD	     1	          1	          124,48	          0	            0,00
	8750	8750	0001	409303	NB	19.08.2024	9999       HILTI	4537217423	      2	PC	      2	PC	L05	       137,66	USD	     1	          2	          275,32	          0	            0,00
	8750	8750	0001	2039173	NB	19.08.2024	9999       HILTI	4537217424	      5	PC	      5	PC	L10	        55,38	USD	    10	          5	           27,69	          0	            0,00
	8750	8750	0001	2039034	NB	19.08.2024	9999       HILTI	4537217424	  1.250	PC	  1.250	PC	L10	        20,38	USD	   100	      1.250	          254,75	          0	            0,00
	8750	8750	0001	2345766	NB	19.08.2024	9999       HILTI	4537217424	    300	PC	    300	PC	L10	        38,28	USD	   100	        300	          114,84	          0	            0,00
	8750	8750	0001	2361441	NB	19.08.2024	9999       HILTI	4537217424	     10	PC	     10	PC	L10	    12.546,26	USD	 1.000	         10	          125,46	          0	            0,00
	8750	8750	0001	2145834	NB	19.08.2024	9999       HILTI	4537217425	     25	PC	     25	PC	L05	         4,25	USD	     1	         25	          106,25	          0	            0,00
	8750	8750	0001	2117978	NB	19.08.2024	9999       HILTI	4537217426	      6	PC	      6	PC	L05	        84,48	USD	     1	          6	          506,88	          0	            0,00
	8750	8750	0001	2117978	NB	19.08.2024	9999       HILTI	4537217429	      1	PC	      1	PC	L05	        84,48	USD	     1	          1	           84,48	          0	            0,00
	8750	8750	0001	2076469	NB	19.08.2024	9999       HILTI	4537217430	      8	PC	      8	PC	L05	        61,47	USD	     1	          8	          491,76	          0	            0,00
	8750	8750	0001	2139005	NB	19.08.2024	9999       HILTI	4537217430	      4	PC	      4	PC	L05	        35,90	USD	     1	          4	          143,60	          0	            0,00
	8750	8750	0001	2197625	NB	19.08.2024	9999       HILTI	4537217431	      4	PC	      4	PC	L04	        74,14	USD	     1	          4	          296,56	          0	            0,00
	8750	8750	0001	2241993	NB	19.08.2024	9999       HILTI	4537217432	      3	PC	      3	PC	L09	       236,41	USD	    10	          3	           70,92	          0	            0,00
	8750	8750	0001	2223019	NB	19.08.2024	9999       HILTI	4537217433	     16	PC	     16	PC	L03	        10,73	USD	     1	         16	          171,68	          0	            0,00
	8750	8750	0001	2223019	NB	19.08.2024	9999       HILTI	4537217434	     16	PC	     16	PC	L03	        10,73	USD	     1	         16	          171,68	          0	            0,00
	8750	8750	0001	2124814	NB	19.08.2024	9999       HILTI	4537217435	      3	PC	      3	PC	L05	     1.213,56	USD	     1	          3	        3.640,68	          0	            0,00
	8750	8750	0001	2150735	NB	19.08.2024	9999       HILTI	4537217436	  1.125	PC	  1.125	PC	L09	       104,65	USD	   100	      1.125	        1.177,31	          0	            0,00
	8750	8750	0001	2150735	NB	19.08.2024	9999       HILTI	4537217437	     50	PC	     50	PC	L09	       104,65	USD	   100	         50	           52,33	          0	            0,00
	8750	8750	0001	2150735	NB	19.08.2024	9999       HILTI	4537217437	    150	PC	    150	PC	L09	       104,65	USD	   100	        150	          156,98	          0	            0,00
	8750	8750	0001	2168885	NB	19.08.2024	9999       HILTI	4537217437	      5	PC	      5	PC	L09	        42,53	USD	     1	          5	          212,65	          0	            0,00
	8750	8750	0001	2241992	NB	19.08.2024	9999       HILTI	4537217437	     10	PC	     10	PC	L09	       224,18	USD	    10	         10	          224,18	          0	            0,00
	8750	8750	0001	2150704	NB	19.08.2024	9999       HILTI	4537217437	     25	PC	     25	PC	L09	        41,31	USD	   100	         25	           10,33	          0	            0,00
	8750	8750	0001	2140254	NB	19.08.2024	9999       HILTI	4537217437	     45	PC	     45	PC	L09	        57,82	USD	    10	         45	          260,19	          0	            0,00
	8750	8750	0001	2105712	NB	19.08.2024	9999       HILTI	4537217438	    100	PC	    100	PC	L02	        31,00	USD	   100	        100	           31,00	          0	            0,00
	8750	8750	0001	2333578	NB	19.08.2024	9999       HILTI	4537217438	     32	PC	     32	PC	L02	       338,75	USD	   100	         32	          108,40	          0	            0,00
	8750	8750	0001	282302	NB	19.08.2024	9999       HILTI	4537217439	      5	PC	      5	PC	L09	        12,62	USD	     1	          5	           63,10	          0	            0,00
	8750	8750	0001	2206742	NB	19.08.2024	9999       HILTI	4537217439	      3	PC	      3	PC	L09	       214,40	USD	    10	          3	           64,32	          0	            0,00
	8750	8750	0001	2151582	NB	19.08.2024	9999       HILTI	4537217439	      8	PC	      8	PC	L09	       468,66	USD	   100	          8	           37,49	          0	            0,00
	8750	8750	0001	304931	NB	19.08.2024	9999       HILTI	4537217439	     10	PC	     10	PC	L09	         1,73	USD	     1	         10	           17,30	          0	            0,00
	8750	8750	0001	2022009	NB	19.08.2024	9999       HILTI	4537217439	     40	PC	     40	PC	L09	         3,14	USD	     1	         40	          125,60	          0	            0,00
	8750	8750	0001	2122292	NB	19.08.2024	9999       HILTI	4537217439	      2	PC	      2	PC	L09	       385,46	USD	    10	          2	           77,09	          0	            0,00
	8750	8750	0001	2151593	NB	19.08.2024	9999       HILTI	4537217439	      6	PC	      6	PC	L09	       626,99	USD	   100	          6	           37,62	          0	            0,00
	8750	8750	0001	2122283	NB	19.08.2024	9999       HILTI	4537217439	      1	PC	      1	PC	L09	       400,27	USD	    10	          1	           40,03	          0	            0,00
	8750	8750	0001	2151640	NB	19.08.2024	9999       HILTI	4537217439	      5	PC	      5	PC	L09	       511,03	USD	   100	          5	           25,55	          0	            0,00
	8750	8750	0001	2151592	NB	19.08.2024	9999       HILTI	4537217439	      1	PC	      1	PC	L09	       563,63	USD	   100	          1	            5,64	          0	            0,00
	8750	8750	0001	2241981	NB	19.08.2024	9999       HILTI	4537217439	      4	PC	      4	PC	L09	       123,57	USD	    10	          4	           49,43	          0	            0,00
	8750	8750	0001	2122290	NB	19.08.2024	9999       HILTI	4537217439	     10	PC	     10	PC	L09	       370,66	USD	    10	         10	          370,66	          0	            0,00
	8750	8750	0001	2206619	NB	19.08.2024	9999       HILTI	4537217439	      1	PC	      1	PC	L09	       261,37	USD	    10	          1	           26,14	          0	            0,00
	8750	8750	0001	2022003	NB	19.08.2024	9999       HILTI	4537217439	     72	PC	     72	PC	L09	         2,20	USD	     1	         72	          158,40	          0	            0,00
	8750	8750	0001	409177	NB	19.08.2024	9999       HILTI	4537217439	      2	PC	      2	PC	L09	         4,16	USD	     1	          2	            8,32	          0	            0,00
	8750	8750	0001	2361741	NB	19.08.2024	9999       HILTI	4537217439	      2	PC	      2	PC	L09	        84,87	USD	    10	          2	           16,97	          0	            0,00
	8750	8750	0001	2151628	NB	19.08.2024	9999       HILTI	4537217439	     10	PC	     10	PC	L09	       575,92	USD	   100	         10	           57,59	          0	            0,00
	8750	8750	0001	2112322	NB	19.08.2024	9999       HILTI	4537217439	     10	PC	     10	PC	L09	         9,68	USD	     1	         10	           96,80	          0	            0,00
	8750	8750	0001	2121122	NB	19.08.2024	9999       HILTI	4537217440	     18	PC	     18	PC	L08	        82,05	USD	     1	         18	        1.476,90	          0	            0,00
	8750	8750	0001	2078530	NB	19.08.2024	9999       HILTI	4537217441	      1	PC	      1	PC	L08	        21,77	USD	     1	          1	           21,77	          0	            0,00
	8750	8750	0001	2052753	NB	19.08.2024	9999       HILTI	4537217441	      1	PC	      1	PC	L08	        11,80	USD	     1	          1	           11,80	          0	            0,00
	8750	8750	0001	2273256	NB	19.08.2024	9999       HILTI	4537217442	    600	PC	    600	PC	L14	         9,86	USD	   100	        600	           59,16	          0	            0,00
	8750	8750	0001	2261257	NB	19.08.2024	9999       HILTI	4537217443	      1	PC	      1	PC	L05	        15,70	USD	     1	          1	           15,70	          0	            0,00
	8750	8750	0001	207323	NB	19.08.2024	9999       HILTI	4537217443	      2	PC	      2	PC	L05	         6,61	USD	     1	          2	           13,22	          0	            0,00
	8750	8750	0001	2325247	NB	19.08.2024	9999       HILTI	4537217443	     15	PC	     15	PC	L05	        46,52	USD	    10	         15	           69,78	          0	            0,00
	8750	8750	0001	2076465	NB	19.08.2024	9999       HILTI	4537217443	      1	PC	      1	PC	L05	        28,00	USD	     1	          1	           28,00	          0	            0,00
	8750	8750	0001	2076467	NB	19.08.2024	9999       HILTI	4537217443	      2	PC	      2	PC	L05	        38,27	USD	     1	          2	           76,54	          0	            0,00
	8750	8750	0001	2076471	NB	19.08.2024	9999       HILTI	4537217443	      1	PC	      1	PC	L05	        40,81	USD	     1	          1	           40,81	          0	            0,00
	8750	8750	0001	2076469	NB	19.08.2024	9999       HILTI	4537217443	      1	PC	      1	PC	L05	        61,47	USD	     1	          1	           61,47	          0	            0,00
	8750	8750	0001	2139005	NB	19.08.2024	9999       HILTI	4537217443	      2	PC	      2	PC	L05	        35,90	USD	     1	          2	           71,80	          0	            0,00
	8750	8750	0001	2232984	NB	19.08.2024	9999       HILTI	4537217444	      1	PC	      1	PC	L07	        15,09	USD	     1	          1	           15,09	          0	            0,00
	8750	8750	0001	226976	NB	19.08.2024	9999       HILTI	4537217444	      5	PC	      5	PC	L07	        53,49	USD	    10	          5	           26,75	          0	            0,00
	8750	8750	0001	2039186	NB	19.08.2024	9999       HILTI	4537217445	      1	PC	      1	PC	L10	        94,88	USD	    10	          1	            9,49	          0	            0,00
	8750	8750	0001	2346085	NB	19.08.2024	9999       HILTI	4537217445	      1	PC	      1	PC	L10	       100,19	USD	     1	          1	          100,19	          0	            0,00
	8750	8750	0001	2042971	NB	19.08.2024	9999       HILTI	4537217446	  2.000	PC	  2.000	PC	L04	        93,20	USD	 1.000	      2.000	          186,40	          0	            0,00
	8750	8750	0001	2261699	NB	19.08.2024	9999       HILTI	4537217447	      1	PC	      1	PC	L05	     1.676,02	USD	    10	          1	          167,60	          0	            0,00
	8750	8750	0001	2299888	NB	19.08.2024	9999       HILTI	4537217448	     25	M	     25	M	L12	       283,77	USD	    10	         25	          709,43	          0	            0,00
	8750	8750	0001	2076469	NB	19.08.2024	9999       HILTI	4537217449	      4	PC	      4	PC	L05	        61,47	USD	     1	          4	          245,88	          0	            0,00
	8750	8750	0001	2238580	NB	19.08.2024	9999       HILTI	4537217449	     72	PC	     72	PC	L05	        81,52	USD	    10	         72	          586,94	          0	            0,00
	8750	8750	0001	2261684	NB	19.08.2024	9999       HILTI	4537217450	      6	PC	      6	PC	L05	       464,82	USD	    10	          6	          278,89	          0	            0,00
	8750	8750	0001	2241984	NB	19.08.2024	9999       HILTI	4537217451	     30	PC	     30	PC	L09	       162,58	USD	    10	         30	          487,74	          0	            0,00
	8750	8750	0001	2241984	NB	19.08.2024	9999       HILTI	4537217452	     20	PC	     20	PC	L09	       162,58	USD	    10	         20	          325,16	          0	            0,00
	8750	8750	0001	283507	NB	19.08.2024	9999       HILTI	4537217454	  2.000	PC	  2.000	PC	L04	        15,23	USD	   100	      2.000	          304,60	          0	            0,00
	8750	8750	0001	2105891	NB	19.08.2024	9999       HILTI	4537217455	     25	PC	     25	PC	L02	       242,56	USD	   100	         25	           60,64	          0	            0,00
	8750	8750	0001	2293565	NB	19.08.2024	9999       HILTI	4537217455	    100	PC	    100	PC	L02	       142,84	USD	   100	        100	          142,84	          0	            0,00
	8750	8750	0001	2036087	NB	19.08.2024	9999       HILTI	4537217455	    200	PC	    200	PC	L02	        19,57	USD	   100	        200	           39,14	          0	            0,00
	8750	8750	0001	2293138	NB	19.08.2024	9999       HILTI	4537217455	    300	PC	    300	PC	L02	        20,36	USD	   100	        300	           61,08	          0	            0,00
	8750	8750	0001	2105712	NB	19.08.2024	9999       HILTI	4537217455	    200	PC	    200	PC	L02	        31,00	USD	   100	        200	           62,00	          0	            0,00
	8750	8750	0001	2105715	NB	19.08.2024	9999       HILTI	4537217455	     50	PC	     50	PC	L02	        53,42	USD	   100	         50	           26,71	          0	            0,00
	8750	8750	0001	2105851	NB	19.08.2024	9999       HILTI	4537217455	    100	PC	    100	PC	L02	        66,62	USD	   100	        100	           66,62	          0	            0,00
	8750	8750	0001	2036087	NB	19.08.2024	9999       HILTI	4537217456	    800	PC	    800	PC	L02	        19,57	USD	   100	        800	          156,56	          0	            0,00
	8750	8750	0001	2293138	NB	19.08.2024	9999       HILTI	4537217456	  1.200	PC	  1.200	PC	L02	        20,36	USD	   100	      1.200	          244,32	          0	            0,00
	8750	8750	0001	2105712	NB	19.08.2024	9999       HILTI	4537217456	  1.800	PC	  1.800	PC	L02	        31,00	USD	   100	      1.800	          558,00	          0	            0,00
	8750	8750	0001	2105850	NB	19.08.2024	9999       HILTI	4537217456	    150	PC	    150	PC	L02	        69,08	USD	   100	        150	          103,62	          0	            0,00
	8750	8750	0001	2105715	NB	19.08.2024	9999       HILTI	4537217456	    750	PC	    750	PC	L02	        53,42	USD	   100	        750	          400,65	          0	            0,00
	8750	8750	0001	2105851	NB	19.08.2024	9999       HILTI	4537217456	    900	PC	    900	PC	L02	        66,62	USD	   100	        900	          599,58	          0	            0,00
	8750	8750	0001	2105851	NB	19.08.2024	9999       HILTI	4537217456	    300	PC	    300	PC	L02	        66,62	USD	   100	        300	          199,86	          0	            0,00
	8750	8750	0001	2105850	NB	19.08.2024	9999       HILTI	4537217457	    150	PC	    150	PC	L02	        69,08	USD	   100	        150	          103,62	          0	            0,00
	8750	8750	0001	2105850	NB	19.08.2024	9999       HILTI	4537217458	  1.200	PC	  1.200	PC	L02	        69,08	USD	   100	      1.200	          828,96	          0	            0,00
	8750	8750	0001	2105715	NB	19.08.2024	9999       HILTI	4537217458	  1.200	PC	  1.200	PC	L02	        53,42	USD	   100	      1.200	          641,04	          0	            0,00
	8750	8750	0001	2105851	NB	19.08.2024	9999       HILTI	4537217458	  1.200	PC	  1.200	PC	L02	        66,62	USD	   100	      1.200	          799,44	          0	            0,00
	8750	8750	0001	2360929	NB	19.08.2024	9999       HILTI	4537217459	     21	PC	     21	PC	L09	         4,00	USD	     1	         21	           84,00	          0	            0,00
	8750	8750	0001	2028993	NB	19.08.2024	9999       HILTI	4537217460	      8	PC	      8	PC	L15	        48,73	USD	     1	          8	          389,84	          0	            0,00
	8750	8750	0001	2028993	NB	19.08.2024	9999       HILTI	4537217461	      8	PC	      8	PC	L15	        48,73	USD	     1	          8	          389,84	          0	            0,00
