13.09.2024                                                                 Dynamic List Display                                                                                                                           1


	POrg	Plnt	SLoc	Material	Type	Doc. Date	Supplier	Pur. Doc.	Quantity	OUn	Quantity	SKU	PGr	     Net Price	Crcy	    Per	  To be del.	       To be del.	  To be inv.	       To be inv.
	3000	3000	0001	2210236	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308895	  6.400	PC	  6.400	PC	MX1	       753,88	MXN	   100	      6.400	       48.248,32	          0	            0,00
	3000	3000	0001	2210273	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308896	  1.440	PC	  1.440	PC	MX1	     2.254,32	MXN	   100	      1.440	       32.462,21	          0	            0,00
	3000	3000	0001	2197992	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308897	  1.320	PC	  1.320	PC	MX1	     1.493,19	MXN	   100	      1.320	       19.710,11	          0	            0,00
	3000	3000	0001	2197992	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308897	    960	PC	    960	PC	MX1	     1.493,19	MXN	   100	        960	       14.334,62	          0	            0,00
	3000	3000	0001	2210271	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308898	  1.440	PC	  1.440	PC	MX1	     1.992,96	MXN	   100	      1.440	       28.698,62	          0	            0,00
	3000	3000	0001	2198000	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308899	     60	PC	     60	PC	MX1	     3.685,06	MXN	   100	         60	        2.211,04	          0	            0,00
	3000	3000	0001	2198006	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308899	     60	PC	     60	PC	MX1	     7.504,34	MXN	   100	         60	        4.502,60	          0	            0,00
	3000	3000	0001	2197986	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308899	  1.600	PC	  1.600	PC	MX1	       923,23	MXN	   100	      1.600	       14.771,68	          0	            0,00
	3000	3000	0001	2198014	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308900	     96	PC	     96	PC	MX1	    20.952,22	MXN	   100	         96	       20.114,13	          0	            0,00
	3000	3000	0001	2198014	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308901	     96	PC	     96	PC	MX1	    20.952,22	MXN	   100	         96	       20.114,13	          0	            0,00
	3000	3000	0001	2198014	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308902	     96	PC	     96	PC	MX1	    20.952,22	MXN	   100	         96	       20.114,13	          0	            0,00
	3000	3000	0001	2210240	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308903	  4.800	PC	  4.800	PC	MX1	     1.312,47	MXN	   100	      4.800	       62.998,56	          0	            0,00
	3000	3000	0001	2210240	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308904	  2.400	PC	  2.400	PC	MX1	     1.312,47	MXN	   100	      2.400	       31.499,28	          0	            0,00
	3000	3000	0001	2411238	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308905	  4.800	PC	  4.800	PC	MX1	       810,46	MXN	   100	      4.800	       38.902,08	          0	            0,00
	3000	3000	0001	2197939	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308906	      8	PC	      8	PC	MX1	    32.409,89	MXN	   100	          8	        2.592,79	          0	            0,00
	3000	3000	0001	2198036	NB	04.09.2024	4601       HILTI OPERACIONES DE MEXICO	4537308907	    160	PC	    160	PC	MX1	     1.978,24	MXN	   100	        160	        3.165,18	          0	            0,00
	8300	8330	0001	2205245	NB	03.09.2024	9999       HILTI	4537295174	    800	PC	    800	PC	L11	         7,49	USD	    10	        800	          599,20	          0	            0,00
	8300	8330	0001	2203502	NB	03.09.2024	9999       HILTI	4537295175	    400	PC	    400	PC	L11	        20,11	USD	    10	        400	          804,40	          0	            0,00
	8300	8330	0001	2203502	NB	03.09.2024	9999       HILTI	4537295176	    600	PC	    600	PC	L11	        20,11	USD	    10	        600	        1.206,60	          0	            0,00
	8300	8330	0001	2203502	NB	03.09.2024	9999       HILTI	4537295177	    950	PC	    950	PC	L11	        20,11	USD	    10	        950	        1.910,45	          0	            0,00
	8300	8330	0001	2205245	NB	03.09.2024	9999       HILTI	4537295178	    300	PC	    300	PC	L11	         7,49	USD	    10	        300	          224,70	          0	            0,00
	8300	8330	0001	2205245	NB	03.09.2024	9999       HILTI	4537295179	    450	PC	    450	PC	L11	         7,49	USD	    10	        450	          337,05	          0	            0,00
	8300	8330	0001	2203501	NB	03.09.2024	9999       HILTI	4537295180	  1.975	PC	  1.975	PC	L11	        36,28	USD	   100	      1.975	          716,53	          0	            0,00
	8300	8330	0001	2203502	NB	03.09.2024	9999       HILTI	4537295182	  2.150	PC	  2.150	PC	L11	        20,11	USD	    10	      2.150	        4.323,65	          0	            0,00
	8300	8330	0001	2205245	NB	03.09.2024	9999       HILTI	4537295183	     50	PC	     50	PC	L11	         7,49	USD	    10	         50	           37,45	          0	            0,00
	8300	8330	0001	2205245	NB	03.09.2024	9999       HILTI	4537295184	     60	PC	     60	PC	L11	         7,49	USD	    10	         60	           44,94	          0	            0,00
	8300	8330	0001	2305393	NB	03.09.2024	9999       HILTI	4537295186	     32	PC	     32	PC	L11	        27,75	USD	     1	         32	          888,00	          0	            0,00
	8300	8330	0001	2203501	NB	03.09.2024	9999       HILTI	4537295187	    300	PC	    300	PC	L11	        36,28	USD	   100	        300	          108,84	          0	            0,00
	8300	8330	0001	2203502	NB	03.09.2024	9999       HILTI	4537295188	    600	PC	    600	PC	L11	        20,11	USD	    10	        600	        1.206,60	          0	            0,00
	8300	8330	0001	2216382	NB	03.09.2024	9999       HILTI	4537295189	     40	PC	     40	PC	L11	        61,07	USD	     1	         40	        2.442,80	          0	            0,00
	8300	8330	0001	2216383	NB	03.09.2024	9999       HILTI	4537295190	     20	PC	     20	PC	L11	        79,54	USD	     1	         20	        1.590,80	          0	            0,00
	8300	8330	0001	2216384	NB	03.09.2024	9999       HILTI	4537295191	     18	PC	     18	PC	L11	        80,39	USD	     1	         18	        1.447,02	          0	            0,00
	8300	8330	0001	2216385	NB	03.09.2024	9999       HILTI	4537295192	     20	PC	     20	PC	L11	       105,69	USD	     1	         20	        2.113,80	          0	            0,00
	8300	8330	0001	2305393	NB	03.09.2024	9999       HILTI	4537295193	     18	PC	     18	PC	L11	        27,75	USD	     1	         18	          499,50	          0	            0,00
	8300	8330	0001	2203501	NB	03.09.2024	9999       HILTI	4537295194	  1.263	PC	  1.263	PC	L11	        36,28	USD	   100	      1.263	          458,22	          0	            0,00
	8300	8330	0001	2203502	NB	03.09.2024	9999       HILTI	4537295197	  5.560	PC	  5.560	PC	L11	        20,11	USD	    10	      5.560	       11.181,16	          0	            0,00
	8300	8330	0001	2203501	NB	03.09.2024	9999       HILTI	4537295198	     31	PC	     31	PC	L11	        36,28	USD	   100	         31	           11,25	          0	            0,00
	8300	8330	0001	2203502	NB	03.09.2024	9999       HILTI	4537295199	    296	PC	    296	PC	L11	        20,11	USD	    10	        296	          595,26	          0	            0,00
	8300	8330	0001	2205245	NB	03.09.2024	9999       HILTI	4537295200	    104	PC	    104	PC	L11	         7,49	USD	    10	        104	           77,90	          0	            0,00
	8300	8330	0001	2203501	NB	03.09.2024	9999       HILTI	4537295201	    150	PC	    150	PC	L11	        36,28	USD	   100	        150	           54,42	          0	            0,00
	8300	8330	0001	2203502	NB	03.09.2024	9999       HILTI	4537295203	    400	PC	    400	PC	L11	        20,11	USD	    10	        400	          804,40	          0	            0,00
	8300	8330	0001	2205245	NB	03.09.2024	9999       HILTI	4537295204	     20	PC	     20	PC	L11	         7,49	USD	    10	         20	           14,98	          0	            0,00
	8300	8330	0001	2203501	NB	03.09.2024	9999       HILTI	4537295205	    450	PC	    450	PC	L11	        36,28	USD	   100	        450	          163,26	          0	            0,00
	8300	8330	0001	2203502	NB	03.09.2024	9999       HILTI	4537295206	  1.000	PC	  1.000	PC	L11	        20,11	USD	    10	      1.000	        2.011,00	          0	            0,00
	8300	8330	0001	2203501	NB	03.09.2024	9999       HILTI	4537295208	    150	PC	    150	PC	L11	        36,28	USD	   100	        150	           54,42	          0	            0,00
	8300	8330	0001	2203502	NB	03.09.2024	9999       HILTI	4537295209	    300	PC	    300	PC	L11	        20,11	USD	    10	        300	          603,30	          0	            0,00
	8300	8330	0001	2216382	NB	03.09.2024	9999       HILTI	4537295210	     10	PC	     10	PC	L11	        61,07	USD	     1	         10	          610,70	          0	            0,00
	8300	8330	0001	2216383	NB	03.09.2024	9999       HILTI	4537295212	     10	PC	     10	PC	L11	        79,54	USD	     1	         10	          795,40	          0	            0,00
	8300	8330	0001	2216384	NB	03.09.2024	9999       HILTI	4537295213	      3	PC	      3	PC	L11	        80,39	USD	     1	          3	          241,17	          0	            0,00
	8300	8330	0001	2216385	NB	03.09.2024	9999       HILTI	4537295214	     10	PC	     10	PC	L11	       105,69	USD	     1	         10	        1.056,90	          0	            0,00
	8300	8330	0001	2203501	NB	03.09.2024	9999       HILTI	4537295215	    350	PC	    350	PC	L11	        36,28	USD	   100	        350	          126,98	          0	            0,00
	8300	8330	0001	2203502	NB	03.09.2024	9999       HILTI	4537295217	    300	PC	    300	PC	L11	        20,11	USD	    10	        300	          603,30	          0	            0,00
	8300	8330	0001	2203501	NB	03.09.2024	9999       HILTI	4537295218	     50	PC	     50	PC	L11	        36,28	USD	   100	         50	           18,14	          0	            0,00
	8300	8330	0001	2203502	NB	03.09.2024	9999       HILTI	4537295219	     50	PC	     50	PC	L11	        20,11	USD	    10	         50	          100,55	          0	            0,00
	8300	8330	0001	2268452	NB	03.09.2024	9999       HILTI	4537295220	      3	PC	      3	PC	L11	         6,62	USD	     1	          3	           19,86	          0	            0,00
	8300	8330	0001	2294441	NB	03.09.2024	9999       HILTI	4537295221	     14	PC	     14	PC	L11	       105,84	USD	   100	         14	           14,82	          0	            0,00
	8300	8330	0001	2298002	NB	03.09.2024	9999       HILTI	4537295222	     11	PC	     11	PC	L11	        31,48	USD	    10	         11	           34,63	          0	            0,00
	8300	8330	0001	2203492	NB	03.09.2024	9999       HILTI	4537295223	448,400	M	448,400	M	L11	        53,65	USD	     1	    448,400	       24.056,66	          0	            0,00
	8300	8330	0001	2216411	NB	03.09.2024	9999       HILTI	4537295224	    313	PC	    313	PC	L11	        10,00	USD	     1	        313	        3.130,00	          0	            0,00
	8300	8330	0001	2216417	NB	03.09.2024	9999       HILTI	4537295225	      5	PC	      5	PC	L11	        79,03	USD	     1	          5	          395,15	          0	            0,00
	8300	8330	0001	2227082	NB	03.09.2024	9999       HILTI	4537295226	  1.500	PC	  1.500	PC	L11	        16,27	USD	    10	      1.500	        2.440,50	          0	            0,00
	8300	8330	0001	2203501	NB	03.09.2024	9999       HILTI	4537295227	     48	PC	     48	PC	L11	        36,28	USD	   100	         48	           17,41	          0	            0,00
	8300	8330	0001	2216382	NB	03.09.2024	9999       HILTI	4537295228	     20	PC	     20	PC	L11	        61,07	USD	     1	         20	        1.221,40	          0	            0,00
	8300	8330	0001	2230571	NB	03.09.2024	9999       HILTI	4537295229	    505	PC	    505	PC	L11	        14,46	USD	   100	        505	           73,02	          0	            0,00
	8300	8330	0001	2241678	NB	03.09.2024	9999       HILTI	4537295230	  4.032	PC	  4.032	PC	L11	         6,50	USD	   100	      4.032	          262,08	          0	            0,00
	8300	8330	0001	2288485	NB	03.09.2024	9999       HILTI	4537295231	      6	PC	      6	PC	L11	         7,99	USD	     1	          6	           47,94	          0	            0,00
	8300	8330	0001	2338686	NB	03.09.2024	9999       HILTI	4537296084	    480	PC	    480	PC	L11	        17,75	USD	     1	        480	        8.520,00	          0	            0,00
	8300	8330	0001	2203495	NB	03.09.2024	9999       HILTI	4537296085	     93	M	     93	M	L11	        96,45	USD	     1	         93	        8.969,85	          0	            0,00
	8300	8330	0001	2216412	NB	03.09.2024	9999       HILTI	4537296087	     72	PC	     72	PC	L11	        13,13	USD	     1	         72	          945,36	          0	            0,00
	8300	8330	0001	2216412	NB	03.09.2024	9999       HILTI	4537296088	     18	PC	     18	PC	L11	        13,13	USD	     1	         18	          236,34	          0	            0,00
	8300	8330	0001	2216412	NB	03.09.2024	9999       HILTI	4537296090	     37	PC	     37	PC	L11	        13,13	USD	     1	         37	          485,81	          0	            0,00
	8300	8330	0001	2216412	NB	03.09.2024	9999       HILTI	4537296092	     54	PC	     54	PC	L11	        13,13	USD	     1	         54	          709,02	          0	            0,00
	3000	3000	0001	2159998	NB	03.09.2024	9999       HILTI	4537300570	     40	PC	     40	PC	MX1	     2.213,50	MXN	    10	         40	        8.854,00	          0	            0,00
	8650	8650	0001	2132187	NB	02.09.2024	9999       HILTI	4537286363	     10	PC	     10	PC	CL1	      984.647	CLP	     1	         10	       9.846.470	          0	               0
	8300	8330	0001	2022682	NB	02.09.2024	9999       HILTI	4537287268	    100	PC	    100	PC	L02	        63,41	USD	   100	        100	           63,41	          0	            0,00
	8300	8330	0001	304259	NB	02.09.2024	9999       HILTI	4537287269	    200	PC	    200	PC	L06	         2,17	USD	     1	        200	          434,00	          0	            0,00
	8300	8330	0001	304139	NB	02.09.2024	9999       HILTI	4537287271	    450	PC	    450	PC	L06	         2,16	USD	     1	        450	          972,00	          0	            0,00
	8300	8330	0001	304017	NB	02.09.2024	9999       HILTI	4537287272	     25	PC	     25	PC	L06	         2,77	USD	     1	         25	           69,25	          0	            0,00
	8300	8330	0001	304264	NB	02.09.2024	9999       HILTI	4537287273	     30	PC	     30	PC	L06	         3,12	USD	     1	         30	           93,60	          0	            0,00
	8300	8330	0001	304261	NB	02.09.2024	9999       HILTI	4537287274	     75	PC	     75	PC	L06	         3,84	USD	     1	         75	          288,00	          0	            0,00
	8300	8330	0001	2388394	NB	02.09.2024	9999       HILTI	4537287275	    108	PC	    108	PC	L15	        87,05	USD	     1	        108	        9.401,40	          0	            0,00
	8300	8330	0001	2388394	NB	02.09.2024	9999       HILTI	4537287277	     54	PC	     54	PC	L15	        87,05	USD	     1	         54	        4.700,70	          0	            0,00
	8300	8330	0001	2272047	NB	02.09.2024	9999       HILTI	4537287278	     60	PC	     60	PC	L14	       109,11	USD	   100	         60	           65,47	          0	            0,00
	8300	8330	0001	2272100	NB	02.09.2024	9999       HILTI	4537287280	    192	PC	    192	PC	L14	     1.928,94	USD	   100	        192	        3.703,56	          0	            0,00
	8300	8330	0001	2123993	NB	02.09.2024	9999       HILTI	4537287281	192.000	PC	192.000	PC	L04	        37,12	USD	 1.000	    192.000	        7.127,04	          0	            0,00
	8300	8330	0001	2123993	NB	02.09.2024	9999       HILTI	4537287282	192.000	PC	192.000	PC	L04	        37,12	USD	 1.000	    192.000	        7.127,04	          0	            0,00
	8300	8330	0001	2123993	NB	02.09.2024	9999       HILTI	4537287283	192.000	PC	192.000	PC	L04	        37,12	USD	 1.000	    192.000	        7.127,04	          0	            0,00
	8300	8330	0001	2123993	NB	02.09.2024	9999       HILTI	4537287284	192.000	PC	192.000	PC	L04	        37,12	USD	 1.000	    192.000	        7.127,04	          0	            0,00
	8300	8330	0001	2100955	NB	02.09.2024	9999       HILTI	4537287285	230.400	PC	230.400	PC	L04	        19,67	USD	 1.000	    230.400	        4.531,97	          0	            0,00
	8300	8330	0001	2149989	NB	02.09.2024	9999       HILTI	4537287286	180.000	PC	180.000	PC	L04	        36,89	USD	 1.000	    180.000	        6.640,20	          0	            0,00
	8300	8330	0001	2149989	NB	02.09.2024	9999       HILTI	4537287287	180.000	PC	180.000	PC	L04	        36,89	USD	 1.000	    180.000	        6.640,20	          0	            0,00
	8300	8330	0001	2149989	NB	02.09.2024	9999       HILTI	4537287288	180.000	PC	180.000	PC	L04	        36,89	USD	 1.000	    180.000	        6.640,20	          0	            0,00
	8300	8330	0001	2123994	NB	02.09.2024	9999       HILTI	4537287289	192.000	PC	192.000	PC	L04	        39,20	USD	 1.000	    192.000	        7.526,40	          0	            0,00
	8300	8330	0001	2123994	NB	02.09.2024	9999       HILTI	4537287290	192.000	PC	192.000	PC	L04	        39,20	USD	 1.000	    192.000	        7.526,40	          0	            0,00
	8300	8330	0001	2123994	NB	02.09.2024	9999       HILTI	4537287291	192.000	PC	192.000	PC	L04	        39,20	USD	 1.000	    192.000	        7.526,40	          0	            0,00
	8300	8330	0001	2123994	NB	02.09.2024	9999       HILTI	4537287292	192.000	PC	192.000	PC	L04	        39,20	USD	 1.000	    192.000	        7.526,40	          0	            0,00
	8300	8330	0001	2123994	NB	02.09.2024	9999       HILTI	4537287293	192.000	PC	192.000	PC	L04	        39,20	USD	 1.000	    192.000	        7.526,40	          0	            0,00
	8300	8330	0001	2123994	NB	02.09.2024	9999       HILTI	4537287294	192.000	PC	192.000	PC	L04	        39,20	USD	 1.000	    192.000	        7.526,40	          0	            0,00
	8300	8330	0001	2091395	NB	02.09.2024	9999       HILTI	4537287295	  2.400	PC	  2.400	PC	L04	        84,55	USD	 1.000	      2.400	          202,92	          0	            0,00
	8300	8330	0001	2273683	NB	02.09.2024	9999       HILTI	4537287296	     20	PC	     20	PC	L14	        82,15	USD	   100	         20	           16,43	          0	            0,00
	8300	8330	0001	2251351	NB	02.09.2024	9999       HILTI	4537287297	     12	PC	     12	PC	L15	       105,38	USD	     1	         12	        1.264,56	          0	            0,00
	8300	8330	0001	2251351	NB	02.09.2024	9999       HILTI	4537287298	     12	PC	     12	PC	L15	       105,38	USD	     1	         12	        1.264,56	          0	            0,00
	8300	8330	0001	2251351	NB	02.09.2024	9999       HILTI	4537287299	     12	PC	     12	PC	L15	       105,38	USD	     1	         12	        1.264,56	          0	            0,00
	8300	8330	0001	2333570	NB	02.09.2024	9999       HILTI	4537287300	     20	PC	     20	PC	L09	        42,05	USD	     1	         20	          841,00	          0	            0,00
	8300	8330	0001	2333570	NB	02.09.2024	9999       HILTI	4537287301	     20	PC	     20	PC	L09	        42,05	USD	     1	         20	          841,00	          0	            0,00
	8300	8330	0001	2333570	NB	02.09.2024	9999       HILTI	4537287302	     20	PC	     20	PC	L09	        42,05	USD	     1	         20	          841,00	          0	            0,00
	8300	8330	0001	2251347	NB	02.09.2024	9999       HILTI	4537287303	     16	PC	     16	PC	L15	        84,74	USD	     1	         16	        1.355,84	          0	            0,00
	8300	8330	0001	2251347	NB	02.09.2024	9999       HILTI	4537287304	     16	PC	     16	PC	L15	        84,74	USD	     1	         16	        1.355,84	          0	            0,00
	8300	8330	0001	2251347	NB	02.09.2024	9999       HILTI	4537287305	     16	PC	     16	PC	L15	        84,74	USD	     1	         16	        1.355,84	          0	            0,00
	8300	8330	0001	2251351	NB	02.09.2024	9999       HILTI	4537287306	     12	PC	     12	PC	L15	       105,38	USD	     1	         12	        1.264,56	          0	            0,00
	8300	8330	0001	2251351	NB	02.09.2024	9999       HILTI	4537287307	     12	PC	     12	PC	L15	       105,38	USD	     1	         12	        1.264,56	          0	            0,00
	8300	8330	0001	2251351	NB	02.09.2024	9999       HILTI	4537287308	     12	PC	     12	PC	L15	       105,38	USD	     1	         12	        1.264,56	          0	            0,00
	8300	8330	0001	2152385	NB	02.09.2024	9999       HILTI	4537287309	      2	PC	      2	PC	L07	       378,01	USD	     1	          2	          756,02	          0	            0,00
	8300	8330	0001	2152385	NB	02.09.2024	9999       HILTI	4537287310	      2	PC	      2	PC	L07	       378,01	USD	     1	          2	          756,02	          0	            0,00
	8300	8330	0001	2183180	NB	02.09.2024	9999       HILTI	4537287311	     10	PC	     10	PC	L15	        91,10	USD	     1	         10	          911,00	          0	            0,00
	8300	8330	0001	2183180	NB	02.09.2024	9999       HILTI	4537287312	     10	PC	     10	PC	L15	        91,10	USD	     1	         10	          911,00	          0	            0,00
	8650	8650	0001	2190184	NB	02.09.2024	9999       HILTI	4537287313	     15	PC	     15	PC	CL1	       94.926	CLP	     1	         15	       1.423.890	          0	               0
	8300	8330	0001	2183180	NB	02.09.2024	9999       HILTI	4537287314	     10	PC	     10	PC	L15	        91,10	USD	     1	         10	          911,00	          0	            0,00
	8650	8650	0001	2278587	NB	02.09.2024	9999       HILTI	4537287315	     33	PC	     33	PC	CL1	       59.373	CLP	     1	         33	       1.959.309	          0	               0
	8300	8330	0001	2190184	NB	02.09.2024	9999       HILTI	4537287316	      1	PC	      1	PC	L07	        85,20	USD	     1	          1	           85,20	          0	            0,00
	8650	8650	0001	2278587	NB	02.09.2024	9999       HILTI	4537287317	     33	PC	     33	PC	CL1	       59.373	CLP	     1	         33	       1.959.309	          0	               0
	8650	8650	0001	2278587	NB	02.09.2024	9999       HILTI	4537287318	     33	PC	     33	PC	CL1	       59.373	CLP	     1	         33	       1.959.309	          0	               0
	8300	8330	0001	2388380	NB	02.09.2024	9999       HILTI	4537287319	     33	PC	     33	PC	L15	       153,56	USD	     1	         33	        5.067,48	          0	            0,00
	8650	8650	0001	2278587	NB	02.09.2024	9999       HILTI	4537287320	     33	PC	     33	PC	CL1	       59.373	CLP	     1	         33	       1.959.309	          0	               0
	8650	8650	0001	2322753	NB	02.09.2024	9999       HILTI	4537287321	      4	PC	      4	PC	CL1	      120.302	CLP	     1	          4	         481.208	          0	               0
	8300	8330	0001	2253057	NB	02.09.2024	9999       HILTI	4537287322	      8	PC	      8	PC	L15	       438,17	USD	     1	          8	        3.505,36	          0	            0,00
	8650	8650	0001	2136393	NB	02.09.2024	9999       HILTI	4537287323	     16	PC	     16	PC	CL1	       54.924	CLP	     1	         16	         878.784	          0	               0
	8650	8650	0001	2251347	NB	02.09.2024	9999       HILTI	4537287324	     16	PC	     16	PC	CL1	       59.297	CLP	     1	         16	         948.752	          0	               0
	8300	8330	0001	2330054	NB	02.09.2024	9999       HILTI	4537287325	     40	PC	     40	PC	L09	        62,33	USD	     1	         40	        2.493,20	          0	            0,00
	8650	8650	0001	2251347	NB	02.09.2024	9999       HILTI	4537287326	     16	PC	     16	PC	CL1	       59.297	CLP	     1	         16	         948.752	          0	               0
	8650	8650	0001	2251347	NB	02.09.2024	9999       HILTI	4537287327	     16	PC	     16	PC	CL1	       59.297	CLP	     1	         16	         948.752	          0	               0
	8650	8650	0001	2251351	NB	02.09.2024	9999       HILTI	4537287328	     48	PC	     48	PC	CL1	       93.638	CLP	     1	         48	       4.494.624	          0	               0
	8650	8650	0001	2251351	NB	02.09.2024	9999       HILTI	4537287328	    132	PC	    132	PC	CL1	       93.638	CLP	     1	        132	      12.360.216	          0	               0
	8650	8650	0001	2251351	NB	02.09.2024	9999       HILTI	4537287328	     60	PC	     60	PC	CL1	       93.638	CLP	     1	         60	       5.618.280	          0	               0
	8650	8650	0001	2381623	NB	02.09.2024	9999       HILTI	4537287329	      2	PC	      2	PC	CL1	      116.044	CLP	     1	          2	         232.088	          0	               0
	8650	8650	0001	2091266	NB	02.09.2024	9999       HILTI	4537287329	 11.000	PC	 11.000	PC	CL1	       17.486	CLP	 1.000	     11.000	         192.346	          0	               0
	8650	8650	0001	2091368	NB	02.09.2024	9999       HILTI	4537287329	  3.000	PC	  3.000	PC	CL1	       18.250	CLP	 1.000	      3.000	          54.750	          0	               0
	8650	8650	0001	386468	NB	02.09.2024	9999       HILTI	4537287329	  1.200	PC	  1.200	PC	CL1	       23.344	CLP	   100	      1.200	         280.128	          0	               0
	8650	8650	0001	2381623	NB	02.09.2024	9999       HILTI	4537287329	      2	PC	      2	PC	CL1	      116.044	CLP	     1	          2	         232.088	          0	               0
	8650	8650	0001	2091368	NB	02.09.2024	9999       HILTI	4537287329	  5.000	PC	  5.000	PC	CL1	       18.250	CLP	 1.000	      5.000	          91.250	          0	               0
	8650	8650	0001	2006452	NB	02.09.2024	9999       HILTI	4537287330	 40.000	PC	 40.000	PC	CL1	        2.517	CLP	   100	     40.000	       1.006.800	          0	               0
	8650	8650	0001	2337010	NB	02.09.2024	9999       HILTI	4537287331	    200	PC	    200	PC	CL1	      170.937	CLP	   100	        200	         341.874	          0	               0
	8650	8650	0001	2336939	NB	02.09.2024	9999       HILTI	4537287332	  1.600	PC	  1.600	PC	CL1	      129.629	CLP	   100	      1.600	       2.074.064	          0	               0
	8650	8650	0001	2100958	NB	02.09.2024	9999       HILTI	4537287333	153.600	PC	153.600	PC	CL1	       23.104	CLP	 1.000	    153.600	       3.548.774	          0	               0
	8650	8650	0001	2361528	NB	02.09.2024	9999       HILTI	4537287334	     10	PC	     10	PC	CL1	      329.652	CLP	     1	         10	       3.296.520	          0	               0
	8650	8650	0001	2361528	NB	02.09.2024	9999       HILTI	4537287334	     10	PC	     10	PC	CL1	      329.652	CLP	     1	         10	       3.296.520	          0	               0
	8650	8650	0001	2254882	NB	02.09.2024	9999       HILTI	4537287334	      5	PC	      5	PC	CL1	      219.120	CLP	     1	          5	       1.095.600	          0	               0
	8650	8650	0001	2254883	NB	02.09.2024	9999       HILTI	4537287335	     14	PC	     14	PC	CL1	      244.813	CLP	     1	         14	       3.427.382	          0	               0
	8650	8650	0001	2200121	NB	02.09.2024	9999       HILTI	4537287335	      1	PC	      1	PC	CL1	       86.796	CLP	     1	          1	          86.796	          0	               0
	8650	8650	0001	2227740	NB	02.09.2024	9999       HILTI	4537287335	      2	PC	      2	PC	CL1	      353.228	CLP	     1	          2	         706.456	          0	               0
	8650	8650	0001	2253853	NB	02.09.2024	9999       HILTI	4537287336	     12	PC	     12	PC	CL1	      159.246	CLP	     1	         12	       1.910.952	          0	               0
	8650	8650	0001	2253853	NB	02.09.2024	9999       HILTI	4537287336	     16	PC	     16	PC	CL1	      159.246	CLP	     1	         16	       2.547.936	          0	               0
	8650	8650	0001	2253853	NB	02.09.2024	9999       HILTI	4537287336	      8	PC	      8	PC	CL1	      159.246	CLP	     1	          8	       1.273.968	          0	               0
	8650	8650	0001	2253853	NB	02.09.2024	9999       HILTI	4537287336	     12	PC	     12	PC	CL1	      159.246	CLP	     1	         12	       1.910.952	          0	               0
	8650	8650	0001	2098470	NB	02.09.2024	9999       HILTI	4537287337	      3	PC	      3	PC	CL1	      210.704	CLP	     1	          3	         632.112	          0	               0
	8650	8650	0001	2098470	NB	02.09.2024	9999       HILTI	4537287338	      3	PC	      3	PC	CL1	      210.704	CLP	     1	          3	         632.112	          0	               0
	8650	8650	0001	2098470	NB	02.09.2024	9999       HILTI	4537287339	      3	PC	      3	PC	CL1	      210.704	CLP	     1	          3	         632.112	          0	               0
	8650	8650	0001	2098470	NB	02.09.2024	9999       HILTI	4537287340	      3	PC	      3	PC	CL1	      210.704	CLP	     1	          3	         632.112	          0	               0
	8650	8650	0001	2098470	NB	02.09.2024	9999       HILTI	4537287341	      3	PC	      3	PC	CL1	      210.704	CLP	     1	          3	         632.112	          0	               0
	8650	8650	0001	2098470	NB	02.09.2024	9999       HILTI	4537287342	      3	PC	      3	PC	CL1	      210.704	CLP	     1	          3	         632.112	          0	               0
	8650	8650	0001	2098470	NB	02.09.2024	9999       HILTI	4537287343	      3	PC	      3	PC	CL1	      210.704	CLP	     1	          3	         632.112	          0	               0
	8650	8650	0001	2251355	NB	02.09.2024	9999       HILTI	4537287344	     16	PC	     16	PC	CL1	      138.915	CLP	     1	         16	       2.222.640	          0	               0
	8650	8650	0001	2251355	NB	02.09.2024	9999       HILTI	4537287345	     16	PC	     16	PC	CL1	      138.915	CLP	     1	         16	       2.222.640	          0	               0
	8650	8650	0001	2251355	NB	02.09.2024	9999       HILTI	4537287346	     16	PC	     16	PC	CL1	      138.915	CLP	     1	         16	       2.222.640	          0	               0
	8650	8650	0001	2251355	NB	02.09.2024	9999       HILTI	4537287347	     16	PC	     16	PC	CL1	      138.915	CLP	     1	         16	       2.222.640	          0	               0
	8650	8650	0001	2251359	NB	02.09.2024	9999       HILTI	4537287348	     48	PC	     48	PC	CL1	      210.930	CLP	     1	         48	      10.124.640	          0	               0
